PdVId;PdVName;PdVTypeID;PdVOpeningHours;PdVAddressLine1;PdVHousenumber;PdVStreet;PdVPostCode;PdVTown;PdVPostCodeExtension;PdVLatitude;PdVLongitude;PdVPostalRegion;PdVEasyAutomate;ZdAId;point_geo;ServiceType;pdvtypename
DEP-7-530526;La Bonne Fortune;7;Lundi-Dimanche;;65;Avenue François Mitterrand;94000;CRÉTEIL;;48.769114;2.465314;94028;0;0;48.769114, 2.465314;Vente;Commerce de proximité
DEP-7-520406;Librairie Fontaine;7;Lundi-Dimanche;;14;Rue Arthur Fontaine;93700;DRANCY;;48.919021;2.455505;93029;0;0;48.919021, 2.455505;Vente;Commerce de proximité
DEP-7-520709;Tabac Le Flash;7;;;1;Place Gabriel Péri;93440;DUGNY;;48.954838;2.41661;93030;0;0;48.954838, 2.41661;Vente;Commerce de proximité
DEP-7-530441;Le Diplomate;7;;;57;Avenue de la Rèpublique;94260;FRESNES;;48.760069;2.319043;94034;0;0;48.760069, 2.319043;Vente;Commerce de proximité
DEP-7-510663;Des Champs Philippe;7;;;4;Place des Champs Philippe;92250;LA GARENNE-COLOMBES;;48.90381;2.233699;92035;0;0;48.90381, 2.233699;Vente;Commerce de proximité
DEP-7-540004;Tabac Du Babylone;7;Lundi-Dimanche;;5;Avenue Faidherbe;93310;LE PRÉ-SAINT-GERVAIS;;48.879994;2.411131;93061;0;0;48.879994, 2.411131;Vente;Commerce de proximité
DEP-7-520581;Tabac D' Hugo;7;;;2;Avenue Victor Hugo;93320;LES PAVILLONS-SOUS-BOIS;;48.910414;2.512393;93057;0;0;48.910414, 2.512393;Vente;Commerce de proximité
DEP-7-510669;Civette De Neuilly;7;;;105;Avenue Charles de Gaulle;92200;NEUILLY-SUR-SEINE;;48.881045;2.271068;92051;0;0;48.881045, 2.271068;Vente;Commerce de proximité
DEP-7-530156;Et Cetera;7;Lundi-Dimanche;;10;Rue des Halles;75001;PARIS;;48.859738;2.346915;75101;0;0;48.859738, 2.346915;Vente;Commerce de proximité
DEP-7-530140;La Corona;7;Lundi-Dimanche;;21;Boulevard Saint-Michel;75005;PARIS;;48.851544;2.34347;75105;0;0;48.851544, 2.34347;Vente;Commerce de proximité
DEP-7-540653;Tabac De L'Arrivée;7;Lundi-Dimanche;;14;Boulevard de l'Hôpital;75005;PARIS;;48.842263;2.363174;75105;0;0;48.842263, 2.363174;Vente;Commerce de proximité
DEP-7-530357;Tabac Eiffel;7;;;22;Avenue de la Bourdonnais;75007;PARIS;;48.858934;2.297873;75107;0;0;48.858934, 2.297873;Vente;Commerce de proximité
DEP-7-510235;Le Vizir;7;Lundi-Dimanche;;42;Rue la Fayette;75009;PARIS;;48.874628;2.339564;75109;0;0;48.874628, 2.339564;Vente;Commerce de proximité
DEP-7-520558;Tabac Le Jean Bart;7;;;17;Rue Pétion;75011;PARIS;;48.858917;2.381263;75111;0;0;48.858917, 2.381263;Vente;Commerce de proximité
DEP-7-540548;La Civette De Bercy;7;;;4;Passage Saint-Emilion;75012;PARIS;;48.833066;2.387022;75112;0;0;48.833066, 2.387022;Vente;Commerce de proximité
DEP-7-530194;La Bouffarde;7;Lundi-Dimanche;;124;Rue de Tolbiac;75013;PARIS;;48.82628;2.359471;75113;0;0;48.82628, 2.359471;Vente;Commerce de proximité
DEP-7-530622;Le Lonchamps;7;Lundi-Dimanche;;21;Rue de la Butte aux Cailles;75013;PARIS;;48.827621;2.349661;75113;0;0;48.827621, 2.349661;Vente;Commerce de proximité
DEP-7-530272;Tabac De La Mairie;7;Lundi-Dimanche;;165;Avenue du Maine;75014;PARIS;;48.832913;2.325056;75114;0;0;48.832913, 2.325056;Vente;Commerce de proximité
DEP-7-510647;Le Falguière;7;;;129;Rue de Vaugirard;75015;PARIS;;48.844485;2.318257;75115;0;0;48.844485, 2.318257;Vente;Commerce de proximité
DEP-7-510538;Le Calumet;7;Lundi-Dimanche;;145;Avenue de Villiers;75017;PARIS;;48.885438;2.292172;75117;0;0;48.885438, 2.292172;Vente;Commerce de proximité
DEP-7-510592;Tabac 68;7;Lundi-Dimanche;;68;Rue du Poteau;75018;PARIS;;48.8955;2.339991;75118;0;0;48.8955, 2.339991;Vente;Commerce de proximité
DEP-7-510619;La Royale;7;;;2;Place de la Chapelle;75018;PARIS;;48.884655;2.360809;75118;0;0;48.884655, 2.360809;Vente;Commerce de proximité
DEP-7-520583;Civette Télègraphe;7;;;1;Rue de Romainville;75019;PARIS;;48.875743;2.399209;75119;0;0;48.875743, 2.399209;Vente;Commerce de proximité
DEP-7-520575;Tabac Au Bon Coin;7;;;2;Boulevard Davout;75020;PARIS;;48.847548;2.411524;75120;0;0;48.847548, 2.411524;Vente;Commerce de proximité
DEP-7-520399;Le Ninos;7;Lundi-Dimanche;;203;Avenue Élisée Reclus;93380;SAINT-DENIS;;48.950241;2.357871;93066;0;0;48.950241, 2.357871;Vente;Commerce de proximité
DEP-7-520422;Le Carnot;7;Lundi-Dimanche;;1;Avenue de Verdun;93230;ROMAINVILLE;;48.883674;2.440312;93063;0;0;48.883674, 2.440312;Vente;Commerce de proximité
DEP-7-520729;Le Terminus;7;;;10;Rue de la Gare;93270;SEVRAN;;48.935535;2.534049;93071;0;0;48.935535, 2.534049;Vente;Commerce de proximité
DEP-7-520253;Tabac De La Gare;7;Lundi-Dimanche;;12;Place de la Gare Pierre Sémard;94350;VILLIERS-SUR-MARNE;;48.823523;2.541998;94079;0;0;48.823523, 2.541998;Vente;Commerce de proximité
DEP-7-530586;Civette Rennes;7;;;111;Rue de Rennes;75006;PARIS;;48.848436;2.328428;75106;0;0;48.848436, 2.328428;Vente;Commerce de proximité
DEP-7-530319;Café De L'Université;7;Lundi-Dimanche;;151;Rue de l'Université;75007;PARIS;;48.861069;2.305315;75107;0;0;48.861069, 2.305315;Vente;Commerce de proximité
DEP-7-520702;Tabac Alexandre;7;;;179;Quai de Valmy;75010;PARIS;;48.880193;2.367085;75110;0;0;48.880193, 2.367085;Vente;Commerce de proximité
DEP-7-540661;Habanos;7;Lundi-Dimanche;;32;Boulevard Richard Lenoir;75011;PARIS;;48.856908;2.371274;75111;0;0;48.856908, 2.371274;Vente;Commerce de proximité
DEP-7-520641;La Civette Daumesnil;7;Lundi-Dimanche;;242;Avenue Daumesnil;75012;PARIS;;48.837148;2.401605;75112;0;0;48.837148, 2.401605;Vente;Commerce de proximité
DEP-7-530495;Le Bardinet;7;;;179;Rue d'Alésia;75014;PARIS;;48.831011;2.317249;75114;0;0;48.831011, 2.317249;Vente;Commerce de proximité
DEP-7-510522;Plum2000;7;Lundi-Dimanche;;174;Rue de la Pompe;75016;PARIS;;48.870864;2.283375;75116;0;0;48.870864, 2.283375;Vente;Commerce de proximité
DEP-7-510324;Le Voltigeur;7;Lundi-Dimanche;;118;Boulevard Berthier;75017;PARIS;;48.888805;2.300828;75117;0;0;48.888805, 2.300828;Vente;Commerce de proximité
DEP-7-510600;Tabac La Comète;7;;;50;Rue Marx Dormoy;75018;PARIS;;48.887742;2.360017;75118;0;0;48.887742, 2.360017;Vente;Commerce de proximité
DEP-7-520474;Tabac La Gitane;7;;;3;Rue Lassus;75019;PARIS;;48.875275;2.389018;75119;0;0;48.875275, 2.389018;Vente;Commerce de proximité
DEP-7-520580;Tabac La Lorraine;7;Lundi-Dimanche;;127;Avenue Jean Jaurès;75019;PARIS;;48.886403;2.382719;75119;0;0;48.886403, 2.382719;Vente;Commerce de proximité
DEP-7-520003;Tabac De La Mairie;7;Lundi-Dimanche;;3;Rue de Paris;93230;ROMAINVILLE;;48.884242;2.432417;93063;0;0;48.884242, 2.432417;Vente;Commerce de proximité
DEP-7-510731;Le Richelieu;7;Lundi-Dimanche;;53;Rue Haute;92500;RUEIL-MALMAISON;;48.87381;2.181882;92063;0;0;48.87381, 2.181882;Vente;Commerce de proximité
DEP-7-520327;Au Diplomate;7;Lundi-Dimanche;;68;Rue Gabriel Péri;93200;SAINT-DENIS;;48.935334;2.356039;93066;0;0;48.935334, 2.356039;Vente;Commerce de proximité
DEP-7-510724;Le Dôme;7;Lundi-Dimanche;;1;Rue Albert Dhalenne;93400;SAINT-OUEN-SUR-SEINE;;48.917684;2.32985;93070;0;0;48.917684, 2.32985;Vente;Commerce de proximité
DEP-7-520163;Le Celtique;7;Lundi-Dimanche;;83;Rue Pierre Brossolette;95200;SARCELLES;;48.993578;2.377585;95585;0;0;48.993578, 2.377585;Vente;Commerce de proximité
DEP-7-530364;L'Escale;7;;;111;Avenue de la Republique;91600;SAVIGNY-SUR-ORGE;;48.691011;2.351405;91589;0;0;48.691011, 2.351405;Vente;Commerce de proximité
DEP-7-530531;Tabac Grand Vaux;7;Lundi-Dimanche;;1;Avenue Henri Ouzilleau;91600;SAVIGNY-SUR-ORGE;;48.674223;2.338528;91589;0;0;48.674223, 2.338528;Vente;Commerce de proximité
DEP-7-510667;Mag Presse;7;Lundi-Dimanche;;116;Boulevard du Maréchal de Lattre de Tassigny;92150;SURESNES;;48.866778;2.21654;92073;0;0;48.866778, 2.21654;Vente;Commerce de proximité
DEP-7-530318;Le Tom Tip;7;;;48;Rue Etienne Dolet;94140;ALFORTVILLE;;48.795911;2.425072;94002;0;0;48.795911, 2.425072;Vente;Commerce de proximité
DEP-7-520401;Civette De Bobigny;7;Lundi-Dimanche;;90;Boulevard Maurice Thorez;93000;BOBIGNY;;48.906486;2.447087;93008;0;0;48.906486, 2.447087;Vente;Commerce de proximité
DEP-7-510383;Le Silly;7;Lundi-Dimanche;;143;Rue de Silly;92100;BOULOGNE-BILLANCOURT;;48.833017;2.233676;92012;0;0;48.833017, 2.233676;Vente;Commerce de proximité
DEP-7-530568;Le Jean Nicot;7;;;432;Avenue de la Division Leclerc;92290;CHÂTENAY-MALABRY;;48.768424;2.252004;92019;0;0;48.768424, 2.252004;Vente;Commerce de proximité
DEP-7-520546;Tabac Le Verdun;7;Lundi-Dimanche;;72;Boulevard de Verdun;94120;FONTENAY-SOUS-BOIS;;48.853901;2.46949;94033;0;0;48.853901, 2.46949;Vente;Commerce de proximité
DEP-7-540583;Librairie-Papeterie;7;Lundi-Dimanche;;28;Rue Charles Frérot;94250;GENTILLY;;48.815862;2.351708;94037;0;0;48.815862, 2.351708;Vente;Commerce de proximité
DEP-7-510626;L'Aviation;7;;;2;Rond-Point Victor Hugo;92130;ISSY-LES-MOULINEAUX;;48.828097;2.27393;92040;0;0;48.828097, 2.27393;Vente;Commerce de proximité
DEP-7-540400;Hall De Presse;7;Lundi-Dimanche;;1;Rue Auguste Gervais;92130;ISSY-LES-MOULINEAUX;;48.823827;2.272986;92040;0;0;48.823827, 2.272986;Vente;Commerce de proximité
DEP-7-540391;Librairie - Presse;7;Lundi-Dimanche;;29;Boulevard de Stalingrad;92240;MALAKOFF;;48.814039;2.286517;92046;0;0;48.814039, 2.286517;Vente;Commerce de proximité
DEP-7-510070;La Civette Du Parc;7;Lundi-Dimanche;;11;Esplanade Charles de Gaulle;92000;NANTERRE;;48.895541;2.223296;92050;0;0;48.895541, 2.223296;Vente;Commerce de proximité
DEP-7-510638;La Cave À Cigares;7;;;27;Rue de la Paix;92000;NANTERRE;;48.887692;2.223748;92050;0;0;48.887692, 2.223748;Vente;Commerce de proximité
DEP-7-520533;Le Longchamp;7;;;1;Avenue Léon Blum;93330;NEUILLY-SUR-MARNE;;48.868115;2.534474;93050;0;0;48.868115, 2.534474;Vente;Commerce de proximité
DEP-7-520700;Le Watteau;7;Lundi-Dimanche;;7;Boulevard de Strasbourg;94130;NOGENT-SUR-MARNE;;48.835834;2.474379;94052;0;0;48.835834, 2.474379;Vente;Commerce de proximité
DEP-7-530448;Les Oliviers;7;Lundi-Dimanche;;66;Rue Claude Bernard;75005;PARIS;;48.84016;2.346641;75105;0;0;48.84016, 2.346641;Vente;Commerce de proximité
DEP-7-530469;Le Brazza;7;Lundi-Dimanche;;9;Rue de Sèvres;75006;PARIS;;48.851736;2.328516;75106;0;0;48.851736, 2.328516;Vente;Commerce de proximité
DEP-7-530266;Le Centenaire;7;;;27;Boulevard de la Tour-Maubourg;75007;PARIS;;48.859789;2.310351;75107;0;0;48.859789, 2.310351;Vente;Commerce de proximité
DEP-7-540057;Tabac Saint Antoine;7;Lundi-Dimanche;;203;Rue du Faubourg Saint-Antoine;75011;PARIS;;48.850529;2.382559;75111;0;0;48.850529, 2.382559;Vente;Commerce de proximité
DEP-7-530165;Maison De La Presse;7;Lundi-Dimanche;;7;Rue Elsa Morante;75013;PARIS;;48.828652;2.381844;75113;0;0;48.828652, 2.381844;Vente;Commerce de proximité
DEP-7-510662;Tabac Lecourbe;7;Lundi-Dimanche;;37;Rue Lecourbe;75015;PARIS;;48.844018;2.307809;75115;0;0;48.844018, 2.307809;Vente;Commerce de proximité
DEP-7-510449;Le Diplomate;7;;;15;Rue Singer;75016;PARIS;;48.856191;2.277586;75116;0;0;48.856191, 2.277586;Vente;Commerce de proximité
DEP-7-510659;Le Calumet;7;Lundi-Dimanche;;29;Rue Ramey;75018;PARIS;;48.888605;2.346564;75118;0;0;48.888605, 2.346564;Vente;Commerce de proximité
DEP-7-510637;Tabac Les Rosiers;7;Lundi-Dimanche;;56;Rue des Rosiers;93400;SAINT-OUEN-SUR-SEINE;;48.905617;2.336652;93070;0;0;48.905617, 2.336652;Vente;Commerce de proximité
DEP-7-520415;Le Saint-Sauveur;7;Lundi-Dimanche;;15;Rue Eric de Saint Sauveur;95200;SARCELLES;;48.977763;2.389573;95585;0;0;48.977763, 2.389573;Vente;Commerce de proximité
DEP-7-530264;Le Patio;7;;;5;Rue du Docteur Roux;92330;SCEAUX;;48.784828;2.302126;92071;0;0;48.784828, 2.302126;Vente;Commerce de proximité
DEP-7-530385;Les Tilleuls;7;Lundi-Dimanche;;148;Av du Mal de Lattre de Tassigny;94320;THIAIS;;48.752396;2.405595;94073;0;0;48.752396, 2.405595;Vente;Commerce de proximité
DEP-7-520375;Le Drapeau;7;Lundi-Dimanche;;18;Avenue de Paris;94300;VINCENNES;;48.844935;2.436097;94080;0;0;48.844935, 2.436097;Vente;Commerce de proximité
DEP-7-530284;Le Brazza;7;Lundi-Dimanche;;123;Avenue Aristide Briand;94110;ARCUEIL;;48.801945;2.324355;94003;0;0;48.801945, 2.324355;Vente;Commerce de proximité
DEP-7-520346;Le Belwo;7;;;63;Avenue Louis Aragon;93000;BOBIGNY;;48.91478;2.440589;93008;0;0;48.91478, 2.440589;Vente;Commerce de proximité
DEP-7-510650;Tabac - Presse;7;;;54;Rue Marcel Bontemps;92100;BOULOGNE-BILLANCOURT;;48.826882;2.238973;92012;0;0;48.826882, 2.238973;Vente;Commerce de proximité
DEP-7-520714;Tabac Du Bois L'Abbé;7;;;2;Place Rodin;94500;CHAMPIGNY-SUR-MARNE;;48.80678;2.550182;94017;0;0;48.80678, 2.550182;Vente;Commerce de proximité
DEP-7-530579;L' Aubrac;7;Lundi-Dimanche;;1;Av du Mal de Lattre de Tassigny;94220;CHARENTON-LE-PONT;;48.818551;2.419547;94018;0;0;48.818551, 2.419547;Vente;Commerce de proximité
DEP-7-530510;Le Clémenceau;7;;;36;Rue Georges Clémenceau;94600;CHOISY-LE-ROI;;48.766548;2.404576;94022;0;0;48.766548, 2.404576;Vente;Commerce de proximité
DEP-7-540217;Tabac Le Vinci;7;Lundi-Dimanche;;17;Avenue Léonard De Vinci;92400;COURBEVOIE;;48.896586;2.235843;92026;0;0;48.896586, 2.235843;Vente;Commerce de proximité
DEP-7-530396;Tabac - Presse;7;;;8;Boulevard Montaigut;94000;CRÉTEIL;;48.791098;2.445051;94028;0;0;48.791098, 2.445051;Vente;Commerce de proximité
DEP-7-530599;Tabac De La Paix;7;Lundi-Dimanche;;43;Avenue de la Paix;94260;FRESNES;;48.759995;2.329648;94034;0;0;48.759995, 2.329648;Vente;Commerce de proximité
DEP-7-520732;Tabac Presse Grande Vallée;7;;;1;Avenue Georges Pompidou;95500;GONESSE;;48.989772;2.43163;95277;0;0;48.989772, 2.43163;Vente;Commerce de proximité
DEP-7-530557;Le Mokaffé;7;Lundi-Dimanche;;125;Boulevard Paul Vaillant Couturier;94200;IVRY-SUR-SEINE;;48.814879;2.401901;94041;0;0;48.814879, 2.401901;Vente;Commerce de proximité
DEP-7-520434;Tabac Des 4 Routes;7;;;52;Avenue Paul Vaillant-Couturier;93120;LA COURNEUVE;;48.920455;2.41071;93027;0;0;48.920455, 2.41071;Vente;Commerce de proximité
DEP-7-530499;Le Rond Point;7;;;18;Place Jean Jaures;92120;MONTROUGE;;48.816049;2.311218;92049;0;0;48.816049, 2.311218;Vente;Commerce de proximité
DEP-7-520047;Virgule;7;Lundi-Dimanche;;3;Rue des Renouillères;93360;NEUILLY-PLAISANCE;;48.865455;2.510732;93049;0;0;48.865455, 2.510732;Vente;Commerce de proximité
DEP-7-520541;Civette De La Mairie;7;Lundi-Dimanche;;10;Place du Chanoine Heroux;93330;NEUILLY-SUR-MARNE;;48.856072;2.532402;93050;0;0;48.856072, 2.532402;Vente;Commerce de proximité
DEP-7-520677;Au Champs De Courses;7;;;29;Rue Diderot;93200;SAINT-DENIS;;48.936375;2.37723;93066;0;0;48.936375, 2.37723;Vente;Commerce de proximité
DEP-7-510528;Librairie Des Indes;7;;;6;Place Stendhal;78500;SARTROUVILLE;;48.94561;2.195613;78586;0;0;48.94561, 2.195613;Vente;Commerce de proximité
DEP-7-510505;Tabac De La Gare;7;;;2;Rue Merlin de Thionville;92150;SURESNES;;48.868099;2.221934;92073;0;0;48.868099, 2.221934;Vente;Commerce de proximité
DEP-7-530062;Tabac - Presse;7;Lundi-Dimanche;;63;Rue du Moulin de Saquet;94800;VILLEJUIF;;48.790745;2.371437;94076;0;0;48.790745, 2.371437;Vente;Commerce de proximité
DEP-7-510427;La Tabatière;7;;;156;Avenue Jean Jaures;95100;ARGENTEUIL;;48.940479;2.224294;95018;0;0;48.940479, 2.224294;Vente;Commerce de proximité
DEP-7-510532;Le Lutétia;7;Lundi-Dimanche;;127;Boulevard Jean Jaurès;92100;BOULOGNE-BILLANCOURT;;48.836719;2.241886;92012;0;0;48.836719, 2.241886;Vente;Commerce de proximité
DEP-7-530503;La Tabatière;7;;;80;Avenue Marcelin Berthelot;92320;CHÂTILLON;;48.808607;2.291581;92020;0;0;48.808607, 2.291581;Vente;Commerce de proximité
DEP-7-530247;Le Marigny;7;;;4;Rue Henri Cretté;94550;CHEVILLY-LARUE;;48.771443;2.355521;94021;0;0;48.771443, 2.355521;Vente;Commerce de proximité
DEP-7-510660;Bar Le Rallye;7;Lundi-Dimanche;;5;Rue du Landy;92110;CLICHY;;48.904527;2.303428;92024;0;0;48.904527, 2.303428;Vente;Commerce de proximité
DEP-7-510608;Le Régence;7;Lundi-Dimanche;;76;Avenue Henri Barbusse;92700;COLOMBES;;48.917978;2.252573;92025;0;0;48.917978, 2.252573;Vente;Commerce de proximité
DEP-2-601463;Tnssd Agence Mobile;2;Lundi-Samedi;;241;Chemin du Loup;93420;VILLEPINTE;;48.948145;2.563396;93078;0;0;48.948145, 2.563396;Vente;Commerce de proximité
DEP-2-601465;Kiosque Press. Rive Gauche;2;;;16;Avenue de Sceaux;78000;VERSAILLES;;48.799071;2.128058;78646;0;0;48.799071, 2.128058;Vente;Commerce de proximité
DEP-2-601473;Tabac Presse Le Parisien;2;Lundi-Samedi;;1;Rue Anatole France;91220;BRÉTIGNY-SUR-ORGE;;48.60868;2.303578;91103;0;0;48.60868, 2.303578;Vente;Commerce de proximité
DEP-2-601482;La Une Du Coudrayâ²;2;;Les Terrasses;;Rue du Tertre;91830;LE COUDRAY-MONTCEAUX;;48.560635;2.49349;91179;0;0;48.560635, 2.49349;Vente;Commerce de proximité
DEP-2-601485;Snc Issiz Tabac Liesse;2;;Rue du Champ Gaillard;;Rue de Liesse;95310;SAINT-OUEN-L'AUMÔNE;;49.041838;2.116655;95572;0;0;49.041838, 2.116655;Vente;Commerce de proximité
DEP-2-601491;2 - Civette D'Arpajon;2;;;10;Rue Guinchard;91290;ARPAJON;;48.58899;2.249055;91021;0;0;48.58899, 2.249055;Vente;Commerce de proximité
DEP-2-601492;Le Monde Des Anciens;2;;Centre Commercial Parly II;2;Avenue Charles de Gaulle;78150;LE CHESNAY-ROCQUENCOURT;;48.829162;2.116523;78158;0;0;48.829162, 2.116523;Vente;Commerce de proximité
DEP-2-601494;La Campanella;2;Lundi-Samedi;La Campanella;3;Rue Saint Aspais;77000;MELUN;;48.537885;2.659108;77288;0;0;48.537885, 2.659108;Vente;Commerce de proximité
DEP-2-601497;Snc Stena;2;;;6;Rue Georges Boucher;95480;PIERRELAYE;;49.022387;2.155397;95488;0;0;49.022387, 2.155397;Vente;Commerce de proximité
DEP-2-601502;Tabac Villa Picta;2;;Centre Commercial du parc de l;;Parc de la Noue;93420;VILLEPINTE;;48.958022;2.540707;93078;0;0;48.958022, 2.540707;Vente;Commerce de proximité
DEP-2-601514;Tabac De L'Epoque;2;;;2;Rue Joannes;93220;GAGNY;;48.882798;2.527038;93032;0;0;48.882798, 2.527038;Vente;Commerce de proximité
DEP-2-601516;Tabac De L'Eglise;2;;;2;Avenue Paul Doumer;93460;GOURNAY-SUR-MARNE;;48.863225;2.576204;93033;0;0;48.863225, 2.576204;Vente;Commerce de proximité
DEP-2-601518;Plessis Presse;2;;;38;avenue ardouin;94420;LE PLESSIS-TRÉVISE;;48.808944;2.57385;94059;0;0;48.808944, 2.57385;Vente;Commerce de proximité
DEP-2-601521;Le Malakoff;2;;;36;Rue du Grand Cerf;77100;MEAUX;;48.958454;2.879848;77284;0;0;48.958454, 2.879848;Vente;Commerce de proximité
DEP-2-601524;Tabac De La Mairie;2;;;43;Rue Henri Barbusse;93370;MONTFERMEIL;;48.900375;2.567513;93047;0;0;48.900375, 2.567513;Vente;Commerce de proximité
DEP-2-601525;L'Etoile Des Roches;2;;;37;Cours des Roches;77186;NOISIEL;;48.845692;2.615479;77337;0;0;48.845692, 2.615479;Vente;Commerce de proximité
DEP-2-601529;Le Cigare Et La Flamme;2;;CCIAL des 7 Iles;85;Route de Provins;94490;ORMESSON-SUR-MARNE;;48.792816;2.554333;94055;0;0;48.792816, 2.554333;Vente;Commerce de proximité
DEP-2-601536;Le Cyrano;2;;;110;Rue des Bourguignons;92600;ASNIÈRES-SUR-SEINE;;48.915843;2.276376;92004;0;0;48.915843, 2.276376;Vente;Commerce de proximité
DEP-2-601543;Tabac De La Tour;2;;;4;Avenue Laurent-Cély;92600;ASNIÈRES-SUR-SEINE;;48.916838;2.309273;92004;0;0;48.916838, 2.309273;Vente;Commerce de proximité
DEP-2-601547;Le Jean Bart;2;;;11;Rue d'Estienne d'Orves;92270;BOIS-COLOMBES;;48.91553;2.271325;92009;0;0;48.91553, 2.271325;Vente;Commerce de proximité
DEP-2-601551;Tabac De La Mairie;2;;;83;Boulevard Jean Jaurès;92110;CLICHY;;48.902304;2.304219;92024;0;0;48.902304, 2.304219;Vente;Commerce de proximité
DEP-2-601552;Royal Clichy;2;;;29;Boulevard du Général Leclerc;92110;CLICHY;;48.900915;2.315586;92024;0;0;48.900915, 2.315586;Vente;Commerce de proximité
DEP-2-601561;Le Bistrot De Paris;2;;;32;Rue de Paris;93800;ÉPINAY-SUR-SEINE;;48.95362;2.311373;93031;0;0;48.95362, 2.311373;Vente;Commerce de proximité
DEP-2-601564;Le Mozart;2;;;11bis;Rue Mozart;92230;GENNEVILLIERS;;48.92874;2.285148;92036;0;0;48.92874, 2.285148;Vente;Commerce de proximité
DEP-2-601572;Le Longchamp;2;;;57;Rue Jean Jaurès;92300;LEVALLOIS-PERRET;;48.892335;2.293499;92044;0;0;48.892335, 2.293499;Vente;Commerce de proximité
DEP-2-601581;Le Voltigeur;2;;;118;Boulevard Berthier;75017;PARIS;;48.888805;2.300828;75117;0;0;48.888805, 2.300828;Vente;Commerce de proximité
DEP-2-601590;Tabac De La Place Pereire;2;;;123;Boulevard Pereire;75017;PARIS;;48.885188;2.298261;75117;0;0;48.885188, 2.298261;Vente;Commerce de proximité
DEP-2-601596;Tabac Le Brazza;2;;;53;Rue de Tocqueville;75017;PARIS;;48.885217;2.310378;75117;0;0;48.885217, 2.310378;Vente;Commerce de proximité
DEP-2-601599;Le Maillot;2;;;78;Avenue de la Grande Armée;75017;PARIS;;48.877417;2.284727;75117;0;0;48.877417, 2.284727;Vente;Commerce de proximité
DEP-2-601606;La Rotonde;2;;;13;Rue Henri Barbusse;92390;VILLENEUVE-LA-GARENNE;;48.936061;2.334259;92078;0;0;48.936061, 2.334259;Vente;Commerce de proximité
DEP-2-601608;Le Cafe De La Mairie;2;;;5;Rue d'Estienne d'Orves;94380;BONNEUIL-SUR-MARNE;;48.774069;2.487537;94011;0;0;48.774069, 2.487537;Vente;Commerce de proximité
DEP-2-601613;Le Balto;2;;;190;Boulevard de Stalingrad;94500;CHAMPIGNY-SUR-MARNE;;48.823863;2.496405;94017;0;0;48.823863, 2.496405;Vente;Commerce de proximité
DEP-2-601614;Bar Tabac Le Prestige;2;;;182;Avenue Maurice Thorez;94500;CHAMPIGNY-SUR-MARNE;;48.816302;2.538542;94017;0;0;48.816302, 2.538542;Vente;Commerce de proximité
DEP-2-601616;Tabac De L'Avenue;2;;;85;Avenue de la République;94500;CHAMPIGNY-SUR-MARNE;;48.823016;2.510333;94017;0;0;48.823016, 2.510333;Vente;Commerce de proximité
DEP-2-601629;Le Jean Bart;2;;;137;Avenue du Général de Gaulle;94170;LE PERREUX-SUR-MARNE;;48.842838;2.503792;94058;0;0;48.842838, 2.503792;Vente;Commerce de proximité
DEP-2-601631;Tabac Le Start;2;;;219;Avenue Pierre Brossolette;94170;LE PERREUX-SUR-MARNE;;48.834237;2.51619;94058;0;0;48.834237, 2.51619;Vente;Commerce de proximité
DEP-2-601638;Tabac Du Marche;2;;;56;Avenue Georges Clemenceau;94700;MAISONS-ALFORT;;48.809865;2.443575;94046;0;0;48.809865, 2.443575;Vente;Commerce de proximité
DEP-2-601640;Tabac Presse Des Renouilleres;2;;;3;Rue des Renouillères;93360;NEUILLY-PLAISANCE;;48.865455;2.510732;93049;0;0;48.865455, 2.510732;Vente;Commerce de proximité
DEP-2-601645;Civette De La Mairie;2;;;10;Place du Chanoine Heroux;93330;NEUILLY-SUR-MARNE;;48.856072;2.532402;93050;0;0;48.856072, 2.532402;Vente;Commerce de proximité
DEP-2-601652;La Tabatiere;2;;;31;Rue Philibert Hoffmann;93110;ROSNY-SOUS-BOIS;;48.881062;2.485859;93064;0;0;48.881062, 2.485859;Vente;Commerce de proximité
DEP-2-601667;Le Rallye;2;;;77;Rue du Général de Gaulle;94350;VILLIERS-SUR-MARNE;;48.827257;2.542762;94079;0;0;48.827257, 2.542762;Vente;Commerce de proximité
DEP-2-601671;D3;2;;;3;Rue Marconi;77500;CHELLES;;48.892865;2.58015;77108;0;0;48.892865, 2.58015;Vente;Commerce de proximité
DEP-7-510460;Le Brelan;7;Lundi-Dimanche;;2;Boulevard Leon Feix;95100;ARGENTEUIL;;48.948791;2.253044;95018;0;0;48.948791, 2.253044;Vente;Commerce de proximité
DEP-7-540083;Le Fontenoy;7;Lundi-Dimanche;;34;Avenue Francois Mitterrand;91200;ATHIS-MONS;;48.70056;2.372019;91027;0;0;48.70056, 2.372019;Vente;Commerce de proximité
DEP-7-510490;Tabac De La Mairie;7;;;5;Avenue Gabriel Péri;95870;BEZONS;;48.927751;2.215166;95063;0;0;48.927751, 2.215166;Vente;Commerce de proximité
DEP-7-520496;Le Bel Air;7;;;25;Avenue Edouard Vaillant;93000;BOBIGNY;;48.90755;2.468686;93008;0;0;48.90755, 2.468686;Vente;Commerce de proximité
