PdVId;PdVName;PdVTypeID;PdVOpeningHours;PdVAddressLine1;PdVHousenumber;PdVStreet;PdVPostCode;PdVTown;PdVPostCodeExtension;PdVLatitude;PdVLongitude;PdVPostalRegion;PdVEasyAutomate;ZdAId;point_geo;ServiceType;pdvtypename
DEP-7-520170;Le Maracana;7;Lundi-Dimanche;;35;Rue General Leclerc;95500;GONESSE;;48.987182;2.446824;95277;0;0;48.987182, 2.446824;Vente;Commerce de proximité
DEP-7-510636;Tabac Saint-Germain;7;;;3;Cours de l'Ancienne Boulangerie;92130;ISSY-LES-MOULINEAUX;;48.825133;2.258488;92040;0;0;48.825133, 2.258488;Vente;Commerce de proximité
DEP-7-520687;Le Jollois;7;;;39;Boulevard Pasteur;93120;LA COURNEUVE;;48.921903;2.383348;93027;0;0;48.921903, 2.383348;Vente;Commerce de proximité
DEP-7-540618;Le Cyrano;7;Lundi-Dimanche;;6;Place de la Gare des Vallees;92250;LA GARENNE-COLOMBES;;48.913179;2.257726;92035;0;0;48.913179, 2.257726;Vente;Commerce de proximité
DEP-7-530310;Tabac Brazza;7;Lundi-Dimanche;;28;Avenue Eugène Thomas;94270;LE KREMLIN-BICÊTRE;;48.80998;2.358727;94043;0;0;48.80998, 2.358727;Vente;Commerce de proximité
DEP-7-520528;Le Maryland;7;;;20;Boulevard d’Alsace-Lorraine;94170;LE PERREUX-SUR-MARNE;;48.84881;2.495843;94058;0;0;48.84881, 2.495843;Vente;Commerce de proximité
DEP-7-530527;Tabac Du Clos;7;;;2;Boulevard du Colonel Fabien;92240;MALAKOFF;;48.81396;2.278432;92046;0;0;48.81396, 2.278432;Vente;Commerce de proximité
DEP-7-520585;Lib. Du Val De Marne;7;;;70;Rue du 11 Novembre;93330;NEUILLY-SUR-MARNE;;48.863201;2.52649;93050;0;0;48.863201, 2.52649;Vente;Commerce de proximité
DEP-7-530569;Café Hotel De Ville;7;;;7;Place Henri Barbusse;91550;PARAY-VIEILLE-POSTE;;48.713017;2.362354;91479;0;0;48.713017, 2.362354;Vente;Commerce de proximité
DEP-7-510529;La Maison Du Marais;7;Lundi-Dimanche;;53;Rue Saint-Paul;75004;PARIS;;48.854491;2.362489;75104;0;0;48.854491, 2.362489;Vente;Commerce de proximité
DEP-7-530383;Presse - Tabac;7;Lundi-Dimanche;;9;Rue Blainville;75005;PARIS;;48.84441;2.348436;75105;0;0;48.84441, 2.348436;Vente;Commerce de proximité
DEP-7-530390;Le Saint Mandé;7;Lundi-Dimanche;;43;Rue Linné;75005;PARIS;;48.846233;2.354371;75105;0;0;48.846233, 2.354371;Vente;Commerce de proximité
DEP-7-530484;Le Week End;7;Lundi-Dimanche;;36;Rue Gay-Lussac;75005;PARIS;;48.844369;2.34186;75105;0;0;48.844369, 2.34186;Vente;Commerce de proximité
DEP-7-530329;Tabac De La Mairie;7;Lundi-Dimanche;;114;Rue de Grenelle;75007;PARIS;;48.856745;2.320438;75107;0;0;48.856745, 2.320438;Vente;Commerce de proximité
DEP-7-510330;Tabac De La Mairie;7;Lundi-Dimanche;;66;Rue de la Pompe;75016;PARIS;;48.863076;2.276579;75116;0;0;48.863076, 2.276579;Vente;Commerce de proximité
DEP-7-540440;Moulin D' Auteuil;7;Lundi-Dimanche;;75;Rue d'Auteuil;75016;PARIS;;48.847868;2.260891;75116;0;0;48.847868, 2.260891;Vente;Commerce de proximité
DEP-7-540234;Le Flash;7;;;25;Boulevard Ornano;75018;PARIS;;48.893619;2.347743;75118;0;0;48.893619, 2.347743;Vente;Commerce de proximité
DEP-7-540257;Tabac L'Horloge;7;Lundi-Dimanche;;212;Avenue Jean Jaurès;75019;PARIS;;48.888588;2.39299;75119;0;0;48.888588, 2.39299;Vente;Commerce de proximité
DEP-7-520655;Tabac Pte Des Lilas;7;;;306;Rue de Belleville;75020;PARIS;;48.876626;2.40504;75120;0;0;48.876626, 2.40504;Vente;Commerce de proximité
DEP-7-510539;Civette De Puteaux;7;Lundi-Dimanche;;65;Quai de Dion Bouton;92800;PUTEAUX;;48.885756;2.251379;92062;0;0;48.885756, 2.251379;Vente;Commerce de proximité
DEP-7-520443;Le Tabac Du Barrage;7;Lundi-Dimanche;;149;Rue Gabriel Péri;93200;SAINT-DENIS;;48.943858;2.356817;93066;0;0;48.943858, 2.356817;Vente;Commerce de proximité
DEP-7-530313;Le Kennedy;7;Lundi-Dimanche;;90;Rue Garibaldi;94100;SAINT-MAUR-DES-FOSSÉS;;48.793885;2.486484;94068;0;0;48.793885, 2.486484;Vente;Commerce de proximité
DEP-7-530337;Le Reinitas;7;Lundi-Dimanche;;6;Place Paul Froment;94400;VITRY-SUR-SEINE;;48.78646;2.402074;94081;0;0;48.78646, 2.402074;Vente;Commerce de proximité
DEP-7-510350;Le Cyrano;7;;;110;Rue des Bourguignons;92600;ASNIÈRES-SUR-SEINE;;48.915843;2.276376;92004;0;0;48.915843, 2.276376;Vente;Commerce de proximité
DEP-7-520678;Tabac Du Marché;7;;;5;Rue Jacques Duclos;93600;AULNAY-SOUS-BOIS;;48.941549;2.496952;93005;0;0;48.941549, 2.496952;Vente;Commerce de proximité
DEP-7-530381;Le Paris Rome;7;Lundi-Dimanche;;11bis;Avenue Louis Pasteur;92220;BAGNEUX;;48.797908;2.317324;92007;0;0;48.797908, 2.317324;Vente;Commerce de proximité
DEP-7-520605;Le Shelby;7;Lundi-Dimanche;;24;Rue Girardot;93170;BAGNOLET;;48.87429;2.42625;93006;0;0;48.87429, 2.42625;Vente;Commerce de proximité
DEP-7-510569;Mag Presse;7;;;41;Rue de Sartrouville;95870;BEZONS;;48.934577;2.203339;95063;0;0;48.934577, 2.203339;Vente;Commerce de proximité
DEP-7-510587;Le Victor Hugo;7;Lundi-Dimanche;;29;Rue Victor Hugo;95870;BEZONS;;48.929815;2.222015;95063;0;0;48.929815, 2.222015;Vente;Commerce de proximité
DEP-7-520643;Tabac Bord De Marne;7;Lundi-Dimanche;;181;Rue Diderot;94500;CHAMPIGNY-SUR-MARNE;;48.812839;2.501575;94017;0;0;48.812839, 2.501575;Vente;Commerce de proximité
DEP-7-530447;Le Mogador;7;;;197;Rue de Paris;94220;CHARENTON-LE-PONT;;48.828913;2.401924;94018;0;0;48.828913, 2.401924;Vente;Commerce de proximité
DEP-7-530554;Le Calumet;7;;;36;Domaine de Bel Abord;91380;CHILLY-MAZARIN;;48.707608;2.316295;91161;0;0;48.707608, 2.316295;Vente;Commerce de proximité
DEP-7-520370;Tabac  Marronniers;7;Lundi-Dimanche;;4;Allée de Gagny;93390;CLICHY-SOUS-BOIS;;48.900082;2.546837;93014;0;0;48.900082, 2.546837;Vente;Commerce de proximité
DEP-7-510417;Tabac De La Gare;7;Lundi-Dimanche;;9;Avenue de l’Agent Sarre;92700;COLOMBES;;48.923883;2.259987;92025;0;0;48.923883, 2.259987;Vente;Commerce de proximité
DEP-7-530588;Fontaine Aux Roses;7;;;110;Rue Boucicaut;92260;FONTENAY-AUX-ROSES;;48.793387;2.284479;92032;0;0;48.793387, 2.284479;Vente;Commerce de proximité
DEP-7-601652;La Libération;7;;;8;Avenue de la Libération;92230;GENNEVILLIERS;;48.924596;2.291275;92036;0;0;48.924596, 2.291275;Vente;Commerce de proximité
DEP-7-520716;Tabac De La Fauconnière;7;;;19;Place Marc Sangnier;95500;GONESSE;;49.002207;2.422878;95277;0;0;49.002207, 2.422878;Vente;Commerce de proximité
DEP-7-510296;Le Fumoir;7;;;4;Place Paul Vaillant Couturier;92130;ISSY-LES-MOULINEAUX;;48.826864;2.278794;92040;0;0;48.826864, 2.278794;Vente;Commerce de proximité
DEP-7-540543;Le Balto;7;Lundi-Dimanche;;3;Rue Pierre et Marie Curie;94200;IVRY-SUR-SEINE;;48.81545;2.376169;94041;0;0;48.81545, 2.376169;Vente;Commerce de proximité
DEP-7-520015;Tabac De L'Avenue;7;Lundi-Dimanche;;48;Boulevard de la Liberté;94170;LE PERREUX-SUR-MARNE;;48.835513;2.497595;94058;0;0;48.835513, 2.497595;Vente;Commerce de proximité
DEP-7-510038;L'Ariel;7;Lundi-Dimanche;;62;Rue Baudin;92300;LEVALLOIS-PERRET;;48.897995;2.284999;92044;0;0;48.897995, 2.284999;Vente;Commerce de proximité
DEP-7-520571;La Civette De Chanzy;7;Lundi-Dimanche;;4;Boulevard Chanzy;93190;LIVRY-GARGAN;;48.908587;2.517988;93046;0;0;48.908587, 2.517988;Vente;Commerce de proximité
DEP-7-520710;Tabac Stephensen;7;Lundi-Dimanche;;2;Square Stephenson;93130;NOISY-LE-SEC;;48.887225;2.462915;93053;0;0;48.887225, 2.462915;Vente;Commerce de proximité
DEP-7-530572;Le St-Exupéry;7;Lundi-Dimanche;;14;Voie des Saules;94310;ORLY;;48.746842;2.415416;94054;0;0;48.746842, 2.415416;Vente;Commerce de proximité
DEP-2-601459;Le Gagnant;2;;;122;Avenue des Champs Lasniers;91940;LES ULIS;;48.683932;2.170049;91692;0;0;48.683932, 2.170049;Vente;Commerce de proximité
DEP-2-601468;Tabac Le Galion;2;;;22bis;Avenue Pasteur;93290;TREMBLAY-EN-FRANCE;;48.941865;2.573849;93073;0;0;48.941865, 2.573849;Vente;Commerce de proximité
DEP-2-601472;Gare Autoroutiere Briis Sous F;2;Lundi-Samedi;;;Briis-sous-Forges;91640;BRIIS-SOUS-FORGES;;48.626471;2.132295;91111;0;0;48.626471, 2.132295;Vente;Commerce de proximité
DEP-2-601480;Tabac De La Mairie Collegien;2;;;16;Avenue Michel Chartier;77090;COLLÉGIEN;;48.838275;2.669846;77121;0;0;48.838275, 2.669846;Vente;Commerce de proximité
DEP-2-601483;Cheng Christophe;2;Lundi-Samedi;;9;Rue Pasteur;91360;ÉPINAY-SUR-ORGE;;48.668958;2.331699;91216;0;0;48.668958, 2.331699;Vente;Commerce de proximité
DEP-2-601486;Cafe-Tabac Du Croissant;2;Lundi-Samedi;;1;Rue Georges Clémenceau;78250;MEULAN-EN-YVELINES;;49.00576;1.907053;78401;0;0;49.00576, 1.907053;Vente;Commerce de proximité
DEP-2-601496;Snc Massimo;2;;;10;Place Auguste Rodin;95120;ERMONT;;48.981704;2.243885;95219;0;0;48.981704, 2.243885;Vente;Commerce de proximité
DEP-2-601507;Le Papyrus;2;;Intermarche Rte de Monfermeil;1;Rue Marconi;77500;CHELLES;;48.892988;2.580102;77108;0;0;48.892988, 2.580102;Vente;Commerce de proximité
DEP-2-601510;Bar Tabac  Le Larzac;2;;;2;Avenue de la Résistance;77500;CHELLES;;48.878966;2.587945;77108;0;0;48.878966, 2.587945;Vente;Commerce de proximité
DEP-2-601520;La Platanaie;2;;;11;place de verdun;94420;LE PLESSIS-TRÉVISE;;48.805167;2.584646;94059;0;0;48.805167, 2.584646;Vente;Commerce de proximité
DEP-2-601532;Tabac Peng;2;;CCIAL 2000 Lot 102;;Avenue de la République;77340;PONTAULT-COMBAULT;;48.803337;2.61111;77373;0;0;48.803337, 2.61111;Vente;Commerce de proximité
DEP-2-601537;Le Flachat;2;;;35;Rue Chanzy;92600;ASNIÈRES-SUR-SEINE;;48.909013;2.273488;92004;0;0;48.909013, 2.273488;Vente;Commerce de proximité
DEP-2-601541;Le Reinitas;2;;;102;Avenue d’Argenteuil;92600;ASNIÈRES-SUR-SEINE;;48.914921;2.283115;92004;0;0;48.914921, 2.283115;Vente;Commerce de proximité
DEP-2-601569;Le Celtique;2;;;51;Rue Aristide Briand;92300;LEVALLOIS-PERRET;;48.891403;2.285911;92044;0;0;48.891403, 2.285911;Vente;Commerce de proximité
DEP-2-601576;Le Balto;2;;;48;Rue Gabriel Péri;92300;LEVALLOIS-PERRET;;48.893197;2.286785;92044;0;0;48.893197, 2.286785;Vente;Commerce de proximité
DEP-2-601580;Tabac De La Mairie;2;;;2;Rue Méchin;93450;L'ÎLE-SAINT-DENIS;;48.935878;2.340732;93039;0;0;48.935878, 2.340732;Vente;Commerce de proximité
DEP-2-601584;Bar Le Narval;2;;;17;Rue des Dames;75017;PARIS;;48.884823;2.324911;75117;0;0;48.884823, 2.324911;Vente;Commerce de proximité
DEP-2-601586;Le Calumet;2;;;145;Avenue de Villiers;75017;PARIS;;48.885438;2.292172;75117;0;0;48.885438, 2.292172;Vente;Commerce de proximité
DEP-2-601591;La Rose Des Sables;2;;;22;Boulevard Gouvion-Saint-Cyr;75017;PARIS;;48.883899;2.288489;75117;0;0;48.883899, 2.288489;Vente;Commerce de proximité
DEP-2-601592;Tabac Le Niel;2;;;42;Rue Pierre Demours;75017;PARIS;;48.881441;2.295126;75117;0;0;48.881441, 2.295126;Vente;Commerce de proximité
DEP-2-601594;Tabac Le Tocqueville;2;;;55;Boulevard Pereire;75017;PARIS;;48.887416;2.307331;75117;0;0;48.887416, 2.307331;Vente;Commerce de proximité
DEP-2-601595;Civette Ponce;2;;;14;Rue Poncelet;75017;PARIS;;48.879119;2.297168;75117;0;0;48.879119, 2.297168;Vente;Commerce de proximité
DEP-2-601597;Tabac Le Celtique;2;;;71;Boulevard Berthier;75017;PARIS;;48.886383;2.296204;75117;0;0;48.886383, 2.296204;Vente;Commerce de proximité
DEP-2-601602;Tabac Des Rosiers;2;;;56;Rue des Rosiers;93400;SAINT-OUEN-SUR-SEINE;;48.905617;2.336652;93070;0;0;48.905617, 2.336652;Vente;Commerce de proximité
DEP-2-601603;Le Chiquito;2;;;31;Rue Charles Schmidt;93400;SAINT-OUEN-SUR-SEINE;;48.903811;2.333661;93070;0;0;48.903811, 2.333661;Vente;Commerce de proximité
DEP-2-601611;Librairie Du Parc;2;;;13;Avenue de la Division Leclerc;94230;CACHAN;;48.785247;2.328472;94016;0;0;48.785247, 2.328472;Vente;Commerce de proximité
DEP-2-601615;Tabac Au Scribe;2;;;18;Rue Albert Thomas;94500;CHAMPIGNY-SUR-MARNE;;48.811802;2.510741;94017;0;0;48.811802, 2.510741;Vente;Commerce de proximité
DEP-2-601622;Ambiance J;2;;;;Avenue du Val de Fontenay;94120;FONTENAY-SOUS-BOIS;;48.85342;2.487541;94033;0;0;48.85342, 2.487541;Vente;Commerce de proximité
DEP-2-601641;Tabac De La Poste;2;;;46;Avenue du Maréchal Foch;93360;NEUILLY-PLAISANCE;;48.861861;2.506054;93049;0;0;48.861861, 2.506054;Vente;Commerce de proximité
DEP-2-601644;Tabac De La Fauvette;2;;CCIAL Les Fauvettes;1;Avenue Léon Blum;93330;NEUILLY-SUR-MARNE;;48.868115;2.534474;93050;0;0;48.868115, 2.534474;Vente;Commerce de proximité
DEP-2-601651;Le Cafe De La Gare;2;;;22;Avenue de la République;93110;ROSNY-SOUS-BOIS;;48.870651;2.484714;93064;0;0;48.870651, 2.484714;Vente;Commerce de proximité
DEP-2-601653;Tabac De L'Eglise;2;;;4;Rue du Général Gallièni;93110;ROSNY-SOUS-BOIS;;48.874107;2.482607;93064;0;0;48.874107, 2.482607;Vente;Commerce de proximité
DEP-2-601655;Le Kennedy;2;;;90;Rue Garibaldi;94100;SAINT-MAUR-DES-FOSSÉS;;48.793885;2.486484;94068;0;0;48.793885, 2.486484;Vente;Commerce de proximité
DEP-2-601659;Le Jubile;2;;;93;Rue Lafayette;94210;SAINT-MAUR-DES-FOSSÉS;;48.806963;2.509267;94068;0;0;48.806963, 2.509267;Vente;Commerce de proximité
DEP-2-601662;Tabac De La Gare;2;;;7;Place de la Gare;93250;VILLEMOMBLE;;48.889032;2.510887;93077;0;0;48.889032, 2.510887;Vente;Commerce de proximité
DEP-2-601663;Le Sevigne;2;;;162;Grande Rue;93250;VILLEMOMBLE;;48.881806;2.522023;93077;0;0;48.881806, 2.522023;Vente;Commerce de proximité
DEP-7-510704;Tabac Cika;7;;;1;Avenue Aristide Briand;92160;ANTONY;;48.753581;2.30498;92002;0;0;48.753581, 2.30498;Vente;Commerce de proximité
DEP-7-510734;Tabac D'Orgemont;7;Lundi-Dimanche;;57;Avenue de Stalingrad;95100;ARGENTEUIL;;48.950938;2.264138;95018;0;0;48.950938, 2.264138;Vente;Commerce de proximité
DEP-7-530289;Le Mozart;7;;;105;Avenue du 18 Avril;91200;ATHIS-MONS;;48.701008;2.385656;91027;0;0;48.701008, 2.385656;Vente;Commerce de proximité
DEP-7-520647;Le Robespierre;7;;;83;Rue Robespierre;93170;BAGNOLET;;48.86306;2.419066;93006;0;0;48.86306, 2.419066;Vente;Commerce de proximité
DEP-7-510495;Etoile;7;Lundi-Dimanche;;323;Avenue d'Argenteuil;92270;BOIS-COLOMBES;;48.92458;2.274857;92009;0;0;48.92458, 2.274857;Vente;Commerce de proximité
DEP-7-510232;Le Royal Tabac;7;Lundi-Dimanche;;99;Avenue Edouard Vaillant;92100;BOULOGNE-BILLANCOURT;;48.833815;2.244703;92012;0;0;48.833815, 2.244703;Vente;Commerce de proximité
DEP-7-520630;La Fouchette;7;;;1;Avenue du Général de Gaulle;94500;CHAMPIGNY-SUR-MARNE;;48.82023;2.484275;94017;0;0;48.82023, 2.484275;Vente;Commerce de proximité
DEP-7-540643;La Pointe Presse;7;Lundi-Dimanche;;1945;Avenue Roger Salengro;92370;CHAVILLE;;48.805931;2.184798;92022;0;0;48.805931, 2.184798;Vente;Commerce de proximité
DEP-7-530478;Le Rouget De L'Isle;7;;;7;Avenue Jean Jaurès;94600;CHOISY-LE-ROI;;48.764219;2.406386;94022;0;0;48.764219, 2.406386;Vente;Commerce de proximité
DEP-7-510428;L'Européen;7;Lundi-Dimanche;;165;Boulevard De Verdun;92400;COURBEVOIE;;48.904954;2.256142;92026;0;0;48.904954, 2.256142;Vente;Commerce de proximité
DEP-7-510516;Havannah Stock;7;Lundi-Dimanche;;3;Rue Baudin;92400;COURBEVOIE;;48.895419;2.250125;92026;0;0;48.895419, 2.250125;Vente;Commerce de proximité
DEP-7-520344;Ambiance J;7;Lundi-Dimanche;;;Avenue du Val de Fontenay;94120;FONTENAY-SOUS-BOIS;;48.85342;2.487541;94033;0;0;48.85342, 2.487541;Vente;Commerce de proximité
DEP-7-510484;Tabac - Presse;7;;;76;Rue Camille Desmoulins;92130;ISSY-LES-MOULINEAUX;;48.829657;2.2644;92040;0;0;48.829657, 2.2644;Vente;Commerce de proximité
DEP-7-530253;Brasserie Des Sports;7;Lundi-Dimanche;;8;Rue Raspail;94200;IVRY-SUR-SEINE;;48.811468;2.387274;94041;0;0;48.811468, 2.387274;Vente;Commerce de proximité
DEP-7-510257;Le Tabac De L'Ouest;7;Lundi-Dimanche;;43;Rue d'Alsace;92300;LEVALLOIS-PERRET;;48.893169;2.298706;92044;0;0;48.893169, 2.298706;Vente;Commerce de proximité
DEP-7-520690;Le Celtique;7;;;175;Boulevard de la Boissière;93100;MONTREUIL;;48.877388;2.462122;93048;0;0;48.877388, 2.462122;Vente;Commerce de proximité
DEP-7-520651;La Civette Bastille;7;Lundi-Dimanche;;4;Rue de la Bastille;75004;PARIS;;48.853778;2.367787;75104;0;0;48.853778, 2.367787;Vente;Commerce de proximité
DEP-7-530548;Café Le Dauphine;7;;;17;Rue Dauphine;75006;PARIS;;48.85542;2.340025;75106;0;0;48.85542, 2.340025;Vente;Commerce de proximité
DEP-7-530395;Le Paris Duquesne;7;Lundi-Dimanche;;41;Avenue Duquesne;75007;PARIS;;48.851314;2.311093;75107;0;0;48.851314, 2.311093;Vente;Commerce de proximité
DEP-7-510321;Le Rocher St-Lazare;7;;;5bis;Rue du Rocher;75008;PARIS;;48.878169;2.320095;75108;0;0;48.878169, 2.320095;Vente;Commerce de proximité
DEP-7-510718;Les Volcans;7;;;105;Rue du Faubourg Poissonnière;75009;PARIS;;48.877361;2.348979;75109;0;0;48.877361, 2.348979;Vente;Commerce de proximité
DEP-7-540297;La Havane;7;;;4;Place de Clichy;75009;PARIS;;48.883383;2.327912;75109;0;0;48.883383, 2.327912;Vente;Commerce de proximité
DEP-7-520438;La Rame;7;;;21;Rue Philippe de Girard;75010;PARIS;;48.882791;2.361565;75110;0;0;48.882791, 2.361565;Vente;Commerce de proximité
DEP-7-520451;La Petite Etincelle;7;;;38;Boulevard Beaumarchais;75011;PARIS;;48.85643;2.368612;75111;0;0;48.85643, 2.368612;Vente;Commerce de proximité
DEP-7-520634;Tabac Des Sports;7;Lundi-Dimanche;;35;Avenue de la Porte de Choisy;75013;PARIS;;48.819627;2.364811;75113;0;0;48.819627, 2.364811;Vente;Commerce de proximité
DEP-7-530303;Tabac De La Gaïté;7;Lundi-Dimanche;;49;Rue de la Gaîté;75014;PARIS;;48.838623;2.322814;75114;0;0;48.838623, 2.322814;Vente;Commerce de proximité
DEP-7-530451;Café Le Renoir;7;Lundi-Dimanche;;207;Rue Raymond Losserand;75014;PARIS;;48.828527;2.307336;75114;0;0;48.828527, 2.307336;Vente;Commerce de proximité
DEP-7-510670;Tabac Le Chamois;7;;;355;Rue de Vaugirard;75015;PARIS;;48.836768;2.295726;75115;0;0;48.836768, 2.295726;Vente;Commerce de proximité
DEP-7-510300;La Vitole;7;Lundi-Dimanche;;126;Boulevard Murat;75016;PARIS;;48.837168;2.259038;75116;0;0;48.837168, 2.259038;Vente;Commerce de proximité
DEP-7-510665;Tabac Le Tocqueville;7;Lundi-Dimanche;;55;Boulevard Pereire;75017;PARIS;;48.887416;2.307331;75117;0;0;48.887416, 2.307331;Vente;Commerce de proximité
DEP-7-540269;Le Bolivar;7;Lundi-Dimanche;;125;Avenue Simon Bolivar;75019;PARIS;;48.880742;2.373755;75119;0;0;48.880742, 2.373755;Vente;Commerce de proximité
DEP-7-510537;Tabac Beauregard;7;;;67;Avenue du Dix Huit Juin 1940;92500;RUEIL-MALMAISON;;48.868286;2.194136;92063;0;0;48.868286, 2.194136;Vente;Commerce de proximité
DEP-7-520329;La Régence;7;;;5;Avenue du 8 Mai 1945;95200;SARCELLES;;48.976927;2.375217;95585;0;0;48.976927, 2.375217;Vente;Commerce de proximité
DEP-7-520568;Le Royal Fv;7;Lundi-Dimanche;;76;Rue Jean Jaurès;93240;STAINS;;48.968012;2.383046;93072;0;0;48.968012, 2.383046;Vente;Commerce de proximité
DEP-7-530540;Le Fontenoy;7;Lundi-Dimanche;;120;Avenue Ernest Havet;94400;VITRY-SUR-SEINE;;48.789554;2.402785;94081;0;0;48.789554, 2.402785;Vente;Commerce de proximité
DEP-7-530378;Le Fortville;7;Lundi-Dimanche;;106;Rue Véron;94140;ALFORTVILLE;;48.810098;2.414244;94002;0;0;48.810098, 2.414244;Vente;Commerce de proximité
DEP-7-540623;Le Perroquet Vert;7;;;123;Rue Paul Vaillant Couturier;94140;ALFORTVILLE;;48.80844;2.417739;94002;0;0;48.80844, 2.417739;Vente;Commerce de proximité
DEP-7-520553;Le Real;7;;;63;Rue du Moutier;93300;AUBERVILLIERS;;48.915425;2.377101;93001;0;0;48.915425, 2.377101;Vente;Commerce de proximité
DEP-7-520566;Tabac De La Mairie;7;Lundi-Dimanche;;20;Rue du Moutier;93300;AUBERVILLIERS;;48.914755;2.382235;93001;0;0;48.914755, 2.382235;Vente;Commerce de proximité
DEP-7-520730;Tabac Du Fort;7;Lundi-Dimanche;;123;Rue du Monument;94500;CHAMPIGNY-SUR-MARNE;;48.806664;2.532011;94017;0;0;48.806664, 2.532011;Vente;Commerce de proximité
DEP-7-510435;Tabac Becon;7;;;11;Avenue De La Liberté;92400;COURBEVOIE;;48.904682;2.26854;92026;0;0;48.904682, 2.26854;Vente;Commerce de proximité
DEP-7-540335;Bar Tabac L'Aviatic;7;Lundi-Dimanche;;30;Avenue de la Division Leclerc;93350;LE BOURGET;;48.933023;2.424039;93013;0;0;48.933023, 2.424039;Vente;Commerce de proximité
DEP-7-520556;Le Jean Bart;7;;;137;Avenue du Général de Gaulle;94170;LE PERREUX-SUR-MARNE;;48.842838;2.503792;94058;0;0;48.842838, 2.503792;Vente;Commerce de proximité
DEP-7-520540;Civette De Pavillons;7;Lundi-Dimanche;;116;Avenue Jean Jaurès;93320;LES PAVILLONS-SOUS-BOIS;;48.904287;2.50449;93057;0;0;48.904287, 2.50449;Vente;Commerce de proximité
DEP-7-510697;Tabac De La Gare;7;Lundi-Dimanche;;117;Rue Victor Hugo;92300;LEVALLOIS-PERRET;;48.898474;2.294073;92044;0;0;48.898474, 2.294073;Vente;Commerce de proximité
DEP-7-530271;Le Tom Tip;7;;;127;Rue Paul Vaillant-couturier;92240;MALAKOFF;;48.816495;2.292588;92046;0;0;48.816495, 2.292588;Vente;Commerce de proximité
DEP-7-520705;Le Cyrano;7;;;104;Avenue de la Gare;95360;MONTMAGNY;;48.974987;2.343433;95427;0;0;48.974987, 2.343433;Vente;Commerce de proximité
DEP-7-530508;Le Gaulois;7;Lundi-Dimanche;;101;Avenue de la République;92120;MONTROUGE;;48.814031;2.316925;92049;0;0;48.814031, 2.316925;Vente;Commerce de proximité
DEP-7-510602;Tabac Loto Presse;7;Lundi-Dimanche;;43;Rue des Aubépines;92000;NANTERRE;;48.910796;2.221269;92050;0;0;48.910796, 2.221269;Vente;Commerce de proximité
DEP-7-510678;L‘Européen;7;Lundi-Dimanche;;87;Rue Maurice Thorez;92000;NANTERRE;;48.894941;2.196003;92050;0;0;48.894941, 2.196003;Vente;Commerce de proximité
DEP-7-520033;Le Madrigal;7;Lundi-Dimanche;;64;Avenue Daniel Perdrigé;93360;NEUILLY-PLAISANCE;;48.871282;2.51549;93049;0;0;48.871282, 2.51549;Vente;Commerce de proximité
DEP-7-510547;Tabac Bineau;7;Lundi-Dimanche;;204;Boulevard Bineau;92200;NEUILLY-SUR-SEINE;;48.894536;2.266864;92051;0;0;48.894536, 2.266864;Vente;Commerce de proximité
DEP-7-530417;Tabac Bac St-Germain;7;;;66;Rue du Bac;75007;PARIS;;48.855687;2.325188;75107;0;0;48.855687, 2.325188;Vente;Commerce de proximité
DEP-7-530455;Le Balto;7;;;74;Rue de Sèvres;75007;PARIS;;48.847627;2.318554;75107;0;0;48.847627, 2.318554;Vente;Commerce de proximité
DEP-7-530501;La Civette De L'Alma;7;;;15;Avenue Rapp;75007;PARIS;;48.860463;2.301305;75107;0;0;48.860463, 2.301305;Vente;Commerce de proximité
DEP-7-510245;Tabac De Pigalle;7;Lundi-Dimanche;;34;Rue la Bruyère;75009;PARIS;;48.879596;2.333697;75109;0;0;48.879596, 2.333697;Vente;Commerce de proximité
DEP-7-510679;Tabac L'Ariel;7;;;20;Rue des Martyrs;75009;PARIS;;48.877947;2.339648;75109;0;0;48.877947, 2.339648;Vente;Commerce de proximité
DEP-7-520572;Bar Tabac Le Narval;7;;;247;Rue de Charenton;75012;PARIS;;48.836539;2.391967;75112;0;0;48.836539, 2.391967;Vente;Commerce de proximité
DEP-7-520587;Le Murattis;7;;;2;Rue de Lyon;75012;PARIS;;48.846005;2.372532;75112;0;0;48.846005, 2.372532;Vente;Commerce de proximité
DEP-7-530096;Le Petit Naguère;7;;;66;Rue Daguerre;75014;PARIS;;48.835241;2.326333;75114;0;0;48.835241, 2.326333;Vente;Commerce de proximité
DEP-7-530436;Le Saint-Laurent;7;;;55;Rue du Père Corentin;75014;PARIS;;48.82517;2.329217;75114;0;0;48.82517, 2.329217;Vente;Commerce de proximité
DEP-7-530600;La Civette D'Alésia;7;Lundi-Dimanche;;220;Avenue du Maine;75014;PARIS;;48.828994;2.326137;75114;0;0;48.828994, 2.326137;Vente;Commerce de proximité
DEP-7-510352;Le Lutèce;7;Lundi-Dimanche;;380;Rue de Vaugirard;75015;PARIS;;48.833154;2.288847;75115;0;0;48.833154, 2.288847;Vente;Commerce de proximité
DEP-7-510639;Tabac Des Sablons;7;Lundi-Dimanche;;30;Rue Greuze;75016;PARIS;;48.864394;2.282643;75116;0;0;48.864394, 2.282643;Vente;Commerce de proximité
