ArTId;ArTVersion;ArTCreated;ArTChanged;FournisseurId;FournisseurName;ArTName;ArTXEpsg2154;ArTYEpsg2154;ArRId;ArTType;ArTFareZone;ArTAccessibility;ArTAudibleSignals;ArTVisualSigns;ArTTown;ArTPostalRegion;ArTPrivateCode;ArTPublicCode;ArTGeopoint
50232290;1820205-1352415;2026-04-01T13:39:02+02:00;2026-07-07T12:44:43+02:00;543;PLAINE SAINT-DENIS;Jean Bullant;655821;6878344;10109;bus;4;true;unknown;unknown;Villiers-le-Bel;95680;ViBJeBu02;-;49.003492336878786, 2.3961826209521657
50232302;1820193-1798796;2026-04-01T13:38:45+02:00;2026-07-07T12:44:24+02:00;543;PLAINE SAINT-DENIS;Louis Braille;650871;6873972;426491;bus;4;true;unknown;unknown;Deuil-la-Barre;95197;DeBLoBr02;-;48.96382061201624, 2.3290392238171194
50232305;1820190-24559;2026-04-01T13:38:40+02:00;2026-07-07T12:44:20+02:00;543;PLAINE SAINT-DENIS;Chopin;650114;6873775;24559;bus;4;true;unknown;unknown;Deuil-la-Barre;95197;DeBChop01;-;48.9619909014887, 2.318724503408522
50232308;1820187-1557551;2026-04-01T13:38:36+02:00;2026-07-07T12:44:15+02:00;543;PLAINE SAINT-DENIS;La Plaine - Stade de France RER;653238;6868923;26958;bus;2;true;unknown;unknown;Saint-Denis;93066;SaDPSFR02;-;48.91859540257219, 2.3619213856761334
50232316;1820179-1757714;2026-04-01T13:38:24+02:00;2026-07-07T12:43:58+02:00;543;PLAINE SAINT-DENIS;Place Hébert;653369;6866121;23489;bus;1;true;unknown;unknown;Paris 18e;75118;P18PlHe02;-;48.89340788582059, 2.364016773462242
50232331;1820164-807681;2026-04-01T13:38:02+02:00;2026-07-07T12:43:34+02:00;543;PLAINE SAINT-DENIS;Suzanne Valadon;652844;6874649;37937;bus;4;true;unknown;unknown;Montmagny;95427;MonSuVa01;-;48.97005592242736, 2.355908090311231
50232333;1820162-1434645;2026-04-01T13:37:58+02:00;2026-07-07T12:43:31+02:00;543;PLAINE SAINT-DENIS;Carrières - Bel Air;652413;6875050;37938;bus;4;true;unknown;unknown;Montmagny;95427;MonCaBA02;-;48.97362993755967, 2.349976347490393
50232334;1820161-807678;2026-04-01T13:37:56+02:00;2026-07-07T12:43:30+02:00;543;PLAINE SAINT-DENIS;Suzanne Valadon;652831;6874663;29939;bus;4;true;unknown;unknown;Montmagny;95427;MonSuVa02;-;48.970180856371684, 2.3557289742807814
50232351;1820144-1325731;2026-04-01T13:37:27+02:00;2026-07-07T12:43:03+02:00;543;PLAINE SAINT-DENIS;Blanche;651088;6865042;20420;bus;1;true;unknown;unknown;Paris 9e;75109;P09Blan01;-;48.88353558473308, 2.333032789100897
50232353;1820142-17568;2026-04-01T13:37:24+02:00;2026-07-07T12:43:01+02:00;543;PLAINE SAINT-DENIS;Doudeauville;652782;6865622;17568;bus;1;true;unknown;unknown;Paris 18e;75118;P18Doud01;-;48.88887777991805, 2.3560667455984663
50232357;1820138-24694;2026-04-01T13:37:17+02:00;2026-07-07T12:42:56+02:00;543;PLAINE SAINT-DENIS;Saint-Bruno;652814;6865318;24694;bus;1;true;unknown;unknown;Paris 18e;75118;P18SaBr02;-;48.88614635763369, 2.3565369079186085
50232359;1820136-1562079;2026-04-01T13:37:14+02:00;2026-07-07T12:42:53+02:00;543;PLAINE SAINT-DENIS;Carrefour Pleyel;651919;6869096;34133;bus;2;true;unknown;unknown;Saint-Denis;93066;SaDCaPl03;-;48.92005388540739, 2.3439045199925714
50232364;1820131-557005;2026-04-01T13:37:07+02:00;2026-07-07T12:42:47+02:00;543;PLAINE SAINT-DENIS;Gallieni - Jonas;650762;6874217;413271;bus;4;true;unknown;unknown;Deuil-la-Barre;95197;DeBGaJo02;-;48.966015311522206, 2.3275221741271555
50232366;1820129-1434216;2026-04-01T13:37:04+02:00;2026-07-07T12:42:45+02:00;543;PLAINE SAINT-DENIS;Abel Fauveau;650675;6873708;426501;bus;4;true;unknown;unknown;Deuil-la-Barre;95197;DeBAbFa02;-;48.961431716142414, 2.326393313996348
50232369;1820126-1231578;2026-04-01T13:36:59+02:00;2026-07-07T12:42:38+02:00;543;PLAINE SAINT-DENIS;Marseillaise - Cheminets;655870;6865315;24837;bus;1;true;unknown;unknown;Paris 19e;75119;P19MaCh02;-;48.886336079624265, 2.3982094197169896
50232371;1820124-1576654;2026-04-01T13:36:57+02:00;2026-07-07T12:42:35+02:00;543;PLAINE SAINT-DENIS;Avenue du Stade de France;653223;6869240;26979;bus;2;true;unknown;unknown;Saint-Denis;93066;SaDAvSF01;-;48.92144490187103, 2.3616817499009093
50232372;1820123-1366353;2026-04-01T13:36:55+02:00;2026-07-07T12:42:34+02:00;543;PLAINE SAINT-DENIS;Jesse Owens;653435;6869461;25649;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDJeOw01;-;48.923447593766504, 2.364550304787302
50232373;1820122-1577023;2026-04-01T13:36:54+02:00;2026-07-07T12:42:32+02:00;543;PLAINE SAINT-DENIS;Delaunay - Rimet;653303;6869774;24496;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDDeRi01;-;48.92625263538869, 2.36271457143572
50232374;1820121-1557565;2026-04-01T13:36:52+02:00;2026-07-07T12:42:31+02:00;543;PLAINE SAINT-DENIS;Delaunay - Rimet;653310;6869761;26980;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDDeRi02;-;48.926136242891786, 2.3628115296222973
50232375;1820120-1573570;2026-04-01T13:36:50+02:00;2026-07-07T12:42:30+02:00;543;PLAINE SAINT-DENIS;Jesse Owens;653422;6869474;12949;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDJeOw02;-;48.92356355365928, 2.364371479798939
50232378;1820117-1557568;2026-04-01T13:36:45+02:00;2026-07-07T12:42:26+02:00;543;PLAINE SAINT-DENIS;Pont du Canal;652927;6869736;26981;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDPoCa04;-;48.92588352779299, 2.3575876516308476
50232382;1820113-1323318;2026-04-01T13:36:39+02:00;2026-07-07T12:42:21+02:00;543;PLAINE SAINT-DENIS;Haut du Roy;655542;6876405;413346;bus;4;true;unknown;unknown;Sarcelles;95585;SarHaRo04;-;48.986037998429495, 2.3925733928242496
50232385;1820110-1397500;2026-04-01T13:36:35+02:00;2026-07-07T12:42:16+02:00;543;PLAINE SAINT-DENIS;Gare de Pierrefitte - Stains RER;653942;6873907;413202;bus;4;true;unknown;unknown;Saint-Denis;93066;PiSGPSR05;-;48.96346344732769, 2.3709854852379584
50232386;1820109-1576509;2026-04-01T13:36:34+02:00;2026-07-07T12:42:15+02:00;543;PLAINE SAINT-DENIS;Avenue des Fruitiers;652672;6868885;36900;bus;2;true;unknown;unknown;Saint-Denis;93066;SaDAvFr01;-;48.91821231269856, 2.354202763993956
50232395;1820100-1562502;2026-04-01T13:36:19+02:00;2026-07-07T12:42:03+02:00;543;PLAINE SAINT-DENIS;Gabriel Péri-Métro;648294;6868723;24078;bus;3;true;unknown;unknown;Asnières-sur-Seine;92004;AsSGaPM02;-;48.91641867412743, 2.294487131124064
50232396;1820099-891407;2026-04-01T13:36:16+02:00;2026-07-07T12:42:02+02:00;543;PLAINE SAINT-DENIS;Villiers-le-Bel - Gonesse - Arnouville RER;657395;6877434;25478;bus;4;true;unknown;unknown;Arnouville;95019;ArnVBGA04;-;48.99541611938673, 2.417786206990738
50232398;1820097-1556590;2026-04-01T13:36:13+02:00;2026-07-07T12:41:58+02:00;543;PLAINE SAINT-DENIS;Trois Rivières;655448;6872360;39825;bus;3;true;unknown;unknown;Stains;93072;StaTrRi01;-;48.94965875533575, 2.391714863996422
50232400;1820095-1307290;2026-04-01T13:36:10+02:00;2026-07-07T12:41:56+02:00;543;PLAINE SAINT-DENIS;Les Châtaigniers;656978;6876398;14520;bus;4;true;unknown;unknown;Arnouville;95019;ArnChat01;-;48.98607278240919, 2.412193337442211
50232406;1820089-1593672;2026-04-01T13:35:58+02:00;2026-07-07T12:41:47+02:00;543;PLAINE SAINT-DENIS;Riquet;653664;6865720;24675;bus;1;true;unknown;unknown;Paris 18e;75118;P18Riqu02;-;48.88982313830591, 2.3680837654916833
50232408;1820087-23163;2026-04-01T13:35:54+02:00;2026-07-07T12:41:45+02:00;543;PLAINE SAINT-DENIS;Curial - Archereau;653911;6865681;23163;bus;1;true;unknown;unknown;Paris 19e;75119;P19CuAr01;-;48.88949015334115, 2.371456367093039
50232413;1820082-890100;2026-04-01T13:35:46+02:00;2026-07-07T12:41:38+02:00;543;PLAINE SAINT-DENIS;Porte d'Aubervilliers;653904;6866764;24487;bus;1;true;unknown;unknown;Paris 19e;75119;P19PoAu02;-;48.899228655485885, 2.371243304629907
50232422;1820073-1540786;2026-04-01T13:35:29+02:00;2026-07-07T12:41:26+02:00;543;PLAINE SAINT-DENIS;Métallurgie;653478;6867864;40783;bus;2;true;unknown;unknown;Aubervilliers;93001;SaDMeta02;-;48.90908979329605, 2.3653122480967954
50232425;1820070-814332;2026-04-01T13:35:25+02:00;2026-07-07T12:41:22+02:00;543;PLAINE SAINT-DENIS;Landy - Pont de Soissons;653118;6868568;25554;bus;2;true;unknown;unknown;Saint-Denis;93066;SaDLaPS02;-;48.915394362343214, 2.360323269656468
50232442;1820053-1352771;2026-04-01T13:34:53+02:00;2026-07-07T12:40:45+02:00;543;PLAINE SAINT-DENIS;Lycée Paul Éluard;653432;6871421;414427;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDLyPE03;-;48.94107227825611, 2.364294037378468
50232445;1820050-1830573;2026-04-01T13:34:48+02:00;2026-07-07T12:40:37+02:00;543;PLAINE SAINT-DENIS;Porte de Paris - Stade de France;652899;6870164;2146;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDPPSF02;-;48.929730194701115, 2.3571579972684344
50232450;1820045-1555275;2026-04-01T13:34:41+02:00;2026-07-07T12:40:29+02:00;543;PLAINE SAINT-DENIS;Front Populaire - Gardinoux;653591;6867650;24617;bus;2;true;unknown;unknown;Aubervilliers;93001;AubFrPG01;-;48.907173556477794, 2.3668772205435245
50232453;1820042-1618203;2026-04-01T13:34:34+02:00;2026-07-07T12:40:25+02:00;543;PLAINE SAINT-DENIS;Porte d'Aubervilliers - Macdonald;653895;6866641;420552;bus;1;true;unknown;unknown;Paris 19e;75119;P19PoAM01;-;48.89812192355442, 2.3711339098287834
50232459;1820036-1548405;2026-04-01T13:34:24+02:00;2026-07-07T12:40:15+02:00;543;PLAINE SAINT-DENIS;Commandant d'Estienne d'Orves;649886;6871704;40182;bus;3;true;unknown;unknown;Villeneuve-la-Garenne;92078;ViGCoEO01;-;48.94335057397028, 2.3158559851763534
50232477;1820018-1434597;2026-04-01T13:33:57+02:00;2026-07-07T12:39:44+02:00;543;PLAINE SAINT-DENIS;Butte Pinson;653585;6874982;28971;bus;4;true;unknown;unknown;Saint-Denis;93066;PiSBuPi01;-;48.97310417236133, 2.3659922649054845
50232483;1820012-1348695;2026-04-01T13:33:48+02:00;2026-07-07T12:39:32+02:00;543;PLAINE SAINT-DENIS;Paul Valéry;654643;6875659;461024;bus;4;true;unknown;unknown;Sarcelles;95585;SarPaVa05;-;48.979267234824896, 2.3803708973777162
50232489;1820006-1363895;2026-04-01T13:33:39+02:00;2026-07-07T12:39:19+02:00;543;PLAINE SAINT-DENIS;Saint-Gratien-RER-Guynemer;647946;6874011;413169;bus;4;true;unknown;unknown;Saint-Gratien;95555;SaGSGRG02;-;48.96394115018262, 2.2890894429765716
50232500;1819995-1328298;2026-04-01T13:33:21+02:00;2026-07-07T12:39:01+02:00;543;PLAINE SAINT-DENIS;Delaunay - Belleville;652244;6871970;2145;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDDeBe02;-;48.94592188672227, 2.3480153395527266
50232501;1819994-1547724;2026-04-01T13:33:19+02:00;2026-07-07T12:39:00+02:00;543;PLAINE SAINT-DENIS;Les Poiriers;653719;6875577;413208;bus;4;true;unknown;unknown;Sarcelles;95585;SarPoir01;-;48.978464034668974, 2.3677574915628847
50232503;1819992-857968;2026-04-01T13:33:16+02:00;2026-07-07T12:38:57+02:00;543;PLAINE SAINT-DENIS;Les Cholettes;653969;6875465;426434;bus;4;true;unknown;unknown;Sarcelles;95585;SarChol05;-;48.97747489069636, 2.371184768784087
50232505;1819990-1592787;2026-04-01T13:33:12+02:00;2026-07-07T12:38:54+02:00;543;PLAINE SAINT-DENIS;Gare de Franconville;643899;6877384;413195;bus;4;true;unknown;unknown;Franconville;95252;FraGaFr01;-;48.99393003350127, 2.2333749792611206
50232509;1819986-1591711;2026-04-01T13:33:06+02:00;2026-07-07T12:38:48+02:00;543;PLAINE SAINT-DENIS;Marché;643511;6876484;5148;bus;4;true;unknown;unknown;Franconville;95252;FraMarc01;-;48.98580353649643, 2.2281934689978042
50232512;1819983-810566;2026-04-01T13:33:02+02:00;2026-07-07T12:38:43+02:00;543;PLAINE SAINT-DENIS;Raoul Dufy;654278;6874976;420023;bus;4;true;unknown;unknown;Sarcelles;95585;SarRaDu01;-;48.973099881693756, 2.3754585793464638
50232513;1819982-810560;2026-04-01T13:33:00+02:00;2026-07-07T12:38:41+02:00;543;PLAINE SAINT-DENIS;Raoul Dufy;654269;6874965;420017;bus;4;true;unknown;unknown;Sarcelles;95585;SarRaDu02;-;48.97300032991535, 2.3753368372531343
50232516;1819979-1370395;2026-04-01T13:32:56+02:00;2026-07-07T12:38:37+02:00;543;PLAINE SAINT-DENIS;Mairie de Saint-Ouen - République;651135;6868153;420412;bus;2;true;unknown;unknown;Saint-Ouen;93070;SaOMSOR07;-;48.91151499085504, 2.33331549260297
50232519;1819976-1798688;2026-04-01T13:32:52+02:00;2026-07-07T12:38:32+02:00;543;PLAINE SAINT-DENIS;Rosa Parks;654185;6866419;420578;bus;1;true;unknown;unknown;Paris 19e;75119;P19RoPa03;-;48.89614627142064, 2.37511326836063
50232522;1819973-1602726;2026-04-01T13:32:48+02:00;2026-07-07T12:38:29+02:00;543;PLAINE SAINT-DENIS;Crimée - Rosa Parks;653961;6866289;420555;bus;1;true;unknown;unknown;Paris 19e;75119;P19CrRP01;-;48.89496125225094, 2.3720722828088605
50232531;1819964-1242324;2026-04-01T13:32:34+02:00;2026-07-07T12:38:14+02:00;543;PLAINE SAINT-DENIS;Fontaine Cypierre ZI;660447;6876248;421845;bus;4;true;unknown;unknown;Gonesse;95277;GonFoCZ02;-;48.98494683946192, 2.4596025294465464
50232532;1819963-1830573;2026-04-01T13:32:33+02:00;2026-07-07T12:38:12+02:00;543;PLAINE SAINT-DENIS;Porte de Paris - Stade de France;652900;6870171;2146;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDPPSF04;-;48.9297932140854, 2.357170867080496
50232533;1819962-1328355;2026-04-01T13:32:31+02:00;2026-07-07T12:38:11+02:00;543;PLAINE SAINT-DENIS;Mairie de Pierrefitte;653129;6873963;426393;bus;4;true;unknown;unknown;Saint-Denis;93066;PiSMaPi05;-;48.96390825019132, 2.359876619454478
50232547;1819948-1324711;2026-04-01T13:32:12+02:00;2026-07-07T12:37:50+02:00;543;PLAINE SAINT-DENIS;Villetaneuse - Université;651871;6873633;426413;bus;4;true;unknown;unknown;Villetaneuse;93079;VilViUn04;-;48.96084794675698, 2.3427342452355355
50232557;1819938-1541597;2026-04-01T13:31:57+02:00;2026-07-07T12:37:32+02:00;543;PLAINE SAINT-DENIS;Mairie de Stains;654775;6872839;29466;bus;3;true;unknown;unknown;Stains;93072;StaMaSt05;-;48.953919022988806, 2.382475370208329
50232559;1819936-1349125;2026-04-01T13:31:54+02:00;2026-07-07T12:37:29+02:00;543;PLAINE SAINT-DENIS;La Cerisaie;655432;6872886;427828;bus;3;true;unknown;unknown;Stains;93072;StaCeri03;-;48.95438752092893, 2.3914410710182903
50232562;1819933-1603058;2026-04-01T13:31:49+02:00;2026-07-07T12:37:25+02:00;543;PLAINE SAINT-DENIS;Edouard Vaillant;652073;6873618;460437;bus;4;true;unknown;unknown;Villetaneuse;93079;VilEdVa04;-;48.960728154001806, 2.3454943962055967
50232566;1819929-858864;2026-04-01T13:31:44+02:00;2026-07-07T12:37:20+02:00;543;PLAINE SAINT-DENIS;Clos Hanot;654219;6872127;426512;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDClHa01;-;48.94747726964179, 2.3749607394331367
50232572;1819923-1016085;2026-04-01T13:31:35+02:00;2026-07-07T12:37:12+02:00;543;PLAINE SAINT-DENIS;Parc de la République;653005;6874522;462753;bus;4;true;unknown;unknown;Saint-Denis;93066;PiSPaRe01;-;48.96892573000819, 2.358121152253759
50232574;1819921-1369245;2026-04-01T13:31:32+02:00;2026-07-07T12:37:10+02:00;543;PLAINE SAINT-DENIS;Adolphe Pinard;648683;6858574;463780;bus;2;true;unknown;unknown;Malakoff;92046;P15AdPi01;-;48.8251824968459, 2.3010204407935793
50232581;1819914-1540378;2026-04-01T13:31:21+02:00;2026-07-07T12:36:58+02:00;543;PLAINE SAINT-DENIS;Carrefour de Châteaudun;651558;6864120;464009;bus;1;true;unknown;unknown;Paris 9e;75109;P09CaCh04;-;48.87527983672648, 2.33954659458384
50232585;1819910-1598974;2026-04-01T13:31:15+02:00;2026-07-07T12:36:52+02:00;543;PLAINE SAINT-DENIS;France-Asie;654038;6867998;478857;bus;2;true;unknown;unknown;Aubervilliers;93001;AubFrAs01;-;48.910335021283906, 2.3729373444165383
50232588;1819907-1556315;2026-04-01T13:31:10+02:00;2026-07-07T12:36:46+02:00;543;PLAINE SAINT-DENIS;Piscine;653325;6873504;479980;bus;3;true;unknown;unknown;Saint-Denis;93066;PiSPisc01;-;48.95979515823213, 2.3626039006765627
50232605;1819890-1541197;2026-04-01T13:30:43+02:00;2026-07-07T12:36:21+02:00;543;PLAINE SAINT-DENIS;Porte de Montmartre;651118;6866908;22247;bus;1;true;unknown;unknown;Paris 18e;75118;P18PoMo05;-;48.900318055506105, 2.3332269955089733
50232606;1819889-1793093;2026-04-01T13:30:42+02:00;2026-07-07T12:36:20+02:00;543;PLAINE SAINT-DENIS;Saint-Ouen RER;650279;6867363;427590;bus;2;true;unknown;unknown;Saint-Ouen;93070;SaOSaOR10;-;48.90434538761295, 2.3217298966711524
50232607;1819888-1419237;2026-04-01T13:30:40+02:00;2026-07-07T12:36:18+02:00;543;PLAINE SAINT-DENIS;Landy - Ornano;651762;6868455;27426;bus;2;true;unknown;unknown;Saint-Ouen;93070;SaOLaOr03;-;48.9142780063993, 2.3418351600347758
50232617;1819879-1326434;2026-04-01T13:30:24+02:00;2026-07-07T12:36:05+02:00;543;PLAINE SAINT-DENIS;Romain Rolland;654349;6871105;24477;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDRoRo02;-;48.93829646168338, 2.376845643885235
50232629;1819867-1558030;2026-04-01T13:30:04+02:00;2026-07-07T12:35:48+02:00;543;PLAINE SAINT-DENIS;Place Hébert;653290;6866064;491012;bus;1;true;unknown;unknown;Paris 18e;75118;P18PlHe01;-;48.89288957972562, 2.3629456397466124
50232632;1819864-1656536;2026-04-01T13:29:59+02:00;2026-07-07T12:35:43+02:00;543;PLAINE SAINT-DENIS;Gare du Nord;652842;6864721;493449;bus;1;true;unknown;unknown;Paris 10e;75110;P10GaNo17;-;48.88077977168711, 2.3569850138886297
50232633;1819863-1568967;2026-04-01T13:29:58+02:00;2026-07-07T12:35:42+02:00;543;PLAINE SAINT-DENIS;Gare Saint-Lazare - Budapest;650625;6864303;491495;bus;1;true;unknown;unknown;Paris 8e;75108;P08GSLB01;-;48.876854650777474, 2.326805505359765
50232635;1819861-1757707;2026-04-01T13:29:55+02:00;2026-07-07T12:35:39+02:00;543;PLAINE SAINT-DENIS;Ordener - Marx Dormoy;653053;6865796;491726;bus;1;true;unknown;unknown;Paris 18e;75118;P18OrMD04;-;48.89046231699557, 2.3597430928408305
50232667;1819831-1681704;2026-04-01T13:29:04+02:00;2026-07-07T12:34:50+02:00;543;PLAINE SAINT-DENIS;Pont Cardinet;649820;6865600;494234;bus;1;true;unknown;unknown;Paris 17e;75117;P17PMLK03;-;48.88845590847097, 2.315677172846929
50232675;1819823-1779530;2026-04-01T13:28:43+02:00;2026-07-07T12:34:39+02:00;543;PLAINE SAINT-DENIS;Henri Colin;650048;6869847;495243;bus;3;true;unknown;unknown;Gennevilliers;92036;ViGHeCo02;-;48.92666460428496, 2.3182863215219456
50232676;1819822-1779526;2026-04-01T13:28:41+02:00;2026-07-07T12:34:37+02:00;543;PLAINE SAINT-DENIS;Longue Bertrane;650371;6870355;495242;bus;3;true;unknown;unknown;Villeneuve-la-Garenne;92078;ViGLoBe04;-;48.931257680183094, 2.3226347358426467
50232678;1819817-1819818;2026-07-07T12:34:33+02:00;2026-07-07T12:34:33+02:00;543;PLAINE SAINT-DENIS;La Plaine - Stade de France RER;653177;6869030;496911;bus;2;true;unknown;unknown;Saint-Denis;93066;SaDPSFR05;-;48.91955315411099, 2.3610772488491496
50202502;1819808-1819809;2026-07-07T11:50:31+02:00;2026-07-07T11:50:31+02:00;530;CENTRE ET SUD YVELINES;Gare Autoroutière;635688;6835471;496909;bus;5;true;unknown;unknown;Briis-sous-Forges;91111;1702;-;48.61623481906351, 2.1275078229133966
50200452;1819355-1441820;2023-12-01T16:07:33+01:00;2026-07-06T17:48:51+02:00;530;CENTRE ET SUD YVELINES;Groupe Scolaire Pasteur;629211;6854093;471111;bus;5;false;unknown;unknown;Montigny-le-Bretonneux;78423;1852;-;48.783040784571654, 2.0365632381717576
50200453;1819354-1078362;2023-12-01T16:07:32+01:00;2026-07-06T17:48:50+02:00;530;CENTRE ET SUD YVELINES;Groupe Scolaire Pasteur;629081;6854032;471972;bus;5;false;unknown;unknown;Montigny-le-Bretonneux;78423;1853;-;48.78247792548943, 2.0348042645805315
50201562;1819345-1785184;2023-12-01T15:42:21+01:00;2026-07-06T17:47:32+02:00;530;CENTRE ET SUD YVELINES;Route d'Épernon;603135;6835508;31683;bus;5;false;unknown;unknown;Saint-Hilarion;78557;2962;-;48.61251350815485, 1.6859352957527167
50201610;1819343-1378944;2023-12-01T15:41:18+01:00;2026-07-06T17:47:25+02:00;530;CENTRE ET SUD YVELINES;Rue de Maule;611970;6863886;463495;bus;5;false;unknown;unknown;Thoiry;78616;3010;-;48.86898136856661, 1.7999206542725725
50201611;1819342-1378945;2023-12-01T15:41:17+01:00;2026-07-06T17:47:21+02:00;530;CENTRE ET SUD YVELINES;Rue de Maule;611956;6863903;35726;bus;5;false;unknown;unknown;Thoiry;78616;3011;-;48.86913232016687, 1.799726304491815
50201631;1819339-1303985;2023-12-01T15:40:45+01:00;2026-07-06T17:47:13+02:00;530;CENTRE ET SUD YVELINES;Rue du Lavoir;630632;6837050;42086;bus;5;false;unknown;unknown;Limours;91338;3031;-;48.62991469491249, 2.058666228745562
50202074;1819338-1737002;2024-11-06T13:18:49+01:00;2026-07-06T17:46:55+02:00;530;CENTRE ET SUD YVELINES;Gare de Massy Palaiseau;645447;6847307;493318;bus;4;false;unknown;unknown;Massy;91377;3474;-;48.72358735846454, 2.2583872936582905
50181274;1818415-1818419;2022-12-06T11:11:35+01:00;2026-07-06T14:22:36+02:00;520;VAL D’YERRES VAL DE SEINE;Gaston Viens;656420;6849569;8157;bus;4;false;false;false;Orly;94054;885;-;48.74476531328206, 2.4073210139679015
50204250;1818259-1592014;2024-06-05T12:40:37+02:00;2026-07-03T18:42:24+02:00;504;VAL PARISIS;Gare de Montigny - Beauchamp;641334;6878951;5195;bus;4;true;unknown;unknown;Beauchamp;95051;162;-;49.00779074630027, 2.1981089379246517
50204572;1818252-1375424;2024-06-05T12:34:52+02:00;2026-07-03T18:42:05+02:00;504;VAL PARISIS;Gare d'Herblay;638594;6877126;19644;bus;4;true;unknown;unknown;Herblay;95306;821;-;48.99112518452434, 2.1609243791218855
50204807;1818250-1617187;2024-11-20T11:50:32+01:00;2026-07-03T18:41:55+02:00;504;VAL PARISIS;Les Diablots;644633;6878963;492328;bus;4;false;unknown;unknown;Saint-Leu-la-Forêt;95563;1111;-;49.008191422927446, 2.243197738276634
50204820;1818238-1818239;2026-07-03T18:41:48+02:00;2026-07-03T18:41:48+02:00;504;VAL PARISIS;Marronniers;641001;6880072;496883;bus;4;true;unknown;unknown;Beauchamp;95051;1125;-;49.017839656554536, 2.1934010437166322
50204821;1818234-1818235;2026-07-03T18:41:47+02:00;2026-07-03T18:41:47+02:00;504;VAL PARISIS;Marronniers;640935;6880069;496882;bus;4;true;unknown;unknown;Beauchamp;95051;1126;-;49.0178066168751, 2.192499213570353
50204824;1818220-1821513;2026-07-03T18:41:41+02:00;2026-07-03T18:41:41+02:00;504;VAL PARISIS;Collège Montesquieu;640206;6879667;496878;bus;4;true;unknown;unknown;Beauchamp;95051;1129;-;49.01412462668824, 2.1825903671238875
50204828;1818204-1818205;2026-07-03T18:41:34+02:00;2026-07-03T18:41:34+02:00;504;VAL PARISIS;Gare de Montigny - Beauchamp;641303;6878981;496874;bus;4;true;unknown;unknown;Montigny-lès-Cormeilles;95424;1133;-;49.00805765939303, 2.197681069332809
50204830;1818196-1821507;2026-07-03T18:41:29+02:00;2026-07-03T18:41:29+02:00;504;VAL PARISIS;Résidence du Stade;640138;6880186;496872;bus;4;true;unknown;unknown;Beauchamp;95051;1135;-;49.018784827573754, 2.1815873109183954
50204848;1818120-1818121;2026-07-03T18:40:56+02:00;2026-07-03T18:40:56+02:00;504;VAL PARISIS;Mairie;645754;6874876;496852;bus;4;true;unknown;unknown;Sannois;95582;1153;-;48.97153794412391, 2.2590437881093504
50204853;1818098-1818099;2026-07-03T18:40:47+02:00;2026-07-03T18:40:47+02:00;504;VAL PARISIS;ZAC des Frères Lumière;645212;6878313;496846;bus;4;true;unknown;unknown;Saint-Leu-la-Forêt;95563;1158;-;49.00239654091351, 2.2511957672298553
50204855;1818088-1592672;2026-07-03T18:40:43+02:00;2026-07-03T18:40:43+02:00;504;VAL PARISIS;Conservatoire de Musique;643462;6880013;5406;bus;4;true;unknown;unknown;Taverny;95607;1160;-;49.017530490766816, 2.227052059760632
50204858;1818074-1818075;2026-07-03T18:40:38+02:00;2026-07-03T18:40:38+02:00;504;VAL PARISIS;Boulevard du 8 Mai;642106;6879381;496839;bus;4;true;unknown;unknown;Taverny;95607;1163;-;49.011727115341955, 2.208601598236241
50204863;1818058-1818059;2026-07-03T18:40:30+02:00;2026-07-03T18:40:30+02:00;504;VAL PARISIS;Les Feuillets;641920;6874428;496835;bus;4;false;unknown;unknown;Cormeilles-en-Parisis;95176;1168;-;48.9671746659115, 2.206739348695409
50169023;1818057-1284149;2021-06-09T02:00:00+02:00;2026-07-03T18:37:25+02:00;518;GRAND MELUN;Gare Routière Mail;675223;6826607;31108;bus;5;true;unknown;unknown;Melun;77288;1297;-;48.539222434338534, 2.6643610263137334
50169299;1818047-1284032;2021-06-09T02:00:00+02:00;2026-07-03T18:37:03+02:00;518;GRAND MELUN;Gare de Livry-sur-Seine;676321;6823412;30944;bus;5;false;unknown;unknown;Livry-sur-Seine;77255;1191;-;48.51052233881148, 2.6794105180418017
50169389;1818041-1284745;2021-06-09T02:00:00+02:00;2026-07-03T18:36:53+02:00;518;GRAND MELUN;Notre-Dame;674901;6826232;30984;bus;5;true;unknown;unknown;Melun;77288;1287;-;48.53583670512786, 2.66002101316064
50169539;1818031-1285729;2021-06-09T02:00:00+02:00;2026-07-03T18:36:37+02:00;518;GRAND MELUN;Saint-Just Clémenceau;676145;6826028;425545;bus;5;false;unknown;unknown;Vaux-le-Pénil;77487;1497;-;48.53404859227106, 2.6768827534519097
