ArTId;ArTVersion;ArTCreated;ArTChanged;FournisseurId;FournisseurName;ArTName;ArTXEpsg2154;ArTYEpsg2154;ArRId;ArTType;ArTFareZone;ArTAccessibility;ArTAudibleSignals;ArTVisualSigns;ArTTown;ArTPostalRegion;ArTPrivateCode;ArTPublicCode;ArTGeopoint
50237094;1812907-1576225;2026-06-24T17:56:04+02:00;2026-06-24T17:56:04+02:00;547;SEINE ORLY;Maurice Arnoux;649135;6856972;40821;bus;2;unknown;unknown;unknown;Montrouge;92049;MonMaAr01;-;48.810811258254546, 2.3073681311488667
50237096;1812903-1338052;2026-06-24T17:56:00+02:00;2026-06-24T17:56:00+02:00;547;SEINE ORLY;Turbigo - République;653143;6863090;40848;bus;1;unknown;unknown;unknown;Paris 3e;75103;P03TuRe01;-;48.866134523776644, 2.3612689593650846
50237104;1812887-1540324;2026-06-24T17:55:44+02:00;2026-06-24T17:55:44+02:00;547;SEINE ORLY;Dolet - Zola;657552;6855545;41771;bus;3;unknown;unknown;unknown;Alfortville;94002;AlfDoZo01;-;48.79858676384463, 2.422120649883365
50237107;1812881-1805612;2026-06-24T17:55:38+02:00;2026-06-24T17:55:38+02:00;547;SEINE ORLY;Église de Vitry;655560;6854871;42077;bus;3;unknown;unknown;unknown;Vitry-sur-Seine;94081;ViSEgVi01;-;48.792391001292266, 2.3950732548670217
50237108;1812879-1369639;2026-06-24T17:55:37+02:00;2026-06-24T17:55:37+02:00;547;SEINE ORLY;Belleville;654354;6863776;42079;bus;1;unknown;unknown;unknown;Paris 19e;75119;P19Bell01;-;48.87239055881503, 2.377702314685725
50237111;1812871-1306218;2026-06-24T17:55:31+02:00;2026-06-24T17:55:31+02:00;547;SEINE ORLY;Gare d'Austerlitz - Cour Seine;653461;6860544;411308;bus;1;unknown;unknown;unknown;Paris 13e;75113;P13GACS01;-;48.84326156785836, 2.365882291309755
50237114;1812865-519678;2026-06-24T17:55:26+02:00;2026-06-24T17:55:26+02:00;547;SEINE ORLY;Rue des Jardins;654464;6857939;413077;bus;2;unknown;unknown;unknown;Ivry-sur-Seine;94041;IvSRuJa01;-;48.81990611396751, 2.3798268801190665
50237115;1812863-1547666;2026-06-24T17:55:24+02:00;2026-06-24T17:55:24+02:00;547;SEINE ORLY;Rue des Jardins;654455;6857990;413078;bus;2;unknown;unknown;unknown;Ivry-sur-Seine;94041;IvSRuJa02;-;48.820364132668075, 2.379698854200397
50237116;1812861-1547214;2026-06-24T17:55:22+02:00;2026-06-24T17:55:22+02:00;547;SEINE ORLY;Utrillo;654774;6854653;413079;bus;3;unknown;unknown;unknown;Vitry-sur-Seine;94081;ViSUtri01;-;48.79037579338253, 2.384397619514547
50237119;1812855-1541661;2026-06-24T17:55:16+02:00;2026-06-24T17:55:16+02:00;547;SEINE ORLY;Gymnase Auguste Delaune;654968;6856600;413082;bus;3;unknown;unknown;unknown;Ivry-sur-Seine;94041;IvSGyAD01;-;48.80789951366298, 2.386832389718583
50237123;1812845-1348878;2026-06-24T17:55:08+02:00;2026-06-24T17:55:08+02:00;547;SEINE ORLY;Coeur d'Orly;653763;6848289;413123;bus;4;unknown;unknown;unknown;Orly;94054;OrlCoOr01;-;48.733068339909316, 2.3713264387940756
50237125;1812841-1434640;2026-06-24T17:55:04+02:00;2026-06-24T17:55:04+02:00;547;SEINE ORLY;Caroline Aigle;653662;6848802;413125;bus;4;unknown;unknown;unknown;Orly;94054;OrlCaAi01;-;48.73767496190777, 2.3698975650533036
50237128;1812835-1541352;2026-06-24T17:54:59+02:00;2026-06-24T17:54:59+02:00;547;SEINE ORLY;Division Leclerc;649713;6844614;413258;bus;4;unknown;unknown;unknown;Chilly-Mazarin;91161;ChMDiLe01;-;48.699712747709, 2.3166945765585396
50237130;1812831-1575967;2026-06-24T17:54:55+02:00;2026-06-24T17:54:55+02:00;547;SEINE ORLY;Cimetière de Bagneux;649572;6856897;413264;bus;3;unknown;unknown;unknown;Bagneux;92007;BagCiBa01;-;48.81017109110679, 2.3133273670426626
50237132;1812827-1540701;2026-06-24T17:54:52+02:00;2026-06-24T17:54:52+02:00;547;SEINE ORLY;Barbara;649931;6856857;413267;bus;3;unknown;unknown;unknown;Bagneux;92007;BagAvHG01;-;48.809839338254356, 2.3182202902036937
50237135;1812819-1328850;2026-06-24T17:54:45+02:00;2026-06-24T17:54:45+02:00;547;SEINE ORLY;Verdun - République;652591;6854346;413370;bus;3;unknown;unknown;unknown;Villejuif;94076;VilVeRe03;-;48.78745804745016, 2.354718736785187
50237136;1812817-562340;2026-06-24T17:54:43+02:00;2026-06-24T17:54:43+02:00;547;SEINE ORLY;Verdun - République;652611;6854365;413371;bus;3;unknown;unknown;unknown;Villejuif;94076;VilVeRe04;-;48.787630392832085, 2.354988831149086
50237138;1812811-1366228;2026-06-24T17:54:39+02:00;2026-06-24T17:54:39+02:00;547;SEINE ORLY;Hangar N° 6;653301;6849443;414531;bus;4;unknown;unknown;unknown;Paray-Vieille-Poste;91479;PVPHaN602;-;48.74341400265443, 2.3649188089528543
50237143;1812799-1554717;2026-06-24T17:54:30+02:00;2026-06-24T17:54:30+02:00;547;SEINE ORLY;Liberté;656416;6858544;415866;bus;2;unknown;unknown;unknown;Charenton-le-Pont;94018;ChPLibe02;-;48.8254819399201, 2.406348983689066
50237147;1812789-914496;2026-06-24T17:54:24+02:00;2026-06-24T17:54:24+02:00;547;SEINE ORLY;Pierrelais - Fontenay;647673;6855561;417840;bus;3;unknown;unknown;unknown;Châtillon;92020;ChaPiFo02;-;48.79800477423142, 2.287634384417554
50237149;1812785-1806272;2026-06-24T17:54:21+02:00;2026-06-24T17:54:21+02:00;547;SEINE ORLY;Quai de la Gare;654061;6859871;420012;bus;1;unknown;unknown;unknown;Paris 13e;75113;P13QuGa06;-;48.83725229299599, 2.3741299351378293
50237155;1812773-1576918;2026-06-24T17:54:11+02:00;2026-06-24T17:54:11+02:00;547;SEINE ORLY;Château de Vincennes;659013;6860580;420281;bus;2;unknown;unknown;unknown;Paris 12e;75112;P12ChVi08;-;48.84396237460368, 2.4415249718251864
50237156;1812771-1362654;2026-06-24T17:54:10+02:00;2026-06-24T17:54:10+02:00;547;SEINE ORLY;Gare Saint-Lazare;650474;6864113;420302;bus;1;unknown;unknown;unknown;Paris 8e;75108;P08GaSL09;-;48.875134438713914, 2.3247689751779546
50237159;1812767-1822813;2026-06-24T17:54:07+02:00;2026-06-24T17:54:07+02:00;547;SEINE ORLY;Place d'Italie - Italie 2;652732;6859100;421203;bus;1;unknown;unknown;unknown;Paris 13e;75113;P13PII201;-;48.830222512629994, 2.356110165792332
50237161;1812763-1541236;2026-06-24T17:54:04+02:00;2026-06-24T17:54:04+02:00;547;SEINE ORLY;Rue de Chilly;648760;6844562;421338;bus;4;unknown;unknown;unknown;Chilly-Mazarin;91161;ChMRuCh02;-;48.69917017711346, 2.3037520001931084
50237163;1812759-1554733;2026-06-24T17:54:01+02:00;2026-06-24T17:54:01+02:00;547;SEINE ORLY;Alsace;645005;6865801;421767;bus;3;unknown;unknown;unknown;Courbevoie;92026;CouAlsa01;-;48.88987014546522, 2.249991015820985
50237168;1812747-1218454;2026-06-24T17:53:53+02:00;2026-06-24T17:53:53+02:00;547;SEINE ORLY;Camille Flammarion;651616;6866616;422796;bus;1;unknown;unknown;unknown;Paris 18e;75118;P18CaFl01;-;48.8977298549824, 2.340052915202173
50237172;1812737-1369167;2026-06-24T17:53:46+02:00;2026-06-24T17:53:46+02:00;547;SEINE ORLY;Gustave Courbet - Métro;650110;6856216;423120;bus;3;unknown;unknown;unknown;Bagneux;92007;BagGuCo02;-;48.80408852399966, 2.320732660618513
50237174;1812733-1348354;2026-06-24T17:53:43+02:00;2026-06-24T17:53:43+02:00;547;SEINE ORLY;Jacqueline Auriol;643759;6868227;425364;bus;3;unknown;unknown;unknown;Colombes;92025;ColJaAu01;-;48.911578133884305, 2.232677918518095
50237178;1812725-1549679;2026-06-24T17:53:37+02:00;2026-06-24T17:53:37+02:00;547;SEINE ORLY;Italie - Tolbiac;652762;6858653;426997;bus;1;unknown;unknown;unknown;Paris 13e;75113;P13ItTo03;-;48.82620477877018, 2.3565684272033196
50237192;1812695-1396801;2026-06-24T17:53:15+02:00;2026-06-24T17:53:15+02:00;547;SEINE ORLY;Cité - Palais de Justice;652039;6861946;427505;bus;1;unknown;unknown;unknown;Paris 4e;75104;P01CiPJ02;-;48.855765428598865, 2.3463495543149993
50237212;1812653-1359085;2026-06-24T17:52:38+02:00;2026-06-24T17:52:38+02:00;547;SEINE ORLY;Val Notre-Dame;641761;6871568;427912;bus;4;unknown;unknown;unknown;Sartrouville;78586;SarVaND01;-;48.941443311565315, 2.2049611481781533
50237214;1812647-1325003;2026-06-24T17:52:34+02:00;2026-06-24T17:52:34+02:00;547;SEINE ORLY;Parc Pierre Lagravère;643220;6868880;427914;bus;3;unknown;unknown;unknown;Colombes;92025;ColPaPL02;-;48.91740278071665, 2.2252371486902103
50237219;1812637-1781436;2026-06-24T17:52:25+02:00;2026-06-24T17:52:25+02:00;547;SEINE ORLY;Charles de Gaulle - Étoile - Grande Armée;648177;6864053;460436;bus;1;unknown;unknown;unknown;Paris 17e;75117;P17CGEG01;-;48.87441413824554, 2.2934609306326745
50237226;1812621-1300772;2026-06-24T17:52:15+02:00;2026-06-24T17:52:15+02:00;547;SEINE ORLY;Gambetta;656103;6857280;462540;bus;3;unknown;unknown;unknown;Ivry-sur-Seine;94041;IvSGamb03;-;48.81409323602602, 2.4022161573698533
50237235;1812601-1030512;2026-06-24T17:52:01+02:00;2026-06-24T17:52:01+02:00;547;SEINE ORLY;Duras;656506;6856258;463619;bus;3;unknown;unknown;unknown;Vitry-sur-Seine;94081;ViSDura01;-;48.804929360765314, 2.4078083283990392
50237238;1812595-1452384;2026-06-24T17:51:56+02:00;2026-06-24T17:51:56+02:00;547;SEINE ORLY;Ferry - Lenoir;653788;6863075;463768;bus;1;unknown;unknown;unknown;Paris 11e;75111;P11Fele02;-;48.866046228739954, 2.3700625302668947
50237243;1812581-1547548;2026-06-24T17:51:48+02:00;2026-06-24T17:51:48+02:00;547;SEINE ORLY;Invalides;649749;6862706;463957;bus;1;unknown;unknown;unknown;Paris 7e;75107;P07Inva05;-;48.86242544705916, 2.3150513068753638
50237244;1812579-1320482;2026-06-24T17:51:46+02:00;2026-06-24T17:51:46+02:00;547;SEINE ORLY;Invalides;649747;6862677;463958;bus;1;unknown;unknown;unknown;Paris 7e;75107;P07Inva04;-;48.86216449912795, 2.315027476030564
50237251;1812563-1489280;2026-06-24T17:51:35+02:00;2026-06-24T17:51:35+02:00;547;SEINE ORLY;Aéroport d'Orly;653495;6847891;472331;bus;4;unknown;unknown;unknown;Paray-Vieille-Poste;91479;PVPAeOr01;-;48.72946951578084, 2.367725991976691
50237257;1812547-1793076;2026-06-24T17:51:25+02:00;2026-06-24T17:51:25+02:00;547;SEINE ORLY;Pyramide de Juvisy;653790;6844472;472891;bus;4;unknown;unknown;unknown;Athis-Mons;91027;AtMPyJu01;-;48.69874003858805, 2.3721062164927287
50237270;1812515-1593654;2026-06-24T17:51:04+02:00;2026-06-24T17:51:04+02:00;547;SEINE ORLY;Rennes - Raspail;650706;6861037;479696;bus;1;unknown;unknown;unknown;Paris 6e;75106;P06ReRa03;-;48.84749024649661, 2.3282886241341556
50237292;1812465-1453787;2026-06-24T17:50:32+02:00;2026-06-24T17:50:32+02:00;547;SEINE ORLY;Villejuif - Louis Aragon;653507;6854332;486503;bus;3;unknown;unknown;unknown;Villejuif;94076;VilViLA06;-;48.78739881101007, 2.3671873498566267
50237296;1812453-1497818;2026-06-24T17:50:26+02:00;2026-06-24T17:50:26+02:00;547;SEINE ORLY;Place de France;647819;6848447;488691;bus;4;unknown;unknown;unknown;Massy;91377;MasPlFr06;-;48.7340363685531, 2.290492075092284
50237297;1812451-1823318;2026-06-24T17:50:24+02:00;2026-06-24T17:50:24+02:00;547;SEINE ORLY;Pont de Neuilly-Rive Gauche;645113;6865596;490448;bus;3;unknown;unknown;unknown;Courbevoie;92026;CouPNRG04;-;48.88803589037951, 2.2514903072250707
50237308;1812415-1555857;2026-06-24T17:49:50+02:00;2026-06-24T17:49:50+02:00;547;SEINE ORLY;Gérard de Nerval;651266;6866954;490991;bus;1;unknown;unknown;unknown;Paris 18e;75118;P18GeNe02;-;48.90074293353124, 2.335240405908028
50237313;1812399-1565419;2026-06-24T17:49:41+02:00;2026-06-24T17:49:41+02:00;547;SEINE ORLY;Marguerite Renaudin;646313;6855971;491295;bus;3;unknown;unknown;unknown;Clamart;92023;ClaMaRe01;-;48.80158024006675, 2.269069090731664
50237323;1812375-1714582;2026-06-24T17:49:26+02:00;2026-06-24T17:49:26+02:00;547;SEINE ORLY;Chevilly-Larue;653395;6851199;491715;bus;3;unknown;unknown;unknown;Chevilly-Larue;94021;ChLPoTh02;-;48.75921383122566, 2.3660053680889934
50237326;1812367-1608655;2026-06-24T17:49:21+02:00;2026-06-24T17:49:21+02:00;547;SEINE ORLY;Cité - Palais de Justice;652016;6861942;491762;bus;1;unknown;unknown;unknown;Paris 1er;75101;P01CiPJ04;-;48.855727744325726, 2.346036557933561
50237331;1812355-1611895;2026-06-24T17:49:13+02:00;2026-06-24T17:49:13+02:00;547;SEINE ORLY;Gare Montparnasse;650012;6860377;492187;bus;1;unknown;unknown;unknown;Paris 15e;75115;P15GaMo11;-;48.841501418287635, 2.3189097770002074
50237332;1812353-1615843;2026-06-24T17:49:12+02:00;2026-06-24T17:49:12+02:00;547;SEINE ORLY;Place d'Italie - Italie 2;652719;6859097;492300;bus;1;unknown;unknown;unknown;Paris 13e;75113;P13PII204;-;48.8301945797767, 2.3559334195560333
50237342;1812333-1648580;2026-06-24T17:48:57+02:00;2026-06-24T17:48:57+02:00;547;SEINE ORLY;Châtelet;652096;6862192;493026;bus;1;unknown;unknown;unknown;Paris 1er;75101;P04Chat14;-;48.85798192268465, 2.347098638943395
50237357;1812303-1794855;2026-06-24T17:48:31+02:00;2026-06-24T17:48:31+02:00;547;SEINE ORLY;Maurice Gunsbourg;656180;6856956;495731;bus;3;unknown;unknown;unknown;Ivry-sur-Seine;94041;IvSMaGu03;-;48.811184642980834, 2.403298035083491
50219298;1812278-22594;2025-09-29T16:42:46+02:00;2026-06-24T16:54:05+02:00;509;MARNE ET BRIE;Gare de Bry-sur-Marne;665215;6860570;22594;bus;4;unknown;unknown;unknown;Bry-sur-Marne;94015;BrMBrMR03;-;48.844237083618495, 2.5260299376508417
50219346;1812276-1757975;2025-09-29T16:41:21+02:00;2026-06-24T16:54:02+02:00;509;MARNE ET BRIE;Gare de Villiers-sur-Marne - Le Plessis-Trévise;666487;6858295;26036;bus;4;unknown;unknown;unknown;Villiers-sur-Marne;94079;ViMVMPT01;-;48.82384487118544, 2.5435406289523548
50219463;1812271-1821900;2025-09-29T16:39:39+02:00;2026-06-24T16:53:53+02:00;509;MARNE ET BRIE;Gare de Noisy-le-Grand - Mont d'Est;667069;6860185;36234;bus;4;unknown;unknown;unknown;Noisy-le-Grand;93051;NoGNGME09;-;48.840872125659125, 2.5513212388225237
50219520;1812269-1821895;2025-09-29T16:38:17+02:00;2026-06-24T16:53:49+02:00;509;MARNE ET BRIE;Gare de Noisy-le-Grand - Mont d'Est;667106;6860163;36394;bus;4;unknown;unknown;unknown;Noisy-le-Grand;93051;NoGNGME06;-;48.84067616512732, 2.5518270473918094
50219583;1812267-1555909;2025-09-29T16:36:56+02:00;2026-06-24T16:53:45+02:00;509;MARNE ET BRIE;Gare de Noisy - Champs;668999;6860352;39429;bus;4;unknown;unknown;unknown;Noisy-le-Grand;93051;NoGNCRC01;-;48.84246972594964, 2.577604441840017
50219584;1812266-1757977;2025-09-29T16:36:55+02:00;2026-06-24T16:53:43+02:00;509;MARNE ET BRIE;Gare de Villiers-sur-Marne - Le Plessis-Trévise;666546;6858295;40003;bus;4;unknown;unknown;unknown;Villiers-sur-Marne;94079;ViMVMPT09;-;48.823847935800906, 2.5443442127710063
50219591;1812265-1784966;2025-09-29T16:36:46+02:00;2026-06-24T16:53:41+02:00;509;MARNE ET BRIE;Gare de Noisiel;671821;6860486;41427;bus;5;unknown;unknown;unknown;Noisiel;77337;NoiNoRE02;-;48.84380439788186, 2.616045308776278
50219656;1812252-1815667;2026-06-18T18:42:30+02:00;2026-06-24T16:53:22+02:00;509;MARNE ET BRIE;Gare de Torcy;674652;6859912;496036;bus;5;unknown;unknown;unknown;Torcy;77468;TorToRE08;-;48.83875985492268, 2.654652959043561
50219659;1812251-1757834;2025-09-29T16:35:28+02:00;2026-06-24T16:53:21+02:00;509;MARNE ET BRIE;Gare Les Yvris - Noisy-le-Grand;669322;6858269;478447;bus;4;unknown;unknown;unknown;Noisy-le-Grand;93051;NoGYNGR03;-;48.82375219742312, 2.582155490173608
50219702;1812246-1681873;2025-09-29T16:34:33+02:00;2026-06-24T16:53:13+02:00;509;MARNE ET BRIE;Gare de Noisy - Champs;669433;6860392;494241;bus;4;true;unknown;unknown;Champs-sur-Marne;77083;ChMNCRD11;-;48.84285018651126, 2.583514803844026
50219703;1812245-1831195;2025-09-29T16:34:32+02:00;2026-06-24T16:53:11+02:00;509;MARNE ET BRIE;Gare de Noisy - Champs;669554;6860496;492044;bus;4;unknown;unknown;unknown;Champs-sur-Marne;77083;ChMNCRD14;-;48.84379120674788, 2.585155992744843
50220165;1812187-1812188;2026-06-24T16:52:31+02:00;2026-06-24T16:52:30+02:00;509;MARNE ET BRIE;Clos d'Ambert;668133;6860514;496464;bus;4;unknown;unknown;unknown;Noisy-le-Grand;93051;NoGClAm01;-;48.843884378025514, 2.565793095256413
50026147;1809626-1023510;2015-02-12T13:38:32+01:00;2026-06-23T05:11:03+02:00;59;RATP;Botzaris;655165;6864562;463134;metro;1;false;true;true;Paris 19e;75119;50026147;-;48.87951585300475, 2.3886753759961494
50026511;1809621-1021805;2015-02-12T13:38:25+01:00;2026-06-23T05:10:49+02:00;59;RATP;Louis Blanc;653398;6864765;24681;metro;1;false;true;true;Paris 10e;75110;50026511;-;48.88121592829896, 2.3645611012811827
50026673;1809620-24682;2015-02-12T13:38:24+01:00;2026-06-23T05:10:47+02:00;59;RATP;Place des Fêtes;655484;6864270;24682;metro;1;false;true;true;Paris 19e;75119;50026673;-;48.87691209560296, 2.393055367311732
50165418;1809376-685989;2021-06-09T02:00:00+02:00;2026-06-22T18:55:02+02:00;501;VEXIN;Eglise;615300;6892692;417055;bus;5;false;unknown;unknown;Cléry-en-Vexin;95166;1173;-;49.12842416147467, 1.8395397784453646
50218134;1809367-1809368;2026-06-22T18:54:40+02:00;2026-06-22T18:54:40+02:00;501;VEXIN;Les Explorateurs;627347;6883951;496052;bus;5;false;unknown;unknown;Cergy;95127;2030;-;49.05131658818351, 2.0060821115137077
50245324;1809281-1809282;2026-06-19T19:02:31+02:00;2026-06-19T19:02:31+02:00;535;MANTOIS;Thiers;596172;6882534;496048;bus;5;false;unknown;unknown;Bonnières-sur-Seine;78089;50007679;-;49.034292380882775, 1.5800241711612037
50182857;1809278-1798295;2022-08-10T12:35:41+02:00;2026-06-19T17:34:34+02:00;531;ESSONE SUD EST;Église;663626;6807493;492708;bus;5;false;true;true;Noisy-sur-École;77339;596;-;48.366724338443305, 2.508877345144572
50219635;1808785-1549256;2026-06-18T18:42:32+02:00;2026-06-18T18:42:32+02:00;509;MARNE ET BRIE;Sous-Préfecture;674340;6859925;461502;bus;5;unknown;unknown;unknown;Torcy;77468;TorSoPr02;-;48.83886441999263, 2.650401469614796
50222363;1808775-1556620;2025-05-19T21:33:58+02:00;2026-06-18T18:32:18+02:00;599;GC MARNE ET BRIE;Mairie de Chelles;670114;6864286;19308;bus;4;true;unknown;unknown;Chelles;77108;162;-;48.87790109952077, 2.592519686624092
50222733;1808750-1273561;2025-05-19T21:27:37+02:00;2026-06-18T18:31:22+02:00;599;GC MARNE ET BRIE;Mairie de Montfermeil;668580;6866983;19613;bus;4;false;unknown;unknown;Montfermeil;93047;533;-;48.90208167768803, 2.571405191002087
50222747;1808747-1650707;2025-05-19T21:27:20+02:00;2026-06-18T18:31:17+02:00;599;GC MARNE ET BRIE;Rue de Coubron;669032;6867125;493101;bus;4;false;unknown;unknown;Montfermeil;93047;547;-;48.903380545638925, 2.577560364056854
50244922;1808690-1573532;2026-06-18T18:29:26+02:00;2026-06-18T18:29:26+02:00;599;GC MARNE ET BRIE;François Trinquand;670464;6864174;16845;bus;4;true;unknown;unknown;Chelles;77108;1071;-;48.87691003975453, 2.597299462043438
50244932;1808668-26062;2026-06-18T18:29:08+02:00;2026-06-18T18:29:08+02:00;599;GC MARNE ET BRIE;Chocolaterie;672439;6861843;26062;bus;5;true;unknown;unknown;Noisiel;77337;1081;-;48.85603484631045, 2.6243778220263323
50244933;1808666-1337644;2026-06-18T18:29:06+02:00;2026-06-18T18:29:06+02:00;599;GC MARNE ET BRIE;Collège Le Luzard;671652;6860794;8214;bus;5;true;unknown;unknown;Noisiel;77337;1082;-;48.84656688905309, 2.6137220959310286
50244934;1808664-1337649;2026-06-18T18:29:04+02:00;2026-06-18T18:29:04+02:00;599;GC MARNE ET BRIE;Collège Le Luzard;671639;6860759;8215;bus;5;false;unknown;unknown;Noisiel;77337;1083;-;48.84625155556667, 2.6135472911549984
50244935;1808662-1557452;2026-06-18T18:29:03+02:00;2026-06-18T18:29:03+02:00;599;GC MARNE ET BRIE;Ferme du Buisson;672266;6860527;26057;bus;5;true;unknown;unknown;Noisiel;77337;1084;-;48.844192425501355, 2.6221059166964236
50244938;1808656-1815712;2026-06-18T18:28:58+02:00;2026-06-18T18:28:58+02:00;599;GC MARNE ET BRIE;Gare de Noisiel;671856;6860470;486876;bus;5;false;unknown;unknown;Noisiel;77337;1087;-;48.84366203616242, 2.616523254657865
50244951;1808622-1336895;2026-06-18T18:28:31+02:00;2026-06-18T18:28:31+02:00;599;GC MARNE ET BRIE;Cité Scolaire;673198;6861189;40610;bus;5;true;unknown;unknown;Torcy;77468;1100;-;48.85018535530101, 2.6347631264080666
50233034;1806269-1214344;2026-03-20T17:03:45+01:00;2026-06-18T13:02:19+02:00;544;TRANSDEV OURCQ;Voltaire - Léon Blum;654567;6862162;26310;bus;1;unknown;unknown;unknown;Paris 11e;75111;P11VoLB02;-;48.85789113858044, 2.3807786013814933
50233615;1806263-1338966;2026-03-20T16:58:06+01:00;2026-06-18T13:01:41+02:00;544;TRANSDEV OURCQ;Hôpital Saint-Louis;653798;6863899;37705;bus;1;unknown;unknown;unknown;Paris 10e;75110;P10HoSL02;-;48.87345702661748, 2.3701092397582078
50234032;1806246-1648359;2026-03-20T16:52:37+01:00;2026-06-18T13:00:52+02:00;544;TRANSDEV OURCQ;Docteur Goujon - Reuilly;655792;6860125;493002;bus;1;unknown;unknown;unknown;Paris 12e;75112;P12DoGR04;-;48.83965760367627, 2.397685642789159
50234083;1806235-1575741;2026-06-18T13:00:38+02:00;2026-06-18T13:00:38+02:00;544;TRANSDEV OURCQ;Jean Macé;661991;6861775;491579;bus;3;unknown;unknown;unknown;Fontenay-sous-Bois;94033;FoBJeMa03;-;48.854891634690645, 2.481994169932338
50234085;1806229-1575756;2026-06-18T13:00:34+02:00;2026-06-18T13:00:34+02:00;544;TRANSDEV OURCQ;Ernest Renan;660923;6861954;491586;bus;3;unknown;unknown;unknown;Fontenay-sous-Bois;94033;MonErRe02;-;48.856437490458156, 2.4674229089968343
50234086;1806227-1611771;2026-06-18T13:00:31+02:00;2026-06-18T13:00:31+02:00;544;TRANSDEV OURCQ;Les Ruffins;660826;6862658;491587;bus;3;unknown;unknown;unknown;Montreuil;93048;MonRuff03;-;48.86276265684682, 2.4660360633917864
50177864;1806225-1799252;2026-01-29T14:38:30+01:00;2026-06-18T12:54:32+02:00;527;VELIZY VALLEES;Vélizy 2;642634;6854196;23178;bus;3;true;unknown;true;Vélizy-Villacoublay;78640;3406;A;48.78530040383832, 2.219222817466667
50177549;1804777-1380283;2022-07-04T12:40:59+02:00;2026-06-09T08:35:42+02:00;527;VELIZY VALLEES;Victor Hugo;638559;6852756;40541;bus;4;true;unknown;true;Jouy-en-Josas;78322;3181;-;48.771974756188136, 2.1639717348365837
50228898;1806203-1396868;2026-06-18T05:04:47+02:00;2026-06-18T05:04:47+02:00;110;RATP CAP EXPERTISES;Les Fauvelles;644230;6867133;34176;bus;3;true;unknown;unknown;Courbevoie;92026;CouFau01;-;48.901781454310935, 2.2392473883392996
50228903;1806187-1354224;2026-06-18T05:04:37+02:00;2026-06-18T05:04:37+02:00;110;RATP CAP EXPERTISES;Charlebourg;644232;6867645;27226;bus;3;true;unknown;unknown;La Garenne-Colombes;92035;LaGCha02;-;48.90638573836907, 2.2392073793076137
50198998;1803822-1757818;2023-10-06T15:56:47+02:00;2026-06-04T00:39:57+02:00;110;RATP CAP EXPERTISES;Hôtel de Ville de La Courneuve;655469;6869866;488564;bus;3;true;unknown;unknown;La Courneuve;93027;LCOHDV1;-;48.927233488130454, 2.392263646585186
50199000;1803820-1496238;2023-10-06T15:56:44+02:00;2026-06-04T00:39:54+02:00;110;RATP CAP EXPERTISES;Cosmonautes;654472;6870352;488562;bus;3;true;unknown;unknown;La Courneuve;93027;LCOCOS1;-;48.931533986317746, 2.3786054603958284
50199004;1803819-1757821;2023-10-06T15:56:38+02:00;2026-06-04T00:39:52+02:00;110;RATP CAP EXPERTISES;La Courneuve 6 routes;654987;6870185;488557;bus;3;true;unknown;unknown;La Courneuve;93027;LCO6RO0;-;48.93006850615256, 2.38565194964721
50199006;1803818-1496210;2023-10-06T15:56:35+02:00;2026-06-04T00:39:50+02:00;110;RATP CAP EXPERTISES;Stade Géo André;656180;6869566;488554;bus;3;true;unknown;unknown;La Courneuve;93027;LCOSGA0;-;48.92458458970761, 2.401997643706548
50228867;1803762-1803763;2026-06-04T00:39:20+02:00;2026-06-04T00:39:20+02:00;110;RATP CAP EXPERTISES;Concorde;650024;6863115;495895;bus;1;true;unknown;unknown;Paris 8e;75108;P08Coc01;-;48.86612490093506, 2.3187514250148835
50228868;1803758-1803759;2026-06-04T00:39:18+02:00;2026-06-04T00:39:18+02:00;110;RATP CAP EXPERTISES;Concorde;650121;6863120;495894;bus;1;true;unknown;unknown;Paris 8e;75108;P08CoC02;-;48.866177383587534, 2.32007302963771
50228874;1803736-1803978;2026-06-04T00:39:08+02:00;2026-06-04T00:39:08+02:00;110;RATP CAP EXPERTISES;BOUCICAUT;647718;6860381;495889;bus;1;true;unknown;unknown;Paris 15e;75115;P15Bou02;-;48.84135535958802, 2.287655023090287
50228877;1803724-1803725;2026-06-04T00:39:03+02:00;2026-06-04T00:39:03+02:00;110;RATP CAP EXPERTISES;Lourmel;647361;6860114;495886;bus;1;true;unknown;unknown;Paris 15e;75115;P15Lou01;-;48.838925173816364, 2.282824186252477
50228879;1803716-1809771;2026-06-04T00:38:59+02:00;2026-06-04T00:38:59+02:00;110;RATP CAP EXPERTISES;Guy Moquet;650694;6866052;495884;bus;1;true;unknown;unknown;Paris 18e;75118;P17Gm01;-;48.89258808925558, 2.327543152855144
50228886;1803692-1830473;2026-06-04T00:38:47+02:00;2026-06-04T00:38:47+02:00;110;RATP CAP EXPERTISES;Saint Denis Université;653383;6872006;495879;bus;3;true;unknown;unknown;Saint-Denis;93066;SADeU02;-;48.94632916643335, 2.3635607955743563
50228887;1803690-1300753;2026-06-04T00:38:45+02:00;2026-06-04T00:38:45+02:00;110;RATP CAP EXPERTISES;Saint-Denis Porte de Paris;652779;6870201;39931;bus;3;true;unknown;unknown;Saint-Denis;93066;SaDPoP02;-;48.93005411383787, 2.3555161691418602
