stop_id_a,nom_a,stop_id_b,nom_b,distance_metres,nb_observations
IDFM:22401,Villejuif Paul Vaillant-Couturier,IDFM:463323,Villejuif Léo Lagrange,1074,319
IDFM:22442,Rue des Boulets,IDFM:21919,Nation,685,1397
IDFM:24679,Front Populaire,IDFM:463281,Porte de la Chapelle,1353,1003
IDFM:24680,Jaurès,IDFM:24685,Bolivar,302,618
IDFM:24681,Louis Blanc,IDFM:24680,Jaurès,480,618
IDFM:24682,Place des Fêtes,IDFM:463282,Pré-Saint-Gervais,792,618
IDFM:24683,Buttes Chaumont,IDFM:463132,Bolivar,634,573
IDFM:24685,Bolivar,IDFM:463156,Buttes Chaumont,698,618
IDFM:24686,Botzaris,IDFM:24682,Place des Fêtes,410,618
IDFM:24687,Danube,IDFM:463134,Botzaris,398,573
IDFM:25084,Buzenval,IDFM:462942,Nation,504,1337
IDFM:26602,Mairie de Montrouge,IDFM:483313,Barbara,1100,2588
IDFM:462914,Marcel Sembat,IDFM:21914,Porte de Saint-Cloud,1057,1330
IDFM:462915,Saint-Philippe-du-Roule,IDFM:462957,Miromesnil,385,1396
IDFM:462942,Nation,IDFM:463298,Rue des Boulets,660,1338
IDFM:462943,Nation,IDFM:463294,Reuilly - Diderot,848,1583
IDFM:462944,Cluny - La Sorbonne,IDFM:21975,Maubert - Mutualité,324,467
IDFM:462945,Rambuteau,IDFM:21997,Arts et Métiers,484,741
IDFM:462946,République,IDFM:22026,Temple,234,998
IDFM:462947,Pasteur,IDFM:22056,Falguière,387,951
IDFM:462948,Pasteur,IDFM:463314,Sèvres-Lecourbe,449,857
IDFM:462949,Convention,IDFM:463261,Porte de Versailles,836,1003
IDFM:462950,Rue du Bac,IDFM:21980,Sèvres - Babylone,508,1003
IDFM:462951,Porte de Saint-Ouen,IDFM:22228,Guy Môquet,509,664
IDFM:462952,Guy Môquet,IDFM:22220,Porte de Saint-Ouen,451,665
IDFM:462953,Gabriel Péri,IDFM:463086,Mairie de Clichy,1694,1508
IDFM:462954,Montparnasse Bienvenue,IDFM:463184,Gaîté,405,2165
IDFM:462955,Montparnasse Bienvenue,IDFM:462948,Pasteur,738,857
IDFM:462956,Exelmans,IDFM:463259,Porte de Saint-Cloud,637,1338
IDFM:462957,Miromesnil,IDFM:21911,Saint-Augustin,514,1396
IDFM:462958,Javel - André Citroën,IDFM:21986,Charles Michels,573,467
IDFM:462959,Vaneau,IDFM:21970,Duroc,450,466
IDFM:462960,République,IDFM:463187,Goncourt,536,741
IDFM:462961,République,IDFM:22011,Jacques Bonsergent,428,1314
IDFM:462962,République,IDFM:463048,Filles du Calvaire,596,1338
IDFM:462963,République,IDFM:463264,Strasbourg - Saint-Denis,776,1338
IDFM:462964,Volontaires,IDFM:463321,Vaugirard,537,1003
IDFM:462965,Notre-Dame-des-Champs,IDFM:462968,Rennes,399,951
IDFM:462966,Sèvres - Babylone,IDFM:22043,Rue du Bac,508,951
IDFM:462967,Sèvres - Babylone,IDFM:462959,Vaneau,417,466
IDFM:462968,Rennes,IDFM:462966,Sèvres - Babylone,386,951
IDFM:462969,Saint-Lazare,IDFM:22046,Trinité - d'Estienne d'Orves,402,951
IDFM:462970,Saint-Lazare,IDFM:474397,Miromesnil,971,2165
IDFM:462971,Saint-Lazare,IDFM:21906,Havre-Caumartin,299,991
IDFM:462972,Saint-Lazare,IDFM:21961,Madeleine,737,1975
IDFM:462973,Marcadet - Poissonniers,IDFM:22054,Jules Joffrin,415,1003
IDFM:462974,Marcadet - Poissonniers,IDFM:463148,Château Rouge,468,2584
IDFM:462975,La Fourche,IDFM:463253,Place de Clichy,438,1501
IDFM:462976,Carrefour Pleyel,IDFM:22241,Saint-Denis - Porte de Paris,1552,679
IDFM:462977,Garibaldi,IDFM:462951,Porte de Saint-Ouen,977,664
IDFM:462978,Brochant,IDFM:462975,La Fourche,573,1508
IDFM:462979,Château d'Eau,IDFM:463313,Strasbourg - Saint-Denis,415,2588
IDFM:462980,Montparnasse Bienvenue,IDFM:462965,Notre-Dame-des-Champs,473,951
IDFM:462981,Jaurès,IDFM:462984,Colonel Fabien,442,820
IDFM:462982,La Chapelle,IDFM:463094,Barbès - Rochechouart,723,800
IDFM:462983,Couronnes,IDFM:463243,Ménilmontant,414,820
IDFM:462984,Colonel Fabien,IDFM:463111,Belleville,739,820
IDFM:462986,Sentier,IDFM:463091,Réaumur - Sébastopol,402,991
IDFM:462987,Villiers,IDFM:463068,Malesherbes,542,998
IDFM:462988,Villiers,IDFM:22110,Rome,488,816
IDFM:462989,Quatre Septembre,IDFM:463246,Opéra,409,998
IDFM:462990,Pelleport,IDFM:462997,Gambetta,407,567
IDFM:462991,Gambetta,IDFM:463286,Père Lachaise,818,998
IDFM:462992,Saint-Sulpice,IDFM:22136,Saint-Germain-des-Prés,390,2486
IDFM:462993,Saint-Germain-des-Prés,IDFM:22139,Saint-Sulpice,402,2588
IDFM:462994,Mabillon,IDFM:462967,Sèvres - Babylone,713,466
IDFM:462995,Odéon,IDFM:462993,Saint-Germain-des-Prés,442,2588
IDFM:462996,Montparnasse Bienvenue,IDFM:463308,Saint-Placide,412,2486
IDFM:462998,Odéon,IDFM:462994,Mabillon,338,466
IDFM:462999,Laumière,IDFM:463095,Jaurès,630,1331
IDFM:463000,Bastille,IDFM:22202,Chemin Vert,472,1298
IDFM:463001,Gare de l'Est,IDFM:22367,Château Landon,453,625
IDFM:463002,Bobigny-Pantin - Raymond Queneau,IDFM:463178,Église de Pantin,999,1325
IDFM:463003,Place d'Italie,IDFM:22175,Corvisart,429,855
IDFM:463004,Nationale,IDFM:463003,Place d'Italie,540,855
IDFM:463005,Bir-Hakeim,IDFM:22165,Passy,499,857
IDFM:463006,Château Landon,IDFM:22387,Gare de l'Est,430,660
IDFM:463007,Porte de la Villette,IDFM:463152,Corentin Cariou,382,660
IDFM:463008,Stalingrad,IDFM:22384,Louis Blanc,485,660
IDFM:463009,Stalingrad,IDFM:462982,La Chapelle,467,800
IDFM:463010,Champs-Élysées - Clemenceau,IDFM:463181,Franklin D. Roosevelt,352,1587
IDFM:463011,Champs-Élysées - Clemenceau,IDFM:22185,Invalides,783,2165
IDFM:463012,Porte de Vincennes,IDFM:462943,Nation,866,1583
IDFM:463013,Charles de Gaulle - Étoile,IDFM:22088,Argentine,433,1587
IDFM:463015,Maisons-Alfort - Les Juilliottes,IDFM:463225,Maisons-Alfort - Stade,1019,1295
IDFM:463016,Vavin,IDFM:22131,Raspail,407,2588
IDFM:463017,Hoche,IDFM:22003,Porte de Pantin,802,1331
IDFM:463018,Bastille,IDFM:463289,Quai de la Rapée,800,1331
IDFM:463019,Bastille,IDFM:22083,Gare de Lyon,874,1528
IDFM:463020,Campo-Formio,IDFM:463097,Saint-Marcel,401,1312
IDFM:463021,Gare de l'Est,IDFM:463191,Jacques Bonsergent,701,1331
IDFM:463022,Gare de l'Est,IDFM:463183,Gare du Nord,483,2486
IDFM:463023,Gare d'Austerlitz,IDFM:22000,Saint-Marcel,599,1331
IDFM:463026,Place d'Italie,IDFM:463216,Les Gobelins,504,625
IDFM:463027,Ourcq,IDFM:463280,Porte de Pantin,473,1314
IDFM:463029,Porte d'Ivry,IDFM:22397,Pierre et Marie Curie,875,341
IDFM:463030,Porte de Choisy,IDFM:463029,Porte d'Ivry,378,333
IDFM:463031,Aubervilliers - Pantin - Quatre Chemins,IDFM:463179,Fort d'Aubervilliers,1453,633
IDFM:463032,Stalingrad,IDFM:22007,Gare du Nord,1023,1331
IDFM:463033,Louis Blanc,IDFM:22368,Stalingrad,474,625
IDFM:463035,Billancourt,IDFM:463233,Pont de Sèvres,606,1353
IDFM:463036,Richelieu - Drouot,IDFM:21932,Chaussée d'Antin - La Fayette,368,1338
IDFM:463037,Richelieu - Drouot,IDFM:22197,Grands Boulevards,276,1338
IDFM:463038,Jasmin,IDFM:463238,Michel-Ange - Auteuil,641,1338
IDFM:463039,Buzenval,IDFM:463215,Maraîchers,391,1397
IDFM:463040,Saint-Mandé,IDFM:463012,Porte de Vincennes,790,1583
IDFM:463041,Tuileries,IDFM:22079,Palais Royal - Musée du Louvre,509,1528
IDFM:463043,Charles de Gaulle - Étoile,IDFM:22108,Ternes,360,816
IDFM:463044,Pont de Neuilly,IDFM:22100,Les Sablons,906,1526
IDFM:463045,Olympiades,IDFM:463112,Bibliothèque François Mitterrand,834,1904
IDFM:463046,Gare de Lyon,IDFM:463129,Bercy,628,1977
IDFM:463047,École Vétérinaire de Maisons-Alfort,IDFM:463142,Charenton - Écoles,946,1295
IDFM:463048,Filles du Calvaire,IDFM:463309,Saint-Sébastien - Froissart,217,1338
IDFM:463049,Grands Boulevards,IDFM:463036,Richelieu - Drouot,360,1338
IDFM:463050,Porte Dorée,IDFM:463226,Michel Bizot,377,1295
IDFM:463052,Alma - Marceau,IDFM:463180,Franklin D. Roosevelt,811,1396
IDFM:463053,Robespierre,IDFM:21913,Porte de Montreuil,989,1323
IDFM:463054,Oberkampf,IDFM:462963,République,433,1338
IDFM:463055,Rue de la Pompe,IDFM:21929,La Muette,766,1338
IDFM:463056,Créteil - Préfecture,IDFM:21784,Pointe du Lac,1272,1302
IDFM:463057,Pointe du Lac,IDFM:22213,Créteil - Préfecture,1358,1291
IDFM:463058,Grands Boulevards,IDFM:22196,Richelieu - Drouot,277,1298
IDFM:463059,Oberkampf,IDFM:462961,République,589,1314
IDFM:463060,Châtelet,IDFM:22378,Pont Marie (Cité des Arts),760,660
IDFM:463061,Hôtel de Ville,IDFM:21966,Châtelet,300,739
IDFM:463062,Notre-Dame-de-Lorette,IDFM:22044,Saint-Georges,387,951
IDFM:463063,Madeleine,IDFM:463151,Concorde,488,1298
IDFM:463064,Madeleine,IDFM:21962,Saint-Lazare,734,1910
IDFM:463065,Jules Joffrin,IDFM:22052,Marcadet - Poissonniers,415,951
IDFM:463066,Liège,IDFM:462970,Saint-Lazare,567,2165
IDFM:463068,Malesherbes,IDFM:463070,Wagram,481,998
IDFM:463069,Europe,IDFM:462971,Saint-Lazare,437,991
IDFM:463070,Wagram,IDFM:463228,Pereire,443,998
IDFM:463071,Saint-Fargeau,IDFM:462990,Pelleport,463,567
IDFM:463072,Réaumur - Sébastopol,IDFM:463171,Etienne Marcel,407,2588
IDFM:463073,Porte de Clignancourt,IDFM:22133,Simplon,451,2584
IDFM:463074,Jaurès,IDFM:463034,Louis Blanc,480,573
IDFM:463075,Dugommier,IDFM:463128,Bercy,771,854
IDFM:463076,Charles Michels,IDFM:21972,Javel - André Citroën,573,466
IDFM:463077,Jussieu,IDFM:463141,Cardinal Lemoine,274,466
IDFM:463078,Jussieu,IDFM:463106,Place Monge,421,660
IDFM:463079,Châtelet,IDFM:21990,Hôtel de Ville,318,741
IDFM:463080,Hôtel de Ville,IDFM:22074,Saint-Paul (Le Marais),716,1528
IDFM:463081,Madeleine,IDFM:462969,Saint-Lazare,661,951
IDFM:463082,Front Populaire,IDFM:483900,Aimé Césaire,1098,951
IDFM:463083,Duroc,IDFM:462954,Montparnasse Bienvenue,763,2165
IDFM:463084,Duroc,IDFM:21977,Vaneau,450,467
IDFM:463085,Plaisance,IDFM:22222,Pernety,392,2199
IDFM:463086,Mairie de Clichy,IDFM:463278,Porte de Clichy,1219,1508
IDFM:463088,Pigalle,IDFM:463120,Anvers,467,820
IDFM:463089,Pigalle,IDFM:463304,Saint-Georges,433,1003
IDFM:463090,Bourse,IDFM:462986,Sentier,437,991
IDFM:463091,Réaumur - Sébastopol,IDFM:21994,Arts et Métiers,378,991
IDFM:463092,Porte d'Orléans,IDFM:463118,Alésia,500,2480
IDFM:463093,Barbès - Rochechouart,IDFM:22152,Château Rouge,444,2486
IDFM:463094,Barbès - Rochechouart,IDFM:22123,Anvers,413,800
IDFM:463095,Jaurès,IDFM:463032,Stalingrad,360,1331
IDFM:463096,Richard-Lenoir,IDFM:463059,Oberkampf,506,1314
IDFM:463097,Saint-Marcel,IDFM:21981,Gare d'Austerlitz,597,1312
IDFM:463098,Picpus,IDFM:463028,Nation,559,858
IDFM:463099,Dupleix,IDFM:22162,La Motte-Picquet - Grenelle,431,856
IDFM:463100,Edgar Quinet,IDFM:463292,Raspail,461,858
IDFM:463101,Passy,IDFM:22179,Bir-Hakeim,457,856
IDFM:463102,Kléber,IDFM:463042,Charles de Gaulle - Étoile,195,857
IDFM:463103,Denfert-Rochereau,IDFM:463305,Saint-Jacques,339,858
IDFM:463104,Denfert-Rochereau,IDFM:22144,Mouton-Duvernet,357,2588
IDFM:463105,Corvisart,IDFM:22168,Place d'Italie,452,858
IDFM:463106,Place Monge,IDFM:463157,Censier - Daubenton,252,660
IDFM:463107,Le Kremlin-Bicêtre,IDFM:22385,Maison Blanche,1386,319
IDFM:463108,Arts et Métiers,IDFM:21992,Rambuteau,488,739
IDFM:463109,Asnières - Gennevilliers - Les Courtilles,IDFM:463207,Les Agnettes,873,1508
IDFM:463110,Belleville,IDFM:21996,Goncourt,445,739
IDFM:463111,Belleville,IDFM:462983,Couronnes,444,820
IDFM:463112,Bibliothèque François Mitterrand,IDFM:463165,Cour Saint-Emilion,844,1906
IDFM:463113,Blanche,IDFM:463252,Place de Clichy,340,800
IDFM:463114,Boissière,IDFM:463102,Kléber,559,857
IDFM:463115,Bonne Nouvelle,IDFM:22159,Strasbourg - Saint-Denis,428,1338
IDFM:463116,Abbesses,IDFM:463089,Pigalle,275,1003
IDFM:463117,Alexandre Dumas,IDFM:22113,Philippe Auguste,391,797
IDFM:463118,Alésia,IDFM:463242,Mouton-Duvernet,417,2480
IDFM:463119,Anatole France,IDFM:463210,Louise Michel,492,967
IDFM:463120,Anvers,IDFM:22127,Barbès - Rochechouart,505,820
IDFM:463121,Argentine,IDFM:22086,Charles de Gaulle - Étoile,432,1526
IDFM:463122,Arts et Métiers,IDFM:22018,Réaumur - Sébastopol,307,998
IDFM:463123,Assemblée Nationale,IDFM:22057,Concorde,632,951
IDFM:463124,Avenue Émile Zola,IDFM:463076,Charles Michels,693,466
IDFM:463125,Avron,IDFM:463067,Nation,667,820
IDFM:463126,Basilique de Saint-Denis,IDFM:463302,Saint-Denis - Université,1287,679
IDFM:463127,Bel-Air,IDFM:463098,Picpus,474,858
IDFM:463128,Bercy,IDFM:463288,Quai de la Gare,611,855
IDFM:463129,Bercy,IDFM:21956,Cour Saint-Emilion,1041,1979
IDFM:463130,Bérault,IDFM:463040,Saint-Mandé,782,1583
IDFM:463132,Bolivar,IDFM:463074,Jaurès,302,573
IDFM:463133,Bonne Nouvelle,IDFM:21920,Strasbourg - Saint-Denis,428,1397
IDFM:463134,Botzaris,IDFM:24683,Buttes Chaumont,608,573
IDFM:463135,Boucicaut,IDFM:463211,Lourmel,497,706
IDFM:463136,Boulogne Pont de Saint-Cloud,IDFM:463137,Boulogne Jean Jaurès,797,460
IDFM:463137,Boulogne Jean Jaurès,IDFM:21904,Michel-Ange - Molitor,1723,460
IDFM:463138,Bréguet-Sabin,IDFM:463096,Richard-Lenoir,416,1314
IDFM:463139,Cadet,IDFM:22382,Le Peletier,341,660
IDFM:463140,Cambronne,IDFM:22163,Sèvres-Lecourbe,560,858
IDFM:463141,Cardinal Lemoine,IDFM:463237,Maubert - Mutualité,464,466
IDFM:463142,Charenton - Écoles,IDFM:22209,Liberté,750,1295
IDFM:463143,Charonne,IDFM:22442,Rue des Boulets,348,1397
IDFM:463144,Chaussée d'Antin - La Fayette,IDFM:21921,Richelieu - Drouot,368,1397
IDFM:463145,Chaussée d'Antin - La Fayette,IDFM:22381,Opéra,360,660
IDFM:463146,Chemin Vert,IDFM:22097,Bastille,472,1338
IDFM:463147,Chevaleret,IDFM:22161,Quai de la Gare,448,858
IDFM:463148,Château Rouge,IDFM:22130,Barbès - Rochechouart,407,2584
IDFM:463149,Château de Vincennes,IDFM:463130,Bérault,709,1583
IDFM:463150,Concorde,IDFM:463010,Champs-Élysées - Clemenceau,794,1587
IDFM:463151,Concorde,IDFM:22193,Invalides,930,706
IDFM:463152,Corentin Cariou,IDFM:22392,Crimée,563,660
IDFM:463153,Corentin Celton,IDFM:463219,Mairie d'Issy,563,1025
IDFM:463154,Courcelles,IDFM:463266,Ternes,471,800
IDFM:463155,Crimée,IDFM:22389,Corentin Cariou,563,625
IDFM:463156,Buttes Chaumont,IDFM:24686,Botzaris,544,618
IDFM:463157,Censier - Daubenton,IDFM:22383,Les Gobelins,594,660
IDFM:463158,Châtelet,IDFM:463208,Les Halles,284,2486
IDFM:463159,Châtelet,IDFM:463284,Pyramides,1086,1910
IDFM:463160,Châtelet,IDFM:463218,Louvre - Rivoli,597,1587
IDFM:463161,Cité,IDFM:463158,Châtelet,611,2486
IDFM:463162,Commerce,IDFM:22183,La Motte-Picquet - Grenelle,714,746
IDFM:463163,Félix Faure,IDFM:463135,Boucicaut,333,706
IDFM:463164,Concorde,IDFM:22060,Assemblée Nationale,638,1003
IDFM:463165,Cour Saint-Emilion,IDFM:21957,Bercy,1043,1906
IDFM:463166,Créteil - L'Échat,IDFM:463015,Maisons-Alfort - Les Juilliottes,866,1295
IDFM:463167,Créteil - Université,IDFM:463166,Créteil - L'Échat,789,1295
IDFM:463168,Daumesnil,IDFM:22206,Michel Bizot,588,1338
IDFM:463169,Daumesnil,IDFM:463075,Dugommier,457,854
IDFM:463170,Esplanade de la Défense,IDFM:463044,Pont de Neuilly,896,1526
IDFM:463171,Etienne Marcel,IDFM:22146,Les Halles,290,2588
IDFM:463172,Faidherbe - Chaligny,IDFM:463293,Reuilly - Diderot,429,1338
IDFM:463173,Falguière,IDFM:22039,Pasteur,387,1003
IDFM:463174,Gallieni,IDFM:463276,Porte de Bagnolet,500,991
IDFM:463176,Croix de Chavaux,IDFM:463053,Robespierre,913,1323
IDFM:463177,École Militaire,IDFM:22192,La Tour-Maubourg,448,748
IDFM:463178,Église de Pantin,IDFM:463017,Hoche,795,1331
IDFM:463179,Fort d'Aubervilliers,IDFM:22395,La Courneuve - 8 Mai 1945,884,633
IDFM:463180,Franklin D. Roosevelt,IDFM:462915,Saint-Philippe-du-Roule,410,1396
IDFM:463181,Franklin D. Roosevelt,IDFM:463185,George V,775,1587
IDFM:463182,Gare du Nord,IDFM:22001,Stalingrad,1023,1314
IDFM:463183,Gare du Nord,IDFM:463093,Barbès - Rochechouart,702,2486
IDFM:463184,Gaîté,IDFM:463229,Pernety,688,2165
IDFM:463185,George V,IDFM:463013,Charles de Gaulle - Étoile,476,1587
IDFM:463186,Glacière,IDFM:463105,Corvisart,554,858
IDFM:463187,Goncourt,IDFM:21998,Belleville,445,741
IDFM:463188,Havre-Caumartin,IDFM:463300,Saint-Augustin,457,1338
IDFM:463189,Havre-Caumartin,IDFM:21963,Saint-Lazare,299,998
IDFM:463190,Iéna,IDFM:463318,Trocadéro,507,1338
IDFM:463191,Jacques Bonsergent,IDFM:21903,République,428,1331
IDFM:463192,Jourdain,IDFM:463254,Place des Fêtes,343,741
IDFM:463194,La Motte-Picquet - Grenelle,IDFM:22171,Dupleix,432,857
IDFM:463195,Ledru-Rollin,IDFM:463172,Faidherbe - Chaligny,592,1338
IDFM:463197,Gare de Lyon,IDFM:22089,Bastille,873,1585
IDFM:463198,Invalides,IDFM:22093,Champs-Élysées - Clemenceau,771,2199
IDFM:463199,Invalides,IDFM:22096,Concorde,950,748
IDFM:463200,La Courneuve - 8 Mai 1945,IDFM:22393,Fort d'Aubervilliers,884,650
IDFM:463201,La Motte-Picquet - Grenelle,IDFM:22190,Commerce,591,706
IDFM:463202,La Motte-Picquet - Grenelle,IDFM:463315,Ségur,943,467
IDFM:463203,La Muette,IDFM:21908,Rue de la Pompe,766,1396
IDFM:463204,La Tour-Maubourg,IDFM:22191,École Militaire,448,706
IDFM:463205,Lamarck - Caulaincourt,IDFM:463065,Jules Joffrin,577,951
IDFM:463206,Le Peletier,IDFM:22390,Cadet,341,625
IDFM:463207,Les Agnettes,IDFM:462953,Gabriel Péri,936,1508
IDFM:463208,Les Halles,IDFM:22147,Etienne Marcel,281,2486
IDFM:463209,Liberté,IDFM:22210,Charenton - Écoles,750,1338
IDFM:463210,Louise Michel,IDFM:463258,Porte de Champerret,423,967
IDFM:463211,Lourmel,IDFM:463051,Balard,359,706
IDFM:463212,Mairie de Saint-Ouen,IDFM:462976,Carrefour Pleyel,1090,665
IDFM:463213,Malakoff - Plateau de Vanves,IDFM:463260,Porte de Vanves,715,2199
IDFM:463214,Malakoff - Rue Étienne Dolet,IDFM:463213,Malakoff - Plateau de Vanves,929,2199
IDFM:463215,Maraîchers,IDFM:463279,Porte de Montreuil,344,1397
IDFM:463216,Les Gobelins,IDFM:22391,Censier - Daubenton,594,625
IDFM:463217,Les Sablons,IDFM:22099,Pont de Neuilly,994,1632
IDFM:463218,Louvre - Rivoli,IDFM:463227,Palais Royal - Musée du Louvre,305,1587
IDFM:463221,Mairie de Montreuil,IDFM:463176,Croix de Chavaux,687,1323
IDFM:463222,Mairie de Montrouge,IDFM:463092,Porte d'Orléans,780,2437
IDFM:463223,Mairie des Lilas,IDFM:490787,Serge Gainsbourg,850,742
IDFM:463224,Maison Blanche,IDFM:22380,Porte d'Italie,392,333
IDFM:463224,Maison Blanche,IDFM:22398,Le Kremlin-Bicêtre,1386,335
IDFM:463225,Maisons-Alfort - Stade,IDFM:463047,École Vétérinaire de Maisons-Alfort,1167,1295
IDFM:463226,Michel Bizot,IDFM:22184,Daumesnil,588,1295
IDFM:463227,Palais Royal - Musée du Louvre,IDFM:22075,Tuileries,545,1587
IDFM:463228,Pereire,IDFM:22023,Porte de Champerret,520,998
IDFM:463229,Pernety,IDFM:22223,Plaisance,391,2165
IDFM:463230,Philippe Auguste,IDFM:22122,Alexandre Dumas,366,820
IDFM:463231,Pont Marie (Cité des Arts),IDFM:22364,Châtelet,762,625
IDFM:463232,Pont Neuf,IDFM:463249,Palais Royal - Musée du Louvre,720,625
IDFM:463234,Porte d'Auteuil,IDFM:21904,Michel-Ange - Molitor,758,7
IDFM:463235,Porte d'Italie,IDFM:22385,Maison Blanche,392,311
IDFM:463236,Marx Dormoy,IDFM:462973,Marcadet - Poissonniers,792,1003
IDFM:463237,Maubert - Mutualité,IDFM:21983,Cluny - La Sorbonne,324,466
IDFM:463238,Michel-Ange - Auteuil,IDFM:21923,Michel-Ange - Molitor,378,1338
IDFM:463239,Michel-Ange - Molitor,IDFM:21922,Michel-Ange - Auteuil,378,1396
IDFM:463240,Monceau,IDFM:462988,Villiers,458,816
IDFM:463241,Montgallet,IDFM:463168,Daumesnil,639,1338
IDFM:463242,Mouton-Duvernet,IDFM:22151,Denfert-Rochereau,347,2480
IDFM:463243,Ménilmontant,IDFM:463285,Père Lachaise,537,820
IDFM:463244,Opéra,IDFM:463063,Madeleine,467,1298
IDFM:463245,Opéra,IDFM:22388,Chaussée d'Antin - La Fayette,360,625
IDFM:463246,Opéra,IDFM:463189,Havre-Caumartin,352,998
IDFM:463249,Palais Royal - Musée du Louvre,IDFM:22375,Pyramides,405,625
IDFM:463250,Parmentier,IDFM:463297,Rue Saint-Maur,424,991
IDFM:463251,Pierre et Marie Curie,IDFM:22372,Porte d'Ivry,875,311
IDFM:463252,Place de Clichy,IDFM:463296,Rome,512,800
IDFM:463253,Place de Clichy,IDFM:463066,Liège,403,2165
IDFM:463254,Place des Fêtes,IDFM:463319,Télégraphe,496,741
IDFM:463255,Poissonnière,IDFM:463001,Gare de l'Est,695,625
IDFM:463257,Porte Maillot,IDFM:463121,Argentine,620,1526
IDFM:463258,Porte de Champerret,IDFM:22021,Pereire,495,991
IDFM:463259,Porte de Saint-Cloud,IDFM:21940,Marcel Sembat,1057,1353
IDFM:463260,Porte de Vanves,IDFM:463085,Plaisance,831,2199
IDFM:463261,Porte de Versailles,IDFM:463153,Corentin Celton,869,1025
IDFM:463262,Porte des Lilas,IDFM:463071,Saint-Fargeau,528,567
IDFM:463263,Porte des Lilas,IDFM:21993,Télégraphe,592,739
IDFM:463264,Strasbourg - Saint-Denis,IDFM:21933,Bonne Nouvelle,369,1338
IDFM:463265,Sully - Morland,IDFM:463231,Pont Marie (Cité des Arts),402,625
IDFM:463266,Ternes,IDFM:22094,Charles de Gaulle - Étoile,391,800
IDFM:463267,Tolbiac,IDFM:463224,Maison Blanche,403,668
IDFM:463268,Trocadéro,IDFM:463101,Passy,741,856
IDFM:463276,Porte de Bagnolet,IDFM:462991,Gambetta,861,991
IDFM:463277,Porte de Charenton,IDFM:463209,Liberté,1090,1338
IDFM:463278,Porte de Clichy,IDFM:462978,Brochant,662,1508
IDFM:463279,Porte de Montreuil,IDFM:21942,Robespierre,989,1404
IDFM:463280,Porte de Pantin,IDFM:22017,Hoche,802,1314
IDFM:463281,Porte de la Chapelle,IDFM:463236,Marx Dormoy,802,1003
IDFM:463282,Pré-Saint-Gervais,IDFM:24687,Danube,463,573
IDFM:463283,Pyramides,IDFM:22376,Palais Royal - Musée du Louvre,405,660
IDFM:463284,Pyramides,IDFM:463064,Madeleine,788,1910
IDFM:463285,Père Lachaise,IDFM:463230,Philippe Auguste,521,820
IDFM:463286,Père Lachaise,IDFM:22025,Rue Saint-Maur,525,998
IDFM:463287,Pyrénées,IDFM:463110,Belleville,677,739
IDFM:463288,Quai de la Gare,IDFM:22174,Chevaleret,420,855
IDFM:463289,Quai de la Rapée,IDFM:463023,Gare d'Austerlitz,666,1331
IDFM:463290,Ranelagh,IDFM:463038,Jasmin,355,1338
IDFM:463291,Raspail,IDFM:22135,Vavin,385,2480
IDFM:463292,Raspail,IDFM:463103,Denfert-Rochereau,559,858
IDFM:463293,Reuilly - Diderot,IDFM:463241,Montgallet,388,1338
IDFM:463294,Reuilly - Diderot,IDFM:463197,Gare de Lyon,833,1583
IDFM:463295,Riquet,IDFM:463008,Stalingrad,609,660
IDFM:463296,Rome,IDFM:22106,Villiers,380,800
IDFM:463297,Rue Saint-Maur,IDFM:22020,Père Lachaise,525,991
IDFM:463298,Rue des Boulets,IDFM:21934,Charonne,348,1338
IDFM:463299,Saint-Ambroise,IDFM:463054,Oberkampf,642,1338
IDFM:463300,Saint-Augustin,IDFM:21924,Miromesnil,514,1338
IDFM:463301,Saint-Denis - Porte de Paris,IDFM:22239,Carrefour Pleyel,1630,664
IDFM:463303,Saint-François-Xavier,IDFM:463083,Duroc,417,2165
IDFM:463304,Saint-Georges,IDFM:22050,Notre-Dame-de-Lorette,386,1003
IDFM:463305,Saint-Jacques,IDFM:463186,Glacière,529,858
IDFM:463306,Saint-Michel,IDFM:463161,Cité,300,2486
IDFM:463307,Saint-Paul (Le Marais),IDFM:22091,Hôtel de Ville,648,1585
IDFM:463308,Saint-Placide,IDFM:462992,Saint-Sulpice,521,2486
IDFM:463309,Saint-Sébastien - Froissart,IDFM:463146,Chemin Vert,421,1338
IDFM:463310,Simplon,IDFM:22141,Porte de Clignancourt,451,2486
IDFM:463311,Solférino,IDFM:462950,Rue du Bac,312,1003
IDFM:463312,Strasbourg - Saint-Denis,IDFM:22198,Bonne Nouvelle,369,1298
IDFM:463313,Strasbourg - Saint-Denis,IDFM:463072,Réaumur - Sébastopol,371,2588
IDFM:463314,Sèvres-Lecourbe,IDFM:22176,Cambronne,530,857
IDFM:463315,Ségur,IDFM:463084,Duroc,715,467
IDFM:463316,Temple,IDFM:21902,République,231,991
IDFM:463317,Trinité - d'Estienne d'Orves,IDFM:21964,Saint-Lazare,402,1003
IDFM:463318,Trocadéro,IDFM:463055,Rue de la Pompe,697,1338
IDFM:463319,Télégraphe,IDFM:21949,Porte des Lilas,596,741
IDFM:463320,Varenne,IDFM:463303,Saint-François-Xavier,576,2165
IDFM:463321,Vaugirard,IDFM:462949,Convention,426,1003
IDFM:463322,Victor Hugo,IDFM:463256,Porte Dauphine,658,800
