zdc,ligneLabel,destination,accId,labelPosition,position,positionMax,equipement,directionId,terminusReel,zdcSuivant
71202,4,"65 rue de Rennes",50147801,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71184
73620,4,"Place Saint-Michel",50147811,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",73618
73636,4,"Square Emile Chantemps",50147817,Avant,1,6,,0,"Porte de Clignancourt",73633
73636,4,"68 rue Réaumur",50147818,Avant,1,6,,1,"Bagneux - Lucie Aubrac",479068
71117,4,"106 boulevard du Montparnasse",50147829,Arrière,6,6,,0,"Porte de Clignancourt",71139
71370,3,"Place Gabriel Péri",50147867,Arrière,5,5,,1,"Pont de Levallois - Bécon",73617
71828,3B,"Paul Signac (place, en face du 125 avenue Gambetta)",50147877,Arrière,3,3,,0,"Porte des Lilas",71860
71450,3,"Avenue Stéphane Mallarmé",50147886,Avant,1,5,,1,"Pont de Levallois - Bécon",73667
71795,3,"71 rue Servan",50147888,Avant,1,5,,0,Gallieni,71787
71808,3,"Place Martin Nadaud",50147895,Avant,1,5,,0,Gallieni,71799
71728,2,"111 boulevard de Charonne",50147948,Arrière,5,5,,0,Nation,71697
71940,7B,"Face au 196 boulevard de la Villette",50147954,Avant,1,3,,1,"Louis Blanc",71407
71347,2,"Place Charles de Gaulle",50147976,Avant,1,5,,0,Nation,71367
73626,14,"Rue de Bercy",50147982,Avant,1,8,Escalator,1,"Aéroport d'Orly",71607
71634,1,"14 avenue de Paris",50147999,Arrière,6,6,,0,"Château de Vincennes",
71647,1,"125 bis avenue de Paris",50148006,Milieu,3,6,Escalator,0,"Château de Vincennes",71650
71663,1,"90 Cours de Vincennes",50148010,Arrière,6,6,,0,"Château de Vincennes",71647
70375,7,"53 avenue de Paris",50148146,Arrière,4,5,,0,"La Courneuve - 8 Mai 1945",70452
71137,8,"2 avenue Félix Faure",50148163,Avant,1,5,,1,"Pointe du Lac",71132
71693,8,"100 rue du Faubourg Saint-Antoine",50148197,Avant,1,5,,1,"Pointe du Lac",74001
70698,9,"122 avenue du Général Leclerc",50148235,Avant,1,5,,1,"Mairie de Montreuil",71034
71346,13,"29 rue de la Boétie",50148287,Arrière,4,5,,0,"Châtillon - Montrouge",71305
71330,8,"Boulevard des Italiens",50148291,Arrière,4,5,,0,Balard,71337
71330,8,"16 boulevard des Italiens",50148296,Arrière,5,5,,1,"Pointe du Lac",71326
72240,13,"Angle rue des Bas et Rue Louis Calmel",50148727,Arrière,4,5,Escalator,0,"Châtillon - Montrouge",72203
73621,5,"Boulevard Richard Lenoir",50148761,Arrière,5,5,,0,"Bobigny - Pablo Picasso",73648
71359,7,"Place du 11 Novembre",50148780,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",474149
71940,7B,"Boulevard de la Villette",50148784,Avant,1,3,,1,"Louis Blanc",71407
71434,2,"Rue du Faubourg Saint Denis",50148787,Arrière,5,5,,0,Nation,71961
71199,8,"Boulevard de Grenelle",50148790,Arrière,5,5,,1,"Pointe du Lac",71224
71363,7,"Rue de Chabrol",50148814,Arrière,5,5,,1,"Villejuif - Louis Aragon",71351
72358,13,"Gare Routière",50148862,Arrière,4,5,Ascenseur,0,"Châtillon - Montrouge",72326
70143,7,"Avenue Louis Aragon",50148863,Milieu,3,5,,1,"Villejuif - Louis Aragon",
72168,14,"Rue Albert Dhalenne",50148888,Milieu,4,8,,1,"Aéroport d'Orly",72126
71545,13,"Rue André Suarez",50148895,Avant,2,5,,1,"Asnières - Gennevilliers - Les Courtilles",72118
71545,14,"Rue André Suarez",50148895,Arrière,8,8,Escalator,1,"Aéroport d'Orly",71475
70604,7,"Bd Masséna",50148959,Arrière,5,5,,1,"Mairie d'Ivry",70636
71947,11,"r. Carnot",50149890,Avant,1,5,Ascenseur,1,Châtelet,490779
71947,11,"r. Carnot",50149890,Arrière,5,5,Escalier,0,Rosny-Bois-Perrier,71897
490782,11,"r. Lucien Piron",50149894,Avant,2,5,Ascenseur,0,Rosny-Bois-Perrier,490783
70645,14,"r. du Tage",50149929,Avant,1,8,Ascenseur,1,"Aéroport d'Orly",70445
70645,14,"r. du Tage",50149929,Arrière,6,8,Escalier,0,"Saint-Denis - Pleyel",71557
70645,14,"r. Tagore",50149930,Milieu,5,8,Escalator,1,"Aéroport d'Orly",70445
70645,14,"r. de la Vistule",50149931,Milieu,5,8,Escalier,0,"Saint-Denis - Pleyel",71557
70645,14,"r. Bourgon",50149932,Arrière,6,8,Escalator,1,"Aéroport d'Orly",70445
73753,14,"r. Latérale",50149937,Milieu,5,8,Ascenseur,0,"Saint-Denis - Pleyel",69974
490784,14,"27 rue Pleyel",50149985,Milieu,5,8,Ascenseur,1,"Aéroport d'Orly",72168
71897,11,"bd de la Boissière",50210359,Avant,2,5,Ascenseur,0,Rosny-Bois-Perrier,490782
71370,14,Saint-Augustin,,Avant,3,8,,0,"Saint-Denis - Pleyel",71475
71311,5,République,,Milieu,3,5,,0,"Bobigny - Pablo Picasso",71322
71033,7,"Place d'Italie",,Milieu,3,5,,1,"Villejuif - Louis Aragon",71001
71654,8,Reuilly-Diderot,,Arrière,5,5,,1,"Pointe du Lac",71631
415852,11,"Hôtel de Ville",,Avant,1,5,,0,Rosny-Bois-Perrier,71273
71139,4,Montparnasse-Bienvenue,,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71117
71033,7,"Place d'Italie",,Milieu,3,5,,0,"La Courneuve - 8 Mai 1945",71076
71326,9,"Grands Boulevards",,Arrière,5,5,Escalator,1,"Mairie de Montreuil",71320
70645,14,"Maison Blanche",,Avant,2,8,Escalier,1,"Aéroport d'Orly",70445
71517,1,"La Défense (Grande Arche)",,Avant,1,6,,1,"La Défense",
71410,5,"Gare du Nord",,Milieu,3,5,Escalator,1,"Place d'Italie",71359
71410,5,"Gare du Nord",,Milieu,3,5,Escalator,0,"Bobigny - Pablo Picasso",71961
71673,6,Nation,,Milieu,3,5,,1,"Charles de Gaulle - Étoile",71639
71673,6,Nation,,Milieu,3,5,,0,Nation,
71311,8,République,,Milieu,3,5,,0,Balard,73633
71139,4,Montparnasse-Bienvenue,,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71117
71311,11,République,,Arrière,4,5,,0,Rosny-Bois-Perrier,71840
71311,3,République,,Avant,1,5,,1,"Pont de Levallois - Bécon",71296
71370,12,Saint-Lazare,,Avant,1,5,,0,"Mairie d'Issy",71324
71511,4,Marcadet-Poissonniers,,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71469
71511,12,Marcadet-Poissonniers,,Avant,1,5,,0,"Mairie d'Issy",71521
71033,7,"Place d'Italie",,Milieu,3,5,,0,"La Courneuve - 8 Mai 1945",71076
71961,5,Stalingrad,,Arrière,5,5,,1,"Place d'Italie",71410
71961,5,Stalingrad,,Avant,1,5,,1,"Place d'Italie",71410
71305,13,Champs-Elysées-Clémenceau,,Milieu,3,5,,0,"Châtillon - Montrouge",71274
463564,8,Bastille,,Arrière,5,5,,1,"Pointe du Lac",71693
71033,5,"Place d'Italie",,Avant,1,5,,1,"Place d'Italie",
71853,11,Belleville,,Arrière,4,5,,1,Châtelet,71840
71419,2,Anvers,,Avant,1,5,,1,"Porte Dauphine",71409
73788,14,Pyramides,,Milieu,4,8,Escalator,0,"Saint-Denis - Pleyel",71324
482368,9,Auber,,Avant,1,5,,0,"Pont de Sèvres",73690
71517,1,"La Défense",,Arrière,6,6,,0,"Château de Vincennes",71485
71264,14,"Châtelet - Les Halles",,Avant,3,8,,1,"Aéroport d'Orly",73626
71056,6,Denfert-Rochereau,,Arrière,5,5,,1,"Charles de Gaulle - Étoile",71088
71972,5,"159 avenue Jean Jaurès",50147733,Avant,1,5,Escalator,0,"Bobigny - Pablo Picasso",71989
71972,5,"161 avenue Jean Jaurès",50147734,Arrière,5,5,,1,"Place d'Italie",71957
72486,5,"Gare routière Bus 134A-134B",50147773,Arrière,5,5,,1,"Place d'Italie",72039
71359,5,"5 rue du 8 Mai 1945",50147775,Avant,2,5,,1,"Place d'Italie",71322
71410,4,"Rue du Faubourg St Denis",50147779,Arrière,6,6,,0,"Porte de Clignancourt",71426
71426,2,"1 Bd de Rochechouart",50147785,Arrière,5,5,,0,Nation,71434
71264,11,"55 rue de Rivoli",50147794,Arrière,5,5,,0,Rosny-Bois-Perrier,415852
71264,7,"55 rue de Rivoli",50147794,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71253
73618,10,"93 boulevard Saint-Germain",50147807,Avant,1,5,Escalator,0,"Boulogne Pont de Saint-Cloud",73639
73633,8,"Porte Saint-Martin",50147821,Arrière,5,5,,0,Balard,71320
73633,4,"18 rue Saint-Denis",50147823,Arrière,6,6,,0,"Porte de Clignancourt",71333
71139,13,"2 place Bienvenue",50147834,Avant,1,5,,0,"Châtillon - Montrouge",73675
71139,6,"Centre Commercial",50147840,Arrière,5,5,,1,"Charles de Gaulle - Étoile",71125
71056,4,"2 Place Denfert Rochereau",50147853,Avant,1,6,,0,"Porte de Clignancourt",71088
71423,3,"Place Monseigneur Loutil",50147859,Arrière,5,5,,1,"Pont de Levallois - Bécon",71453
71403,2,"2 boulevard de Courcelles",50147863,Arrière,5,5,,1,"Porte Dauphine",73671
71370,3,"Place Gabriel Péri",50147867,Milieu,3,5,,0,Gallieni,482368
71370,3,"Gare SNCF",50147870,Arrière,5,5,,0,Gallieni,482368
72057,3,"Rue Anatole France",50147881,Arrière,5,5,,0,Gallieni,71519
71453,3,"184 rue de Courcelles",50147887,Arrière,5,5,,0,Gallieni,71423
71795,3,"91 rue Saint Maur",50147889,Arrière,5,5,,0,Gallieni,71787
71808,3B,"Place Martin Nadaud",50147895,Avant,1,3,,1,Gambetta,
71367,2,"130 boulevard de Courcelles",50147909,Arrière,5,5,,0,Nation,71376
71313,3,"20 rue du Quatre Septembre",50147916,Avant,1,5,,1,"Pont de Levallois - Bécon",71337
71801,3,"48 avenue de la République",50147922,Avant,1,5,,0,Gallieni,71795
71961,2,"244-171 boulevard de la Villette",50147926,Avant,1,5,Ascenseur,1,"Porte Dauphine",71434
71961,5,"86 rue de l' Aqueduc",50147927,Avant,1,5,,1,"Place d'Italie",71410
71485,1,"Quartier Bellini",50147944,Milieu,3,6,,0,"Château de Vincennes",71442
71318,9,"27 avenue des Champs-Elysées",50147973,Avant,1,5,,1,"Mairie de Montreuil",71334
71347,6,"Place Charles de Gaulle",50147977,Avant,1,5,,1,"Charles de Gaulle - Étoile",
73626,14,"28 boulevard Diderot",50147985,Milieu,5,8,Ascenseur,0,"Saint-Denis - Pleyel",71264
71297,1,"Le Louvre des Antiquaires",50147991,Arrière,6,6,,1,"La Défense",71284
71634,1,"7 avenue de Nogent",50147995,Avant,1,6,,0,"Château de Vincennes",
71634,1,"Gare routière",50147997,Avant,1,6,,0,"Château de Vincennes",
71237,6,"pl. du Costa Rica",50148024,Milieu,3,5,,0,Nation,473829
72460,7,"76 avenue Jean Jaurès",50148073,Avant,2,5,,0,"La Courneuve - 8 Mai 1945",73695
73689,9,"Galeries La Fayette",50148098,Arrière,5,5,,1,"Mairie de Montreuil",71330
70596,7,"190 avenue d' Italie",50148130,Arrière,5,5,,1,"Mairie d'Ivry",70604
70143,7,"175 boulevard Maxime Gorky",50148150,Arrière,4,5,,0,"La Courneuve - 8 Mai 1945",70248
71274,13,"Rue de l' Université",50148172,Arrière,5,5,,0,"Châtillon - Montrouge",71232
463564,1,"Rue de la Roquette",50148194,Milieu,4,6,,0,"Château de Vincennes",73626
71654,8,"73 boulevard Diderot",50148202,Arrière,5,5,,1,"Pointe du Lac",71631
71054,9,"96 boulevard de la République",50148242,Avant,1,5,,0,"Pont de Sèvres",71034
71084,9,"Parc des Princes",50148250,Avant,1,5,,0,"Pont de Sèvres",71054
71285,9,"Place du Trocédero",50148269,Avant,1,5,,1,"Mairie de Montreuil",71294
71318,9,"7 rond-point des Champs-Elysées",50148280,Arrière,5,5,,0,"Pont de Sèvres",71290
71330,9,"2 boulevard des Italiens",50148295,Arrière,5,5,Escalator,1,"Mairie de Montreuil",71326
71703,9,"65 rue des Pyrénées",50148331,Avant,1,5,,0,"Pont de Sèvres",479928
71148,7,"39 rue Liné",50148352,Arrière,5,5,,0,"La Courneuve - 8 Mai 1945",71201
71199,8,"67 avenue de la Motte-Picquet",50148368,Avant,1,5,,0,Balard,71132
71169,10,"99 boulevard de Montmorency",50148380,Arrière,5,5,,0,"Boulogne Pont de Saint-Cloud",71147
415852,1,"Bazar de l'Hôtel de Ville",50148395,Avant,1,6,,0,"Château de Vincennes",71222
71311,3,"13 place de la République",50148407,Milieu,3,5,,1,"Pont de Levallois - Bécon",71296
71370,12,"2 rue d'Amsterdam",50148491,Arrière,5,5,,1,"Mairie d'Aubervilliers",71355
71370,3,"95 rue Saint-Lazare",50148494,Milieu,3,5,,0,Gallieni,482368
71545,13,"125 boulevard Bessières",50148515,Avant,1,5,,0,"Châtillon - Montrouge",73661
72203,13,"56 avenue Gabriel Péri",50148521,Arrière,4,5,,1,"Asnières - Gennevilliers - Les Courtilles",72240
71347,6,"2 avenue de la Grande Armée",50148549,Milieu,3,5,,1,"Charles de Gaulle - Étoile",
73620,4,Notre-Dame,50148605,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",73618
71475,14,"Rue Cardinet",50148654,Milieu,4,8,,1,"Aéroport d'Orly",71370
71889,11,"Boulevard Sérurier",50148656,Avant,1,5,,1,Châtelet,71870
463564,1,"Place des Vosges",50148661,Avant,1,6,,1,"La Défense",71222
71370,14,"14 rue du Havre",50148663,Milieu,4,8,Ascenseur,1,"Aéroport d'Orly",71324
73626,14,"Face au 201 rue de Bercy",50148698,Milieu,4,8,Ascenseur,1,"Aéroport d'Orly",71607
71311,3,"1 Rue Rene Boulanger",50148719,Avant,1,5,,1,"Pont de Levallois - Bécon",71296
71311,11,"9 boulevard Saint-Martin",50148720,Arrière,4,5,,0,Rosny-Bois-Perrier,71840
71311,8,"9 boulevard Saint-Martin",50148720,Arrière,5,5,,1,"Pointe du Lac",71277
71311,3,"9 boulevard Saint-Martin",50148720,Arrière,5,5,,0,Gallieni,71801
71311,5,"13 place de  la République",50148721,Avant,1,5,,1,"Place d'Italie",71803
71320,8,"Boulevard de Bonne Nouvelle",50148758,Arrière,5,5,,0,Balard,71326
71359,5,"Place du 11 Novembre",50148780,Arrière,5,5,,0,"Bobigny - Pablo Picasso",71410
71597,6,"Avenue de France",50148821,Milieu,3,5,Ascenseur,0,Nation,71607
71557,14,"Rue de Tolbiac",50148854,Arrière,8,8,Ascenseur,0,"Saint-Denis - Pleyel",71572
72168,14,"Rue Albert Dhalenne",50148888,Milieu,5,8,,0,"Saint-Denis - Pleyel",490784
71545,14,"rue Fragonard",50148898,Avant,1,8,Escalator,0,"Saint-Denis - Pleyel",72126
71897,11,"r. des Saules Clouet",50149893,Avant,2,5,Escalator,0,Rosny-Bois-Perrier,490782
70645,14,"r. Tagore",50149930,Arrière,7,8,Escalier,0,"Saint-Denis - Pleyel",71557
69974,14,"ZAC Lallier",50149936,Avant,3,8,Escalator,0,"Saint-Denis - Pleyel",478860
69677,14,"Entrée / Sortie",50149942,Avant,3,8,Ascenseur,0,"Saint-Denis - Pleyel",73753
490784,14,"23 rue Pleyel",50149984,Milieu,5,8,Ascenseur,1,"Aéroport d'Orly",72168
70645,14,"av. d'Italie",50210354,Arrière,7,8,Escalier,0,"Saint-Denis - Pleyel",71557
71311,9,République,,Arrière,5,5,,0,"Pont de Sèvres",73633
71311,8,République,,Milieu,3,5,,1,"Pointe du Lac",71277
73658,10,Michel-Ange-Molitor,,Avant,1,5,,1,"Gare d'Austerlitz",71141
71311,8,République,,Milieu,3,5,,0,Balard,73633
73690,9,Saint-Lazare,,Avant,1,5,,1,"Mairie de Montreuil",482368
71324,8,Madeleine,,Avant,1,5,,0,Balard,71298
482368,9,Havre-Caumartin,,Arrière,5,5,,1,"Mairie de Montreuil",73689
71206,9,Michel-Ange-Auteuil,,Avant,1,5,,1,"Mairie de Montreuil",73657
71370,14,Saint-Lazare,,Milieu,5,8,Escalator,0,"Saint-Denis - Pleyel",71475
71348,1,Argentine,,Arrière,6,6,,0,"Château de Vincennes",71347
71940,7B,Jaurès,,Arrière,2,3,,0,Pré-Saint-Gervais,71920
71139,12,Montparnasse-Bienvenue,,Milieu,3,5,,0,"Mairie d'Issy",73641
73633,9,Strasbourg-Saint-Denis,,Arrière,5,5,,0,"Pont de Sèvres",71320
71337,7,Opéra,,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",73689
71264,14,Châtelet,,Avant,3,8,,1,"Aéroport d'Orly",73626
71264,14,Châtelet,,Arrière,6,8,Escalator,0,"Saint-Denis - Pleyel",73788
71434,2,"Gare du Nord",,Avant,1,5,,1,"Porte Dauphine",71426
71274,8,Invalides,,Arrière,5,5,,0,Balard,71242
71139,4,Montparnasse-Bienvenue,,Avant,1,6,,0,"Porte de Clignancourt",71184
71311,11,République,,Avant,1,5,,1,Châtelet,71293
71311,8,République,,Milieu,3,5,,0,Balard,73633
73690,9,Saint-Lazare,,Avant,1,5,,0,"Pont de Sèvres",71346
73690,9,Saint-Lazare,,Arrière,5,5,,0,"Pont de Sèvres",71346
71139,13,Montparnasse-Bienvenue,,Arrière,5,5,,1,"Asnières - Gennevilliers - Les Courtilles",71159
71139,6,Montparnasse-Bienvenue,,Arrière,5,5,,1,"Charles de Gaulle - Étoile",71125
71961,7,Stalingrad,,Milieu,3,5,,1,"Villejuif - Louis Aragon",71407
71359,5,"Gare de l'Est (Verdun)",,Avant,1,5,,1,"Place d'Italie",71322
71961,2,Stalingrad,,Arrière,5,5,,1,"Porte Dauphine",71434
71940,2,Jaurès,,Arrière,5,5,,0,Nation,71893
71409,2,Pigalle,,Arrière,5,5,,0,Nation,71419
71293,11,Arts-et-Métiers,,Arrière,4,5,,0,Rosny-Bois-Perrier,71311
71264,4,Châtelet,,Milieu,3,6,,0,"Porte de Clignancourt",73794
71199,8,"La Motte-Picquet-Grenelle",,Arrière,5,5,,1,"Pointe du Lac",71224
71435,13,"Place de Clichy",,Milieu,3,5,,1,"Asnières - Gennevilliers - Les Courtilles",71474
71889,3B,"Porte des Lilas",,Arrière,3,3,,1,Gambetta,71860
71370,14,Saint-Augustin,,Avant,3,8,,0,"Saint-Denis - Pleyel",71475
73633,9,Strasbourg-Saint-Denis,,Arrière,5,5,,0,"Pont de Sèvres",71320
71434,2,"Paris Gare du Nord",,Arrière,5,5,,0,Nation,71961
71264,11,"Châtelet - Les Halles",,Avant,1,5,,1,Châtelet,
71264,4,"Châtelet - Les Halles",,Milieu,3,6,,0,"Porte de Clignancourt",73794
463564,8,"Boulevard Richard Lenoir",50147742,Avant,1,5,,0,Balard,73622
72039,5,"280 avenue Jean Lolive",50147749,Avant,2,5,,1,"Place d'Italie",72024
71359,4,"SNCF Gare de l'Est",50147776,Avant,2,6,,0,"Porte de Clignancourt",71410
71410,5,"18 rue de Dunkerque",50147778,Avant,1,5,,1,"Place d'Italie",71359
71264,7,"55 rue de Rivoli",50147794,Arrière,5,5,,1,"Villejuif - Louis Aragon",71217
71264,14,"7 avenue Victoria",50147798,Arrière,7,8,,0,"Saint-Denis - Pleyel",73788
73794,4,"Rue Turbigo",50147806,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71264
73618,4,"Carrefour de l' Odéon",50147808,Arrière,6,6,,0,"Porte de Clignancourt",73620
73618,10,"108 boulevard Saint-Germain",50147809,Avant,1,5,,1,"Gare d'Austerlitz",73619
71216,4,"Ecole des Beaux Arts",50147816,Avant,1,6,,1,"Bagneux - Lucie Aubrac",71202
73636,4,"81 rue Réaumur",50147819,Avant,1,6,,1,"Bagneux - Lucie Aubrac",479068
71139,13,"73 boulevard du Montparnasse",50147836,Avant,2,5,,0,"Châtillon - Montrouge",73675
71056,4,"2 avenue du Général Leclerc",50147854,Avant,1,6,,1,"Bagneux - Lucie Aubrac",73653
71423,3,"74 avenue de Villiers",50147860,Arrière,4,5,,1,"Pont de Levallois - Bécon",71453
71403,2,"2 boulevard de Courcelles",50147863,Avant,1,5,,0,Nation,71408
71370,13,"Gare SNCF",50147870,Avant,1,5,Escalator,0,"Châtillon - Montrouge",71346
70657,4,"140 avenue du Général Leclerc",50147871,Avant,1,6,,1,"Bagneux - Lucie Aubrac",70586
474152,2,"Avenue Bugeaud",50147915,Arrière,5,5,,1,"Porte Dauphine",
71834,2,"Belleville (37 boulevard de)",50147952,Avant,1,5,,0,Nation,71815
71298,1,"Face au 246 rue de Rivoli",50147968,Arrière,6,6,,1,"La Défense",71305
71298,1,"6 place de la Concorde",50147969,Arrière,6,6,,0,"Château de Vincennes",71284
71305,1,"Clémenceau (place)",50147971,Arrière,6,6,,0,"Château de Vincennes",71298
73626,14,"Rue de Bercy",50147982,Arrière,8,8,Escalator,0,"Saint-Denis - Pleyel",71264
71297,1,"Terre-plein face au 93 rue de Rivoli",50147989,Arrière,6,6,,1,"La Défense",71284
71297,1,"Place du Palais-Royal",50147990,Avant,1,6,,0,"Château de Vincennes",73630
71297,1,"Passage du Louvre",50147994,Arrière,6,6,,1,"La Défense",71284
71673,6,"Place de la Nation",50148053,Avant,1,5,,0,Nation,
73696,7,"61 place du 8 Mai 1945",50148061,Arrière,4,5,,0,"La Courneuve - 8 Mai 1945",
73696,7,"61 place du 8 Mai 1945",50148061,Milieu,3,5,,0,"La Courneuve - 8 Mai 1945",
72430,7,"Avenue de la Porte de la Villette",50148078,Arrière,5,5,,1,"Villejuif - Louis Aragon",72031
478885,7,"Rue de la Victoire",50148094,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71351
71133,7,"Arènes de Lutèce",50148116,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71148
70636,7,"Avenue d'Ivry",50148137,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",70604
71132,8,"16 place du Commerce",50148165,Avant,2,5,Escalator,0,Balard,71137
71298,12,"Jardin des Tuileries",50148175,Avant,2,5,,1,"Mairie d'Aubervilliers",71324
71320,8,"26 Boulevard de Bonne Nouvelle",50148179,Arrière,5,5,,0,Balard,71326
71654,8,"73 boulevard Diderot",50148202,Avant,1,5,,0,Balard,74001
71558,8,"147 rue de Paris",50148215,Arrière,5,5,,0,Balard,71579
73657,9,"78 avenue Mozart",50148259,Arrière,5,5,,0,"Pont de Sèvres",71206
71285,9,"Place du Trocadéro",50148273,Avant,1,5,,1,"Mairie de Montreuil",71294
71346,9,"11 avenue Delcassé",50148285,Arrière,5,5,,1,"Mairie de Montreuil",73690
71330,8,"Rue Marivaux",50148292,Avant,1,5,,0,Balard,71337
71330,9,"2 Boulevard Haussmann",50148294,Arrière,5,5,,0,"Pont de Sèvres",73689
71781,9,"80 boulevard Voltaire",50148309,Arrière,5,5,Ascenseur,0,"Pont de Sèvres",71803
73647,9,"143 boulevard Voltaire",50148322,Avant,1,5,,0,"Pont de Sèvres",71750
71710,9,"65 boulevard Davout",50148334,Arrière,5,5,,1,"Mairie de Montreuil",71725
71311,5,"13 place de la République",50148407,Arrière,5,5,,0,"Bobigny - Pablo Picasso",71322
73641,12,"138 rue du Cherche-Midi",50148439,Arrière,5,5,,1,"Mairie d'Aubervilliers",71139
73642,12,"Angle avec le 239 bd Saint-Germain et la rue de Courty",50148450,Arrière,5,5,,0,"Mairie d'Issy",71270
73675,13,"Rue de la Gaîté",50148483,Arrière,5,5,,0,"Châtillon - Montrouge",412687
71370,12,"Galeries marchandes - Gare Saint-Lazare",50148489,Avant,1,5,,0,"Mairie d'Issy",71324
71370,14,"11-13 place du Havre",50148492,Arrière,7,8,,0,"Saint-Denis - Pleyel",71475
72078,13,"Avenue de Saint-Ouen",50148502,Arrière,5,5,,0,"Châtillon - Montrouge",71528
71545,14,"125 boulevard Bessières",50148515,Arrière,6,8,Escalator,0,"Saint-Denis - Pleyel",72126
73626,14,"Rue de Bercy",50148562,Avant,1,8,Escalator,1,"Aéroport d'Orly",71607
71475,14,"Rue Cardinet",50148654,Avant,2,8,Escalator,1,"Aéroport d'Orly",71370
463564,5,"Place des Vosges",50148661,Arrière,5,5,,1,"Place d'Italie",71637
71264,14,"Théâtre du Châtelet",50148697,Avant,2,8,,1,"Aéroport d'Orly",73626
71576,14,"Cour Chamonard",50148702,Arrière,7,8,,1,"Aéroport d'Orly",71572
71311,3,"Av de la République",50148717,Avant,2,5,,0,Gallieni,71801
71311,8,"12 place de la République",50148718,Milieu,3,5,,0,Balard,73633
72286,13,"Angle Boulevard Pierre de Coubertin / Avenue Lucien Lanternier",50148729,Avant,1,5,,1,"Asnières - Gennevilliers - Les Courtilles",
71634,1,"Château de Vincennes",50148766,Avant,1,6,,1,"La Défense",71650
71940,2,"Boulevard de la Villette",50148784,Arrière,5,5,,0,Nation,71893
71434,2,"Rue du Faubourg Saint Denis",50148787,Avant,1,5,,1,"Porte Dauphine",71426
71597,6,"Avenue de France",50148821,Avant,1,5,,0,Nation,71607
69884,8,"Route de Pompadour",50148857,Arrière,4,5,,0,Balard,70021
72491,12,"rue de la Commune",50149328,Arrière,4,5,Escalator,1,"Mairie d'Aubervilliers",72524
72524,12,"avenue Victor Hugo",50149334,Arrière,4,5,,1,"Mairie d'Aubervilliers",
490779,11,"r. de la Liberté",50149886,Arrière,5,5,Escalator,0,Rosny-Bois-Perrier,71947
71897,11,"bd de la Boissière",50149892,Arrière,5,5,Ascenseur,0,Rosny-Bois-Perrier,490782
490782,11,"r. de la Dhuys",50149896,Avant,2,5,Escalier,0,Rosny-Bois-Perrier,490783
70645,14,"r. du Tage",50149929,Arrière,7,8,Escalier,1,"Aéroport d'Orly",70445
70645,14,"r. du Tage",50149929,Arrière,6,8,Escalator,1,"Aéroport d'Orly",70445
69974,14,"r. de Bicêtre",50149935,Milieu,5,8,Escalier,1,"Aéroport d'Orly",73753
69974,14,"r. de Bicêtre",50149935,Avant,1,8,Escalier,0,"Saint-Denis - Pleyel",478860
69974,14,"ZAC Lallier",50149936,Arrière,6,8,Ascenseur,1,"Aéroport d'Orly",73753
69974,14,"ZAC Lallier",50149936,Arrière,6,8,Escalier,0,"Saint-Denis - Pleyel",478860
73753,14,"r. du Languedoc",50149939,Avant,1,8,Ascenseur,1,"Aéroport d'Orly",69677
70645,14,"av. d'Italie",50210354,Milieu,5,8,Escalier,1,"Aéroport d'Orly",70445
70645,14,"av. d'Italie",50210354,Avant,1,8,Ascenseur,1,"Aéroport d'Orly",70445
70645,14,"av. d'Italie",50210354,Arrière,7,8,Escalier,1,"Aéroport d'Orly",70445
71139,4,Montparnasse-Bienvenue,,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71117
71125,6,Pasteur,,Avant,1,5,,1,"Charles de Gaulle - Étoile",71144
71298,8,Concorde,,Arrière,5,5,,0,Balard,71274
71264,7,Châtelet,,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71253
463564,8,Bastille,,Avant,1,5,,0,Balard,73622
71320,9,"Bonne Nouvelle",,Arrière,5,5,,1,"Mairie de Montreuil",73633
71264,1,Châtelet,,Avant,1,6,,0,"Château de Vincennes",415852
71940,5,Jaurès,,Arrière,5,5,,0,"Bobigny - Pablo Picasso",71957
73690,9,Saint-Lazare,,Avant,1,5,,1,"Mairie de Montreuil",482368
463564,1,Bastille,,Milieu,3,6,,0,"Château de Vincennes",73626
463564,5,Bastille,,Avant,1,5,,1,"Place d'Italie",71637
71264,14,Châtelet,,Avant,3,8,,1,"Aéroport d'Orly",73626
71889,3B,"Porte des Lilas",,Avant,1,3,,0,"Porte des Lilas",
71410,5,"Paris Gare du Nord",,Avant,1,5,,0,"Bobigny - Pablo Picasso",71961
71673,2,Nation,,Milieu,3,5,,0,Nation,
71347,6,"Charles de Gaulle - Etoile",,Avant,1,5,,0,Nation,73656
