zdc,ligneLabel,destination,accId,labelPosition,position,positionMax,equipement,directionId,terminusReel,zdcSuivant
482368,9,"Rue Auber",50147905,Avant,1,5,,1,"Mairie de Montreuil",73689
71435,13,"Terre-plein face au 130 boulevard de Clichy",50147935,Arrière,5,5,,1,"Asnières - Gennevilliers - Les Courtilles",71474
71673,1,"Terre-plein face au 28 place de la Nation",50147946,Avant,1,6,,0,"Château de Vincennes",71663
73626,14,"25 boulevard Diderot",50147981,Milieu,5,8,Ascenseur,0,"Saint-Denis - Pleyel",71264
73626,1,"Rue de Bercy",50147982,Milieu,3,6,,0,"Château de Vincennes",71654
71135,10,"Parking SNCF côté arrivée",50148012,Avant,1,5,,1,"Gare d'Austerlitz",
71033,6,"Manufacture des Gobelins",50148017,Milieu,3,5,,1,"Charles de Gaulle - Étoile",71013
71033,6,"Place d' Italie",50148018,Milieu,3,5,,0,Nation,71043
71108,6,"Place Edgar Quinet)",50148033,Arrière,5,5,,0,Nation,71088
71639,6,"46 avenue de Saint-Mandé",50148052,Avant,1,5,,1,"Charles de Gaulle - Étoile",73650
73696,7,"57 avenue Jean Jaurès",50148062,Milieu,3,5,,0,"La Courneuve - 8 Mai 1945",
73696,7,"50 avenue Jean Jaurès",50148064,Milieu,3,5,,0,"La Courneuve - 8 Mai 1945",
71407,7,"234 rue du Faubourg Saint-Martin",50148089,Arrière,5,5,,1,"Villejuif - Louis Aragon",474149
70375,7,"53 avenue de Paris",50148146,Avant,2,5,,0,"La Courneuve - 8 Mai 1945",70452
71086,8,"100 avenue Félix Faure",50148157,Arrière,5,5,,0,Balard,71073
412992,8,"108 Rue de la Convention",50148159,Arrière,5,5,,0,Balard,71086
71137,8,"Place Félix Faure",50148164,Arrière,5,5,,0,Balard,412992
71274,8,"Rue de l' Université",50148172,Arrière,5,5,,0,Balard,71242
71324,14,"2 rue Tronchet",50148178,Milieu,5,8,Ascenseur,1,"Aéroport d'Orly",73788
463564,8,"Opéra Bastille",50148191,Avant,1,5,,0,Balard,73622
74001,8,"1 rue de Montreuil",50148200,Arrière,5,5,Escalator,0,Balard,71693
71034,9,"88 bis avenue du Général Leclerc",50148239,Avant,1,5,,0,"Pont de Sèvres",70698
71054,9,"123 avenue Victor Hugo",50148240,Arrière,5,5,,1,"Mairie de Montreuil",71084
71285,6,"Avenue du Président Wilson",50148270,Arrière,5,5,,1,"Charles de Gaulle - Étoile",71301
71318,9,"Palais de la Découverte",50148281,Arrière,5,5,,0,"Pont de Sèvres",71290
71326,9,"Musée Grévin",50148298,Arrière,5,5,,1,"Mairie de Montreuil",71320
71326,8,"32 boulevard Poissonnière",50148299,Arrière,5,5,,1,"Pointe du Lac",71320
71785,9,"Place Jean Jaurès",50148344,Avant,2,5,,1,"Mairie de Montreuil",
71153,10,"28 rue Monge",50148354,Arrière,5,5,,0,"Boulogne Pont de Saint-Cloud",71190
71147,10,"23 Boulevard Jean Jaurès",50148382,Arrière,5,5,,1,"Gare d'Austerlitz",73658
71840,11,"152 avenue Parmentier",50148411,Avant,1,5,,0,Rosny-Bois-Perrier,71853
71521,12,"2 place Jules Joffrin",50148463,Milieu,3,5,,1,"Mairie d'Aubervilliers",71511
71039,13,"170 rue d' Alésia",50148480,Arrière,5,5,,0,"Châtillon - Montrouge",71006
71370,12,"11-13 place du Havre",50148492,Avant,1,5,,0,"Mairie d'Issy",71324
72285,13,"1 Rue Danielle Casanova",50148510,Milieu,3,5,,0,"Châtillon - Montrouge",72217
71545,14,"125 boulevard Bessières",50148515,Avant,3,8,,0,"Saint-Denis - Pleyel",72126
72203,13,"Gare routière",50148524,Arrière,4,5,,1,"Asnières - Gennevilliers - Les Courtilles",72240
71347,1,"Arc de Triomphe",50148552,Arrière,6,6,,1,"La Défense",71348
71264,11,"Théâtre du Châtelet",50148697,Arrière,5,5,,0,Rosny-Bois-Perrier,415852
71311,11,"1 Rue Rene Boulanger",50148719,Arrière,4,5,,0,Rosny-Bois-Perrier,71840
71311,11,"13 place de  la République",50148721,Avant,2,5,,1,Châtelet,71293
72326,13,"Place du Cacquet",50148723,Arrière,4,5,,1,"Saint-Denis - Université",72358
72024,5,"Gare Routière",50148775,Avant,1,5,Escalator,0,"Bobigny - Pablo Picasso",72039
71474,13,"Avenue de Clichy",50148788,Arrière,5,5,,0,"Châtillon - Montrouge",71435
71324,14,"Rue De Sèze",50148800,Avant,2,8,,0,"Saint-Denis - Pleyel",71370
71311,8,République,,Milieu,3,5,,1,"Pointe du Lac",71277
71206,9,Michel-Ange-Auteuil,,Arrière,5,5,,0,"Pont de Sèvres",73658
71311,8,République,,Milieu,3,5,,1,"Pointe du Lac",71277
71808,3,Gambetta,,Arrière,5,5,,1,"Pont de Levallois - Bécon",71787
71940,7B,Jaurès,,Arrière,2,3,,0,Pré-Saint-Gervais,71920
71264,4,Châtelet,,Milieu,3,6,,1,"Bagneux - Lucie Aubrac",71223
71370,12,Saint-Lazare,,Avant,1,5,,0,"Mairie d'Issy",71324
71370,3,Saint-Lazare,,Arrière,5,5,,0,Gallieni,482368
71370,13,Saint-Lazare,,Avant,1,5,Escalator,0,"Châtillon - Montrouge",71346
71264,4,Châtelet,,Avant,1,6,,1,"Bagneux - Lucie Aubrac",71223
71135,10,"Gare d'Austerlitz",,Arrière,4,5,Escalator,1,"Gare d'Austerlitz",
71853,2,Belleville,,Milieu,3,5,,1,"Porte Dauphine",71893
71033,6,"Place d'Italie",,Avant,1,5,,1,"Charles de Gaulle - Étoile",71013
73636,4,Réaumur-Sébastopol,,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",479068
71337,7,Opéra,,Arrière,5,5,,1,"Villejuif - Louis Aragon",73788
71298,8,Concorde,,Avant,1,5,,1,"Pointe du Lac",71324
71264,11,Châtelet,,Arrière,4,5,,0,Rosny-Bois-Perrier,415852
463564,5,Bastille,,Milieu,3,5,,1,"Place d'Italie",71637
71088,4,Raspail,,Milieu,3,6,,1,"Bagneux - Lucie Aubrac",71056
71274,13,Invalides,,Avant,1,5,,1,"Asnières - Gennevilliers - Les Courtilles",71305
71370,14,Saint-Lazare,,Avant,3,8,,1,"Aéroport d'Orly",71324
71403,2,Villiers,,Arrière,5,5,,0,Nation,71408
71359,7,"Gare de l'Est (Verdun)",,Milieu,3,5,,0,"La Courneuve - 8 Mai 1945",474149
73626,1,"Gare de Lyon",,Milieu,3,6,,1,"La Défense",463564
71940,5,Jaurès,,Avant,1,5,,1,"Place d'Italie",71961
71940,2,Jaurès,,Avant,1,5,,1,"Porte Dauphine",71961
71264,14,Châtelet,,Avant,3,8,,0,"Saint-Denis - Pleyel",73788
71607,6,Bercy,,Arrière,5,5,,0,Nation,71606
71088,6,Raspail,,Avant,1,5,,1,"Charles de Gaulle - Étoile",71108
71410,4,"Paris Gare du Nord",,Milieu,3,6,,0,"Porte de Clignancourt",71426
71989,5,"Avenue Jean Jaurès",50147731,Arrière,5,5,,0,"Bobigny - Pablo Picasso",72004
72486,5,"Gare routière Bus 151N-301",50147746,Avant,1,5,,0,"Bobigny - Pablo Picasso",
72024,5,"Avenue Jean Lolive",50147753,Avant,1,5,Escalator,0,"Bobigny - Pablo Picasso",72039
71359,4,"SNCF Gare de l'Est",50147776,Milieu,4,6,,1,"Bagneux - Lucie Aubrac",71333
71426,4,"1 Bd de Rochechouart",50147785,Arrière,5,6,,0,"Porte de Clignancourt",71469
71264,14,"Rue des Lavandières",50147796,Arrière,7,8,,0,"Saint-Denis - Pleyel",73788
71359,4,"93 boulevard de Strasbourg",50147803,Arrière,6,6,,0,"Porte de Clignancourt",71410
73633,8,"Porte Saint-Martin",50147821,Avant,1,5,,1,"Pointe du Lac",71311
71139,13,"Raoul Dautry (place, SNCF Montparnasse)",50147833,Arrière,5,5,,1,"Asnières - Gennevilliers - Les Courtilles",71159
70657,4,"Avenue Ernest Reyer",50147845,Arrière,6,6,Ascenseur,1,"Bagneux - Lucie Aubrac",70586
73653,4,"42 avenue du Général Leclerc",50147850,Arrière,6,6,,0,"Porte de Clignancourt",71056
71056,6,"2 Place Denfert Rochereau",50147853,Arrière,4,5,,1,"Charles de Gaulle - Étoile",71088
71056,6,"1 Avenue du Général Leclerc",50147855,Avant,1,5,,0,Nation,71041
71403,3,"2 boulevard de Courcelles",50147863,Avant,1,5,,0,Gallieni,73617
73617,3,"1 rue de Madrid",50147866,Milieu,3,5,,0,Gallieni,71370
482368,3,"bd Haussmann",50147875,Avant,2,5,,0,Gallieni,71337
72057,3,"Rue Anatole France",50147881,Avant,1,5,,1,"Pont de Levallois - Bécon",
71808,3,Père-Lachaise,50147892,Arrière,5,5,,1,"Pont de Levallois - Bécon",71787
71799,3,"Rue Belgrand",50147898,Arrière,5,5,,0,Gallieni,71817
482368,3,"Rue Auber",50147905,Avant,2,5,,0,Gallieni,71337
73634,3,"21 rue des Petits Carreaux",50147920,Arrière,5,5,,1,"Pont de Levallois - Bécon",73635
71940,7B,"Face au 2 place de Stalingrad",50147925,Arrière,3,3,,0,Pré-Saint-Gervais,71920
71376,2,"Boulevard de Courcelles",50147939,Arrière,5,5,,0,Nation,73671
71485,1,"Quartier Iris",50147942,Avant,1,6,Escalator,1,"La Défense",71517
71697,2,"Terre-plein face au 35 boulevard de Charonne",50147947,Avant,1,5,,0,Nation,71673
71940,7B,"Face au 196 boulevard de la Villette",50147954,Arrière,3,3,,0,Pré-Saint-Gervais,71920
71348,1,"Rue des Acacias",50147955,Avant,1,6,,1,"La Défense",71379
71347,1,"Place Charles de Gaulle",50147977,Avant,1,6,,1,"La Défense",71348
73626,1,"Gare SNCF",50147983,Arrière,5,6,,0,"Château de Vincennes",71654
73626,14,"Gare SNCF",50147983,Milieu,4,8,Ascenseur,1,"Aéroport d'Orly",71607
71222,1,"Rivoli (terre plein face au 10 rue de)",50147986,Milieu,4,6,Escalator,0,"Château de Vincennes",463564
71297,1,"Place du Palais-Royal",50147990,Arrière,6,6,,1,"La Défense",71284
71033,5,"Place d' Italie",50148018,Arrière,5,5,,0,"Bobigny - Pablo Picasso",71063
73656,6,"15 avenue Kléber",50148020,Avant,1,5,,1,"Charles de Gaulle - Étoile",71347
71237,6,"av. du Pdt Kennedy",50148023,Milieu,3,5,,0,Nation,473829
71199,8,"Face au 130-113 boulevard de Grenelle",50148030,Avant,1,5,,0,Balard,71132
71607,14,"Place du Bataillon du Pacifique",50148042,Arrière,6,8,Escalator,1,"Aéroport d'Orly",71576
71606,6,"3 boulevard de Reuilly",50148044,Arrière,5,5,,0,Nation,71614
73696,7,"57 avenue Jean Jaurès",50148062,Avant,2,5,,0,"La Courneuve - 8 Mai 1945",
73695,7,"Gare routière",50148067,Milieu,3,5,Escalator,0,"La Courneuve - 8 Mai 1945",73696
73695,7,"213 avenue Jean Jaurès",50148069,Milieu,3,5,Escalator,0,"La Courneuve - 8 Mai 1945",73696
73689,9,"Galeries La Fayette",50148098,Avant,1,5,,0,"Pont de Sèvres",482368
71201,7,"2 quai des Célestins",50148113,Arrière,5,5,,0,"La Courneuve - 8 Mai 1945",71217
71298,1,"258 rue de Rivoli",50148174,Avant,1,6,,1,"La Défense",71305
71298,8,"258 rue de Rivoli",50148174,Avant,1,5,,1,"Pointe du Lac",71324
70358,8,"2 rue Louis Pergaud",50148226,Arrière,5,5,,1,"Pointe du Lac",70269
71124,9,"73 boulevard Exelmans",50148255,Avant,1,5,,1,"Mairie de Montreuil",73658
73690,9,"Église Saint-Augustin",50148290,Avant,1,5,,0,"Pont de Sèvres",71346
71150,10,"2 avenue Emile Zola",50148374,Arrière,5,5,,1,"Gare d'Austerlitz",71156
71370,12,"Galeries marchandes - Gare Saint-Lazare",50148490,Avant,1,5,,0,"Mairie d'Issy",71324
71370,14,"2 rue d'Amsterdam",50148491,Avant,3,8,,0,"Saint-Denis - Pleyel",71475
71474,13,"66 avenue de Clichy",50148496,Arrière,5,5,,0,"Châtillon - Montrouge",71435
71545,14,"1 boulevard Berthier",50148516,Avant,3,8,,0,"Saint-Denis - Pleyel",72126
72118,13,"Hôpital Beaujon",50148519,Avant,1,5,,1,"Asnières - Gennevilliers - Les Courtilles",72203
72203,13,"Gare routière",50148524,Avant,2,5,Escalator,1,"Asnières - Gennevilliers - Les Courtilles",72240
71347,6,"1 avenue de la Grande Armée",50148550,Avant,2,5,,1,"Charles de Gaulle - Étoile",
71347,2,"1 avenue de la Grande Armée",50148550,Milieu,3,5,,0,Nation,71367
73626,1,"203 rue Bercy",50148559,Arrière,5,6,,0,"Château de Vincennes",71654
73620,4,"Boulevard Saint-Germain",50148606,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",73618
72126,14,"Victor Hugo (boulevard)",50148650,Arrière,8,8,,1,"Aéroport d'Orly",71545
71264,7,"Place Marguerite de Navarre",50148652,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71253
71576,14,"Cour Chamonard",50148702,Avant,3,8,Ascenseur,0,"Saint-Denis - Pleyel",71607
71370,14,"Rue Saint-Lazare",50148706,Milieu,5,8,Ascenseur,0,"Saint-Denis - Pleyel",71475
71311,3,"13 place de  la République",50148721,Avant,2,5,,0,Gallieni,71801
74041,12,"Place du Front Populaire",50148735,Milieu,3,5,Ascenseur,0,"Mairie d'Issy",72064
70586,4,"Place du Général Leclerc",50148742,Avant,1,6,,1,"Bagneux - Lucie Aubrac",70441
70375,7,"Rue du Dauphin",50148836,Avant,2,5,,0,"La Courneuve - 8 Mai 1945",70452
69884,8,"Route de Pompadour",50148856,Avant,2,5,,0,Balard,70021
71940,7B,"Avenue Secrétan",50148876,Avant,1,3,,0,Pré-Saint-Gervais,71920
70441,4,"43 av. de Verdun Montrouge",50149173,Arrière,6,6,Ascenseur,1,"Bagneux - Lucie Aubrac",483315
72168,14,"Rue Albert Dhalenne",50149542,Milieu,5,8,,0,"Saint-Denis - Pleyel",490784
71947,11,"bd Henri Barbusse",50149889,Avant,1,5,Ascenseur,1,Châtelet,490779
71897,11,"bd de la Boissière",50149892,Arrière,4,5,Escalator,1,Châtelet,71947
490783,11,"Entrée / Sortie",50149897,Avant,1,5,,1,Châtelet,490782
70645,14,"av. d'Italie",50149928,Arrière,6,8,Escalier,1,"Aéroport d'Orly",70445
71293,11,Arts-et-Métiers,,Avant,1,5,,1,Châtelet,71273
73636,4,Réaumur-Sébastopol,,Milieu,3,6,,0,"Porte de Clignancourt",73633
71298,12,Concorde,,Milieu,3,5,,1,"Mairie d'Aubervilliers",71324
71305,1,Champs-Elysées-Clémenceau,,Milieu,3,6,,1,"La Défense",71318
71088,6,Raspail,,Arrière,5,5,,0,Nation,71056
71607,14,Bercy,,Avant,3,8,Escalator,0,"Saint-Denis - Pleyel",73626
71033,5,"Place d'Italie",,Arrière,5,5,,0,"Bobigny - Pablo Picasso",71063
71370,14,"Haussmann Saint-Lazare",,Avant,3,8,,1,"Aéroport d'Orly",71324
71135,10,"Gare d'Austerlitz",,Arrière,4,5,Escalator,1,"Gare d'Austerlitz",
71346,13,Miromesnil,,Arrière,5,5,Escalator,0,"Châtillon - Montrouge",71305
71311,5,République,,Milieu,3,5,,1,"Place d'Italie",71803
71311,5,République,,Milieu,3,5,,0,"Bobigny - Pablo Picasso",71322
71370,12,Saint-Lazare,,Arrière,5,5,,1,"Mairie d'Aubervilliers",71355
71370,3,Saint-Lazare,,Arrière,5,5,,0,Gallieni,482368
71940,7B,Jaurès,,Arrière,2,3,,0,Pré-Saint-Gervais,71920
73633,4,Strasbourg-Saint-Denis,,Milieu,3,6,,1,"Bagneux - Lucie Aubrac",73636
71654,1,Reuilly-Diderot,,Arrière,6,6,,1,"La Défense",73626
71285,6,Trocadéro,,Milieu,3,5,,0,Nation,71237
71410,5,"Paris Gare du Nord",,Milieu,3,5,Escalator,0,"Bobigny - Pablo Picasso",71961
73619,10,"Saint-Michel Notre-Dame",,Avant,1,5,,0,"Boulogne Pont de Saint-Cloud",73618
71264,11,"Châtelet - Les Halles",,Arrière,4,5,,0,Rosny-Bois-Perrier,415852
71957,5,"34 avenue de Laumière",50147736,Arrière,5,5,,1,"Place d'Italie",71940
71511,4,"88 boulevard Barbès",50147762,Avant,1,6,,0,"Porte de Clignancourt",71556
71426,4,"Boulevard de la Chapelle",50147782,Milieu,3,6,Escalator,0,"Porte de Clignancourt",71469
71426,4,"2 Bd de Rochechouart",50147784,Milieu,4,6,Escalator,0,"Porte de Clignancourt",71469
71264,1,"Rue de la Lingerie",50147790,Avant,2,6,,0,"Château de Vincennes",415852
71264,11,"5 rue Saint-Denis",50147792,Avant,1,5,,1,Châtelet,
72358,13,"Gare Routière",50148862,Avant,2,5,Escalator,1,"Saint-Denis - Université",
490779,11,"r. de la Liberté",50149886,Avant,2,5,Ascenseur,1,Châtelet,71909
71947,11,"r. Veuve Aublet",50149891,Avant,1,5,Ascenseur,1,Châtelet,490779
70645,14,"av. d'Italie",50149928,Arrière,6,8,Escalator,0,"Saint-Denis - Pleyel",71557
70645,14,"r. Tagore",50149930,Arrière,7,8,Escalator,1,"Aéroport d'Orly",70445
69677,14,"Entrée / Sortie",50149940,Avant,3,8,Escalier,0,"Saint-Denis - Pleyel",73753
490784,14,"23 rue Pleyel",50149984,Arrière,7,8,Ascenseur,0,"Saint-Denis - Pleyel",
490784,14,"Place de Etoiles",50149986,Avant,1,8,Escalator,0,"Saint-Denis - Pleyel",
70645,14,"av. d'Italie",50210354,Arrière,6,8,Escalator,0,"Saint-Denis - Pleyel",71557
490779,11,"bd du Gén. Leclerc",50210356,Arrière,5,5,Ascenseur,1,Châtelet,71909
71311,3,République,,Milieu,3,5,,1,"Pont de Levallois - Bécon",71296
71311,5,République,,Milieu,3,5,,0,"Bobigny - Pablo Picasso",71322
71889,3B,"Porte des Lilas",,Arrière,3,3,,1,Gambetta,71860
71940,2,Jaurès,,Avant,1,5,,1,"Porte Dauphine",71961
71264,4,Châtelet,,Milieu,3,6,,0,"Porte de Clignancourt",73794
71511,4,Marcadet-Poissonniers,,Avant,1,6,,0,"Porte de Clignancourt",71556
71347,2,"Charles de Gaulle-Etoile",,Milieu,3,5,,0,Nation,71367
71264,7,Châtelet,,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71253
71056,6,Denfert-Rochereau,,Milieu,3,5,,0,Nation,71041
71607,14,Bercy,,Avant,3,8,,1,"Aéroport d'Orly",71576
71326,9,"Grands Boulevards",,Avant,1,5,,1,"Mairie de Montreuil",71320
71410,5,"Gare du Nord",,Avant,1,5,,1,"Place d'Italie",71359
73618,4,Odéon,,Arrière,6,6,Escalator,1,"Bagneux - Lucie Aubrac",71216
71305,1,Champs-Elysées-Clémenceau,,Milieu,3,6,,0,"Château de Vincennes",71298
71426,2,Barbès-Rochechouart,,Arrière,4,5,,0,Nation,71434
71298,1,Concorde,,Avant,1,6,,1,"La Défense",71305
73626,14,"Gare de Lyon",,Arrière,6,8,Escalator,1,"Aéroport d'Orly",71607
72486,5,"Préfecture Trésorerie",50147748,Avant,1,5,,1,"Place d'Italie",72039
72039,5,"7 rue de Paris",50147750,Arrière,4,5,,1,"Place d'Italie",72024
71556,4,"27 boulevard Ornano",50147766,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",71511
71359,4,"5 rue du 8 Mai 1945",50147775,Milieu,4,6,,0,"Porte de Clignancourt",71410
71359,4,"Rue du Faubourg Saint-Martin",50147777,Milieu,4,6,,0,"Porte de Clignancourt",71410
71264,7,"Rue de la Lingerie",50147790,Arrière,5,5,,1,"Villejuif - Louis Aragon",71217
71264,1,"Rue de la Lingerie",50147790,Arrière,6,6,,1,"La Défense",73630
71264,4,"63 - 65 rue de Rivoli",50147791,Milieu,4,6,,1,"Bagneux - Lucie Aubrac",71223
71359,7,"93 boulevard de Strasbourg",50147803,Milieu,3,5,,1,"Villejuif - Louis Aragon",71363
73636,4,"Square Emile Chantemps",50147817,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",479068
73633,4,"Porte Saint-Martin",50147821,Avant,1,6,,1,"Bagneux - Lucie Aubrac",73636
71416,3,"48 avenue de Villiers",50147862,Avant,1,5,,1,"Pont de Levallois - Bécon",71423
71370,14,"Place Gabriel Péri",50147867,Avant,2,8,,1,"Aéroport d'Orly",71324
71370,14,"Place Gabriel Péri",50147867,Milieu,5,8,Ascenseur,0,"Saint-Denis - Pleyel",71475
71519,3,"Rue Voltaire",50147878,Avant,1,5,Escalator,1,"Pont de Levallois - Bécon",72057
71787,3,"Avenue de la République",50147891,Arrière,5,5,,0,Gallieni,71808
71860,3B,"112 avenue Gambetta",50147904,Arrière,3,3,,0,"Porte des Lilas",71889
71961,2,"86 rue de l' Aqueduc",50147927,Arrière,4,5,,1,"Porte Dauphine",71434
71435,13,"Terre-plein face au 130 boulevard de Clichy",50147935,Avant,1,5,,0,"Châtillon - Montrouge",71382
71442,1,"185 avenue Charles de Gaulle",50147941,Avant,1,6,,0,"Château de Vincennes",425779
71347,6,"Place Charles de Gaulle",50147977,Arrière,4,5,,1,"Charles de Gaulle - Étoile",
71297,1,"Le Louvre des Antiquaires",50147991,Avant,1,6,,0,"Château de Vincennes",73630
71297,1,"Passage du Louvre",50147994,Avant,1,6,,0,"Château de Vincennes",73630
71634,1,"14 avenue de Paris",50147999,Avant,1,6,,1,"La Défense",71650
71650,1,"63 avenue de Paris",50148000,Avant,1,6,,1,"La Défense",71647
71063,5,"106-112 boulevard de l' Hôpital",50148015,Avant,1,5,,0,"Bobigny - Pablo Picasso",71092
71033,5,"Manufacture des Gobelins",50148017,Arrière,5,5,,0,"Bobigny - Pablo Picasso",71063
71673,6,"Place de la Nation",50148054,Arrière,5,5,,1,"Charles de Gaulle - Étoile",71639
71920,7B,"125 avenue Simon Bolivar",50148060,Avant,1,3,,1,"Louis Blanc",71940
72013,7,"Rue de Crimée",50148084,Avant,1,5,,1,"Villejuif - Louis Aragon",71977
71363,7,"Terre-plein face au 96/98 rue La Fayette",50148092,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71359
71217,7,"quai de l'Hôtel de Ville",50148110,Arrière,5,5,,0,"La Courneuve - 8 Mai 1945",71264
70452,7,"Hôpital Kremlin Bicêtre",50148145,Avant,2,5,,0,"La Courneuve - 8 Mai 1945",70645
70248,7,"39-45 Boulevard Maxime Gorky",50148148,Avant,2,5,,0,"La Courneuve - 8 Mai 1945",70375
71132,8,"16 place du Commerce",50148165,Arrière,5,5,,1,"Pointe du Lac",71199
71320,8,"5 Boulevard du Faubourg Poissonnière",50148182,Arrière,5,5,,1,"Pointe du Lac",73633
71320,8,"5 Boulevard du Faubourg Poissonnière",50148182,Avant,1,5,,0,Balard,71326
71654,8,"118 boulevard Diderot",50148201,Avant,1,5,,0,Balard,74001
71654,8,"118 boulevard Diderot",50148201,Arrière,5,5,,1,"Pointe du Lac",71631
71654,1,"116 boulevard Diderot",50148203,Arrière,6,6,,1,"La Défense",73626
70648,8,"68 bis rue de Paris",50148218,Arrière,5,5,,0,Balard,71558
70269,8,"92 avenue Charles de Gaulle",50148228,Arrière,5,5,,1,"Pointe du Lac",70172
71294,9,"Palais d'Iéna",50148274,Avant,1,5,,1,"Mairie de Montreuil",71290
71290,9,"Pont de l'Alma",50148278,Avant,1,5,,1,"Mairie de Montreuil",71318
71330,8,"16 boulevard des Italiens",50148296,Avant,1,5,,0,Balard,71337
71326,8,"20 boulevard Poissonnière",50148303,Arrière,5,5,,0,Balard,71330
71785,9,"1 Boulevard Rouget de Lisle",50148343,Arrière,5,5,,1,"Mairie de Montreuil",
71158,10,"Rue Fondary",50148370,Arrière,5,5,,0,"Boulogne Pont de Saint-Cloud",71156
71156,10,"11 place Charles Michels",50148373,Arrière,5,5,,1,"Gare d'Austerlitz",71158
73658,10,"34 rue Molitor",50148387,Avant,1,5,,1,"Gare d'Austerlitz",71141
71293,11,"48 rue Turbigo",50148400,Avant,1,5,,1,Châtelet,71273
71293,11,"42 rue Réaumur",50148402,Arrière,5,5,,0,Rosny-Bois-Perrier,71311
71293,11,"Rue des Vertus",50148404,Avant,1,5,,0,Rosny-Bois-Perrier,71311
71853,2,"2 boulevard de la Villette",50148415,Avant,1,5,,0,Nation,71834
71853,11,"130 boulevard de Belleville",50148416,Arrière,5,5,,1,Châtelet,71840
71125,12,"162 rue de Vaugirard",50148437,Avant,1,5,,1,"Mairie d'Aubervilliers",73641
71270,12,"223 Boulevard Saint-Germain",50148448,Arrière,5,5,,1,"Mairie d'Aubervilliers",73642
71409,12,"16 boulevard de Clichy",50148460,Avant,1,5,,0,"Mairie d'Issy",71366
71432,12,"Place des Abbesses",50148461,Arrière,5,5,Ascenseur,1,"Mairie d'Aubervilliers",71492
461505,13,"av. Marx Dormoy",50148468,Avant,1,5,,0,"Châtillon - Montrouge",
71039,13,"211 rue d' Alésia",50148479,Arrière,5,5,,0,"Châtillon - Montrouge",71006
73675,13,"Hôpital Léopold Bellan",50148484,Avant,1,5,,1,"Asnières - Gennevilliers - Les Courtilles",71139
71204,13,"Avenue de Villars",50148487,Avant,1,5,,0,"Châtillon - Montrouge",71159
71545,14,"2 avenue de la Porte de Clichy",50148514,Milieu,5,8,,1,"Aéroport d'Orly",71475
71545,14,"1 boulevard Berthier",50148516,Avant,3,8,Escalator,1,"Aéroport d'Orly",71475
72203,13,"Gare routière",50148522,Milieu,3,5,,0,"Châtillon - Montrouge",72118
71347,2,"Arc de Triomphe",50148552,Avant,2,5,Escalator,1,"Porte Dauphine",71315
71347,1,"Arc de Triomphe",50148552,Avant,1,6,,0,"Château de Vincennes",71328
71347,1,"6 avenue Carnot",50148553,Arrière,5,6,,0,"Château de Vincennes",71328
71264,7,"Théâtre du Châtelet",50148697,Avant,1,5,,0,"La Courneuve - 8 Mai 1945",71253
71864,11,"401 rue des Pyrénées",50148715,Avant,1,5,,0,Rosny-Bois-Perrier,71868
71311,8,"Av de la République",50148717,Avant,1,5,,1,"Pointe du Lac",71277
71311,11,"13 place de  la République",50148721,Avant,2,5,,0,Rosny-Bois-Perrier,71840
72240,13,"Angle rue Dupont et rue Pierre de Coubertin",50148726,Arrière,4,5,,1,"Asnières - Gennevilliers - Les Courtilles",72286
70586,4,"Avenue de la République",50148739,Arrière,6,6,,1,"Bagneux - Lucie Aubrac",70441
71359,4,"Place du 11 Novembre",50148780,Avant,2,6,,1,"Bagneux - Lucie Aubrac",71333
71086,8,"Avenue Felix Faure",50148799,Avant,2,5,Escalator,0,Balard,71073
71350,12,"Rue de Chateaudun",50148806,Avant,1,5,,0,"Mairie d'Issy",71355
71750,9,"Boulevard Voltaire",50148840,Avant,1,5,,1,"Mairie de Montreuil",73647
71607,14,"Rue de Bercy",50148884,Avant,1,8,Ascenseur,1,"Aéroport d'Orly",71576
71545,14,"Bd Berthier",50148896,Avant,3,8,,0,"Saint-Denis - Pleyel",72126
72168,14,"Rue Albert Dhalenne",50149542,Arrière,7,8,Ascenseur,1,"Aéroport d'Orly",72126
490779,11,"r. de la Liberté",50149886,Avant,2,5,Escalier,0,Rosny-Bois-Perrier,71947
426280,11,"Entrée / Sortie",50149898,Avant,1,5,Ascenseur,0,Rosny-Bois-Perrier,
70445,14,"r. Séverine",50149934,Avant,1,8,Escalier,0,"Saint-Denis - Pleyel",70645
70445,14,"r. Séverine",50149934,Milieu,4,8,Escalator,1,"Aéroport d'Orly",478860
70445,14,"r. Séverine",50149934,Avant,2,8,Escalier,1,"Aéroport d'Orly",478860
69974,14,"r. de Bicêtre",50149935,Arrière,6,8,Escalier,1,"Aéroport d'Orly",73753
69974,14,"ZAC Lallier",50149936,Arrière,6,8,Escalator,0,"Saint-Denis - Pleyel",478860
73753,14,"r. des Routiers",50149938,Milieu,5,8,Ascenseur,1,"Aéroport d'Orly",69677
490779,11,"r. de la Liberté",50210357,Arrière,5,5,Escalator,0,Rosny-Bois-Perrier,71947
