route_id;route_long_name;stop_id;stop_name;OperatorName;ArRTown;ArRPostalRegion;stop_Geopoint;ArRXEpsg2154;ArRYEpsg2154;shortName;bookingRules;mode;Pointgeo;Nom_commune;Code_insee;Extensions;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns
IDFM:C01100;64;IDFM:27098;Avenue de Saint-Mandé;RATP;Paris 12e;75112;48.84443634358911, 2.405506279519586;656370;6860652;64;;Bus;48.84443634360278, 2.4055062795195865;Paris;75056;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01100:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00897;3630;IDFM:31085;Jobert;Transdev Melun;Seine-Port;77447;48.55724522581788, 2.5559446250047158;667231;6828650;3630;;Bus;48.55724522583221, 2.5559446250047158;Seine-Port;77447;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00897:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";false;unknown;unknown
IDFM:C00897;3630;IDFM:31086;Chemin de la Justice;Transdev Melun;Seine-Port;77447;48.555475451916315, 2.566339500596266;667997;6828449;3630;;Bus;48.55547545193066, 2.5663395005962664;Seine-Port;77447;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00897:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";false;unknown;unknown
IDFM:C00897;3630;IDFM:427284;Paladilhe;Transdev Melun;Seine-Port;77447;48.56023841201919, 2.550525570194993;666833;6828985;3630;;Bus;48.56023841203353, 2.550525570194993;Seine-Port;77447;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00897:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";false;unknown;unknown
IDFM:C00898;2315;IDFM:4946;Zone Artisanale;Transdev Marne-et-Ourcq;Meaux;77284;48.9572165701177, 2.9321062190199965;695028;6873031;2315;;Bus;48.95721657013114, 2.9321062190199965;Meaux;77284;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00898:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";false;unknown;unknown
IDFM:C00900;2306;IDFM:11073;Bordes Rouges;Transdev Marne-et-Ourcq;Nanteuil-lès-Meaux;77330;48.93586197810325, 2.8876363040679145;691768;6870660;2306;;Bus;48.935861978116755, 2.8876363040679145;Nanteuil-lès-Meaux;77330;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00900:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";true;unknown;unknown
IDFM:C00900;2306;IDFM:6546;Mairie;Transdev Marne-et-Ourcq;Nanteuil-lès-Meaux;77330;48.928685635133725, 2.8973826469152617;692481;6869861;2306;;Bus;48.92868563514723, 2.8973826469152617;Nanteuil-lès-Meaux;77330;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00900:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";partial;unknown;unknown
IDFM:C00763;1203;IDFM:9051;Colucci Gandhi;Francilité Seine et Oise;Vauréal;95637;49.02893828904103, 2.017464299154497;628148;6881452;1203;;Bus;49.02893828905431, 2.017464299154497;Vauréal;95637;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00763:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00764;1206;IDFM:8702;Osny Gare SNCF;Francilité Seine et Oise;Osny;95476;49.06387114197408, 2.0564462327996975;631045;6885302;1206;;Bus;49.06387114198729, 2.056446232799698;Osny;95476;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00764:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00764;1206;IDFM:8709;Musaraigne;Francilité Seine et Oise;Cergy;95127;49.049137225493645, 2.02988681422787;629084;6883687;1206;;Bus;49.04913722550689, 2.0298868142278708;Cergy;95127;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00764:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;false;true
IDFM:C00767;1239;IDFM:9027;Bas Rucourt;Francilité Seine et Oise;Menucourt;95388;49.025064606845824, 1.9768022517695705;625169;6881059;1239;;Bus;49.025064606859125, 1.9768022517695711;Menucourt;95388;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00767:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";partial;false;true
IDFM:C00771;1224;IDFM:9067;Les Cascades;Francilité Seine et Oise;Osny;95476;49.05552338482488, 2.0356781037919873;629516;6884392;1224;;Bus;49.05552338483811, 2.035678103791988;Osny;95476;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00771:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00772;1201;IDFM:8672;Linandes Vertes;Francilité Seine et Oise;Cergy;95127;49.04255045475476, 2.0679408495778584;631857;6882921;1201;;Bus;49.042550454768026, 2.067940849577859;Cergy;95127;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00772:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00772;1201;IDFM:8675;La Justice;Francilité Seine et Oise;Cergy;95127;49.04452509326558, 2.054814437500773;630900;6883152;1201;;Bus;49.04452509327883, 2.0548144375007733;Cergy;95127;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00772:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00772;1201;IDFM:488437;La Sébille;Francilité Seine et Oise;Cergy;95127;49.04685776957057, 2.051858162790442;630687;6883414;1201;;Bus;49.0468577695838, 2.051858162790442;Cergy;95127;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00772:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00778;1208;IDFM:8761;Parc Urbain;Francilité Seine et Oise;Éragny;95218;49.01725671622324, 2.1060199351582733;634609;6880076;1208;;Bus;49.017256716236545, 2.106019935158274;Éragny;95218;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00778:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00778;1208;IDFM:8764;Les Dix Arpents;Francilité Seine et Oise;Éragny;95218;49.01990936042912, 2.1084216628285737;634788;6880369;1208;;Bus;49.01990936044242, 2.108421662828574;Éragny;95218;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00778:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00778;1208;IDFM:8768;Fernand Châtelain;Francilité Seine et Oise;Éragny;95218;49.0247738108394, 2.112002733283193;635056;6880907;1208;;Bus;49.02477381085269, 2.1120027332831937;Éragny;95218;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00778:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00887;3612;IDFM:31004;Pouillot Gatinais;Transdev Melun;Melun;77288;48.53293511625731, 2.6459938054601433;673864;6825914;3612;;Bus;48.532935116271716, 2.6459938054601433;Melun;77288;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00887:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C00903;2262;IDFM:11080;Corbie;Transdev Marne-la-Vallée;Coupvray;77132;48.905320960303875, 2.802728477413426;685539;6867276;2262;;Bus;48.90532096031744, 2.8027284774134262;Coupvray;77132;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C00903:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";false;unknown;unknown
IDFM:C01436;3303;IDFM:15907;Désiré Thoison;Francilité Pays de Montereau;Cannes-Écluse;77061;48.365248189864644, 2.979761162706449;698501;6807216;3303;;Bus;48.365248189879445, 2.979761162706449;Cannes-Écluse;77061;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01436:"", ""@version"": ""any"", ""ClimateControlList"": ""unknown""}}";false;unknown;unknown
IDFM:C01436;3303;IDFM:15814;Église;Francilité Pays de Montereau;Cannes-Écluse;77061;48.364709191820296, 2.985269949841579;698909;6807156;3303;;Bus;48.364709191835104, 2.985269949841579;Cannes-Écluse;77061;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01436:"", ""@version"": ""any"", ""ClimateControlList"": ""unknown""}}";false;unknown;unknown
IDFM:C01436;3303;IDFM:20156;Casanova;Francilité Pays de Montereau;Varennes-sur-Seine;77482;48.37285610655751, 2.9421509512697495;695716;6808063;3303;;Bus;48.3728561065723, 2.9421509512697495;Varennes-sur-Seine;77482;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01436:"", ""@version"": ""any"", ""ClimateControlList"": ""unknown""}}";false;unknown;unknown
IDFM:C01289;330;IDFM:23589;Convention;Origami / Paris Seine Mobilités;Pantin;93055;48.88340792114993, 2.4116067894197073;656850;6864982;330;;Bus;48.88340792116354, 2.4116067894197077;Pantin;93055;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01289:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01289;330;IDFM:28500;Hoche - Jean Lolive;Origami / Paris Seine Mobilités;Pantin;93055;48.89103399138317, 2.4006918384590246;656056;6865836;330;;Bus;48.89103399139676, 2.4006918384590246;Pantin;93055;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01289:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01294;341;IDFM:36744;Pereire - Maréchal Juin;RATP;Paris 17e;75117;48.88424784893237, 2.2971866752771737;648460;6865144;341;;Bus;48.88424784894597, 2.2971866752771737;Paris;75056;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01294:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01295;346;IDFM:39914;Jouhaux - Blum;Transdev Ourcq;Bondy;93010;48.918188067007776, 2.478444038314976;661777;6868815;346;;Bus;48.91818806702131, 2.478444038314976;Bondy;93010;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01295:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01299;351;IDFM:39914;Jouhaux - Blum;Transdev Express Roissy;Bondy;93010;48.918188067007776, 2.478444038314976;661777;6868815;351;;Bus;48.91818806702131, 2.478444038314976;Bondy;93010;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01299:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01298;350;IDFM:19151;22, avenue des Nations;Transdev Express Roissy;Villepinte;93078;48.97285726029263, 2.511115712169577;664209;6874879;350;;Bus;48.97285726030602, 2.511115712169577;Villepinte;93078;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01298:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01299;351;IDFM:36720;Porte de Montreuil;Transdev Express Roissy;Paris 20e;75120;48.853166869832855, 2.4105172999503375;656745;6861620;351;;Bus;48.853166869846525, 2.410517299950338;Paris;75056;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01299:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";partial;unknown;unknown
IDFM:C01304;360;IDFM:29272;Église de Saint-Cloud;RATP Cap Défense Seine Ouest;Saint-Cloud;92064;48.84763122639613, 2.20866817407289;641928;6861134;360;;Bus;48.84763122640981, 2.20866817407289;Saint-Cloud;92064;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01304:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";partial;unknown;unknown
IDFM:C01304;360;IDFM:29250;Regnault;RATP Cap Défense Seine Ouest;Garches;92033;48.850257490216066, 2.191198214814905;640649;6861439;360;;Bus;48.85025749022976, 2.1911982148149054;Garches;92033;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01304:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01304;360;IDFM:490832;Hôpital de Garches;RATP Cap Défense Seine Ouest;Garches;92033;48.83846942375216, 2.1705896227952417;639123;6860144;360;;Bus;48.838469423765865, 2.170589622795242;Garches;92033;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01304:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01305;361;IDFM:30047;Edouard Vaillant;RATP Cap Plaine Saint-Denis;Villetaneuse;93079;48.96153773554745, 2.345538832322583;652077;6873708;361;;Bus;48.96153773556089, 2.345538832322583;Villetaneuse;93079;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01305:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01306;366;IDFM:8058;Église de Colombes;RATP Cap Défense Seine Ouest;Colombes;92025;48.92294560144786, 2.251179190118336;645127;6869478;366;;Bus;48.92294560146139, 2.2511791901183362;Colombes;92025;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01306:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01307;367;IDFM:23879;Lavoisier;RATP Cap Défense Seine Ouest;Nanterre;92050;48.894967995027876, 2.174586197390628;639482;6866423;367;;Bus;48.894967995041455, 2.1745861973906284;Nanterre;92050;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01307:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01307;367;IDFM:8272;Dequéant;RATP Cap Défense Seine Ouest;Nanterre;92050;48.90691456479399, 2.2179852848565167;642677;6867719;367;;Bus;48.90691456480754, 2.217985284856517;Nanterre;92050;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01307:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01309;370;IDFM:480945;Square Charles Perrault;RATP Cap Plaine Saint-Denis;Villiers-le-Bel;95680;49.00361350256425, 2.4170519507496935;657348;6878346;370;;Bus;49.003613502577586, 2.4170519507496935;Villiers-le-Bel;95680;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01309:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01309;370;IDFM:413244;Les Perreux;RATP Cap Plaine Saint-Denis;Sarcelles;95585;48.988808758161156, 2.389247997515985;655301;6876715;370;;Bus;48.98880875817453, 2.389247997515985;Sarcelles;95585;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01309:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01310;372;IDFM:488834;11 novembre 1918;RATP Cap Pompadour;Maisons-Alfort;94046;48.80593588422974, 2.4317337973207716;658264;6856357;372;;Bus;48.80593588424352, 2.431733797320772;Maisons-Alfort;94046;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01310:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";partial;unknown;unknown
IDFM:C01311;378;IDFM:20526;Egalité;RATP Cap Défense Seine Ouest;Colombes;92025;48.91995974446485, 2.242570550430119;644493;6869152;378;;Bus;48.91995974447837, 2.242570550430119;Colombes;92025;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01311:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01313;385;IDFM:29770;Les Peupliers;RATP Cap Massy-Juvisy;Savigny-sur-Orge;91589;48.68577221866344, 2.347469758382555;651965;6843045;385;;Bus;48.68577221867749, 2.347469758382555;Savigny-sur-Orge;91589;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01313:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01315;389;IDFM:424075;Paul Demange;ATM Croix du Sud;Meudon;92048;48.78423108622335, 2.2304675690263767;643459;6854069;389;;Bus;48.78423108623717, 2.230467569026377;Meudon;92048;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01315:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";unknown;unknown;unknown
IDFM:C01318;393;IDFM:39513;Sucy - Bonneuil RER;RATP Cap Pompadour;Sucy-en-Brie;94071;48.77199339495359, 2.5068197755702477;663755;6852546;393;;Bus;48.77199339496744, 2.5068197755702477;Sucy-en-Brie;94071;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01318:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";partial;unknown;unknown
IDFM:C01320;395;IDFM:492971;Galilée;RATP Cap Massy-Juvisy;Le Plessis-Robinson;92060;48.776429747911315, 2.2454567512994204;644552;6853191;395;;Bus;48.776429747925164, 2.245456751299421;Le Plessis-Robinson;92060;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01320:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01320;395;IDFM:42041;Pavé Blanc;RATP Cap Massy-Juvisy;Le Plessis-Robinson;92060;48.779346301310966, 2.240161389006313;644166;6853519;395;;Bus;48.7793463013248, 2.240161389006313;Le Plessis-Robinson;92060;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01320:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01321;396;IDFM:25224;Ormeteau;RATP Cap Pompadour;Rungis;94065;48.74871990155302, 2.3431604408781905;651706;6850046;396;;Bus;48.74871990156692, 2.3431604408781905;Rungis;94065;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01321:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01321;396;IDFM:8200;Morteaux;RATP Cap Pompadour;Antony;92002;48.760221786738114, 2.307794479611163;649117;6851347;396;;Bus;48.760221786752, 2.3077944796111636;Antony;92002;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01321:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01190;169;IDFM:29785;Église;RATP;Meudon;92048;48.80668878629193, 2.235977674967572;643888;6856562;169;;Bus;48.80668878630571, 2.2359776749675726;Meudon;92048;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01190:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01190;169;IDFM:12367;Rabelais;RATP;Meudon;92048;48.81150761052558, 2.2370781999875335;643974;6857097;169;;Bus;48.81150761053936, 2.237078199987534;Meudon;92048;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01190:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01190;169;IDFM:8096;Hôpital Percy;RATP;Clamart;92023;48.814515961671816, 2.2577751224311706;645497;6857417;169;;Bus;48.81451596168558, 2.257775122431171;Clamart;92023;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01190:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01191;170;IDFM:492684;Delphine Seyrig;RATP Cap Plaine Saint-Denis;Paris 19e;75119;48.89313440701588, 2.3981035647255657;655868;6866071;170;;Bus;48.89313440702947, 2.3981035647255657;Pantin;93055;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01191:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01191;170;IDFM:8102;La Pérouse;RATP Cap Plaine Saint-Denis;Pantin;93055;48.90146942755108, 2.394214994896657;655590;6867000;170;;Bus;48.90146942756464, 2.394214994896657;Pantin;93055;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01191:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01194;173;IDFM:30169;Hélène Cochennec;RATP Cap Plaine Saint-Denis;Aubervilliers;93001;48.91616632738136, 2.4054373639694138;656425;6868628;173;;Bus;48.9161663273949, 2.405437363969414;Aubervilliers;93001;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01194:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01195;174;IDFM:25831;Marjolin;RATP Cap Boucle Nord de Seine;Levallois-Perret;92044;48.89288875483165, 2.292323698695006;648112;6866108;174;;Bus;48.89288875484524, 2.2923236986950064;Levallois-Perret;92044;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01195:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";true;unknown;unknown
IDFM:C01196;175;IDFM:427159;Pont de Saint-Cloud - Albert Kahn;RATP Cap Boucle Nord de Seine;Boulogne-Billancourt;92012;48.84107735902106, 2.2269440504822104;643262;6860392;175;;Bus;48.841077359034756, 2.226944050482211;Boulogne-Billancourt;92012;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01196:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";partial;unknown;unknown
IDFM:C01199;178;IDFM:24332;Moulin des Bruyères;RATP Cap Boucle Nord de Seine;Bois-Colombes;92009;48.90682602395368, 2.2621478280935836;645914;6867678;178;;Bus;48.906826023967234, 2.262147828093584;Bois-Colombes;92009;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01199:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";true;unknown;unknown
IDFM:C01199;178;IDFM:41818;Rond-Point Pierre Timbaud;RATP Cap Boucle Nord de Seine;Gennevilliers;92036;48.93304480908183, 2.3033794679571247;648962;6870566;178;;Bus;48.933044809095314, 2.3033794679571247;Gennevilliers;92036;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01199:"", ""@version"": ""any"", ""ClimateControlList"": ""other""}}";true;unknown;unknown
IDFM:C01200;179;IDFM:12310;Charles Pasqua;ATM Croix du Sud;Le Plessis-Robinson;92060;48.778887189442315, 2.260159946402939;645635;6853454;179;;Bus;48.77888718945615, 2.260159946402939;Le Plessis-Robinson;92060;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01200:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";unknown;unknown;unknown
IDFM:C01201;180;IDFM:8151;Rue de la Baignade;Keolis Grand Paris Seine Orly;Ivry-sur-Seine;94041;48.80787017874725, 2.404152946470778;656240;6856587;180;;Bus;48.807870178761036, 2.404152946470778;Ivry-sur-Seine;94041;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01201:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01201;180;IDFM:25788;Liberté - Métro;Keolis Grand Paris Seine Orly;Charenton-le-Pont;94018;48.82557612854856, 2.4072060422782076;656479;6858554;180;;Bus;48.8255761285623, 2.4072060422782076;Charenton-le-Pont;94018;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01201:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01204;183;IDFM:23261;René Panhard;RATP Cap Pompadour;Thiais;94073;48.76250176758251, 2.401854635289485;656033;6851544;183;;Bus;48.7625017675964, 2.4018546352894856;Thiais;94073;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01204:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01205;184;IDFM:40169;Rue des Jardins;RATP Cap Pompadour;L'Haÿ-les-Roses;94038;48.78042593543597, 2.3352625569183707;651155;6853576;184;;Bus;48.780425935449806, 2.335262556918371;L'Haÿ-les-Roses;94038;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01205:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01205;184;IDFM:36142;Mairie de Cachan;RATP Cap Pompadour;Cachan;94016;48.79404630650407, 2.334245000910887;651093;6855091;184;;Bus;48.79404630651788, 2.334245000910887;Cachan;94016;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01205:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01205;184;IDFM:8369;Les Anémones;RATP Cap Pompadour;Fresnes;94034;48.75490878064027, 2.3176317473991452;649835;6850750;184;;Bus;48.75490878065416, 2.3176317473991452;Fresnes;94034;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01205:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01206;185;IDFM:37796;Four Peary / Choisy Sud;RATP Cap Pompadour;Choisy-le-Roi;94022;48.75367814692658, 2.4126743889588247;656821;6850557;185;;Bus;48.75367814694048, 2.412674388958825;Choisy-le-Roi;94022;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01206:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";partial;unknown;unknown
IDFM:C01206;185;IDFM:29847;Convention - Fontainebleau;RATP Cap Pompadour;Le Kremlin-Bicêtre;94043;48.81250770547249, 2.361694296849835;653126;6857127;185;;Bus;48.81250770548626, 2.3616942968498353;Le Kremlin-Bicêtre;94043;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01206:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
IDFM:C01207;186;IDFM:35888;Croix du Sud - Centre de Pneumologie;RATP Cap Pompadour;Chevilly-Larue;94021;48.770215088355314, 2.3380595306220835;651351;6852439;186;;Bus;48.77021508836918, 2.3380595306220835;Chevilly-Larue;94021;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01207:"", ""@version"": ""any"", ""ClimateControlList"": ""noConditioning""}}";true;unknown;unknown
IDFM:C01208;187;IDFM:26799;Wilson - Provigny;RATP Cap Pompadour;Cachan;94016;48.79637959984572, 2.331710319548754;650909;6855352;187;;Bus;48.79637959985953, 2.331710319548754;Cachan;94016;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01208:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";partial;unknown;unknown
IDFM:C01208;187;IDFM:40791;Léon Gambetta;RATP Cap Pompadour;Montrouge;92049;48.813625380739694, 2.3260829222287214;650512;6857273;187;;Bus;48.81362538075346, 2.3260829222287214;Montrouge;92049;"{""ServiceFacilitySet"": {""@id"": ""FR1:ServiceFacilitySet:C01208:"", ""@version"": ""any"", ""ClimateControlList"": ""airConditioning""}}";true;unknown;unknown
