stop_id_a,nom_a,stop_id_b,nom_b,duree_moyenne_secondes,nb_observations
IDFM:22376,"Palais Royal - Musée du Louvre",IDFM:22379,"Pont Neuf",87,660
IDFM:22379,"Pont Neuf",IDFM:463060,Châtelet,69,660
IDFM:463060,Châtelet,IDFM:22378,"Pont Marie (Cité des Arts)",75,660
IDFM:22378,"Pont Marie (Cité des Arts)",IDFM:22369,"Sully - Morland",61,660
IDFM:22369,"Sully - Morland",IDFM:463078,Jussieu,90,660
IDFM:463078,Jussieu,IDFM:463106,"Place Monge",61,660
IDFM:463106,"Place Monge",IDFM:463157,"Censier - Daubenton",48,660
IDFM:463157,"Censier - Daubenton",IDFM:22383,"Les Gobelins",69,660
IDFM:22383,"Les Gobelins",IDFM:22365,"Place d'Italie",64,660
IDFM:22365,"Place d'Italie",IDFM:463267,Tolbiac,62,668
IDFM:463267,Tolbiac,IDFM:463224,"Maison Blanche",60,668
IDFM:463224,"Maison Blanche",IDFM:22398,"Le Kremlin-Bicêtre",109,335
IDFM:22398,"Le Kremlin-Bicêtre",IDFM:22399,"Villejuif Léo Lagrange",69,335
IDFM:22399,"Villejuif Léo Lagrange",IDFM:463324,"Villejuif Paul Vaillant-Couturier",92,335
IDFM:463324,"Villejuif Paul Vaillant-Couturier",IDFM:463269,"Villejuif - Louis Aragon",102,335
IDFM:463200,"La Courneuve - 8 Mai 1945",IDFM:22393,"Fort d'Aubervilliers",85,650
IDFM:22393,"Fort d'Aubervilliers",IDFM:22394,"Aubervilliers - Pantin - Quatre Chemins",116,650
IDFM:22394,"Aubervilliers - Pantin - Quatre Chemins",IDFM:463007,"Porte de la Villette",108,650
IDFM:463224,"Maison Blanche",IDFM:22380,"Porte d'Italie",59,333
IDFM:22380,"Porte d'Italie",IDFM:463030,"Porte de Choisy",54,333
IDFM:463030,"Porte de Choisy",IDFM:463029,"Porte d'Ivry",58,333
IDFM:463029,"Porte d'Ivry",IDFM:22397,"Pierre et Marie Curie",76,341
IDFM:22397,"Pierre et Marie Curie",IDFM:463220,"Mairie d'Ivry",107,341
IDFM:463268,Trocadéro,IDFM:463101,Passy,47,856
IDFM:463101,Passy,IDFM:22179,Bir-Hakeim,72,856
IDFM:22179,Bir-Hakeim,IDFM:463099,Dupleix,49,856
IDFM:463099,Dupleix,IDFM:22162,"La Motte-Picquet - Grenelle",54,856
IDFM:22162,"La Motte-Picquet - Grenelle",IDFM:463140,Cambronne,45,858
IDFM:463140,Cambronne,IDFM:22163,Sèvres-Lecourbe,38,858
IDFM:22163,Sèvres-Lecourbe,IDFM:22166,Pasteur,52,858
IDFM:22166,Pasteur,IDFM:22156,"Montparnasse Bienvenue",59,858
IDFM:22156,"Montparnasse Bienvenue",IDFM:463100,"Edgar Quinet",70,858
IDFM:463100,"Edgar Quinet",IDFM:463292,Raspail,54,858
IDFM:463292,Raspail,IDFM:463103,Denfert-Rochereau,59,858
IDFM:463103,Denfert-Rochereau,IDFM:463305,Saint-Jacques,48,858
IDFM:463305,Saint-Jacques,IDFM:463186,Glacière,48,858
IDFM:463186,Glacière,IDFM:463105,Corvisart,53,858
IDFM:463105,Corvisart,IDFM:22168,"Place d'Italie",72,858
IDFM:22168,"Place d'Italie",IDFM:22169,Nationale,68,858
IDFM:22169,Nationale,IDFM:463147,Chevaleret,57,858
IDFM:463147,Chevaleret,IDFM:22161,"Quai de la Gare",47,858
IDFM:22161,"Quai de la Gare",IDFM:22178,Bercy,48,858
IDFM:22178,Bercy,IDFM:22182,Dugommier,68,858
IDFM:22182,Dugommier,IDFM:22181,Daumesnil,61,858
IDFM:22181,Daumesnil,IDFM:463127,Bel-Air,56,858
IDFM:463127,Bel-Air,IDFM:463098,Picpus,57,858
IDFM:463098,Picpus,IDFM:463028,Nation,109,858
IDFM:22170,Kléber,IDFM:22180,Boissière,52,855
IDFM:22180,Boissière,IDFM:463268,Trocadéro,50,855
IDFM:463169,Daumesnil,IDFM:463075,Dugommier,50,854
IDFM:463075,Dugommier,IDFM:463128,Bercy,61,854
IDFM:463128,Bercy,IDFM:463288,"Quai de la Gare",72,855
IDFM:463288,"Quai de la Gare",IDFM:22174,Chevaleret,46,855
IDFM:22174,Chevaleret,IDFM:463004,Nationale,46,855
IDFM:463004,Nationale,IDFM:463003,"Place d'Italie",50,855
IDFM:463003,"Place d'Italie",IDFM:22175,Corvisart,72,855
IDFM:22175,Corvisart,IDFM:22173,Glacière,67,857
IDFM:22173,Glacière,IDFM:22160,Saint-Jacques,53,857
IDFM:22160,Saint-Jacques,IDFM:22158,Denfert-Rochereau,47,857
IDFM:22158,Denfert-Rochereau,IDFM:22155,Raspail,47,857
IDFM:22155,Raspail,IDFM:22172,"Edgar Quinet",56,857
IDFM:22172,"Edgar Quinet",IDFM:462955,"Montparnasse Bienvenue",55,857
IDFM:462955,"Montparnasse Bienvenue",IDFM:462948,Pasteur,66,857
IDFM:462948,Pasteur,IDFM:463314,Sèvres-Lecourbe,57,857
IDFM:463314,Sèvres-Lecourbe,IDFM:22176,Cambronne,55,857
IDFM:22176,Cambronne,IDFM:463194,"La Motte-Picquet - Grenelle",39,857
IDFM:463194,"La Motte-Picquet - Grenelle",IDFM:22171,Dupleix,46,857
IDFM:22171,Dupleix,IDFM:463005,Bir-Hakeim,54,857
IDFM:463005,Bir-Hakeim,IDFM:22165,Passy,57,857
IDFM:22165,Passy,IDFM:22164,Trocadéro,77,857
IDFM:22164,Trocadéro,IDFM:463114,Boissière,50,857
IDFM:463114,Boissière,IDFM:463102,Kléber,48,857
IDFM:463102,Kléber,IDFM:463042,"Charles de Gaulle - Étoile",97,857
IDFM:22073,Nation,IDFM:22167,Picpus,124,853
IDFM:22167,Picpus,IDFM:22177,Bel-Air,57,853
IDFM:22177,Bel-Air,IDFM:463169,Daumesnil,55,853
IDFM:463174,Gallieni,IDFM:463276,"Porte de Bagnolet",66,991
IDFM:463276,"Porte de Bagnolet",IDFM:462991,Gambetta,79,991
IDFM:462991,Gambetta,IDFM:463286,"Père Lachaise",91,998
IDFM:463286,"Père Lachaise",IDFM:22025,"Rue Saint-Maur",62,998
IDFM:22025,"Rue Saint-Maur",IDFM:22019,Parmentier,54,998
IDFM:22019,Parmentier,IDFM:462946,République,77,998
IDFM:462946,République,IDFM:22026,Temple,47,998
IDFM:22026,Temple,IDFM:463122,"Arts et Métiers",50,998
IDFM:463122,"Arts et Métiers",IDFM:22018,"Réaumur - Sébastopol",49,998
IDFM:22018,"Réaumur - Sébastopol",IDFM:22029,Sentier,58,998
IDFM:22029,Sentier,IDFM:22033,Bourse,49,998
IDFM:22033,Bourse,IDFM:462989,"Quatre Septembre",55,998
IDFM:462989,"Quatre Septembre",IDFM:463246,Opéra,60,998
IDFM:463246,Opéra,IDFM:463189,Havre-Caumartin,54,998
IDFM:463189,Havre-Caumartin,IDFM:21963,Saint-Lazare,56,998
IDFM:21963,Saint-Lazare,IDFM:22032,Europe,61,998
IDFM:22032,Europe,IDFM:462987,Villiers,74,998
IDFM:462987,Villiers,IDFM:463068,Malesherbes,67,998
IDFM:463068,Malesherbes,IDFM:463070,Wagram,56,998
IDFM:463070,Wagram,IDFM:463228,Pereire,48,998
IDFM:463228,Pereire,IDFM:22023,"Porte de Champerret",69,998
IDFM:22023,"Porte de Champerret",IDFM:22034,"Louise Michel",68,998
IDFM:22034,"Louise Michel",IDFM:22036,"Anatole France",59,998
IDFM:22036,"Anatole France",IDFM:462985,"Pont de Levallois - Bécon",77,998
IDFM:463258,"Porte de Champerret",IDFM:22021,Pereire,64,991
IDFM:22021,Pereire,IDFM:22028,Wagram,48,991
IDFM:22028,Wagram,IDFM:22031,Malesherbes,53,991
IDFM:22031,Malesherbes,IDFM:22027,Villiers,78,991
IDFM:22027,Villiers,IDFM:463069,Europe,78,991
IDFM:463069,Europe,IDFM:462971,Saint-Lazare,62,991
IDFM:462971,Saint-Lazare,IDFM:21906,Havre-Caumartin,55,991
IDFM:21906,Havre-Caumartin,IDFM:22030,Opéra,51,991
IDFM:22030,Opéra,IDFM:22024,"Quatre Septembre",60,991
IDFM:22024,"Quatre Septembre",IDFM:463090,Bourse,54,991
IDFM:463090,Bourse,IDFM:462986,Sentier,57,991
IDFM:462986,Sentier,IDFM:463091,"Réaumur - Sébastopol",52,991
IDFM:463091,"Réaumur - Sébastopol",IDFM:21994,"Arts et Métiers",53,991
IDFM:21994,"Arts et Métiers",IDFM:463316,Temple,50,991
IDFM:463316,Temple,IDFM:21902,République,49,991
IDFM:21902,République,IDFM:463250,Parmentier,75,991
IDFM:463250,Parmentier,IDFM:463297,"Rue Saint-Maur",57,991
IDFM:463297,"Rue Saint-Maur",IDFM:22020,"Père Lachaise",69,991
IDFM:22020,"Père Lachaise",IDFM:21950,Gambetta,90,991
IDFM:21950,Gambetta,IDFM:22022,"Porte de Bagnolet",79,991
IDFM:22022,"Porte de Bagnolet",IDFM:22037,Gallieni,71,991
IDFM:22035,"Pont de Levallois - Bécon",IDFM:463119,"Anatole France",72,967
IDFM:463119,"Anatole France",IDFM:463210,"Louise Michel",57,967
IDFM:463210,"Louise Michel",IDFM:463258,"Porte de Champerret",67,967
IDFM:22015,"Bobigny - Pablo Picasso",IDFM:463002,"Bobigny-Pantin - Raymond Queneau",187,1316
IDFM:463002,"Bobigny-Pantin - Raymond Queneau",IDFM:463178,"Église de Pantin",99,1325
IDFM:463178,"Église de Pantin",IDFM:463017,Hoche,76,1331
IDFM:463017,Hoche,IDFM:22003,"Porte de Pantin",79,1331
IDFM:22003,"Porte de Pantin",IDFM:22005,Ourcq,66,1331
IDFM:22005,Ourcq,IDFM:462999,Laumière,61,1331
IDFM:462999,Laumière,IDFM:463095,Jaurès,58,1331
IDFM:463095,Jaurès,IDFM:463032,Stalingrad,50,1331
IDFM:463032,Stalingrad,IDFM:22007,"Gare du Nord",115,1331
IDFM:22007,"Gare du Nord",IDFM:463021,"Gare de l'Est",99,1331
IDFM:463021,"Gare de l'Est",IDFM:463191,"Jacques Bonsergent",81,1331
IDFM:463191,"Jacques Bonsergent",IDFM:21903,République,65,1331
IDFM:21903,République,IDFM:21905,Oberkampf,73,1331
IDFM:21905,Oberkampf,IDFM:22002,Richard-Lenoir,70,1331
IDFM:22002,Richard-Lenoir,IDFM:22008,Bréguet-Sabin,60,1331
IDFM:22008,Bréguet-Sabin,IDFM:463018,Bastille,54,1331
IDFM:463018,Bastille,IDFM:463289,"Quai de la Rapée",93,1331
IDFM:463289,"Quai de la Rapée",IDFM:463023,"Gare d'Austerlitz",83,1331
IDFM:463023,"Gare d'Austerlitz",IDFM:22000,Saint-Marcel,80,1331
IDFM:22000,Saint-Marcel,IDFM:22009,Campo-Formio,50,1331
IDFM:22009,Campo-Formio,IDFM:463025,"Place d'Italie",113,1331
IDFM:22006,"Place d'Italie",IDFM:463020,Campo-Formio,81,1297
IDFM:463020,Campo-Formio,IDFM:463097,Saint-Marcel,49,1312
IDFM:463097,Saint-Marcel,IDFM:21981,"Gare d'Austerlitz",73,1312
IDFM:21981,"Gare d'Austerlitz",IDFM:22004,"Quai de la Rapée",82,1314
IDFM:22004,"Quai de la Rapée",IDFM:22010,Bastille,88,1314
IDFM:22010,Bastille,IDFM:463138,Bréguet-Sabin,54,1314
IDFM:463138,Bréguet-Sabin,IDFM:463096,Richard-Lenoir,59,1314
IDFM:463096,Richard-Lenoir,IDFM:463059,Oberkampf,72,1314
IDFM:463059,Oberkampf,IDFM:462961,République,83,1314
IDFM:462961,République,IDFM:22011,"Jacques Bonsergent",62,1314
IDFM:22011,"Jacques Bonsergent",IDFM:22013,"Gare de l'Est",83,1314
IDFM:22013,"Gare de l'Est",IDFM:463182,"Gare du Nord",92,1314
IDFM:463182,"Gare du Nord",IDFM:22001,Stalingrad,106,1314
IDFM:22001,Stalingrad,IDFM:21952,Jaurès,53,1314
IDFM:21952,Jaurès,IDFM:22012,Laumière,60,1314
IDFM:22012,Laumière,IDFM:463027,Ourcq,63,1314
IDFM:463027,Ourcq,IDFM:463280,"Porte de Pantin",62,1314
IDFM:463280,"Porte de Pantin",IDFM:22017,Hoche,77,1314
IDFM:22017,Hoche,IDFM:22016,"Église de Pantin",85,1314
IDFM:22016,"Église de Pantin",IDFM:22014,"Bobigny-Pantin - Raymond Queneau",93,1314
IDFM:22014,"Bobigny-Pantin - Raymond Queneau",IDFM:463131,"Bobigny - Pablo Picasso",200,1314
IDFM:22095,"Charles de Gaulle - Étoile",IDFM:22170,Kléber,94,829
IDFM:490774,"Saint-Denis - Pleyel",IDFM:480290,"Mairie de Saint-Ouen",82,1969
IDFM:480290,"Mairie de Saint-Ouen",IDFM:480288,Saint-Ouen,93,1969
IDFM:480288,Saint-Ouen,IDFM:480541,"Porte de Clichy",106,1971
IDFM:480541,"Porte de Clichy",IDFM:480286,"Pont Cardinet",68,1973
IDFM:480286,"Pont Cardinet",IDFM:462972,Saint-Lazare,127,1973
IDFM:462972,Saint-Lazare,IDFM:21961,Madeleine,64,1975
IDFM:21961,Madeleine,IDFM:21960,Pyramides,63,1975
IDFM:21960,Pyramides,IDFM:21959,Châtelet,78,1975
IDFM:21959,Châtelet,IDFM:463046,"Gare de Lyon",165,1977
IDFM:463046,"Gare de Lyon",IDFM:463129,Bercy,57,1977
IDFM:463129,Bercy,IDFM:21956,"Cour Saint-Emilion",75,1979
IDFM:21956,"Cour Saint-Emilion",IDFM:21955,"Bibliothèque François Mitterrand",65,1979
IDFM:21955,"Bibliothèque François Mitterrand",IDFM:21954,Olympiades,64,1981
IDFM:21954,Olympiades,IDFM:490841,"Maison Blanche",90,1981
IDFM:490841,"Maison Blanche",IDFM:490839,"Hôpital Bicêtre",107,1983
IDFM:490839,"Hôpital Bicêtre",IDFM:490906,"Villejuif - Gustave Roussy",133,1983
IDFM:490906,"Villejuif - Gustave Roussy",IDFM:490837,L'Haÿ-les-Roses,128,1985
IDFM:490837,L'Haÿ-les-Roses,IDFM:490851,"Chevilly-Larue (Marché International)",128,1985
IDFM:490851,"Chevilly-Larue (Marché International)",IDFM:490833,"Thiais - Orly (Pont de Rungis)",94,1987
IDFM:490833,"Thiais - Orly (Pont de Rungis)",IDFM:490908,"Aéroport d'Orly",139,1987
IDFM:490917,"Aéroport d'Orly",IDFM:490852,"Thiais - Orly (Pont de Rungis)",138,1898
IDFM:490852,"Thiais - Orly (Pont de Rungis)",IDFM:490835,"Chevilly-Larue (Marché International)",95,1898
IDFM:490835,"Chevilly-Larue (Marché International)",IDFM:490850,L'Haÿ-les-Roses,130,1900
IDFM:490850,L'Haÿ-les-Roses,IDFM:490916,"Villejuif - Gustave Roussy",129,1900
IDFM:490916,"Villejuif - Gustave Roussy",IDFM:490849,"Hôpital Bicêtre",128,1902
IDFM:490849,"Hôpital Bicêtre",IDFM:490848,"Maison Blanche",109,1902
IDFM:490848,"Maison Blanche",IDFM:463045,Olympiades,90,1904
IDFM:463045,Olympiades,IDFM:463112,"Bibliothèque François Mitterrand",63,1904
IDFM:463112,"Bibliothèque François Mitterrand",IDFM:463165,"Cour Saint-Emilion",65,1906
IDFM:463165,"Cour Saint-Emilion",IDFM:21957,Bercy,74,1906
IDFM:21957,Bercy,IDFM:21958,"Gare de Lyon",57,1908
IDFM:21958,"Gare de Lyon",IDFM:463159,Châtelet,164,1908
IDFM:463159,Châtelet,IDFM:463284,Pyramides,78,1910
IDFM:463284,Pyramides,IDFM:463064,Madeleine,63,1910
IDFM:463064,Madeleine,IDFM:21962,Saint-Lazare,64,1910
IDFM:21962,Saint-Lazare,IDFM:480340,"Pont Cardinet",128,1912
IDFM:480340,"Pont Cardinet",IDFM:480531,"Porte de Clichy",68,1912
IDFM:480531,"Porte de Clichy",IDFM:480341,Saint-Ouen,104,1914
IDFM:480341,Saint-Ouen,IDFM:480330,"Mairie de Saint-Ouen",93,1914
IDFM:480330,"Mairie de Saint-Ouen",IDFM:490794,"Saint-Denis - Pleyel",82,1914
IDFM:24681,"Louis Blanc",IDFM:24680,Jaurès,64,618
IDFM:24680,Jaurès,IDFM:24685,Bolivar,46,618
IDFM:24685,Bolivar,IDFM:463156,"Buttes Chaumont",69,618
IDFM:463156,"Buttes Chaumont",IDFM:24686,Botzaris,59,618
IDFM:24686,Botzaris,IDFM:24682,"Place des Fêtes",71,618
IDFM:24682,"Place des Fêtes",IDFM:463282,Pré-Saint-Gervais,112,618
IDFM:463282,Pré-Saint-Gervais,IDFM:24687,Danube,53,573
IDFM:24687,Danube,IDFM:463134,Botzaris,69,573
IDFM:463134,Botzaris,IDFM:24683,"Buttes Chaumont",58,573
IDFM:24683,"Buttes Chaumont",IDFM:463132,Bolivar,70,573
IDFM:463132,Bolivar,IDFM:463074,Jaurès,46,573
IDFM:463074,Jaurès,IDFM:463034,"Louis Blanc",70,573
IDFM:22242,"Saint-Denis - Université",IDFM:22240,"Basilique de Saint-Denis",100,664
IDFM:22240,"Basilique de Saint-Denis",IDFM:463301,"Saint-Denis - Porte de Paris",82,664
IDFM:463301,"Saint-Denis - Porte de Paris",IDFM:22239,"Carrefour Pleyel",133,664
IDFM:22239,"Carrefour Pleyel",IDFM:22243,"Mairie de Saint-Ouen",94,664
IDFM:22243,"Mairie de Saint-Ouen",IDFM:462977,Garibaldi,81,664
IDFM:462977,Garibaldi,IDFM:462951,"Porte de Saint-Ouen",89,664
IDFM:462951,"Porte de Saint-Ouen",IDFM:22228,"Guy Môquet",61,664
IDFM:22228,"Guy Môquet",IDFM:478395,"La Fourche",74,664
IDFM:478395,"La Fourche",IDFM:463253,"Place de Clichy",58,664
IDFM:463253,"Place de Clichy",IDFM:463066,Liège,64,2165
IDFM:463066,Liège,IDFM:462970,Saint-Lazare,89,2165
IDFM:462970,Saint-Lazare,IDFM:474397,Miromesnil,103,2165
IDFM:474397,Miromesnil,IDFM:463011,"Champs-Élysées - Clemenceau",86,2165
IDFM:463011,"Champs-Élysées - Clemenceau",IDFM:22185,Invalides,84,2165
IDFM:22185,Invalides,IDFM:463320,Varenne,55,2165
IDFM:463320,Varenne,IDFM:463303,Saint-François-Xavier,57,2165
IDFM:463303,Saint-François-Xavier,IDFM:463083,Duroc,54,2165
IDFM:463083,Duroc,IDFM:462954,"Montparnasse Bienvenue",75,2165
IDFM:462954,"Montparnasse Bienvenue",IDFM:463184,Gaîté,64,2165
IDFM:463184,Gaîté,IDFM:463229,Pernety,75,2165
IDFM:463229,Pernety,IDFM:22223,Plaisance,58,2165
IDFM:22223,Plaisance,IDFM:22221,"Porte de Vanves",76,2165
IDFM:22221,"Porte de Vanves",IDFM:22235,"Malakoff - Plateau de Vanves",74,2165
IDFM:22235,"Malakoff - Plateau de Vanves",IDFM:22236,"Malakoff - Rue Étienne Dolet",86,2165
IDFM:22236,"Malakoff - Rue Étienne Dolet",IDFM:463087,"Châtillon - Montrouge",80,2165
IDFM:22237,"Châtillon - Montrouge",IDFM:463214,"Malakoff - Rue Étienne Dolet",68,2199
IDFM:463214,"Malakoff - Rue Étienne Dolet",IDFM:463213,"Malakoff - Plateau de Vanves",98,2199
IDFM:463213,"Malakoff - Plateau de Vanves",IDFM:463260,"Porte de Vanves",83,2199
IDFM:463260,"Porte de Vanves",IDFM:463085,Plaisance,69,2199
IDFM:463085,Plaisance,IDFM:22222,Pernety,56,2199
IDFM:22222,Pernety,IDFM:22230,Gaîté,71,2199
IDFM:22230,Gaîté,IDFM:22157,"Montparnasse Bienvenue",75,2199
IDFM:22157,"Montparnasse Bienvenue",IDFM:22229,Duroc,71,2199
IDFM:22229,Duroc,IDFM:22217,Saint-François-Xavier,54,2199
IDFM:22217,Saint-François-Xavier,IDFM:22226,Varenne,56,2199
IDFM:22226,Varenne,IDFM:463198,Invalides,59,2199
IDFM:463198,Invalides,IDFM:22093,"Champs-Élysées - Clemenceau",83,2199
IDFM:22093,"Champs-Élysées - Clemenceau",IDFM:22224,Miromesnil,75,2199
IDFM:22224,Miromesnil,IDFM:22218,Saint-Lazare,104,2199
IDFM:22218,Saint-Lazare,IDFM:22225,Liège,65,2199
IDFM:22225,Liège,IDFM:22129,"Place de Clichy",69,2199
IDFM:22129,"Place de Clichy",IDFM:22227,"La Fourche",45,2199
IDFM:22227,"La Fourche",IDFM:22231,Brochant,90,1540
IDFM:22231,Brochant,IDFM:22219,"Porte de Clichy",81,1540
IDFM:22219,"Porte de Clichy",IDFM:22238,"Mairie de Clichy",97,1540
IDFM:22238,"Mairie de Clichy",IDFM:22234,"Gabriel Péri",150,1540
IDFM:22234,"Gabriel Péri",IDFM:22232,"Les Agnettes",86,1540
IDFM:22232,"Les Agnettes",IDFM:22233,"Asnières - Gennevilliers - Les Courtilles",86,1540
IDFM:22227,"La Fourche",IDFM:462952,"Guy Môquet",89,665
IDFM:462952,"Guy Môquet",IDFM:22220,"Porte de Saint-Ouen",61,665
IDFM:22220,"Porte de Saint-Ouen",IDFM:22244,Garibaldi,97,665
IDFM:22244,Garibaldi,IDFM:463212,"Mairie de Saint-Ouen",80,665
IDFM:463212,"Mairie de Saint-Ouen",IDFM:462976,"Carrefour Pleyel",97,665
IDFM:462976,"Carrefour Pleyel",IDFM:22241,"Saint-Denis - Porte de Paris",125,679
IDFM:22241,"Saint-Denis - Porte de Paris",IDFM:463126,"Basilique de Saint-Denis",75,679
IDFM:463126,"Basilique de Saint-Denis",IDFM:463302,"Saint-Denis - Université",110,679
IDFM:463109,"Asnières - Gennevilliers - Les Courtilles",IDFM:463207,"Les Agnettes",73,1508
IDFM:463207,"Les Agnettes",IDFM:462953,"Gabriel Péri",93,1508
IDFM:462953,"Gabriel Péri",IDFM:463086,"Mairie de Clichy",147,1508
IDFM:463086,"Mairie de Clichy",IDFM:463278,"Porte de Clichy",100,1508
IDFM:463278,"Porte de Clichy",IDFM:462978,Brochant,74,1508
IDFM:462978,Brochant,IDFM:462975,"La Fourche",75,1508
IDFM:462975,"La Fourche",IDFM:463253,"Place de Clichy",58,1501
IDFM:483423,"Bagneux - Lucie Aubrac",IDFM:483277,Barbara,83,2437
IDFM:483277,Barbara,IDFM:463222,"Mairie de Montrouge",97,2437
IDFM:463222,"Mairie de Montrouge",IDFM:463092,"Porte d'Orléans",79,2437
IDFM:463092,"Porte d'Orléans",IDFM:463118,Alésia,74,2480
IDFM:463118,Alésia,IDFM:463242,Mouton-Duvernet,45,2480
IDFM:463242,Mouton-Duvernet,IDFM:22151,Denfert-Rochereau,36,2480
IDFM:22151,Denfert-Rochereau,IDFM:463291,Raspail,54,2480
IDFM:463291,Raspail,IDFM:22135,Vavin,64,2480
IDFM:22135,Vavin,IDFM:462996,"Montparnasse Bienvenue",37,2480
IDFM:462996,"Montparnasse Bienvenue",IDFM:463308,Saint-Placide,65,2486
IDFM:463308,Saint-Placide,IDFM:462992,Saint-Sulpice,49,2486
IDFM:462992,Saint-Sulpice,IDFM:22136,Saint-Germain-des-Prés,57,2486
IDFM:22136,Saint-Germain-des-Prés,IDFM:22145,Odéon,45,2486
IDFM:22145,Odéon,IDFM:463306,Saint-Michel,57,2486
IDFM:463306,Saint-Michel,IDFM:463161,Cité,45,2486
IDFM:463161,Cité,IDFM:463158,Châtelet,60,2486
IDFM:463158,Châtelet,IDFM:463208,"Les Halles",48,2486
IDFM:463208,"Les Halles",IDFM:22147,"Etienne Marcel",50,2486
IDFM:22147,"Etienne Marcel",IDFM:22142,"Réaumur - Sébastopol",52,2486
IDFM:22142,"Réaumur - Sébastopol",IDFM:22134,"Strasbourg - Saint-Denis",43,2486
IDFM:22134,"Strasbourg - Saint-Denis",IDFM:22153,"Château d'Eau",43,2486
IDFM:22153,"Château d'Eau",IDFM:463022,"Gare de l'Est",47,2486
IDFM:463022,"Gare de l'Est",IDFM:463183,"Gare du Nord",67,2486
IDFM:463183,"Gare du Nord",IDFM:463093,"Barbès - Rochechouart",75,2486
IDFM:463093,"Barbès - Rochechouart",IDFM:22152,"Château Rouge",41,2486
IDFM:22152,"Château Rouge",IDFM:22132,"Marcadet - Poissonniers",41,2486
IDFM:22132,"Marcadet - Poissonniers",IDFM:463310,Simplon,46,2486
IDFM:463310,Simplon,IDFM:22141,"Porte de Clignancourt",48,2486
IDFM:463073,"Porte de Clignancourt",IDFM:22133,Simplon,50,2584
IDFM:22133,Simplon,IDFM:462974,"Marcadet - Poissonniers",46,2584
IDFM:462974,"Marcadet - Poissonniers",IDFM:463148,"Château Rouge",43,2584
IDFM:463148,"Château Rouge",IDFM:22130,"Barbès - Rochechouart",40,2584
IDFM:22130,"Barbès - Rochechouart",IDFM:22149,"Gare du Nord",86,2584
IDFM:22149,"Gare du Nord",IDFM:22148,"Gare de l'Est",71,2588
IDFM:22148,"Gare de l'Est",IDFM:462979,"Château d'Eau",46,2588
IDFM:462979,"Château d'Eau",IDFM:463313,"Strasbourg - Saint-Denis",43,2588
IDFM:463313,"Strasbourg - Saint-Denis",IDFM:463072,"Réaumur - Sébastopol",43,2588
IDFM:463072,"Réaumur - Sébastopol",IDFM:463171,"Etienne Marcel",56,2588
IDFM:463171,"Etienne Marcel",IDFM:22146,"Les Halles",51,2588
IDFM:22146,"Les Halles",IDFM:22092,Châtelet,50,2588
IDFM:22092,Châtelet,IDFM:22150,Cité,58,2588
IDFM:22150,Cité,IDFM:22137,Saint-Michel,45,2588
IDFM:22137,Saint-Michel,IDFM:462995,Odéon,53,2588
IDFM:462995,Odéon,IDFM:462993,Saint-Germain-des-Prés,46,2588
IDFM:462993,Saint-Germain-des-Prés,IDFM:22139,Saint-Sulpice,56,2588
IDFM:22139,Saint-Sulpice,IDFM:22138,Saint-Placide,51,2588
IDFM:22138,Saint-Placide,IDFM:22143,"Montparnasse Bienvenue",67,2588
IDFM:22143,"Montparnasse Bienvenue",IDFM:463016,Vavin,39,2588
IDFM:463016,Vavin,IDFM:22131,Raspail,64,2588
IDFM:22131,Raspail,IDFM:463104,Denfert-Rochereau,56,2588
IDFM:463104,Denfert-Rochereau,IDFM:22144,Mouton-Duvernet,36,2588
IDFM:22144,Mouton-Duvernet,IDFM:22154,Alésia,45,2588
IDFM:22154,Alésia,IDFM:22140,"Porte d'Orléans",55,2588
IDFM:22140,"Porte d'Orléans",IDFM:26602,"Mairie de Montrouge",80,2588
IDFM:26602,"Mairie de Montrouge",IDFM:483313,Barbara,97,2588
IDFM:483313,Barbara,IDFM:483314,"Bagneux - Lucie Aubrac",84,2588
IDFM:22187,Lourmel,IDFM:22188,Boucicaut,51,746
IDFM:22188,Boucicaut,IDFM:22189,"Félix Faure",50,746
IDFM:22189,"Félix Faure",IDFM:463162,Commerce,57,746
IDFM:463162,Commerce,IDFM:22183,"La Motte-Picquet - Grenelle",62,746
IDFM:22183,"La Motte-Picquet - Grenelle",IDFM:463177,"École Militaire",83,748
IDFM:463177,"École Militaire",IDFM:22192,"La Tour-Maubourg",52,748
IDFM:22192,"La Tour-Maubourg",IDFM:463199,Invalides,66,748
IDFM:463199,Invalides,IDFM:22096,Concorde,88,748
IDFM:22096,Concorde,IDFM:22194,Madeleine,61,1335
IDFM:22194,Madeleine,IDFM:22195,Opéra,54,1338
IDFM:22195,Opéra,IDFM:463037,"Richelieu - Drouot",60,1338
IDFM:463037,"Richelieu - Drouot",IDFM:22197,"Grands Boulevards",56,1338
IDFM:22197,"Grands Boulevards",IDFM:463115,"Bonne Nouvelle",49,1338
IDFM:463115,"Bonne Nouvelle",IDFM:22159,"Strasbourg - Saint-Denis",52,1338
IDFM:22159,"Strasbourg - Saint-Denis",IDFM:462962,République,76,1338
IDFM:462962,République,IDFM:463048,"Filles du Calvaire",65,1338
IDFM:463048,"Filles du Calvaire",IDFM:463309,"Saint-Sébastien - Froissart",50,1338
IDFM:463309,"Saint-Sébastien - Froissart",IDFM:463146,"Chemin Vert",51,1338
IDFM:463146,"Chemin Vert",IDFM:22097,Bastille,57,1338
