lat_coor1;long_coor1;Localisation;Code postal;Ville;Accès;Accès Libre;Complément de localisation;Disponibilité Semaine;Disponibilité Horaires;point_geographique
48.82159000000007;2.369420000000048;Métro Porte d'Ivry;75013;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.82159000000007, 2.369420000000048
48.805570000000046;2.3636600000000385;Métro Villejuif Léo Lagrange;94800;VILLEJUIF;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.805570000000046, 2.3636600000000385
48.88110000000006;2.373610000000042;Métro Bolivar;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.88110000000006, 2.373610000000042
48.88203000000004;2.3932700000000295;Métro Danube;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.88203000000004, 2.3932700000000295
48.87674000000004;2.39256000000006;Métro Place des fêtes;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87674000000004, 2.39256000000006
48.83904000000007;2.6336200000000645;RER A Lognes;77185;Lognes;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.83904000000007, 2.6336200000000645
48.75296000000003;2.505510000000072;RER A Boissy-saint-Léger;94470;BOISSY-SAINT-LEGER;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.75296000000003, 2.505510000000072
48.771340000000066;2.50801000000007;RER A Sucy - Bonneuil;94370;Sucy-en-brie;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.771340000000066, 2.50801000000007
48.80621000000008;2.4722900000000436;RER A Saint-Maur - Créteil;94210;Saint-Maur-des-Fossés;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.80621000000008, 2.4722900000000436
48.84332000000006;2.4654800000000705;RER B Fontenay-sous-Bois;94120;Fontenay-sous-bois;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.84332000000006, 2.4654800000000705
48.89482000000004;2.1950500000000375;RER A Nanterre ville;92000;Nanterre;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.89482000000004, 2.1950500000000375
48.83471000000003;2.3746700000000374;Métro Bibliothèque François Mitterrand;75013;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.83471000000003, 2.3746700000000374
48.8494834;2.298579;Métro La Motte Picquet Grenelle;75015;PARIS;Intérieur;OUI;En extérieur en face guichet service;7j/7;Heures ouvrables;48.8494834, 2.298579
48.8144779;2.3787327;Métro Pierre et Marie Curie;94200;Ivry sur seine;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.8144779, 2.3787327
48.8429703;2.4152194;RER A AUBER;75009;PARIS;Intérieur;OUI;Poste de surveillance;7j/7;Heures ouvrables;48.8429703, 2.4152194
48.876708;2.4065599;Porte des Lilas;75020;PARIS;Intérieur;OUI;Face guichet;7j/7;Heures ouvrables;48.876708, 2.4065599
48.8474633;2.4092058;Métro Reuilly Diderot;75012;PARIS;Intérieur;OUI;Face au guichet;7j/7;Heures ouvrables;48.8474633, 2.4092058
48.7795314;2.2801675;RER B SCEAUX;92160;Sceaux;Intérieur;OUI;Au guichet après les portiques;7j/7;Heures ouvrables;48.7795314, 2.2801675
48.7249104;2.2599294;RER B MASSY PALAISEAU;91300;Massy;Intérieur;OUI;Couloir proximité du guichet;7j/7;Heures ouvrables;48.7249104, 2.2599294
48.8916993;2.2387078;La Défense;92800;Puteaux;Intérieur;OUI;Niveau -1 plateforme connections entre RER A et ligne de métro 1;7j/7;Heures ouvrables;48.8916993, 2.2387078
48.8929133;2.3279756;Métro 13 Guy Moquet;75009;PARIS;Intérieur;OUI;A côté de la guichet;7j/7;Heures ouvrables;48.8929133, 2.3279756
48.85255;2.40603;Métro Maraîchers;75020;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85255, 2.40603
48.8608987;2.3465418;RER A Châtelet les Halles;75001;PARIS;Intérieur;OUI;Salle d'échange;7j/7;Heures ouvrables;48.8608987, 2.3465418
48.844906866717004;2.328786634724744;Métro Notre Dame des Champs;75006;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.844906866717004, 2.328786634724744
48.69572145045821;2.1632594790443473;RER Orsay Ville;91400;Orsay;Intérieur;OUI;Entre la recette et l?entrée;7j/7;Heures ouvrables;48.69572145045821, 2.1632594790443473
48.8750239;2.2938419;RER A Etoile;75008;PARIS;Intérieur;OUI;Salle d'échange;7j/7;Heures ouvrables;48.8750239, 2.2938419
48.88498;2.25921;Métro Pont de Neuilly;92200;PARIS;Intérieur;OUI;En face guichet;7j/7;Heures ouvrables;48.88498, 2.25921
48.789703736585174;2.4506883964086885;Créteil université;94000;Créteil;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.789703736585174, 2.4506883964086885
48.8750239;2.2938419;RER A Charles de Gaulle étoile;75008;PARIS;Intérieur;OUI;Salle d'échange;7j/7;Heures ouvrables;48.8750239, 2.2938419
48.83973710092034;2.398421942130051;Métro Daumesnil;75012;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.83973710092034, 2.398421942130051
48.86677987236041;2.290224942240132;Métro Boissière;75016;PARIS;Intérieur;OUI;À côté des automates;7j/7;Heures ouvrables;48.86677987236041, 2.290224942240132
48.8284494;2.310066;Métro 13 Gaité;75007;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8284494, 2.310066
48.8736226;2.3281999;Métro Quatre Septembre;75002;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8736226, 2.3281999
48.8835678;2.3280523;Métro Monceau;75017;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8835678, 2.3280523
48.84680;2.32695;Métro Saint Placide ligne 4;75006;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8468, 2.32695
48.891489;2.2393489;RER A la défense;92800;La défense;Intérieur;OUI;Salle d'échange;7j/7;Heures ouvrables;48.891489, 2.2393489
48.8830955;2.3714142;Ligne 5 Jaures;75019;PARIS;Intérieur;OUI;Côté recette;7j/7;Heures ouvrables;48.8830955, 2.3714142
48.8578957;2.273939;Métro La Muette;75016;PARIS;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.8578957, 2.273939
48.8796383;2.3269331;Métro 13 Liège;75009;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8796383, 2.3269331
48.83415;2.33208;Métro Denfert Rochereau;74014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.83415, 2.33208
48.8780673;2.2990058;Métro Ternes;75008;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8780673, 2.2990058
48.8716507;2.2935605;Métro Kléber;75116;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.8716507, 2.2935605
48.8507248;2.2929997;Métro 6 Bir Hakeim;75015;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.8507248, 2.2929997
48.86239;2.33666;Métro Palais Royal;75001;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.86239, 2.33666
48.839190475327136;2.282734918627327;Métro Boucicaut;75015;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.839190475327136, 2.282734918627327
48.8677543;2.3456736;Métro Sentier;75002;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8677543, 2.3456736
48.8609728;2.3471639;RER A Châtelet Les Halles;75001;PARIS;Intérieur;OUI;Hall Salle des échanges;7j/7;Heures ouvrables;48.8609728, 2.3471639
48.89641000000006;2.2811100000000692;Métro Pont de Levallois;92300;Levallois Perret;Extérieur;OUI;A coté du guichet service;7j/7;Heures ouvrables;48.89641000000006, 2.2811100000000692
48.8848341;2.2981063;Métro Porte de Champerret;75017;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8848341, 2.2981063
48.8368855;2.3595378;Métro 5 saint Marcel;75013;PARIS;Intérieur;OUI;Face a la recette;7j/7;Heures ouvrables;48.8368855, 2.3595378
48.83306942939;2.2871435563588687;Métro Porte de Versailles;75015;PARIS;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.83306942939, 2.2871435563588687
48.86371;2.34898;Métro Étienne Marcel ligne 4;75001;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.86371, 2.34898
48.83219909695845;2.3989410407069727;Métro Porte de Charenton;75012;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.83219909695845, 2.3989410407069727
48.85144;2.33112;Métro Saint Sulpice ligne 4;75006;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.85144, 2.33112
48.8582504;2.3902748;Métro père Lachaise;75011;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8582504, 2.3902748
48.8348165521815;2.3676445621012316;Métro Chevaleret;75013;PARIS;Intérieur;OUI;Recette à côté de l'escalier;7j/7;Heures ouvrables;48.8348165521815, 2.3676445621012316
48.769024513231365;2.462241037894221;Métro Créteil pointe du lac;94000;Créteil;Intérieur;OUI;A l'entrée de la bouche;7j/7;Heures ouvrables;48.769024513231365, 2.462241037894221
48.743119302033165;2.2963514418878668;RER B Fontaine Michalon;92160;Antony;Intérieur;OUI;Face la recette;7j/7;Heures ouvrables;48.743119302033165, 2.2963514418878668
48.83358000000004;2.33331000000004;RER B Denfert Rochereau;75014;PARIS;Intérieur;OUI;Près de la sortie;7j/7;Heures ouvrables;48.83358000000004, 2.33331000000004
48.872207;2.3297042;RER A Auber;75009;PARIS;Intérieur;OUI;Salle Recette;7j/7;Heures ouvrables;48.872207, 2.3297042
48.8849693;2.3779641;Ligne 5 Ourq;75019;PARIS;Intérieur;OUI;Côté recette;7j/7;Heures ouvrables;48.8849693, 2.3779641
48.8374755;2.376797;Métro 6 Quai de la gare;75012;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8374755, 2.376797
48.85465055445198;2.306099129248994;Métro la Tour Maubourg;75007;PARIS;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.85465055445198, 2.306099129248994
48.85465055445198;2.306099129248994;Métro École Militaire;75007;PARIS;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.85465055445198, 2.306099129248994
48.846052;2.4182952;Métro Porte de Vincennes;75019;Vincennes;Intérieur;OUI;En face service;7j/7;Heures ouvrables;48.846052, 2.4182952
48.82278;2.32585;Métro Porte d'Orléans;74014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.82278, 2.32585
48.78736261478183;2.29226358332257;RER B Fontenay aux Roses;92260;Fontenay aux roses;Intérieur;OUI;A l'entrée;7j/7;Heures ouvrables;48.78736261478183, 2.29226358332257
48.84676;2.41728;Métro Saint Mandé;94160;Saint Mandé;Intérieur;OUI;Proche service;7j/7;Heures ouvrables;48.84676, 2.41728
48.899888;2.3099136;Métro 13 La fourche;75017;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.899888, 2.3099136
48.82839;2.32685;Métro Alésia ligne 4;74014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.82839, 2.32685
48.8615475;2.3473644;RER A Châtelet les Halles;75001;PARIS;Intérieur;OUI;Salle des echanges;7j/7;Heures ouvrables;48.8615475, 2.3473644
48.853004465957966;2.3353918622822296;Métro Mabillon;75006;PARIS;Intérieur;OUI;A l'entrée de la bouche de métro;7j/7;Heures ouvrables;48.853004465957966, 2.3353918622822296
48.83307281049063;2.3364156329028534;Métro Saint Jacques;75014;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.83307281049063, 2.3364156329028534
48.8844699;2.3596986;Métro Chapelle;75010;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8844699, 2.3596986
48.87254;2.35592;Métro 4 Château d'eau;75010;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87254, 2.35592
48.86750;2.3133;Métro Champs Elysées Clemenceau;75008;PARIS;Intérieur;OUI;Droite guichet service;7j/7;Heures ouvrables;48.8675, 2.3133
48.8421031;2.2557759;Métro Porte d'Auteuil;75016;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8421031, 2.2557759
48.8817851;2.2701641;Métro Argentine;75008;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8817851, 2.2701641
48.8723181;2.3294498;RER A Auber;75009;PARIS;Intérieur;OUI;".
Arrivée depuis métro 3";7j/7;Heures ouvrables;48.8723181, 2.3294498
48.82720000000006;2.2787300000000528;Métro Corentin Celton;92130;Issy les moulineaux;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.82720000000006, 2.2787300000000528
48.922785;2.3459167;Métro 13 Saint Denis porte de Paris;93200;Saint Denis;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.922785, 2.3459167
48.8812654;2.3122621;Métro Villier;75008;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8812654, 2.3122621
48.81142100263918;2.383711003877096;Mairie d'Ivry;94200;Ivry sur Seine;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.81142100263918, 2.383711003877096
48.73946610678195;2.287549213673816;RER Les Baconnets;92160;Antony;Intérieur;OUI;Face à l'entrée;7j/7;Heures ouvrables;48.73946610678195, 2.287549213673816
48.8785478;2.2800938;Métro Porte Maillot;75016;PARIS;Intérieur;OUI;En face guichet service sortie Malakoff;7j/7;Heures ouvrables;48.8785478, 2.2800938
48.84796899223034;2.301101360032358;Métro Cambronne;75015;PARIS;Intérieur;OUI;Face à la recette à côté de l?entrée;7j/7;Heures ouvrables;48.84796899223034, 2.301101360032358
48.87355;2.31437;Métro Miromesnil;75008;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.87355, 2.31437
48.86950000000007;2.353490000000022;Métro Strasbourg Saint Denis;75002;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.86950000000007, 2.353490000000022
48.86495000000008;2.3014800000000264;Métro Alma-Marceau;75008;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.86495000000008, 2.3014800000000264
48.864400000000046;2.293610000000058;Métro Iéna;75018;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.864400000000046, 2.293610000000058
48.83758000000006;2.25583000000006;Porte de Saint Cloud;75016;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.83758000000006, 2.25583000000006
48.83137000000005;2.236660000000029;Métro Billancourt;92100;Boulogne-Billancourt;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.83137000000005, 2.236660000000029
48.826940000000036;2.3662500000000364;Métro Olympiades;75013;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.826940000000036, 2.3662500000000364
48.87312000000003;2.3317100000000437;Métro Chaussée d'Antin;75009;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87312000000003, 2.3317100000000437
48.92089000000004;2.410780000000045;Métro La Courneuve 8 mai 1945;93120;La Courneuve;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.92089000000004, 2.410780000000045
48.85114000000004;2.3626200000000495;Métro Sully-Morland;75004;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.85114000000004, 2.3626200000000495
48.941970000000026;2.2500800000000254;Métro Paul Vaillant Couturier;94800;VILLEJUIF;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.941970000000026, 2.2500800000000254
48.788110000000074;2.3680500000000393;Métro Villejuif Louis Aragon;94800;VILLEJUIF;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.788110000000074, 2.3680500000000393
48.87832000000003;2.381740000000036;Métro Buttes Chaumont;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87832000000003, 2.381740000000036
48.84361000000007;2.6160900000000424;RER A Noisiel;77186;Noisiel;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.84361000000007, 2.6160900000000424
48.841120000000046;2.547200000000032;RER A Noisy-le-Grand - Mont d'Est;93160;Noisy-Le-Grand;Extérieur;OUI;En face de la recette B;7j/7;Heures ouvrables;48.841120000000046, 2.547200000000032
48.79594000000003;2.513390000000072;RER A La Varenne - Chennevieres;94210;Saint-Maur-des-Fossés;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.79594000000003, 2.513390000000072
48.90185000000008;2.215310000000045;RER A Nanterre Université;92000;Nanterre;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.90185000000008, 2.215310000000045
48.885410000000036;2.1556000000000495;RER A Chatou - Croissy;78400;Chatou;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.885410000000036, 2.1556000000000495
48.90396000000004;2.39256000000006;Métro Aubervilliers Pantin Quatre Chemins;93500;PANTIN;Intérieur;OUI;ACCUEIL;7j/7;Heures ouvrables;48.90396000000004, 2.39256000000006
48.8329566;2.333723;Denfert Rochereau;75014;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.8329566, 2.333723
48.87227;2.30993;Métro Saint Philippe du Roule;75008;PARIS;Intérieur;OUI;Au guichet;7j/7;Heures ouvrables;48.87227, 2.30993
48.8471044;2.4085552;Ligne 1 Porte de Vincennes;75012;PARIS;Intérieur;OUI;Couloir proximité du guichet;7j/7;Heures ouvrables;48.8471044, 2.4085552
48.87703;2.28421;Porte Maillot;75017;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.87703, 2.28421
48.7548527;2.3009375;RER B ANTONY;92160;Antony;Intérieur;OUI;Au guichet après les portiques;7j/7;Heures ouvrables;48.7548527, 2.3009375
48.86654000000004;2.3511100000000624;Réaumur Sébastopol;75003;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.86654000000004, 2.3511100000000624
48.88244001014267;2.3372444009793143;Métro Notre Dame de Lorette;75009;PARIS;Intérieur;OUI;A l'entrée;7j/7;Heures ouvrables;48.88244001014267, 2.3372444009793143
48.75431000000003;2.3007800000000316;RER Antony;92160;Antony;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.75431000000003, 2.3007800000000316
48.8653921;2.355791;Métro 11 République;75003;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8653921, 2.355791
48.845276;2.2616003;Métro Michel Ange Molitor;75016;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.845276, 2.2616003
48.8820726;2.370487;Métro Stalingrad;75019;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8820726, 2.370487
48.878670981563005;2.362420969811467;Métro Château Landon;75010;PARIS;Intérieur;OUI;ACCUEIL;7j/7;Heures ouvrables;48.878670981563005, 2.362420969811467
48.8468163;2.2880566;Métro Charles Michels;75015;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8468163, 2.2880566
48.8609728;2.3471639;RER A Châtelet;75001;PARIS;Intérieur;OUI;Couloir proximité du guichet;7j/7;Heures ouvrables;48.8609728, 2.3471639
48.8319187;2.3563162;Ligne 13 Place d'Italie;75013;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8319187, 2.3563162
48.8753915;2.3996781;Métro 11 TÉLÉGRAPHE;75019;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8753915, 2.3996781
48.88244001014267;2.3372444009793143;Métro Saint Georges;75009;PARIS;Intérieur;OUI;À gauche de la recette;7j/7;Heures ouvrables;48.88244001014267, 2.3372444009793143
48.87444;2.32141;Métro Saint Augustin;75008;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.87444, 2.32141
48.84777775084922;2.3951065251665544;Métro Nation;75011;PARIS;Intérieur;OUI;À doute de l'entrée face à la recette;7j/7;Heures ouvrables;48.84777775084922, 2.3951065251665544
48.8462366;2.3670068;Métro 5 Bastille;75012;PARIS;Intérieur;OUI;Cote recette;7j/7;Heures ouvrables;48.8462366, 2.3670068
48.8466614;2.279978;Métro Eglise d'Auteuil;75016;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8466614, 2.279978
48.695676932986224;2.1631694723821706;RER Bures sur Yvette;91400;Bures sur Yvette;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.695676932986224, 2.1631694723821706
48.87186;2.30047;Métro Georges V;75008;PARIS;Intérieur;OUI;Côté gauche couloir guichet service;7j/7;Heures ouvrables;48.87186, 2.30047
48.8506698;2.4938352;RER A Val de Fontenay;94120;Val de Fontenay;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8506698, 2.4938352
48.832475883073336;2.2883788770396674;Métro Porte de Versailles;75015;PARIS;Intérieur;OUI;A l'entrée de la bouche sortie Vaugirard;7j/7;Heures ouvrables;48.832475883073336, 2.2883788770396674
48.89600000000007;2.223190000000045;Nanterre Prefecture;92000;Nanterre;Intérieur;OUI;INFIRMERIE;7j/7;Heures ouvrables;48.89600000000007, 2.223190000000045
48.8691217;2.3403776;Métro 3 Malesherbes;75017;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8691217, 2.3403776
48.84060000000005;2.2289700000000607;Métro Boulogne pont de saint cloud;92100;Boulogne;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.84060000000005, 2.2289700000000607
48.84227;2.32916;Métro Vavin ligne 4;74014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.84227, 2.32916
48.69741452498827;2.1821345855719847;RER B Le Guichet;91400;Orsay;Intérieur;OUI;À côté de l entrée;7j/7;Heures ouvrables;48.69741452498827, 2.1821345855719847
48.865463993915114;2.3347620304370196;Pyramides;75001;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.865463993915114, 2.3347620304370196
48.82014;2.36437;Porte de Choisy;75013;PARIS;Intérieur;OUI;HALL D'ACCUEIL;7j/7;Heures ouvrables;48.82014, 2.36437
48.78004797487357;2.4591513994908554;Métro Créteil préfecture;94000;Créteil;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.78004797487357, 2.4591513994908554
48.84263;2.3204;Métro Montparnasse Bienvenue;75014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.84263, 2.3204
48.85747;2.38048;Métro Voltaire Paris 11e;75011;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85747, 2.38048
48.89149;2.37746;Métro 7 Crimée;75019;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.89149, 2.37746
48.84566;2.42801;Métro Berault;94300;Vincennes;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.84566, 2.42801
48.8303334;2.3102194;Métro 13 porte de Vanves;75014;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.8303334, 2.3102194
48.85029676096489;2.383768602358215;Métro Faidherbe Chaligny;75012;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.85029676096489, 2.383768602358215
48.83546446847192;2.2779693450803546;Métro Balard;75015;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.83546446847192, 2.2779693450803546
48.8310848;2.3548316;Ligne 5 Place d'Italie;75013;PARIS;Intérieur;OUI;Face a la recette;7j/7;Heures ouvrables;48.8310848, 2.3548316
48.8663635199571;2.3235154029212257;Métro Concorde;75008;PARIS;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.8663635199571, 2.3235154029212257
48.8559002;2.3681479;Ligne 5 Oberkampf;75011;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8559002, 2.3681479
48.85169396905309;2.3271213549221677;Métro Sèvres Babylonne;75015;PARIS;Intérieur;OUI;A l'entrée recette;7j/7;Heures ouvrables;48.85169396905309, 2.3271213549221677
48.842191;2.3650215;Métro Gare d'Austerlitz;75013;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.842191, 2.3650215
48.843666;2.3744209;Gare de Lyon RER A;75012;PARIS;Intérieur;OUI;HALL RER A;7j/7;Heures ouvrables;48.843666, 2.3744209
48.8509797;2.3779284;Métro Ledru Rollin;75012;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8509797, 2.3779284
48.851251;2.3984735;Métro Avron;75011;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.851251, 2.3984735
48.8486948;2.395644;Nation;75012;PARIS;Intérieur;OUI;Salle echanges Inf.;7j/7;Heures ouvrables;48.8486948, 2.395644
48.84146993603237;2.308065745797896;Métro Volontaire;75015;PARIS;Intérieur;OUI;A l?entrée de la bouche;7j/7;Heures ouvrables;48.84146993603237, 2.308065745797896
48.8582504;2.3902748;Métro Philippe Auguste;75011;PARIS;Intérieur;OUI;En face du guichet service;7j/7;Heures ouvrables;48.8582504, 2.3902748
48.8425326;2.3660541;Métro Gare d'Austerlitz;75013;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8425326, 2.3660541
48.84334;2.32445;Métro Montparnasse Bienvenue;74014;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.84334, 2.32445
48.8715334;2.4035743;Métro Saint Fargeau;75020;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8715334, 2.4035743
48.8853803;2.3423837;Funiculaire Montmartre gare haute;75018;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8853803, 2.3423837
48.8965626;2.4261281;Métro 5 Eglise de Pantin;93500;Pantin;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.8965626, 2.4261281
48.77065883812758;2.31014821590491;RER B Parc de Sceaux;92160;Antony;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.77065883812758, 2.31014821590491
48.8707447;2.3476237;Métro Bonne Nouvelle;75010;PARIS;Intérieur;OUI;près de la recette;7j/7;Heures ouvrables;48.8707447, 2.3476237
48.8736226;2.3281999;Métro Havre Caumartin;75009;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8736226, 2.3281999
48.8834508;2.3444239;Métro Place de Clichy;75017;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8834508, 2.3444239
48.86636352;2.3235154099999997;Métro Assemblée nationale;75007;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.86636352, 2.3235154099999997
48.8347509795907;2.3673953487909247;Métro Chevaleret;75013;PARIS;Intérieur;OUI;Sur le côté de l'escalier;7j/7;Heures ouvrables;48.8347509795907, 2.3673953487909247
48.8653646;2.3822992;Métro Temple;75003;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8653646, 2.3822992
48.8835219;2.340914;Métro Blanche;75009;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8835219, 2.340914
48.8858787;2.2929609;Métro Louise Michel;92300;Levallois Perret;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8858787, 2.2929609
48.8749378;2.3911948;Ligne 11 Mairie des lilas;93045;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8749378, 2.3911948
48.8487627;2.3956279;RER A Nation;75012;PARIS;Intérieur;OUI;Salle echanges;7j/7;Heures ouvrables;48.8487627, 2.3956279
