code_externe,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
C00306,64975,491421,"Moulin Sarrazin","Jaurès Leclerc",60,154
C00306,65248,65289,Robespierre,"Douce Fève",60,77
C00306,64692,417678,Daubigny,Pâture,120,58
C00306,64735,64742,Germinal,"Louis Rameau",120,20
C00306,65162,479899,"Rue de Coudray","Jean Lurçat",60,154
C00306,64700,64703,"La Rivière","84 - 89 Salvador Allende",60,115
C00306,64741,415615,"Houilles - Carrières-sur-Seine",Pasteur,60,58
C00306,64758,420134,"Pont de Bezons",Carasso,60,57
C00306,64908,491421,"Espace Nelson Mandela","Jaurès Leclerc",60,151
C00306,64742,420134,"Louis Rameau",Carasso,60,54
C00306,64692,64700,Daubigny,"La Rivière",60,58
C00306,64835,64838,"Francis de Pressensé",Lilas,60,154
C00306,65162,65179,"Rue de Coudray","Route de Cormeilles",60,154
C00306,65019,65052,"Square Aquitaine","Bretagne / Place François Rabelais",60,154
C00306,65246,65254,Craonne,"Marché des Côteaux",60,47
C00306,64835,64865,"Francis de Pressensé",Brigadières,60,135
C02164,66567,66650,"École Pasteur / Jules Ferry","Les Noues",180,17
C02164,66567,487087,"École Pasteur / Jules Ferry","Rouget de Lisle",120,19
C02164,66631,66650,"École Jean Jaurès","Les Noues",120,19
C02164,66631,73954,"École Jean Jaurès","Rue Sieyès",60,19
C02164,66597,74176,"Les Coteaux","Rue Rolland",60,10
C02164,73954,74176,"Rue Sieyès","Rue Rolland",60,18
C02164,66597,487087,"Les Coteaux","Rouget de Lisle",60,10
C00617,65737,481036,"Jean Jaurès","Rond-Point de Bonneuil",120,40
C00617,66038,66052,"Les Marronniers / Pierre Brossolette","Myosotis / Place des Roses",60,40
C00617,65961,66075,"Villa des Châtaigniers","Jules Ferry / École Louise Michel",120,40
C00617,65737,65760,"Jean Jaurès","La Madeleine / Collège Philippe Auguste",60,40
C00617,65828,65926,"Guy de Maupassant","Pierre Salvi / Rond-Point du 14 Juillet",90,40
C00617,66009,66038,"Villiers-le-Bel - Gonesse - Arnouville","Les Marronniers / Pierre Brossolette",90,40
C00617,66075,66149,"Jules Ferry / École Louise Michel","Maurice Meyer",,0
C00617,66052,427474,"Myosotis / Place des Roses","Place des Marronniers",90,40
C00617,65926,65961,"Pierre Salvi / Rond-Point du 14 Juillet","Villa des Châtaigniers",60,40
C00617,65760,65828,"La Madeleine / Collège Philippe Auguste","Guy de Maupassant",60,40
C00617,66149,427474,"Maurice Meyer","Place des Marronniers",60,40
C00616,65501,481036,"Mairie de Bonneuil","Rond-Point de Bonneuil",120,65
C00616,65501,65549,"Mairie de Bonneuil","Rond-Point du Christ / Les Quinconces",120,65
C00616,65854,66009,"La Poste","Villiers-le-Bel - Gonesse - Arnouville",120,92
C00616,65549,65654,"Rond-Point du Christ / Les Quinconces","Mairie Annexe - Collège Jean Moulin",120,65
C00616,65671,65735,"Léon Blum","Saint Blin (Lycée René Cassin)",120,27
C00616,65654,65695,"Mairie Annexe - Collège Jean Moulin",Cimetière,60,92
C00616,65654,65694,"Mairie Annexe - Collège Jean Moulin","Roger Dehasque",60,27
C00616,65695,65753,Cimetière,"Pierre Curie / Place Gabriel Péri",60,92
C00616,65753,65803,"Pierre Curie / Place Gabriel Péri","Jean Jaurès",60,92
C00616,65803,65854,"Jean Jaurès","La Poste",60,67
C00616,65671,65694,"Léon Blum","Roger Dehasque",60,27
C00611,65879,65949,"Centre d'Apprentissage","Salle des Fêtes",60,11
C00611,65949,422532,"Salle des Fêtes","Gonesse Hôpital",60,11
C00611,65634,65681,Ampère,"Gay Lussac",120,11
C00611,65634,65646,Ampère,Berthelot,60,11
C00611,65758,421852,"Fontaine Cypierre","La Malmaison",60,11
C00611,65758,65834,"Fontaine Cypierre",Cressonnières,60,11
C00611,65935,66003,"Hector Berlioz",Aubépines,60,6
C00611,66009,66038,"Villiers-le-Bel - Gonesse - Arnouville","Les Marronniers / Pierre Brossolette",120,11
C00611,65681,65712,"Gay Lussac","Zone Industrielle",60,11
C00611,65934,65967,"ZI Arsonval","Souvenir Français",60,5
C00611,66003,66038,Aubépines,"Les Marronniers / Pierre Brossolette",60,5
C00611,65834,65934,Cressonnières,"ZI Arsonval",60,11
C00611,65879,65926,"Centre d'Apprentissage","Pierre Salvi / Rond-Point du 14 Juillet",60,6
C00611,65646,421852,Berthelot,"La Malmaison",60,11
C00611,65926,65935,"Pierre Salvi / Rond-Point du 14 Juillet","Hector Berlioz",60,5
C00611,65967,422532,"Souvenir Français","Gonesse Hôpital",60,6
C00609,65720,69161,"Les Mines","Église Saint Eloi / Charles de Gaulle",300,41
C00609,73590,73596,Marguilliers,"Aéroport CDG 1 (Terminal 3)",420,21
C00609,73590,74162,Marguilliers,"Tour de Contrôle / Parking Pr",360,20
C00609,69161,73991,"Église Saint Eloi / Charles de Gaulle","Centre Commercial Aéroville",180,41
C00609,65949,66192,"Salle des Fêtes","Chemin d'Écouen",180,41
C00609,73596,74162,"Aéroport CDG 1 (Terminal 3)","Tour de Contrôle / Parking Pr",120,20
C00609,66192,66251,"Chemin d'Écouen","Place Gaston Tessier",120,21
C00609,66009,66187,"Villiers-le-Bel - Gonesse - Arnouville","Place de Lattre de Tassigny / Maréchal Foch",180,21
C00609,66009,66129,"Villiers-le-Bel - Gonesse - Arnouville","Square la Garenne",120,20
C00609,65704,65758,"Triangle de Gonesse / Patte d'Oie","Fontaine Cypierre",120,41
C00609,65949,422532,"Salle des Fêtes","Gonesse Hôpital",60,41
C00609,66177,66192,"Aristide Briand - Général Durand","Chemin d'Écouen",60,20
C00609,65704,65720,"Triangle de Gonesse / Patte d'Oie","Les Mines",60,41
C00609,65758,65834,"Fontaine Cypierre",Cressonnières,60,41
C00609,73590,73991,Marguilliers,"Centre Commercial Aéroville",60,36
C00609,66260,423648,"Raymond Poincaré",Scribe,,0
C00609,65934,65967,"ZI Arsonval","Souvenir Français",60,20
C00609,65834,65934,Cressonnières,"ZI Arsonval",60,41
C00609,66129,66177,"Square la Garenne","Aristide Briand - Général Durand",120,20
C00609,423648,483637,Scribe,"Place Sangnier",60,21
C00609,65967,422532,"Souvenir Français","Gonesse Hôpital",60,21
C00609,66251,66260,"Place Gaston Tessier","Raymond Poincaré",60,21
C00609,66188,483637,"Mairie Annexe La Fauconnière","Place Sangnier",60,26
C00609,66187,483637,"Place de Lattre de Tassigny / Maréchal Foch","Place Sangnier",60,16
C00211,66632,66669,"Mairie / Les Noues","Les Montagnettes",60,31
C00211,66735,66758,Renaissance,"Georges Brassens",120,33
C00211,66669,483478,"Les Montagnettes",Acacias,60,31
C00211,66650,66671,"Les Noues","Résidence Ambroise Croizat",120,33
C00211,66725,66755,Camélinat,"Gendarmerie - La Motte Picquet",120,34
C00211,66671,66706,"Résidence Ambroise Croizat","Eugène Varlin",60,32
C00211,66706,66735,"Eugène Varlin",Renaissance,60,33
C00211,66758,66772,"Georges Brassens","Place Sydney Béchet",60,33
C00211,66632,66650,"Mairie / Les Noues","Les Noues",60,31
C00211,66755,66772,"Gendarmerie - La Motte Picquet","Place Sydney Béchet",60,33
C00211,66725,483478,Camélinat,Acacias,60,22
C02264,64438,477597,"Stade Omnisports","Allée des Machines",120,19
C02264,64458,477597,"Cultures Lorraine","Allée des Machines",120,19
C02264,64579,64582,"Route de Croissy / République","Le Vésinet - Le Pecq",150,38
C02264,64516,477593,"Cirsee Buisson","Chemin de Ronde",120,19
C02264,64526,477593,Liberté,"Chemin de Ronde",120,19
C02264,64438,483237,"Stade Omnisports",IRSN,60,19
C02264,64514,477620,"Le Vésinet - Centre","Président Roosevelt",240,38
C02264,64526,64551,Liberté,"Alain / Verdun",60,19
C02264,64458,64477,"Cultures Lorraine","Henri Régnault",60,19
C02264,64424,477622,Gabillons,Crèche,60,19
C02264,477593,477597,"Chemin de Ronde","Allée des Machines",60,38
C02264,64452,477620,"Princesse Croissy","Président Roosevelt",60,38
C02264,64577,64579,"Jean Jaurès","Route de Croissy / République",60,19
C02264,64561,64577,Aligre,"Jean Jaurès",120,19
C02264,64537,64561,"Président Wilson",Aligre,60,19
C02264,64551,64579,"Alain / Verdun","Route de Croissy / République",60,19
C02264,64452,477622,"Princesse Croissy",Crèche,120,19
C02264,64424,483237,Gabillons,IRSN,60,19
C02264,64516,64537,"Cirsee Buisson","Président Wilson",60,19
C02264,64452,64473,"Princesse Croissy","École Princesse",60,19
C02264,64473,64477,"École Princesse","Henri Régnault",60,19
C00263,70269,416071,"Créteil - L'Échat",CROUS,1140,247
C00263,68129,68217,Torcy,"Les Quatre Pavés",600,271
C00263,68217,68224,"Les Quatre Pavés",Mairie,240,271
C00263,68224,74195,Mairie,"Bois de Grâce",300,271
C00263,68159,74195,Ampère,"Bois de Grâce",120,271
C00263,68159,416071,Ampère,CROUS,120,271
