zdc,label,commune,latitude,longitude
491309,"Clos Marie",Fontenay-en-Parisis,49.04976181,2.45167735
67041,"Place Jean Moulin",Mériel,49.07382355,2.21637266
414345,Bordeaux-Odent,Senlis,49.20476029,2.58703704
60902,Ermitage,Draveil,48.66805439,2.43604309
62570,"Forest Ferme",Chaumes-en-Brie,48.67204771,2.81862886
67590,Mairie,Férolles-Attilly,48.73244635,2.62866576
67411,"Hameau de Retal",Liverdy-en-Brie,48.68664029,2.77802823
486794,Courgousson,Aubepierre-Ozouer-le-Repos,48.62902961,2.87004394
62575,"Salle des Fêtes",Bernay-Vilbert,48.67547061,2.9380677
67588,"Le Tau",Touquin,48.73010504,3.03377209
67431,"Place de la Mairie",Vaudoy-en-Brie,48.68868163,3.08039649
74085,"Jean Jaurès",Houilles,48.91996754,2.19280304
485731,"Château Gaillard",Champmotteux,48.34512938,2.32087984
485835,"Salle Polyvalente",Mondeville,48.48895931,2.42064435
59459,"Le Poty",Valpuiseaux,48.38603364,2.3043454
66753,Alligator,Mousseaux-sur-Seine,49.04086347,1.64038919
482728,"La Cavée",Villepreux,48.83496298,2.01210176
480556,"Emile Raspail",Arcueil,48.80099266,2.33155591
73704,"Rue de la SFIM",Palaiseau,48.72208609,2.24703012
70838,"Collège La Malmaison",Rueil-Malmaison,48.87347988,2.16899593
60827,Carrières,"La Ville-du-Bois",48.65823339,2.26614347
70787,Bergerie,Rueil-Malmaison,48.86340895,2.16281798
62298,"Mare du Plessis",Chenoise-Cucharmoy,48.59652122,3.17248467
74165,"Hameau de Grivery",Gometz-le-Châtel,48.67160956,2.15483339
66406,Cholet,"La Villeneuve-en-Chevrie",49.00935578,1.54265899
420428,Saint-Clair,Gometz-le-Châtel,48.67206996,2.15253067
63248,Village,Milon-la-Chapelle,48.72558233,2.04885299
63333,"Port Royal",Saint-Lambert,48.73772113,2.01614426
60920,"Route de Janvry",Gometz-la-Ville,48.67133023,2.12607256
74170,Mauregard,Gometz-la-Ville,48.67936367,2.10076804
60498,Villevert,Pecqueuse,48.63283892,2.03736056
422048,"Route de Villevert",Pecqueuse,48.63136256,2.04168978
60682,Place,Janvry,48.64716895,2.15476664
59899,"Bouc Etourdi",Longvilliers,48.55603359,2.00369926
64327,Mairie,Saint-Nom-la-Bretèche,48.8599304,2.02087
64344,"Hameau Saint-Martin",Saint-Nom-la-Bretèche,48.86167508,2.01428058
64288,Demarine,Noisy-le-Roi,48.851705,2.05038054
64220,"Collège La Quintinie",Noisy-le-Roi,48.83738662,2.06983875
60070,Sauvage,Émancé,48.58518263,1.74088817
62714,Rotoir,"Le Perray-en-Yvelines",48.68904456,1.83955373
60044,Poyers,Orphin,48.57931549,1.76738672
60345,"Petit Goulet",Saint-Hilarion,48.61596814,1.72567075
63746,Mairie,Grosrouvre,48.78218949,1.76162823
63345,"Le Hallier",Condé-sur-Vesgre,48.73846753,1.67155981
63246,"La Colonie",Condé-sur-Vesgre,48.7238113,1.70404649
415033,L'Epinette,"La Hauteville",48.69893324,1.64053376
63141,Curé,Grandchamp,48.71177418,1.59812884
60023,"Collège Brassens",Saint-Arnoult-en-Yvelines,48.57638945,1.94751116
60116,Centre,Émancé,48.59078167,1.73103004
60004,Beauvais,Orphin,48.57300067,1.76052644
66814,"Les Heuruelles",Cergy,49.04721932,2.05551777
64442,Wandrille,Septeuil,48.88117907,1.68369762
64234,"Rue du Môle",Gressey,48.8384671,1.60766618
64342,"Rue d'Autouillet",Marcq,48.86138684,1.81582654
64397,Rolanderie,Prunay-le-Temple,48.85254617,1.68008674
64094,Voltaire,Saint-Germain-de-la-Grange,48.81986985,1.91348979
64171,Cressay,Neauphle-le-Vieux,48.82756884,1.86885152
64154,Brunel,Gressey,48.8224879,1.60497348
62376,"Fontaine Montaiguillon",Louan-Villegruis-Fontaine,48.6164449,3.51533433
72026,Montgolfier,Pantin,48.89400689,2.40172146
64168,"Jean de la Fontaine",Villepreux,48.8273887,2.00328182
488456,"Terte de Chérisy",Vaux-le-Pénil,48.54142004,2.68847423
462204,Servolles,Hermé,48.4876426,3.32824484
62452,Rupéreux,Rupéreux,48.63647587,3.3275361
62279,Rouillot,Rouilly,48.58890048,3.28558446
62216,Richebourg,Léchelle,48.56980382,3.37023589
67563,Maisoncelles,Saint-Martin-du-Boschet,48.7148254,3.42550924
61768,"Le Villé",Mons-en-Montois,48.48633054,3.14810198
62566,"Les Marêts","Les Marêts",48.66779229,3.31559191
61993,"Les Hauts de Rougements",Poigny,48.5363007,3.29051308
62049,"Le Mez de la Madeleine",Poigny,48.54426111,3.2638275
67430,"Le Corbier",Jouy-le-Châtel,48.68822091,3.12458769
62296,"La Queue aux Bois",Louan-Villegruis-Fontaine,48.59290024,3.47291598
425534,"Courton le Haut",Saint-Loup-de-Naud,48.53413362,3.23289371
62249,Corberon,Vieux-Champagne,48.58223422,3.16142894
62046,Bourg,Chalautre-la-Grande,48.54197396,3.45972217
61622,Mairie,Passy-sur-Seine,48.42530319,3.34859071
61515,Avigny,Mousseaux-lès-Bray,48.39973421,3.22638081
61649,"Saint Sauveur",Saint-Sauveur-lès-Bray,48.43772437,3.20788657
66561,Mairie,Fontenay-Saint-Père,49.02473395,1.75604939
66705,"Les Perruches",Blaru,49.03575879,1.48798422
63462,"Collège Hélène Boucher",Voisins-le-Bretonneux,48.76070197,2.04598191
68424,Mairie,"La Trétoire",48.87372509,3.25190355
64142,Pyrénées,Villepreux,48.82439153,1.99979752
480732,Mairie,Saint-Mars-Vieux-Maisons,48.74157938,3.32032146
67973,Mairie,Saint-Barthélemy,48.81610505,3.36061304
67972,"Place de la Mairie",Chauffry,48.81737976,3.18393302
67927,Martroy,Chailly-en-Brie,48.81115233,3.13249324
67835,Chailloy,Chailly-en-Brie,48.79416303,3.12439146
67637,Montbauchet,Amillis,48.73990511,3.13847258
68222,"Bois Retz",Montdauphin,48.84707768,3.41372554
67981,Pinebart,Jouy-sur-Morin,48.8180763,3.2979661
68177,Corbeville,Giremoutiers,48.8454348,3.02174699
68431,"Petit Saussoy",Doue,48.87500759,3.19054436
68539,Mauroy,Doue,48.88500094,3.1713128
68404,Butheil,Doue,48.87220289,3.18405844
67848,Cascade,Saint-Augustin,48.7963313,3.01535559
67824,Coupigny,Saint-Martin-des-Champs,48.79065014,3.343191
68079,"Le Ménillot",Saint-Denis-lès-Rebais,48.82970958,3.20086763
67952,Lotissement,Saint-Barthélemy,48.81336824,3.35853784
67702,"La Garenne",Beautheil-Saints,48.75946181,3.05727071
67715,"Rue de la Croix",Chartronges,48.76040064,3.26683784
463972,"Fernand Leger",Gif-sur-Yvette,48.70326968,2.1003771
60851,"Mairie / Gaizon","La Ville-du-Bois",48.66074059,2.26720814
480417,Bourgogne,Saulx-les-Chartreux,48.68699164,2.25760224
423736,"Bois Joly","Le Port-Marly",48.87341175,2.10467149
462676,"Rue de Condé",Condé-Sainte-Libiaire,48.89084578,2.84131025
68434,"Carrefour de Sarcy",Bouleurs,48.87728539,2.91223621
69239,"Saint Albert",Lizy-sur-Ourcq,49.02462035,3.0229979
69188,Pisseloup,Sainte-Aulde,49.00354859,3.20069235
479657,"Mont Denis",Sancy,48.86678778,2.95656998
69329,"Marnoue les Moines",Ocquerre,49.05653374,3.06619041
69333,"Marnoue la Poterie",May-en-Multien,49.0571686,3.05541017
69341,"Les Brûlis",Coulombs-en-Valois,49.05982974,3.10862322
485292,"Le Choisel",Crécy-la-Chapelle,48.85934999,2.93561389
68292,"La Mare Houleuse",Magny-le-Hongre,48.86075354,2.80950777
69431,Hervilliers,Coulombs-en-Valois,49.09172772,3.13017067
69003,"Chemin de Velours",Meaux,48.96575992,2.87652278
68452,Champagne,Saint-Germain-sur-Morin,48.87829541,2.85131535
68219,"Bout d'en Haut",Voulangis,48.85089996,2.89095381
62692,Ruisseau,Gif-sur-Yvette,48.68838121,2.1479188
62852,"Rue de l'Avenir",Villebon-sur-Yvette,48.69726567,2.20756137
62829,"Pont des Cascades",Villebon-sur-Yvette,48.69667829,2.21258418
63335,"Collège Emile Zola",Igny,48.73828537,2.22040165
63409,"Voie du Bois",Verrières-le-Buisson,48.75436038,2.26903643
70002,"Victor Vernadat","Le Plessis-Robinson",48.77831238,2.2632029
63408,"Le Colombier",Verrières-le-Buisson,48.75356784,2.27033977
485316,"Rue du Lion","La Ferté-sous-Jouarre",48.94386699,3.1286129
65344,Bocquets,Ménerville,48.96202046,1.59834764
66670,Faîtes,Bonnières-sur-Seine,49.03504299,1.58800521
62199,"Capitaine Freedy",Saint-Fargeau-Ponthierry,48.56973682,2.53852973
65272,"Place Commandant Grimblot",Mézières-sur-Seine,48.96074903,1.79496173
64704,"Grande Rue",Jumeauville,48.91418268,1.78629713
67108,Transformateur,Ableiges,49.09117898,1.98141254
74242,Morvent,Bonnières-sur-Seine,49.01760013,1.56784645
65405,Mairie,Ménerville,48.96638781,1.6018907
65440,"Les Mulottes",Bréval,48.96881102,1.56566627
64677,"La Noue",Mondreville,48.90881922,1.54835341
66076,Sources,Gargenville,48.9956209,1.80988352
65316,"Les Gâts",Ménerville,48.96277098,1.59254971
66090,Duvivier,Limay,48.99727849,1.72862011
66786,Cornouiller,Sailly,49.04391002,1.80058224
65496,"Lycée Lavoisier",Porcheville,48.97365287,1.77438941
64534,"Moulin à Vent",Tilly,48.89010233,1.56855765
65594,"La Cour aux Huans",Boissy-Mauvoisin,48.97560781,1.59278957
62044,"Pierre Percée","Le Mée-sur-Seine",48.54670876,2.63743304
67301,"Place du Village",Menouville,49.1505667,2.11040816
67081,Villeneuve,Villers-en-Arthies,49.08286761,1.73584498
74155,Tavernes,Cléry-en-Vexin,49.12831691,1.84521472
66995,"Les Millonets",Vienne-en-Arthies,49.063791,1.71601486
67317,"Four à Chaux",Chars,49.15373712,1.94212819
67045,"La Goulée",Vétheuil,49.0737019,1.70438137
426979,"Grande Rue","Le Bellay-en-Vexin",49.15273104,1.88543848
74202,"La Chapelle",Marines,49.16174258,1.97681633
67197,"Belles Vues",Santeuil,49.12452233,1.94610862
426978,École,"Le Bellay-en-Vexin",49.15424533,1.88389796
417121,Collège,Bray-et-Lû,49.14072335,1.66343891
482559,"Hacquinière - Montaigne",Gif-sur-Yvette,48.68818975,2.14004219
66682,"Longues Rayes",Brueil-en-Vexin,49.03322806,1.82436674
74208,Puce,Bréval,48.94297803,1.53791059
64732,Mairie,Boinvilliers,48.91820879,1.66025715
66918,Mairie,Drocourt,49.05658363,1.76712173
66630,Barrage,Méricourt,49.03112425,1.61835119
66701,Mairie,Méricourt,49.03686257,1.62940095
67059,"Petit Pont",Moisson,49.07561739,1.63058075
66459,"Le Baliquet","La Villeneuve-en-Chevrie",49.01376387,1.55168213
66530,"Les Marcets","La Villeneuve-en-Chevrie",49.00750147,1.53072173
480559,Disneyland,Chessy,48.87094842,2.78123726
412632,"Saint Eloi",Pithiviers,48.18166179,2.25177751
73754,"La Ferté-Gaucher","La Ferté-Gaucher",48.78270497,3.29757358
413783,"Institut Saint-Dominique",Mortefontaine,49.10916828,2.605137
474227,"Clinique des Yvelines",Rambouillet,48.66283911,1.86937245
59456,"Auvers (Allée de la Madeleine)",Noisy-sur-École,48.38362791,2.4893106
61467,"Croix Saint Jérôme (Chemin du Montois)",Noisy-sur-École,48.39070973,2.50230442
497110,"Général de Gaulle",Maisons-Laffitte,48.94481653,2.14120601
59799,Vallée,Souzy-la-Briche,48.52824219,2.15065619
59613,Tilleul,Boutervilliers,48.45288126,2.0568891
425924,Saint-Exupéry,Lardy,48.52253837,2.26104054
59747,Marchais,Roinville,48.51721302,2.05646377
59826,Colas,Roinville,48.53226501,2.05319939
480718,"Buttes Rouges",Roinville,48.53054717,2.03757226
59698,Fourchainville,Villeconin,48.50140754,2.12359609
59812,Blancheface,Sermaise,48.52852126,2.09697513
59841,"Maison de Retraite René Legros",Dourdan,48.5368315,2.00322421
478585,Boinveau,Cerny,48.49926241,2.27964274
478580,Orgemont,Cerny,48.48721399,2.28971461
59857,Rochefontaine,Saint-Sulpice-de-Favières,48.54164228,2.17432379
462346,Marancourt,Arrancourt,48.34629006,2.15325504
60242,Soucy,Fontenay-lès-Briis,48.60818518,2.16664128
60089,Berchevilliers,Saint-Maurice-Montcouronne,48.58835244,2.11228344
60437,Chardonnet,Forges-les-Bains,48.62571792,2.07296273
59744,"20 rue Panserot",Lardy,48.51590264,2.24159444
59419,Mairie,Arrancourt,48.34206065,2.16202824
59649,"Place de l'Église",Boissy-le-Sec,48.47861797,2.08875385
497053,"Parc Corbière","Le Pecq",48.90408274,2.10870042
496982,"Olivier de Serres","Paris 15e",48.83437782,2.29551582
496960,"Port Autonome",Porcheville,48.98016806,1.75643298
72557,"Heurtault (Rue Heurtault)",Aubervilliers,48.91534684,2.37690213
72913,Clauteaux,Sucy-en-Brie,48.76599169,2.51495812
63605,"Victor Hugo",Jouy-en-Josas,48.77197485,2.16398534
62468,Mairie,Verneuil-l'Étang,48.64465653,2.83581306
62235,"École E. Piot",Saint-Germain-Laxis,48.58196065,2.70888124
496817,"103 Rue Grande Misy",Misy-sur-Yonne,48.35803367,3.10410978
496815,Villiers,Laval-en-Brie,48.4422966,3.00397528
496804,"Grand Courcelles",Chevry-en-Sereine,48.24060564,2.96465563
496798,"Les Moines / Mairie",Blennes,48.2572272,3.02335027
496794,Maurepas,Blennes,48.22409111,3.00223526
496793,"Villeneuve Les Ormes",Blennes,48.22635808,3.01063815
496791,"14 Route de Marolles",Barbey,48.36783802,3.05329328
496783,"La Bondue","La Brosse-Montceaux",48.32119969,3.01504165
62540,Molière,Combs-la-Ville,48.6644461,2.54518978
62547,Hottinguer,Combs-la-Ville,48.66531333,2.54853631
62192,"Institution Nazareth",Voisenon,48.5687392,2.66194911
62379,"Collège des Maillettes",Moissy-Cramayel,48.62321272,2.58971281
62299,Chanteraine,Savigny-le-Temple,48.59991447,2.56669034
68437,Tournelles,Chessy,48.87765765,2.76713836
68759,"Route de Saâcy",Bussières,48.92579757,3.24142907
61833,École,Sognolles-en-Montois,48.51082895,3.16662485
61290,"École Grez sur Loing",Grez-sur-Loing,48.31685814,2.68814344
64449,Église,Goupillières,48.87861771,1.75968986
66449,Église,Jouy-le-Moutier,49.01598639,2.04725388
417615,Église,Saâcy-sur-Marne,48.96140642,3.20873716
61352,"Église de Montarlot",Moret-Loing-et-Orvanne,48.34944634,2.84997514
61105,Église,Maisoncelles-en-Gâtinais,48.18809042,2.62543026
61345,"Square Thibault",Bourron-Marlotte,48.34684365,2.71598542
74203,"Chemin de Broderne",Bullion,48.61400707,1.98068569
63105,Château,Grandchamp,48.71955367,1.61957726
62415,L'Étang,Verneuil-l'Étang,48.62897434,2.82663492
62598,Stade,Rozay-en-Brie,48.68079687,2.96329866
67452,"Moulin Fleuri",Brie-Comte-Robert,48.6943869,2.60231974
67534,Cossigny,Chevry-Cossigny,48.7119845,2.68169478
62485,Changeard,Courpalay,48.65030414,2.96117518
67901,Mairie,"La Celle-sur-Morin",48.80627432,2.96560673
485440,Stade,Itteville,48.50985933,2.34481075
68522,L'Épinoche,Verdelot,48.88285651,3.36268429
485897,"Lycée Clément Ader",Tournan-en-Brie,48.74299518,2.74887667
68024,Montbrieux,Guérard,48.8251275,2.94821437
62349,"Le Truisy",Andrezel,48.61508274,2.80151596
73118,Montgolfière,Noisy-le-Grand,48.8313176,2.57501118
71740,"Edouard Vaillant","Paris 20e",48.85813361,2.41465903
495812,Collège,Soisy-sur-Seine,48.64571755,2.46280793
59457,"Église (Allée de la Licorne)",Noisy-sur-École,48.3839115,2.49460245
62260,"Moulin des Prés",Rouilly,48.58321304,3.28281477
64491,Lavoir,Montainville,48.88665153,1.86223555
59846,Mainguérin,Ablis,48.53715697,1.84715571
59728,Ardenay,Saint-Martin-de-Bréthencourt,48.51293929,1.92604918
60813,"Le Val",Mittainville,48.65505819,1.63094712
63642,"Chêne Rogneux",Grosrouvre,48.77413377,1.76720855
63866,"Vieille Tuilerie",Gambais,48.79451289,1.68015289
68220,"Luttin 2",Voulangis,48.85094263,2.8985578
62234,École,Léchelle,48.57679298,3.38729833
63832,"Pont Saint-Martin",Versailles,48.79283288,2.128761
64929,Brossets,"Le Tertre-Saint-Denis",48.93702242,1.60725346
68682,"Aimé Fluttaz",Courtry,48.91201094,2.59764184
74124,"Lycée Dumézil",Vernon,49.0815995,1.47679063
66720,Haegeman,Bonnières-sur-Seine,49.03729841,1.58708211
64532,"La Chardonnière",Mareil-sur-Mauldre,48.89212492,1.88091123
487099,Mairie,"Le Plessis-Belleville",49.09534069,2.75393426
60060,Gymnase,Villabé,48.58508475,2.45586403
480250,Retolut,Videlles,48.47562412,2.41276803
66566,"Les Doucerons",Vauréal,49.02667249,2.03636435
66398,"Bois d'Aulne",Conflans-Sainte-Honorine,49.01222124,2.11821871
62815,"Avenue Lucie",Montgeron,48.69608643,2.46829589
59975,"Buisson Houdard",Mennecy,48.57039851,2.4449423
69202,Centre,Thieux,49.01028894,2.66798842
69388,"Haute Garenne",Saint-Pathus,49.07760379,2.78351382
68844,"Jean Jaurès",Claye-Souilly,48.94468327,2.68201831
494578,"Centre Hospitalier",Aincourt,49.07944083,1.7599529
70699,"Collège Yves du Manoir",Vaucresson,48.83425976,2.15001657
66982,Mairie,Villiers-Adam,49.06447384,2.23479583
494530,"Rue de Meaux",Quincy-Voisins,48.90176702,2.87492857
69452,"Lycée Charles Beaudelaire",Fosses,49.10063911,2.50411866
67006,"Rue du Bac",Méry-sur-Oise,49.06797825,2.19452378
64503,"Hameau Sisley Collège Pierre et Marie Curie","Le Pecq",48.88959869,2.11535839
64360,"La Machine",Louveciennes,48.86407966,2.11844992
67051,"La Poste",Mériel,49.07562654,2.20204242
67140,"Thimecourt Centre",Luzarches,49.10489883,2.44400048
59501,Guillerville,Saint-Escobille,48.41733242,1.95369699
74140,"Gros Lieu",Allainville,48.48901703,1.9250634
59818,Piscine,Dourdan,48.53023587,2.02586151
59755,"Les Émondants",Souzy-la-Briche,48.51973209,2.16211518
59850,"Rue des Sources",Sermaise,48.53863204,2.09921238
59725,Montflix,Sermaise,48.51288348,2.10741317
59762,"Hôtel de Ville",Lardy,48.52182942,2.26277042
74182,Villeneuve,Villeneuve-sur-Auvers,48.47521976,2.24846027
60057,"La Touche",Saint-Maurice-Montcouronne,48.58236666,2.14622646
462234,"Chemin des Clercs",Boissy-la-Rivière,48.38425128,2.1459173
59605,Lenainville,Paray-Douaville,48.44884891,1.8486747
59478,"Ormoy Village",Ormoy-la-Rivière,48.40199187,2.15066901
59636,Chatignonville,Chatignonville,48.46799794,1.93078364
59626,"Allainville aux Bois",Allainville,48.45867279,1.89688582
59414,Fontenette,Abbéville-la-Rivière,48.32826753,2.17356823
59722,HLM,Janville-sur-Juine,48.51213592,2.24484433
485704,"46 rue Panserot",Lardy,48.51657673,2.24432
59449,École,Boissy-la-Rivière,48.37452274,2.15435365
59718,"Dos d'Ane",Janville-sur-Juine,48.51232074,2.24987856
59766,Église,Lardy,48.52179999,2.26673877
59533,Valnay,Étampes,48.42832741,2.11755545
59534,"Pont de Chauffour",Étampes,48.4284425,2.13934553
59535,"Les Bosquets",Étampes,48.42916374,2.13460214
497034,"Croix Saint Jérome",Noisy-sur-École,48.39027312,2.51198046
497019,"Complexe sportif Intercommunal / Piscine",Saint-Pierre-lès-Nemours,48.25791557,2.68124295
496994,"Grand Maître",Rampillon,48.55139396,3.05858803
496906,"ZA Ouest Ablis",Ablis,48.51975773,1.82513835
426144,"École Sisley","La Rochette",48.51878032,2.65990136
69096,École,Nanteuil-sur-Marne,48.97914151,3.22248308
68503,"École Sainte Thérèse",Couilly-Pont-aux-Dames,48.88359424,2.86040221
67898,"Parrichets École",Mouroux,48.80427908,3.06392329
67949,"École Primaire",Pommeuse,48.8153624,2.99049458
62387,"École de Saint-Hilliers",Saint-Hilliers,48.62142971,3.256822
61061,"Rue des Écoles",Château-Landon,48.1499541,2.74641119
61720,"École - Église",Bois-le-Roi,48.47173141,2.70008975
66938,École,Lainville-en-Vexin,49.06085159,1.81412099
59461,"Porche des Écoles (Chemin Départemental 16)",Noisy-sur-École,48.38111347,2.49884317
492065,"Collège Claudine Hermann",Igny,48.73302049,2.24086251
61319,Écluse,Moret-Loing-et-Orvanne,48.33398946,2.78072965
68486,"Église / Mairie",Bouleurs,48.88152559,2.90628403
61934,Église,Lizines,48.52718541,3.17760624
412584,Église,Achères-la-Forêt,48.35458341,2.57038434
61275,"Bois de Dormelles",Dormelles,48.30454976,2.89006207
62333,"Collège Nicolas Fouquet",Mormant,48.60913548,2.88150103
67630,"Les Grès",Pézarches,48.73975055,2.98438908
495817,"Station de Pompage",Morsang-sur-Seine,48.57823132,2.48857983
67740,"Rue de Brie",Saint-Augustin,48.768864,3.01707546
59955,L'Abbé,Prunay-en-Yvelines,48.56649455,1.83147797
63433,Église,Saint-Rémy-l'Honoré,48.75678003,1.88212577
60109,"La Garenne",Rochefort-en-Yvelines,48.59079766,1.99125371
63602,Saint-Côme,Gambais,48.76992102,1.63853501
65370,"Les Bossus",Bréval,48.96235254,1.538035
67049,"Place Georges Pain",Moisson,49.0735302,1.66892074
64431,"Ferme Neuve",Crespières,48.87776858,1.94403933
485608,"Collège L. de Vincy",Guigneville-sur-Essonne,48.47727472,2.3546484
485787,"Route de Corbeil",Baulne,48.48947675,2.35520214
59935,"Collège Villeroy",Mennecy,48.56518037,2.42771697
60076,"Orée du Bois",Saint-Maurice-Montcouronne,48.58414669,2.11891717
59466,"La Lieue",Valpuiseaux,48.3918933,2.30325472
494648,"Collège Jeanne Bonnardel Béguin",Moussy-le-Neuf,49.05923972,2.61086669
60132,"La Charmoise",Fontenay-lès-Briis,48.59471646,2.15421629
63825,"2 Rue de l'Etang",Gambais,48.7904564,1.69656443
74324,Serans,Serans,49.18577084,1.83562032
64716,"Église Réveil Matin / Piscine",Carrières-sur-Seine,48.91762884,2.17556403
64886,"Jean-Sébastien Bach",Bezons,48.93451541,2.21813003
415699,Théâtre,Nogent-sur-Seine,48.4926571,3.50220835
413683,"Vert Buisson","Le Plessis-Belleville",49.09208187,2.75199194
72852,"Allée Verte",Villecresnes,48.73107561,2.51484726
72825,Château,Villecresnes,48.71349591,2.53401179
67022,"Collège Cécile Sorel",Mériel,49.07059385,2.21888487
426323,Mairie,Mézy-sur-Seine,48.99937871,1.88174455
66355,"Frères Leiris",Triel-sur-Seine,48.99426512,2.01995124
64792,"Four à Chaux",Orgeval,48.92799997,1.9742891
65161,"Les Sablons",Ecquevilly,48.95391418,1.92052121
482075,"Collège Saint-Exupéry",Andrésy,48.96782215,2.04059684
66196,"Parc aux Étoiles",Triel-sur-Seine,48.99919612,2.00936171
67801,"Courbon Cours aux Bertons","La Celle-sur-Morin",48.7902796,2.95385691
69265,Echampeu,Lizy-sur-Ourcq,49.03524777,3.02702328
485515,"Résidence le Menton",Lizy-sur-Ourcq,49.02938744,3.01353746
66473,Centre,Chaufour-lès-Bonnières,49.01658054,1.48479613
65850,"Collège Jacques Cartier",Issou,48.98757782,1.78711089
65177,"Le Hamel",Bréval,48.95064773,1.53404883
480596,"Aristide Briand",Bourg-la-Reine,48.78641804,2.31964244
64393,"Les Vignettes",Thoiry,48.86936338,1.7994483
68483,"Rue du Mont",Bouleurs,48.8801256,2.91009072
74118,"Collège du Fort",Sucy-en-Brie,48.76957028,2.53044974
72957,"Victor Hugo",Sucy-en-Brie,48.77911955,2.51855133
59900,"Vallée Brun",Ponthévrard,48.55561708,1.90808586
59657,Obville,Allainville,48.48388491,1.90298734
62947,"Croix Rouge","Les Bréviaires",48.70090565,1.80903957
423084,"Val Fleuri",Ecquevilly,48.95357588,1.9229043
64748,Mairie,Longnes,48.9207704,1.58577009
66142,Fauvettes,Rosny-sur-Seine,48.9977306,1.61977236
492739,"Clos des peintres",Yerres,48.70700765,2.47888022
492738,Chalandray,Yerres,48.70699497,2.47598565
66629,"Rue Nationale",Brueil-en-Vexin,49.03087333,1.82175322
66738,Lavoir,Sailly,49.04067271,1.80058865
59883,Feugères,Saint-Yon,48.55379252,2.17902427
60015,"La Boissière",Breuillet,48.57628833,2.1541884
61368,Sapinière,Moret-Loing-et-Orvanne,48.36407976,2.83961843
61269,"Rue de la Source",Nonville,48.29740124,2.77300713
61118,Quenonville,Bougligny,48.20428113,2.66867169
61299,"Place Saint-Gervais",Dormelles,48.31859371,2.89939455
61262,Montméry,Villemer,48.28788094,2.85911578
61070,Mézinville,Chenou,48.15712854,2.66461009
61324,Mairie,Montigny-sur-Loing,48.33606461,2.74332875
61332,Mairie,Bourron-Marlotte,48.34057275,2.70859683
61113,Mairie,Bougligny,48.19509964,2.65796278
61055,"Les Gauthiers",Château-Landon,48.14635925,2.70933173
61278,"Le Coudray",Villemer,48.30604433,2.80117002
61078,Chenouteau,Chenou,48.17209821,2.65103582
61188,"Charles de Gaulle",Nanteau-sur-Lunain,48.25700735,2.81154118
61295,"Centre Grez",Grez-sur-Loing,48.31805873,2.69310049
61264,"Bois Huard",Dormelles,48.29183506,2.88843022
61240,"Avenue Carnot",Saint-Pierre-lès-Nemours,48.27499283,2.68454975
61322,"Aimée Lepercq",Montigny-sur-Loing,48.33520676,2.7502823
481652,Église,Chérence,49.08702902,1.6738865
61624,Forêt,Saint-Martin-en-Bière,48.42973064,2.58987173
62180,Faisanderie,Saint-Fargeau-Ponthierry,48.56658857,2.52939517
68870,"Les Pommiers",Claye-Souilly,48.94663683,2.68283917
61497,Voltaire,Montereau-Fault-Yonne,48.39861781,2.95133652
61797,"Salle Polyvalente","Les Écrennes",48.50399153,2.86091815
61635,Saint-Fiacre,Vulaines-sur-Seine,48.43329142,2.75995552
61696,"Rue de la Presche",Bois-le-Roi,48.46427819,2.70193143
473254,"Quai Saint-Martin",Fontaine-le-Port,48.48650892,2.75348706
61688,Mairie,Féricy,48.45822397,2.80086444
61490,"Collège Fernand Gregh",Champagne-sur-Seine,48.39792358,2.80800993
61728,"Collège Denecourt",Bois-le-Roi,48.47732515,2.70292626
61770,"Clos Pensées",Chartrettes,48.48996221,2.74026195
61449,"Poste EDF Le Chesnoy",Vernou-la-Celle-sur-Seine,48.38735973,2.86556242
61466,"Basse Roche",Vernou-la-Celle-sur-Seine,48.38946999,2.87856503
61307,Villionne,"La Chapelle-la-Reine",48.32288286,2.57188412
59398,Villetard,Nanteau-sur-Essonne,48.30540459,2.42051885
480350,"Vieille Ligne",Buthiers,48.28178406,2.42565852
65481,Mairie,"La Frette-sur-Seine",48.9744612,2.1777226
65932,"Collège Camille Claudel",Montigny-lès-Cormeilles,48.99060979,2.18796157
65471,Cimetière,"La Frette-sur-Seine",48.97294639,2.18371602
64630,"Belgique Belloy","Le Vésinet",48.90491617,2.12661221
485907,"Jeanne d'Arc",Étampes,48.43576864,2.15726182
485628,"Chemin Papillon",Bouville,48.4313777,2.26257943
59480,"Petit Marais",Puiselet-le-Marais,48.41037397,2.2719553
62694,Place,Choisel,48.68715405,2.01869903
62629,"Victor Hugo",Gometz-le-Châtel,48.68410558,2.14373648
62673,Centre,Bures-sur-Yvette,48.68703085,2.1452509
69971,"Stade l'Hayette",L'Haÿ-les-Roses,48.77603107,2.34235402
70779,"Les Pince-Vins",Rueil-Malmaison,48.8618343,2.15886304
59886,Ménainville,Ablis,48.55341608,1.84091678
63610,"Les Haizettes",Grosrouvre,48.77127936,1.7436112
63416,"La Mare",Saint-Rémy-l'Honoré,48.75454914,1.87063769
74172,"Hauts de Chevreuse Place",Chevreuse,48.71250421,2.05685222
63267,"La Brosse",Saint-Lambert,48.72775898,2.00041061
74168,"Hameau de la Gatine",Saint-Jean-de-Beauregard,48.67143307,2.18372377
60607,"Haut du Parc",Limours,48.64193392,2.09007713
60923,Lavoir,"Les Molières",48.67128236,2.06521489
