PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion;ArRGeopoint;ArTGeopoint
;;71208;1338269;45143;1338270-1338269;25774;1338266-1338270;50121797;1582662-1338266;48.85294630616087, 2.297990468734496;48.85294630616087, 2.297990468734496
;;61778;61778;55269;55269-61778;30443;30443-55269;50169468;1315320-30443;48.49701306468076, 2.5498759545219616;48.49701306468076, 2.5498759545219616
;;61865;61865;55228;55228-61865;30332;1228200-55228;50169418;1315524-1228200;48.51896364244521, 2.5547385199688257;48.51895459607983, 2.5547250554226744
;;61932;61932;44644;44644-61932;427278;1109441-44644;50169008;1315605-1109441;48.52985271329828, 2.5582352705225464;48.52985286427309, 2.558275901682315
;;71805;71805;57262;57262-71805;28745;1336040-57262;50142583;1581678-1336040;48.86572715816481, 2.4264468415013294;48.86573615106252, 2.4264467424900595
;;66970;744381;43019;43019-744381;18578;1323280-43019;50095247;1677410-1323280;49.06053476262697, 1.5447521702686813;49.0604721642248, 1.5447812954393274
;;66058;66058;43533;43533-66058;12578;1325842-43533;50095310;1677354-1325842;48.99409318394951, 1.4888141462295041;48.99408419352765, 1.4888144077330066
;;74131;74131;59042;59042-74131;14814;1300179-59042;50165027;1676998-1300179;49.10522033821706, 1.4567703899880406;49.10521117311652, 1.4567569660219888
;;482332;1299450;59031;1299434-1299450;21538;1299433-1299434;50165033;1676992-1299433;49.07423968311242, 1.5124052551222498;49.0742395137307, 1.5123915715253267
;;67060;1299283;55097;55097-1299283;14775;1299279-55097;50165053;1676977-1299279;49.074242679273844, 1.5956164792493137;49.07423352940899, 1.595603038789225
;;66664;66664;55089;55089-66664;14746;1298765-55089;50165073;1676965-1298765;49.03284840016093, 1.5629669764882734;49.032848236529134, 1.5629533036381824
;;66739;66739;55084;55084-66739;14730;1299597-55084;50165085;1676953-1299597;49.03882101589522, 1.4861988001350854;49.03880320819753, 1.4862129986684764
;;67082;856189;416798;684599-856189;416797;871668-684599;50165810;1313194-871668;49.08360635543145, 1.9305260836568972;49.08361546767808, 1.930539585508519
;;67143;67143;44886;44886-67143;32942;1285461-44886;50165783;1646726-1285461;49.10507681808915, 1.9651844185870093;49.10507681808915, 1.9651844185870093
;;67133;67133;43939;43939-67133;29559;886024-43939;50165781;1313902-886024;49.101363655635694, 1.9668101037121766;49.10138633155334, 1.9668329322336686
;;65082;65082;54102;54102-65082;32794;32794-54102;50164878;1677127-32794;48.947436121948314, 1.7938092078966972;48.9474720875975, 1.793808373724245
;;65175;65175;54099;54099-65175;32790;1299242-54099;50164884;1677121-1299242;48.95435653539198, 1.7987287311239528;48.95432956130238, 1.7987293542839857
;;66967;1283985;413517;1283984-1283985;413514;1283986-1283984;50165575;1313967-1283986;49.06234731934495, 1.9313748061153346;49.062355823267325, 1.9313198943933307
;;64681;64681;54037;54037-64681;32623;1299960-54037;50164928;1677084-1299960;48.91065431649893, 1.7877984549349262;48.910833046194384, 1.7876851346665534
;;65159;65159;53994;53994-65159;32522;1299582-53994;50164958;1677058-1299582;48.953332732822915, 1.8133230839901024;48.95327837902568, 1.8132833572014146
;;65223;65223;53992;53992-65223;32518;32518-53992;50164961;1677055-32518;48.95800651996998, 1.8076033944833207;48.95797913855876, 1.8075630514820522
;;65017;65017;53991;53991-65017;32516;32516-53991;50164963;1677053-32516;48.94390361681113, 1.808390940617265;48.94400130158927, 1.8082658227255946
;;65403;1183647;53980;1183646-1183647;32504;1298407-1183646;50164972;1677045-1298407;48.96869525642461, 1.833680579013926;48.96864130860915, 1.8336817894072137
;;65425;65425;53983;53983-65425;32507;1298780-53983;50164969;1677048-1298780;48.96985864747414, 1.8358674012617444;48.96983193871593, 1.8358953194438263
;;479906;1208895;473390;1095086-1208895;32936;719169-1095086;50165437;1313986-719169;49.07867447953893, 2.0032719407919415;49.07870042990983, 2.0031482474837614
;;479906;1208895;473390;1095086-1208895;32955;1282825-1095086;50165436;1646800-1282825;49.078565570550225, 2.0031508392937174;49.078556579925625, 2.003151012080569
;;67080;67080;43308;43308-67080;32429;1282469-43308;50165315;1313421-1282469;49.082408409237445, 1.8703443272097362;49.08256034537892, 1.8702451905230801
;;67012;1283708;43593;1283707-1283708;413587;669453-1283707;50165536;1313551-669453;49.068694790534465, 1.965157414468154;49.068749087957464, 1.9651973886457998
;;65581;1300895;42646;42646-1300895;13980;895010-42646;50095041;1677569-895010;48.97396135616797, 1.780832986570564;48.97394320723287, 1.7808170187706152
;;65611;65611;43016;43016-65611;14162;1324480-43016;50095043;1677567-1324480;48.97711439223227, 1.7629135856154383;48.977060727321316, 1.7629421871731472
;;65838;1324417;46978;46978-1324417;18361;886298-46978;50094877;1677651-886298;48.98783508120122, 1.798825927465623;48.98779574973716, 1.7989395715755687
;;66239;66239;43499;43499-66239;18551;886233-43499;50095216;1677432-886233;49.00159753926268, 1.8931234419270857;49.00152472794791, 1.8930293158204157
;;65596;876446;43441;43441-876446;18325;876459-43441;50094841;1677686-876459;48.97464656724486, 1.8019770610914474;48.97464995774686, 1.801866325798386
;;482771;1333302;482769;1333013-1333302;482768;1333012-1333013;50166698;1333011-1333012;48.98531887087042, 2.3032799449118966;48.98531887087042, 2.3032799449118966
;;70340;70340;45928;45928-70340;10444;1332525-45928;50144962;1584232-1332525;48.80366710393526, 2.3305277070200656;48.80368516680575, 2.330541090694502
;;66400;66400;54151;54151-66400;13220;1287989-54151;50166614;1315027-1287989;49.012377060724546, 2.2641207156313863;49.012368404380155, 2.264175519538733
;;66400;66400;54151;54151-66400;13219;1287993-54151;50166613;1315026-1287993;49.011808499261186, 2.2637870166452454;49.01183471925691, 2.263663613409834
;;66391;66391;54150;54150-66391;13218;1287917-54150;50166594;1315008-1287917;49.011792622162446, 2.2685444578764717;49.01181901366214, 2.2684483950633014
;;66147;1287312;54174;54174-1287312;13278;1287292-54174;50166549;1684181-1287292;48.99946415830701, 2.2925530964556593;48.99945484438868, 2.292498555788494
;;66008;66008;54461;54461-66008;14376;1288180-54461;50166656;1315058-1288180;48.99486635732288, 2.324866613502349;48.99486635732288, 2.324866613502349
;;65727;1288150;54460;1288149-1288150;14375;1288148-1288149;50166642;1315050-1288148;48.98469676666412, 2.3218289244459034;48.98466095385083, 2.321856717662364
;;65958;1288147;54490;1288146-1288147;14437;1288142-1288146;50166641;1315049-1288142;48.993020981744586, 2.31029621805773;48.99301183292486, 2.3102690091926736
;;65683;65683;54443;54443-65683;14337;1288070-54443;50166630;1315040-1288070;48.982430551148646, 2.323402341795292;48.982430551148646, 2.323402341795292
;;65683;65683;54443;54443-65683;14338;1288074-54443;50166631;1315041-1288074;48.98249280049976, 2.323278570095251;48.98249280049976, 2.323278570095251
;;66472;66472;54414;54414-66472;14240;14240-54414;50166597;1315011-14240;49.01827458158072, 2.3155662791705445;49.01826582386611, 2.31560740995341
;;65813;65813;54448;54448-65813;14345;1287811-54448;50166572;1684179-1287811;48.98832079643264, 2.318666259322216;48.98828459652956, 2.318625742262494
;;65599;1287771;54417;1287770-1287771;14303;1287762-1287770;50166563;1314980-1287762;48.9785435432342, 2.2782748161455197;48.97853438702947, 2.2782476204978086
;;65424;65424;54503;54503-65424;14465;1287732-54503;50166553;1314972-1287732;48.970950953247936, 2.2868217366103045;48.97094179891572, 2.2867945434294015
;;66171;1287715;54404;1287714-1287715;14207;1287716-1287714;50166548;1684182-1287716;49.00144203797898, 2.3094600506139202;49.00145079372732, 2.309418932114319
;;66171;1287715;54404;1287714-1287715;14444;1308742-1287714;50166695;1314967-1308742;49.00109126810917, 2.3125808518801683;49.00106460621235, 2.3126358737313675
;;66115;66115;54452;54452-66115;14354;1287618-54452;50166532;1314950-1287618;48.99793113183667, 2.322981820874563;48.99792206303439, 2.3229682726241987
;;65796;65796;54486;54486-65796;14426;1229803-54486;50166694;1314934-1229803;48.98770295933798, 2.298834583212403;48.987721022720045, 2.2988480032643674
;;65556;65556;54449;54449-65556;14346;1287428-54449;50166482;1314905-1287428;48.976628294592565, 2.310404452040629;48.97664635686847, 2.3104178732538796
;;65858;65858;54416;54416-65858;14246;1287089-54416;50166409;1684208-1287089;48.98910494660217, 2.2744934598763464;48.98904216971459, 2.2745216646701496
;;65251;1287058;54505;1287057-1287058;14473;1287049-1287057;50166403;1314827-1287049;48.96069569367174, 2.2877271785726285;48.9607228318493, 2.287754120204134
;;65726;871759;54491;871758-871759;14438;1229763-871758;50166369;1825535-1229763;48.984485896993185, 2.299219560853769;48.98445876199633, 2.299192600916955
;;65708;65708;54482;54482-65708;14418;1286865-54482;50166364;1314790-1286865;48.98324052184856, 2.2938669505828084;48.98324052184856, 2.2938669505828084
;;424897;871792;424896;871791-871792;424895;1308719-871791;50166685;1329562-1308719;48.997154780754585, 2.3035995471576856;48.997154780754585, 2.3035995471576856
;;65776;1286736;54445;1286735-1286736;14341;1286737-1286735;50166304;1314737-1286737;48.986846298206345, 2.3187129184254536;48.986846298206345, 2.3187129184254536
;;66542;1286662;54420;1286661-1286662;14262;1286657-1286661;50166299;1314731-1286657;49.02495758696712, 2.378745497426005;49.02495758696712, 2.378745497426005
;;65905;65905;54478;54478-65905;14407;14407-54478;50166261;1684251-14407;48.98994589320057, 2.2964130545499537;48.98994605344177, 2.296440381113586
;;65905;65905;54478;54478-65905;14406;1286506-54478;50166260;1314696-1286506;48.991532219798636, 2.2955033639819784;48.99151375495215, 2.2954216256453757
;;66522;66522;54412;54412-66522;14229;1286446-54412;50166246;1314682-1286446;49.02303315611651, 2.323803093986397;49.02303315611651, 2.323803093986397
;;66066;66066;54440;54440-66066;14331;1286394-54440;50166238;1684257-1286394;48.99711052110723, 2.325766754263842;48.99711044432743, 2.325753089053683
;;66066;66066;54440;54440-66066;14330;1286398-54440;50166237;1314670-1286398;48.99720904605327, 2.325697144542128;48.99719106262477, 2.325697377937278
;;66246;66246;54400;54400-66246;14199;14199-54400;50166232;1314666-14199;49.00396828542804, 2.3046836606169987;49.00395921461203, 2.3046701139867976
;;65467;65467;54501;54501-65467;14462;1286305-54501;50166209;1314646-1286305;48.972439165130986, 2.289082501612803;48.9724300113241, 2.2890553072552824
;;65525;65525;54464;54464-65525;14380;1286198-54464;50166190;1684268-1286198;48.975666375678856, 2.3474236816421263;48.975612349857954, 2.34741069939644
;;419400;732110;419399;732111-732110;419398;1286100-732111;50166173;1314610-1286100;48.97852938302988, 2.2819089427103667;48.97852022764894, 2.281881746429908
;;65568;65568;54472;54472-65568;14455;1286081-54472;50166168;1314606-1286081;48.97724750825933, 2.2916669764974977;48.97724750825933, 2.2916669764974977
;;71717;1328660;58368;1328661-1328660;22660;1245492-1328661;50122612;1586412-1245492;48.855095766918986, 2.439483981372434;48.85511375290811, 2.439483787890417
;;67382;1327068;416843;1327067-1327068;416842;1327072-1327067;50165741;1681907-1327072;49.20073463520164, 1.677284121268148;49.20073463520164, 1.677284121268148
;;66748;1326538;53251;1326537-1326538;12499;1326534-1326537;50095168;1677469-1326534;49.04023886227479, 1.593185089697674;49.04022955164625, 1.5931579835817464
;;424568;802044;424567;802042-802044;424569;1326078-802042;50112308;1677169-1326078;48.99025078903294, 1.767889409753567;48.99024165772088, 1.7678759607144519
;;65440;65440;56645;56645-65440;17460;1325991-56645;50095112;1677512-1325991;48.968819684471995, 1.5656387112447183;48.968819684471995, 1.5656387112447183
;;65516;1325974;57170;1325975-1325974;18484;1325976-1325975;50095044;1677566-1325976;48.9735571756272, 1.7764681664640414;48.973503089318235, 1.776455778483566
;;66422;1325951;53278;1325950-1325951;12568;1325949-1325950;50095301;1677363-1325949;49.01087636535039, 1.549397455922022;49.01096792114908, 1.5495316153710457
;;66759;1325929;53275;1325928-1325929;12585;1325925-1325928;50095319;1677348-1325925;49.0432771191773, 1.6438827359602237;49.04321356924676, 1.6438296769090257
;;66759;1325929;53275;1325928-1325929;12558;1325922-1325928;50095285;1677377-1325922;49.04316938973054, 1.6438992305085391;49.04311560220893, 1.6439143156582534
;;415191;637642;415190;637640-637642;415192;1325813-637640;50094792;1677730-1325813;48.72691857131263, 1.3776873695336191;48.72691838653503, 1.3776737773834757
;;65098;65098;56657;56657-65098;17471;1325807-56657;50095389;1677305-1325807;48.9511293808631, 1.6255703150280831;48.9511210158435, 1.625625158892448
;;64772;64772;53235;53235-64772;12440;1325498-53235;50094964;1677610-1325498;48.922432401143006, 1.591716512937663;48.922395955054554, 1.5916765546421658
;;66327;1269890;57160;1269889-1269890;18424;1325490-1269889;50094943;1677621-1325490;49.00576727146131, 1.7158771544588107;49.005758280681086, 1.7158773767238502
;;415215;1325483;415214;1325484-1325483;415213;1325485-1325484;50094803;1677720-1325485;48.72800473612852, 1.3814883159956113;48.72799555944626, 1.3814750021982112
;;65316;1324555;56633;1324554-1324555;17448;1324552-1324554;50095099;1677523-1324552;48.962761664308736, 1.592522646491295;48.96275251312669, 1.5925092353954617
;;65323;1324525;56642;1324524-1324525;17457;1324517-1324524;50095405;1677293-1324517;48.960072244211744, 1.529549009606083;48.960008638832846, 1.5294961752692227
;;415195;1324516;415194;1324515-1324516;415193;1324514-1324515;50094793;1677729-1324514;48.74351366071041, 1.3603730027450331;48.74351347396368, 1.3603594063372746
;;66454;66454;57198;57198-66454;18602;1324501-57198;50095344;1677336-1324501;49.01921681201386, 1.8224825756377974;49.01920782115932, 1.8224827795050302
;;64617;64617;56620;56620-64617;17433;1324492-56620;50095084;1677536-1324492;48.90066122501401, 1.5844064870531793;48.90067005520752, 1.5843926043302072
;;66090;66090;57154;57154-66090;18398;1324469-57154;50094915;1677628-1324469;48.99724238259385, 1.728607326042563;48.99721627859643, 1.7286899699081526
;;65287;65287;57581;57581-65287;424539;1324430-57581;50112235;1677196-1324430;48.961272649805444, 1.7323551485738042;48.961263658618485, 1.7323553677991963
;;462042;1324420;462041;974351-1324420;18326;1324421-974351;50094842;1677685-1324421;48.988238026948956, 1.8017989887619148;48.988192662194756, 1.8017590400121946
;;66786;66786;57172;57172-66786;18492;1324408-57172;50095053;1677559-1324408;49.04389135480078, 1.8005142751913548;49.04394516184376, 1.800499352115275
;;66986;66986;53269;53269-66986;12546;1324368-53269;50095273;1677387-1324368;49.063526104838964, 1.694768554293242;49.063525956217994, 1.6947548729628457
;;66623;1324264;53250;1324263-1324264;12497;1324265-1324263;50095166;1677471-1324265;49.028496081871225, 1.6080409892258025;49.02854198472987, 1.6081218151919356
;;66623;1324264;53250;1324263-1324264;12498;1324268-1324263;50095167;1677470-1324268;49.028481112329615, 1.608301236252056;49.02849057811138, 1.6083420107931077
;;66971;1324248;53268;1324247-1324248;12545;1324244-1324247;50095272;1677388-1324244;49.06091822495234, 1.6783170810503454;49.06096347711174, 1.678343297220182
;;66971;1324248;53268;1324247-1324248;12544;1324249-1324247;50095271;1677389-1324249;49.05992112276071, 1.6767824846161228;49.05991198185049, 1.6767690335606382
;;65942;1324223;57141;57141-1324223;18349;1324217-57141;50094865;1677663-1324217;48.9920627395672, 1.8002621971377661;48.99201792094455, 1.8002768979562864
;;65541;1324162;56644;1324161-1324162;17482;1324166-1324161;50095403;1677295-1324166;48.973689236729584, 1.5667202294279086;48.973680082756076, 1.5667068200558953
;;65303;65303;57588;57588-65303;424561;802009-57588;50112317;1677164-802009;48.96236389014504, 1.7351967907595691;48.96233763673149, 1.735265721059319
;;479310;1192818;57171;57171-1192818;18491;1323964-57171;50164814;1677155-1323964;48.972583280841555, 1.7797423842127131;48.972583280841555, 1.7797423842127131
;;66350;66350;57138;57138-66350;18345;1323921-57138;50094861;1677667-1323921;49.00820798248426, 1.7773607310424355;49.008198991613725, 1.7773609426762786
;;65496;861792;57991;861791-861792;21260;995247-861791;50000063;1677955-995247;48.97365286453959, 1.7743894139965488;48.97358964729298, 1.7743635822857782
;;415187;1323865;415186;1323864-1323865;479324;1757903-1323864;50094790;1677732-1757903;48.74316045606075, 1.3899415162820385;48.74316045606075, 1.3899415162820385
