pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
IDFM:StopPlaceEntrance:50147980:463012,IDFM:StopPlaceEntrance:50147980,IDFM:463012,1,1,64.62,68,,,,,
IDFM:StopPlaceEntrance:50147980:22077,IDFM:StopPlaceEntrance:50147980,IDFM:22077,1,1,65.6,69,,,,,
IDFM:StopPlaceEntrance:50148010:22077,IDFM:StopPlaceEntrance:50148010,IDFM:22077,1,1,65.51,69,,,,,
IDFM:StopPlaceEntrance:50148010:463012,IDFM:StopPlaceEntrance:50148010,IDFM:463012,1,1,68.69,72,,,,,
IDFM:StopPlaceEntrance:50148011:22077,IDFM:StopPlaceEntrance:50148011,IDFM:22077,1,1,63.21,67,,,,,
IDFM:StopPlaceEntrance:50148011:463012,IDFM:StopPlaceEntrance:50148011,IDFM:463012,1,1,72.12,76,,,,,
IDFM:463258:StopPlaceEntrance:50147886,IDFM:463258,IDFM:StopPlaceEntrance:50147886,1,0,34.34,36,,,,,
IDFM:22023:StopPlaceEntrance:50147886,IDFM:22023,IDFM:StopPlaceEntrance:50147886,1,0,55.05,58,,,,,
IDFM:463258:StopPlaceEntrance:50147885,IDFM:463258,IDFM:StopPlaceEntrance:50147885,1,0,52.37,55,,,,,
IDFM:22023:StopPlaceEntrance:50147885,IDFM:22023,IDFM:StopPlaceEntrance:50147885,1,0,75.84,80,,,,,
IDFM:StopPlaceEntrance:50147884:463258,IDFM:StopPlaceEntrance:50147884,IDFM:463258,1,1,49.38,52,,,,,
IDFM:StopPlaceEntrance:50147884:22023,IDFM:StopPlaceEntrance:50147884,IDFM:22023,1,1,74.5,79,,,,,
IDFM:StopPlaceEntrance:50147897:463276,IDFM:StopPlaceEntrance:50147897,IDFM:463276,1,1,227.46,241,,,,,
IDFM:StopPlaceEntrance:50147897:22022,IDFM:StopPlaceEntrance:50147897,IDFM:22022,1,1,234.94,249,,,,,
IDFM:StopPlaceEntrance:50147899:463276,IDFM:StopPlaceEntrance:50147899,IDFM:463276,1,1,307.32,326,,,,,
IDFM:StopPlaceEntrance:50147899:22022,IDFM:StopPlaceEntrance:50147899,IDFM:22022,1,1,316.52,336,,,,,
IDFM:StopPlaceEntrance:50147898:463276,IDFM:StopPlaceEntrance:50147898,IDFM:463276,1,1,310.04,329,,,,,
IDFM:StopPlaceEntrance:50147898:22022,IDFM:StopPlaceEntrance:50147898,IDFM:22022,1,1,317.53,337,,,,,
IDFM:StopPlaceEntrance:50147901:22022,IDFM:StopPlaceEntrance:50147901,IDFM:22022,1,1,84.28,89,,,,,
IDFM:StopPlaceEntrance:50147901:463276,IDFM:StopPlaceEntrance:50147901,IDFM:463276,1,1,108.89,115,,,,,
IDFM:StopPlaceEntrance:50147900:463276,IDFM:StopPlaceEntrance:50147900,IDFM:463276,1,1,66.76,70,,,,,
IDFM:StopPlaceEntrance:50147900:22022,IDFM:StopPlaceEntrance:50147900,IDFM:22022,1,1,95.22,101,,,,,
IDFM:StopPlaceEntrance:50148960:463030,IDFM:StopPlaceEntrance:50148960,IDFM:463030,1,1,63.35,67,,,,,
IDFM:StopPlaceEntrance:50148960:22373,IDFM:StopPlaceEntrance:50148960,IDFM:22373,1,1,66.11,70,,,,,
IDFM:StopPlaceEntrance:50148135:22373,IDFM:StopPlaceEntrance:50148135,IDFM:22373,1,1,32.33,34,,,,,
IDFM:StopPlaceEntrance:50148135:463030,IDFM:StopPlaceEntrance:50148135,IDFM:463030,1,1,38.05,40,,,,,
IDFM:StopPlaceEntrance:50148134:463030,IDFM:StopPlaceEntrance:50148134,IDFM:463030,1,1,36.96,39,,,,,
IDFM:StopPlaceEntrance:50148134:22373,IDFM:StopPlaceEntrance:50148134,IDFM:22373,1,1,44.83,47,,,,,
IDFM:StopPlaceEntrance:50148959:463030,IDFM:StopPlaceEntrance:50148959,IDFM:463030,1,1,57.2,60,,,,,
IDFM:StopPlaceEntrance:50148959:22373,IDFM:StopPlaceEntrance:50148959,IDFM:22373,1,1,62.54,66,,,,,
IDFM:StopPlaceEntrance:50148212:22208,IDFM:StopPlaceEntrance:50148212,IDFM:22208,1,1,378.49,401,,,,,
IDFM:StopPlaceEntrance:50148212:463277,IDFM:StopPlaceEntrance:50148212,IDFM:463277,1,1,379.97,403,,,,,
IDFM:StopPlaceEntrance:50148213:463277,IDFM:StopPlaceEntrance:50148213,IDFM:463277,1,1,341.56,362,,,,,
IDFM:StopPlaceEntrance:50148213:22208,IDFM:StopPlaceEntrance:50148213,IDFM:22208,1,1,343.29,364,,,,,
IDFM:StopPlaceEntrance:50148877:22141,IDFM:StopPlaceEntrance:50148877,IDFM:22141,1,1,18.97,20,,,,,
IDFM:StopPlaceEntrance:50148877:463073,IDFM:StopPlaceEntrance:50148877,IDFM:463073,1,1,27.85,29,,,,,
IDFM:StopPlaceEntrance:50147770:463073,IDFM:StopPlaceEntrance:50147770,IDFM:463073,1,1,41.03,43,,,,,
IDFM:StopPlaceEntrance:50147770:22141,IDFM:StopPlaceEntrance:50147770,IDFM:22141,1,1,50.76,53,,,,,
IDFM:StopPlaceEntrance:50148858:463073,IDFM:StopPlaceEntrance:50148858,IDFM:463073,1,1,31.75,33,,,,,
IDFM:StopPlaceEntrance:50148858:22141,IDFM:StopPlaceEntrance:50148858,IDFM:22141,1,1,42.49,45,,,,,
IDFM:StopPlaceEntrance:50147769:22141,IDFM:StopPlaceEntrance:50147769,IDFM:22141,1,1,14.62,15,,,,,
IDFM:StopPlaceEntrance:50147769:463073,IDFM:StopPlaceEntrance:50147769,IDFM:463073,1,1,23.19,24,,,,,
IDFM:StopPlaceEntrance:50147768:22141,IDFM:StopPlaceEntrance:50147768,IDFM:22141,1,1,54.74,58,,,,,
IDFM:StopPlaceEntrance:50147768:463073,IDFM:StopPlaceEntrance:50147768,IDFM:463073,1,1,57.44,60,,,,,
IDFM:StopPlaceEntrance:50170079:monomodalStopPlace:44514,IDFM:StopPlaceEntrance:50170079,IDFM:monomodalStopPlace:44514,1,1,125.03,132,,,,,
IDFM:StopPlaceEntrance:50170833:monomodalStopPlace:44514,IDFM:StopPlaceEntrance:50170833,IDFM:monomodalStopPlace:44514,1,1,115.31,122,,,,,
IDFM:StopPlaceEntrance:50147842:22140,IDFM:StopPlaceEntrance:50147842,IDFM:22140,1,1,274.29,291,,,,,
IDFM:StopPlaceEntrance:50147842:463092,IDFM:StopPlaceEntrance:50147842,IDFM:463092,1,1,275.29,292,,,,,
IDFM:StopPlaceEntrance:50147874:463092,IDFM:StopPlaceEntrance:50147874,IDFM:463092,1,1,47.74,50,,,,,
IDFM:StopPlaceEntrance:50147874:22140,IDFM:StopPlaceEntrance:50147874,IDFM:22140,1,1,58.79,62,,,,,
IDFM:StopPlaceEntrance:50147844:22140,IDFM:StopPlaceEntrance:50147844,IDFM:22140,1,1,204.52,217,,,,,
IDFM:StopPlaceEntrance:50147844:463092,IDFM:StopPlaceEntrance:50147844,IDFM:463092,1,1,208.76,221,,,,,
IDFM:StopPlaceEntrance:50148745:463092,IDFM:StopPlaceEntrance:50148745,IDFM:463092,1,1,90.92,96,,,,,
IDFM:StopPlaceEntrance:50148745:22140,IDFM:StopPlaceEntrance:50148745,IDFM:22140,1,1,91.55,97,,,,,
IDFM:StopPlaceEntrance:50147843:22140,IDFM:StopPlaceEntrance:50147843,IDFM:22140,1,1,192.78,204,,,,,
IDFM:StopPlaceEntrance:50147843:463092,IDFM:StopPlaceEntrance:50147843,IDFM:463092,1,1,196.1,208,,,,,
IDFM:StopPlaceEntrance:50147871:22140,IDFM:StopPlaceEntrance:50147871,IDFM:22140,1,1,31.32,33,,,,,
IDFM:StopPlaceEntrance:50147871:463092,IDFM:StopPlaceEntrance:50147871,IDFM:463092,1,1,42.55,45,,,,,
IDFM:StopPlaceEntrance:50147873:463092,IDFM:StopPlaceEntrance:50147873,IDFM:463092,1,1,95.56,101,,,,,
IDFM:StopPlaceEntrance:50147873:22140,IDFM:StopPlaceEntrance:50147873,IDFM:22140,1,1,101.02,107,,,,,
IDFM:StopPlaceEntrance:50147872:22140,IDFM:StopPlaceEntrance:50147872,IDFM:22140,1,1,81.52,86,,,,,
IDFM:StopPlaceEntrance:50147872:463092,IDFM:StopPlaceEntrance:50147872,IDFM:463092,1,1,87.46,92,,,,,
IDFM:StopPlaceEntrance:50147845:22140,IDFM:StopPlaceEntrance:50147845,IDFM:22140,1,1,99.61,105,,,,,
IDFM:StopPlaceEntrance:50147845:463092,IDFM:StopPlaceEntrance:50147845,IDFM:463092,1,1,103.11,109,,,,,
IDFM:StopPlaceEntrance:50148138:22372,IDFM:StopPlaceEntrance:50148138,IDFM:22372,1,1,21.98,23,,,,,
IDFM:StopPlaceEntrance:50148138:463029,IDFM:StopPlaceEntrance:50148138,IDFM:463029,1,1,47.91,50,,,,,
IDFM:StopPlaceEntrance:50148137:463029,IDFM:StopPlaceEntrance:50148137,IDFM:463029,1,1,74.77,79,,,,,
IDFM:StopPlaceEntrance:50148137:22372,IDFM:StopPlaceEntrance:50148137,IDFM:22372,1,1,84.03,89,,,,,
IDFM:463029:StopPlaceEntrance:50148136,IDFM:463029,IDFM:StopPlaceEntrance:50148136,1,0,54.23,57,,,,,
IDFM:22372:StopPlaceEntrance:50148136,IDFM:22372,IDFM:StopPlaceEntrance:50148136,1,0,59.56,63,,,,,
IDFM:22111:StopPlaceEntrance:50147915,IDFM:22111,IDFM:StopPlaceEntrance:50147915,1,0,18.92,20,,,,,
IDFM:463256:StopPlaceEntrance:50147915,IDFM:463256,IDFM:StopPlaceEntrance:50147915,1,0,51.04,54,,,,,
IDFM:StopPlaceEntrance:50147912:463256,IDFM:StopPlaceEntrance:50147912,IDFM:463256,1,1,88.82,94,,,,,
IDFM:StopPlaceEntrance:50147912:22111,IDFM:StopPlaceEntrance:50147912,IDFM:22111,1,1,118.28,125,,,,,
IDFM:StopPlaceEntrance:50147914:22111,IDFM:StopPlaceEntrance:50147914,IDFM:22111,1,1,84.96,90,,,,,
IDFM:StopPlaceEntrance:50147914:463256,IDFM:StopPlaceEntrance:50147914,IDFM:463256,1,1,109.97,116,,,,,
IDFM:StopPlaceEntrance:50147913:22111,IDFM:StopPlaceEntrance:50147913,IDFM:22111,1,1,54.86,58,,,,,
IDFM:StopPlaceEntrance:50147913:463256,IDFM:StopPlaceEntrance:50147913,IDFM:463256,1,1,61.49,65,,,,,
IDFM:StopPlaceEntrance:50148379:463234,IDFM:StopPlaceEntrance:50148379,IDFM:463234,1,1,62.73,66,,,,,
IDFM:StopPlaceEntrance:50148379:21974,IDFM:StopPlaceEntrance:50148379,IDFM:21974,1,1,86.43,91,,,,,
IDFM:StopPlaceEntrance:50148378:21974,IDFM:StopPlaceEntrance:50148378,IDFM:21974,1,1,127.74,135,,,,,
IDFM:StopPlaceEntrance:50148378:463234,IDFM:StopPlaceEntrance:50148378,IDFM:463234,1,1,139.75,148,,,,,
IDFM:StopPlaceEntrance:50148380:463234,IDFM:StopPlaceEntrance:50148380,IDFM:463234,1,1,148.42,157,,,,,
IDFM:StopPlaceEntrance:50148380:21974,IDFM:StopPlaceEntrance:50148380,IDFM:21974,1,1,148.76,157,,,,,
IDFM:StopPlaceEntrance:50171322:monomodalStopPlace:45820,IDFM:StopPlaceEntrance:50171322,IDFM:monomodalStopPlace:45820,1,1,32.52,34,,,,,
IDFM:StopPlaceEntrance:50170305:monomodalStopPlace:45820,IDFM:StopPlaceEntrance:50170305,IDFM:monomodalStopPlace:45820,1,1,78.26,83,,,,,
IDFM:StopPlaceEntrance:50170259:monomodalStopPlace:45824,IDFM:StopPlaceEntrance:50170259,IDFM:monomodalStopPlace:45824,1,1,33.81,35,,,,,
IDFM:StopPlaceEntrance:50170802:monomodalStopPlace:45824,IDFM:StopPlaceEntrance:50170802,IDFM:monomodalStopPlace:45824,1,1,27.46,29,,,,,
IDFM:StopPlaceEntrance:50170208:monomodalStopPlace:45812,IDFM:StopPlaceEntrance:50170208,IDFM:monomodalStopPlace:45812,1,1,40.69,43,,,,,
IDFM:StopPlaceEntrance:50170157:monomodalStopPlace:45814,IDFM:StopPlaceEntrance:50170157,IDFM:monomodalStopPlace:45814,1,1,70.89,75,,,,,
IDFM:StopPlaceEntrance:50170091:monomodalStopPlace:45814,IDFM:StopPlaceEntrance:50170091,IDFM:monomodalStopPlace:45814,1,1,61.51,65,,,,,
IDFM:StopPlaceEntrance:50170865:monomodalStopPlace:45804,IDFM:StopPlaceEntrance:50170865,IDFM:monomodalStopPlace:45804,1,1,23.05,24,,,,,
IDFM:StopPlaceEntrance:50170092:monomodalStopPlace:45804,IDFM:StopPlaceEntrance:50170092,IDFM:monomodalStopPlace:45804,1,1,110.42,117,,,,,
IDFM:StopPlaceEntrance:50148410:463187,IDFM:StopPlaceEntrance:50148410,IDFM:463187,1,1,16.66,17,,,,,
IDFM:StopPlaceEntrance:50148410:21996,IDFM:StopPlaceEntrance:50148410,IDFM:21996,1,1,43.18,45,,,,,
IDFM:21996:StopPlaceEntrance:50149003,IDFM:21996,IDFM:StopPlaceEntrance:50149003,1,0,51.11,54,,,,,
IDFM:463187:StopPlaceEntrance:50149003,IDFM:463187,IDFM:StopPlaceEntrance:50149003,1,0,66.93,71,,,,,
IDFM:21996:StopPlaceEntrance:50149004,IDFM:21996,IDFM:StopPlaceEntrance:50149004,1,0,118.33,125,,,,,
IDFM:463187:StopPlaceEntrance:50149004,IDFM:463187,IDFM:StopPlaceEntrance:50149004,1,0,140.04,148,,,,,
IDFM:StopPlaceEntrance:50148411:21996,IDFM:StopPlaceEntrance:50148411,IDFM:21996,1,1,31.49,33,,,,,
IDFM:StopPlaceEntrance:50148411:463187,IDFM:StopPlaceEntrance:50148411,IDFM:463187,1,1,43.48,46,,,,,
IDFM:StopPlaceEntrance:50148409:21996,IDFM:StopPlaceEntrance:50148409,IDFM:21996,1,1,11.06,11,,,,,
IDFM:StopPlaceEntrance:50148409:463187,IDFM:StopPlaceEntrance:50148409,IDFM:463187,1,1,36.21,38,,,,,
IDFM:StopPlaceEntrance:50148408:463187,IDFM:StopPlaceEntrance:50148408,IDFM:463187,1,1,23.63,25,,,,,
IDFM:StopPlaceEntrance:50148408:21996,IDFM:StopPlaceEntrance:50148408,IDFM:21996,1,1,35.99,38,,,,,
IDFM:StopPlaceEntrance:50147974:22084,IDFM:StopPlaceEntrance:50147974,IDFM:22084,1,1,35.28,37,,,,,
IDFM:StopPlaceEntrance:50147974:463185,IDFM:StopPlaceEntrance:50147974,IDFM:463185,1,1,43.79,46,,,,,
IDFM:StopPlaceEntrance:50147975:463185,IDFM:StopPlaceEntrance:50147975,IDFM:463185,1,1,19.74,20,,,,,
IDFM:StopPlaceEntrance:50147975:22084,IDFM:StopPlaceEntrance:50147975,IDFM:22084,1,1,26.91,28,,,,,
IDFM:StopPlaceEntrance:50148262:21915,IDFM:StopPlaceEntrance:50148262,IDFM:21915,1,1,15.03,15,,,,,
IDFM:StopPlaceEntrance:50148262:463290,IDFM:StopPlaceEntrance:50148262,IDFM:463290,1,1,19.5,20,,,,,
IDFM:StopPlaceEntrance:50148261:463290,IDFM:StopPlaceEntrance:50148261,IDFM:463290,1,1,7.3,7,,,,,
IDFM:StopPlaceEntrance:50148261:21915,IDFM:StopPlaceEntrance:50148261,IDFM:21915,1,1,20.95,22,,,,,
IDFM:StopPlaceEntrance:50148399:462945,IDFM:StopPlaceEntrance:50148399,IDFM:462945,1,1,26.91,28,,,,,
IDFM:StopPlaceEntrance:50148399:21992,IDFM:StopPlaceEntrance:50148399,IDFM:21992,1,1,26.91,28,,,,,
IDFM:StopPlaceEntrance:50148398:462945,IDFM:StopPlaceEntrance:50148398,IDFM:462945,1,1,194.32,206,,,,,
IDFM:StopPlaceEntrance:50148398:21992,IDFM:StopPlaceEntrance:50148398,IDFM:21992,1,1,194.32,206,,,,,
IDFM:StopPlaceEntrance:50148397:462945,IDFM:StopPlaceEntrance:50148397,IDFM:462945,1,1,28.08,29,,,,,
IDFM:StopPlaceEntrance:50148397:21992,IDFM:StopPlaceEntrance:50148397,IDFM:21992,1,1,28.08,29,,,,,
IDFM:StopPlaceEntrance:50148396:462945,IDFM:StopPlaceEntrance:50148396,IDFM:462945,1,1,26.55,28,,,,,
IDFM:StopPlaceEntrance:50148396:21992,IDFM:StopPlaceEntrance:50148396,IDFM:21992,1,1,26.55,28,,,,,
IDFM:StopPlaceEntrance:50147916:22024,IDFM:StopPlaceEntrance:50147916,IDFM:22024,1,1,44.53,47,,,,,
IDFM:StopPlaceEntrance:50147916:462989,IDFM:StopPlaceEntrance:50147916,IDFM:462989,1,1,49.65,52,,,,,
IDFM:StopPlaceEntrance:50148504:22244,IDFM:StopPlaceEntrance:50148504,IDFM:22244,1,1,140.72,149,,,,,
IDFM:StopPlaceEntrance:50148504:462977,IDFM:StopPlaceEntrance:50148504,IDFM:462977,1,1,141.69,150,,,,,
IDFM:StopPlaceEntrance:50148503:22244,IDFM:StopPlaceEntrance:50148503,IDFM:22244,1,1,102,108,,,,,
IDFM:StopPlaceEntrance:50148503:462977,IDFM:StopPlaceEntrance:50148503,IDFM:462977,1,1,102.44,108,,,,,
IDFM:22244:StopPlaceEntrance:50148505,IDFM:22244,IDFM:StopPlaceEntrance:50148505,1,0,107.1,113,,,,,
IDFM:462977:StopPlaceEntrance:50148505,IDFM:462977,IDFM:StopPlaceEntrance:50148505,1,0,109.64,116,,,,,
IDFM:StopPlaceEntrance:50147744:463289,IDFM:StopPlaceEntrance:50147744,IDFM:463289,1,1,63.55,67,,,,,
IDFM:StopPlaceEntrance:50147744:22004,IDFM:StopPlaceEntrance:50147744,IDFM:22004,1,1,63.85,67,,,,,
IDFM:StopPlaceEntrance:50148713:463287,IDFM:StopPlaceEntrance:50148713,IDFM:463287,1,1,23.28,24,,,,,
IDFM:StopPlaceEntrance:50148713:21991,IDFM:StopPlaceEntrance:50148713,IDFM:21991,1,1,28.08,29,,,,,
IDFM:StopPlaceEntrance:50148715:463287,IDFM:StopPlaceEntrance:50148715,IDFM:463287,1,1,23.52,24,,,,,
IDFM:StopPlaceEntrance:50148715:21991,IDFM:StopPlaceEntrance:50148715,IDFM:21991,1,1,51.51,54,,,,,
IDFM:StopPlaceEntrance:50148714:463287,IDFM:StopPlaceEntrance:50148714,IDFM:463287,1,1,54.99,58,,,,,
IDFM:StopPlaceEntrance:50148714:21991,IDFM:StopPlaceEntrance:50148714,IDFM:21991,1,1,82.16,87,,,,,
IDFM:StopPlaceEntrance:50148821:463288,IDFM:StopPlaceEntrance:50148821,IDFM:463288,1,1,9.52,10,,,,,
IDFM:StopPlaceEntrance:50148821:22161,IDFM:StopPlaceEntrance:50148821,IDFM:22161,1,1,9.65,10,,,,,
IDFM:StopPlaceEntrance:50148040:463288,IDFM:StopPlaceEntrance:50148040,IDFM:463288,1,0,53.93,57,,,,,
IDFM:StopPlaceEntrance:50148040:22161,IDFM:StopPlaceEntrance:50148040,IDFM:22161,1,0,56.94,60,,,,,
IDFM:StopPlaceEntrance:50170248:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170248,IDFM:monomodalStopPlace:43251,1,1,34.14,36,,,,,
IDFM:StopPlaceEntrance:50170384:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170384,IDFM:monomodalStopPlace:43251,1,1,62.05,65,,,,,
IDFM:StopPlaceEntrance:50170750:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170750,IDFM:monomodalStopPlace:43251,1,1,85.54,90,,,,,
IDFM:StopPlaceEntrance:50170749:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170749,IDFM:monomodalStopPlace:43251,1,1,188.14,199,,,,,
IDFM:StopPlaceEntrance:50170063:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170063,IDFM:monomodalStopPlace:43251,1,1,35.51,37,,,,,
IDFM:StopPlaceEntrance:50170383:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170383,IDFM:monomodalStopPlace:43251,1,1,46.59,49,,,,,
IDFM:StopPlaceEntrance:50170064:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170064,IDFM:monomodalStopPlace:43251,1,1,72.91,77,,,,,
IDFM:StopPlaceEntrance:50170170:monomodalStopPlace:43251,IDFM:StopPlaceEntrance:50170170,IDFM:monomodalStopPlace:43251,1,1,103.96,110,,,,,
IDFM:StopPlaceEntrance:50170069:471550,IDFM:StopPlaceEntrance:50170069,IDFM:471550,1,1,99.3,105,,,,,
IDFM:StopPlaceEntrance:50170069:monomodalStopPlace:43245,IDFM:StopPlaceEntrance:50170069,IDFM:monomodalStopPlace:43245,1,1,99.93,106,,,,,
IDFM:StopPlaceEntrance:50170069:471867,IDFM:StopPlaceEntrance:50170069,IDFM:471867,1,1,119.94,127,,,,,
IDFM:StopPlaceEntrance:50170281:471550,IDFM:StopPlaceEntrance:50170281,IDFM:471550,1,1,252.84,268,,,,,
IDFM:StopPlaceEntrance:50170281:monomodalStopPlace:43245,IDFM:StopPlaceEntrance:50170281,IDFM:monomodalStopPlace:43245,1,1,255.01,270,,,,,
IDFM:StopPlaceEntrance:50170281:471867,IDFM:StopPlaceEntrance:50170281,IDFM:471867,1,1,275.27,292,,,,,
IDFM:StopPlaceEntrance:50170072:471550,IDFM:StopPlaceEntrance:50170072,IDFM:471550,1,1,161.74,171,,,,,
IDFM:StopPlaceEntrance:50170072:monomodalStopPlace:43245,IDFM:StopPlaceEntrance:50170072,IDFM:monomodalStopPlace:43245,1,1,162.94,172,,,,,
IDFM:StopPlaceEntrance:50170072:471867,IDFM:StopPlaceEntrance:50170072,IDFM:471867,1,1,183.07,194,,,,,
IDFM:StopPlaceEntrance:50170282:471550,IDFM:StopPlaceEntrance:50170282,IDFM:471550,1,1,270.74,287,,,,,
IDFM:StopPlaceEntrance:50170282:monomodalStopPlace:43245,IDFM:StopPlaceEntrance:50170282,IDFM:monomodalStopPlace:43245,1,1,272.01,288,,,,,
IDFM:StopPlaceEntrance:50170282:471867,IDFM:StopPlaceEntrance:50170282,IDFM:471867,1,1,292.13,310,,,,,
IDFM:StopPlaceEntrance:50170070:471550,IDFM:StopPlaceEntrance:50170070,IDFM:471550,1,1,117.06,124,,,,,
IDFM:StopPlaceEntrance:50170070:monomodalStopPlace:43245,IDFM:StopPlaceEntrance:50170070,IDFM:monomodalStopPlace:43245,1,1,117.52,124,,,,,
IDFM:StopPlaceEntrance:50170070:471867,IDFM:StopPlaceEntrance:50170070,IDFM:471867,1,1,137.45,145,,,,,
IDFM:StopPlaceEntrance:50170071:471550,IDFM:StopPlaceEntrance:50170071,IDFM:471550,1,1,143.06,151,,,,,
IDFM:StopPlaceEntrance:50170071:monomodalStopPlace:43245,IDFM:StopPlaceEntrance:50170071,IDFM:monomodalStopPlace:43245,1,1,144.18,153,,,,,
IDFM:StopPlaceEntrance:50170071:471867,IDFM:StopPlaceEntrance:50170071,IDFM:471867,1,1,164.31,174,,,,,
IDFM:StopPlaceEntrance:50170809:472386,IDFM:StopPlaceEntrance:50170809,IDFM:472386,1,1,8.64,9,,,,,
IDFM:StopPlaceEntrance:50170809:monomodalStopPlace:43246,IDFM:StopPlaceEntrance:50170809,IDFM:monomodalStopPlace:43246,1,1,46.07,48,,,,,
IDFM:StopPlaceEntrance:50170809:472057,IDFM:StopPlaceEntrance:50170809,IDFM:472057,1,1,97.1,103,,,,,
IDFM:StopPlaceEntrance:50170811:472057,IDFM:StopPlaceEntrance:50170811,IDFM:472057,1,1,53.89,57,,,,,
IDFM:StopPlaceEntrance:50170811:monomodalStopPlace:43246,IDFM:StopPlaceEntrance:50170811,IDFM:monomodalStopPlace:43246,1,1,101.69,107,,,,,
IDFM:StopPlaceEntrance:50170811:472386,IDFM:StopPlaceEntrance:50170811,IDFM:472386,1,1,151.78,161,,,,,
IDFM:StopPlaceEntrance:50170415:472386,IDFM:StopPlaceEntrance:50170415,IDFM:472386,1,1,23.79,25,,,,,
IDFM:StopPlaceEntrance:50170415:monomodalStopPlace:43246,IDFM:StopPlaceEntrance:50170415,IDFM:monomodalStopPlace:43246,1,1,67.37,71,,,,,
IDFM:StopPlaceEntrance:50170415:472057,IDFM:StopPlaceEntrance:50170415,IDFM:472057,1,1,117.35,124,,,,,
IDFM:StopPlaceEntrance:50170465:monomodalStopPlace:43247,IDFM:StopPlaceEntrance:50170465,IDFM:monomodalStopPlace:43247,1,1,19.41,20,,,,,
IDFM:StopPlaceEntrance:50170466:monomodalStopPlace:43247,IDFM:StopPlaceEntrance:50170466,IDFM:monomodalStopPlace:43247,1,1,91.31,96,,,,,
IDFM:StopPlaceEntrance:50170460:monomodalStopPlace:43247,IDFM:StopPlaceEntrance:50170460,IDFM:monomodalStopPlace:43247,1,1,80.88,85,,,,,
IDFM:StopPlaceEntrance:50170459:monomodalStopPlace:43247,IDFM:StopPlaceEntrance:50170459,IDFM:monomodalStopPlace:43247,1,1,13.5,14,,,,,
IDFM:StopPlaceEntrance:50148700:21960,IDFM:StopPlaceEntrance:50148700,IDFM:21960,1,1,57.65,61,,,,,
IDFM:StopPlaceEntrance:50148700:463284,IDFM:StopPlaceEntrance:50148700,IDFM:463284,1,1,64.67,68,,,,,
IDFM:StopPlaceEntrance:50148700:463283,IDFM:StopPlaceEntrance:50148700,IDFM:463283,1,1,74.72,79,,,,,
IDFM:StopPlaceEntrance:50148700:22375,IDFM:StopPlaceEntrance:50148700,IDFM:22375,1,1,77.13,81,,,,,
IDFM:StopPlaceEntrance:50148820:21960,IDFM:StopPlaceEntrance:50148820,IDFM:21960,1,1,56.56,60,,,,,
IDFM:StopPlaceEntrance:50148820:463283,IDFM:StopPlaceEntrance:50148820,IDFM:463283,1,1,58.21,61,,,,,
IDFM:StopPlaceEntrance:50148820:22375,IDFM:StopPlaceEntrance:50148820,IDFM:22375,1,1,65.9,69,,,,,
IDFM:StopPlaceEntrance:50148820:463284,IDFM:StopPlaceEntrance:50148820,IDFM:463284,1,1,67.73,71,,,,,
IDFM:StopPlaceEntrance:50148649:463283,IDFM:StopPlaceEntrance:50148649,IDFM:463283,1,1,48.25,51,,,,,
IDFM:StopPlaceEntrance:50148649:22375,IDFM:StopPlaceEntrance:50148649,IDFM:22375,1,1,51.07,54,,,,,
IDFM:StopPlaceEntrance:50148649:21960,IDFM:StopPlaceEntrance:50148649,IDFM:21960,1,1,75.62,80,,,,,
IDFM:StopPlaceEntrance:50148649:463284,IDFM:StopPlaceEntrance:50148649,IDFM:463284,1,1,79.9,84,,,,,
IDFM:StopPlaceEntrance:50170790:monomodalStopPlace:43248,IDFM:StopPlaceEntrance:50170790,IDFM:monomodalStopPlace:43248,1,1,68.66,72,,,,,
IDFM:StopPlaceEntrance:50170624:monomodalStopPlace:43248,IDFM:StopPlaceEntrance:50170624,IDFM:monomodalStopPlace:43248,1,1,37,39,,,,,
IDFM:StopPlaceEntrance:50170775:monomodalStopPlace:43241,IDFM:StopPlaceEntrance:50170775,IDFM:monomodalStopPlace:43241,1,1,140.27,148,,,,,
IDFM:StopPlaceEntrance:50148579:monomodalStopPlace:43234,IDFM:StopPlaceEntrance:50148579,IDFM:monomodalStopPlace:43234,1,1,102.34,108,,,,,
IDFM:StopPlaceEntrance:50170397:monomodalStopPlace:43234,IDFM:StopPlaceEntrance:50170397,IDFM:monomodalStopPlace:43234,1,1,159.47,169,,,,,
IDFM:monomodalStopPlace:43234:StopPlaceEntrance:50148580,IDFM:monomodalStopPlace:43234,IDFM:StopPlaceEntrance:50148580,1,0,150.69,159,,,,,
IDFM:StopPlaceEntrance:50170058:monomodalStopPlace:43235,IDFM:StopPlaceEntrance:50170058,IDFM:monomodalStopPlace:43235,1,1,28.89,30,,,,,
