zdc_a,zdb_b,duree_mediane_secondes,nb_observations
71481,71510,474,2
63322,63323,486,2
71169,71206,467,10
62410,62411,408,8
72571,72580,380,8
60310,60315,471,2
70968,70970,444,2
65005,65046,495,4
71269,479997,371,4
68272,478689,501,2
70071,483634,381,12
64412,64435,467,2
66123,66154,455,6
60234,60240,424,8
72111,72112,460,8
70080,420314,357,6
63550,63566,378,8
63386,63394,441,4
66186,66218,370,4
62659,62661,430,8
66206,66246,442,8
72338,415673,423,10
70562,482835,489,12
70618,478866,321,6
69966,69990,474,4
61856,491300,436,4
70980,70999,489,6
67795,67800,444,2
62620,62626,397,6
72017,483403,419,4
73466,73476,442,8
68915,485321,245,4
60957,416666,470,4
66909,66914,437,8
64840,64884,416,2
73347,480639,498,4
70436,415675,501,2
66569,420433,429,2
72437,72456,421,8
72421,72427,441,2
66293,66322,412,8
70925,70928,449,4
64561,64579,474,2
61382,425131,298,8
72465,73854,481,2
61510,492096,292,2
63922,63952,424,8
68336,68350,396,8
63027,63050,486,2
69098,69104,421,8
64084,64091,438,12
70611,421424,487,6
63932,63944,292,4
73802,73855,388,4
73181,73187,462,4
66047,66077,466,8
71883,490790,344,8
62889,426660,400,12
66018,424901,428,8
73180,73182,429,6
69568,69581,443,10
73120,73133,422,6
70620,70623,498,2
66245,66313,470,4
68353,68372,362,8
71383,73880,537,4
73482,73486,501,2
61579,61585,466,4
65009,65043,409,8
66149,66192,501,2
67685,67693,408,8
68152,68162,353,8
73401,73407,380,4
60382,60398,434,8
64626,64641,368,2
71395,474355,492,2
64584,64591,402,2
64933,64934,447,4
67000,479917,351,6
65072,65115,477,4
63138,413442,393,2
64690,64694,481,4
70456,488507,422,10
60751,60767,454,8
71857,73676,500,2
66235,476965,399,8
69678,69683,469,6
60659,60706,453,4
70532,70551,324,4
72763,72768,458,6
63883,73721,379,28
70279,480557,450,16
65565,65578,366,4
72543,72546,350,4
71104,495913,355,8
64641,64650,463,4
483614,483624,362,4
415726,478885,478,6
66816,493508,406,10
71859,73646,298,4
65169,480001,454,8
62709,62711,407,8
64976,64993,444,4
64505,64520,387,4
68696,68701,264,4
72377,482839,424,2
62678,62697,408,4
421932,485915,397,8
63948,63957,456,4
65585,65597,406,8
64479,64485,458,4
71392,71409,441,6
66920,488409,493,4
70151,70178,461,4
62948,62973,354,8
63996,422463,482,6
69832,69834,296,4
71421,71433,485,6
60599,73628,443,8
60486,487082,465,2
71862,71886,453,2
69551,69558,422,4
63962,63995,381,8
66045,66056,392,8
65578,420953,441,2
479365,479368,481,4
71672,420237,419,8
412686,463754,332,6
416592,485824,446,8
61677,61682,350,8
64263,64269,496,2
60211,415614,480,4
65021,65031,399,4
64167,419352,452,8
71545,477228,451,4
72698,72711,433,12
72611,415632,312,4
70783,70800,433,8
62058,62072,480,2
66981,66988,393,8
62971,62997,499,4
72001,72014,449,8
72738,72763,425,2
69928,69963,482,4
68622,68640,498,2
70180,70240,460,2
73689,478926,471,16
65734,65793,465,2
65963,65969,417,8
69689,69704,497,6
71359,480615,463,14
70446,70473,383,10
68893,68908,482,4
63710,63729,491,2
70183,70199,478,2
73672,482782,437,4
67160,67165,483,6
70745,482735,351,4
72469,72479,488,2
68868,423655,501,2
66924,66927,413,8
64571,64584,453,6
62506,62517,456,6
73798,482837,438,16
70563,70593,480,12
70355,482726,451,8
65840,65922,492,2
62938,62957,339,8
66264,66290,500,4
426136,426137,350,2
71020,464026,481,2
70137,417845,409,2
61010,61031,495,4
73793,478733,402,4
73406,73407,337,4
72653,72659,444,6
60791,60795,457,4
63369,424149,493,4
65046,65065,494,6
70486,70549,478,6
72660,72664,364,8
62690,424928,379,8
426600,482839,450,2
62209,62218,426,4
71415,71428,361,6
67853,74234,468,8
62687,73767,357,4
63829,63841,399,8
419371,419392,415,2
68377,68395,390,8
60653,60708,425,6
61951,61965,491,4
71342,425779,427,12
63990,63997,435,26
63502,63526,453,8
426134,426135,490,2
72161,72169,469,8
63583,63595,348,8
65033,65068,440,4
62831,62908,494,2
63543,63585,466,8
71371,71377,444,12
71172,71181,429,8
73258,73268,410,2
64243,64253,450,4
65778,74093,391,8
72129,72465,438,16
72075,73812,485,4
70163,70176,467,4
61869,61890,284,2
60184,426767,439,4
63896,63928,497,2
62957,62963,462,8
70037,415678,451,6
66541,66556,334,4
71480,71491,426,14
59562,59568,335,8
65960,66013,376,8
60211,422776,490,4
65724,73708,470,4
64169,480612,417,6
70494,70502,483,8
60724,60748,398,8
72129,464035,501,2
71532,479934,479,2
71201,463564,415,4
62064,479995,267,10
73138,73140,476,6
64852,64884,416,4
64591,64607,461,8
71015,480002,474,6
486689,491992,475,2
66309,66341,402,8
65266,65293,490,4
68839,68848,398,8
71492,482833,445,14
73500,480711,416,14
64874,64884,349,4
73061,482873,347,8
66685,66703,468,4
70345,70386,500,6
64925,64967,470,2
72512,424886,419,4
64551,64561,404,2
68429,68443,489,4
69187,488095,351,8
70870,70878,364,4
72321,485872,358,2
71233,71238,328,12
60349,60393,489,4
65473,72795,320,8
71075,71103,431,12
62215,62217,401,8
69463,69466,399,14
64892,423226,440,4
65135,65173,488,4
62697,62723,405,2
72901,72912,386,8
72427,72444,496,6
66055,66101,471,8
65024,65068,433,2
63175,63205,447,8
63080,63104,438,6
73636,482795,481,2
70519,482493,403,4
72997,412564,457,2
67326,422298,428,4
65103,65124,484,2
63938,478374,473,4
66268,415523,353,4
66470,66495,481,2
71114,71118,439,8
60941,60968,473,4
63895,63930,499,2
66335,66375,486,2
66965,488409,475,4
70179,485506,311,8
68122,73778,429,8
65874,65928,412,6
68248,68264,430,8
66263,66285,361,6
71063,415684,422,14
65918,65991,474,4
71678,73186,391,4
69708,69737,478,6
63265,416592,335,8
72004,72006,422,12
72273,72276,486,6
64959,64981,436,4
69266,69270,470,8
415614,422776,306,12
71574,71587,395,8
72141,73876,450,2
73522,485552,315,4
69721,415869,320,6
71384,474355,424,6
70740,70748,376,8
64872,479071,401,4
69281,69282,329,2
69802,485809,371,8
62963,62973,411,8
69119,69125,445,6
413760,426620,371,8
65398,422355,388,2
65448,65487,386,8
71887,71888,457,2
61861,61865,492,2
71030,73653,461,8
70082,70143,474,30
73345,73352,465,6
73165,73166,453,10
69751,69754,464,2
73545,73550,474,4
72900,72907,405,8
66984,66993,476,4
65824,65889,482,4
67086,69401,484,4
60868,60887,459,4
71714,479928,486,10
61905,61910,387,8
67241,416255,433,10
62402,62413,439,2
72648,72666,491,4
70806,70807,388,10
72324,72338,435,2
60511,60515,462,8
70679,479927,399,6
60471,420835,477,4
66444,66467,410,8
73991,483450,394,8
70639,70673,396,6
70980,492985,341,4
427003,427076,393,12
63420,483697,240,4
71394,71408,478,6
69472,425792,457,4
63287,478348,439,4
63631,63636,368,8
62404,62406,440,4
63186,63197,378,14
69472,73839,493,2
69420,69422,488,4
63593,63617,488,2
478648,495865,393,8
72537,72547,370,8
62445,62446,488,4
70428,426182,296,4
70535,478739,435,8
69906,480985,492,2
71943,71944,476,4
63819,63831,394,8
479274,479866,336,4
71473,482833,408,4
73077,73084,463,8
71529,71542,485,4
70306,420299,349,8
64967,65000,447,4
425686,483394,498,2
72068,72077,405,4
71860,463796,465,4
69695,69703,349,8
417906,479955,485,4
66023,66046,454,4
65031,483231,305,8
68411,68415,451,12
70569,70619,342,2
63939,478350,467,8
60360,60376,487,4
72454,72456,461,12
70236,70253,414,4
68351,480582,332,8
72436,74033,468,4
67945,427133,331,8
63843,74117,404,10
68832,423829,399,4
72916,426634,357,8
70418,70435,398,8
63771,412664,487,6
73505,73512,367,8
69964,69990,501,2
71298,73642,560,4
71123,71141,450,2
72904,72910,345,8
65006,65033,490,2
70920,70932,450,4
64902,64909,458,6
491389,494788,352,2
62421,62428,406,4
69590,69601,417,6
71170,482799,439,4
68989,485554,316,4
71100,71133,463,8
69282,69288,328,4
66121,66166,427,4
71500,71529,490,4
70169,70198,479,12
64831,64844,457,10
72578,73696,461,6
72257,72265,357,8
69068,69074,419,4
71242,73796,487,4
62835,62908,462,2
63249,63257,496,2
72195,72215,447,4
59919,427788,436,2
62938,62963,466,8
66548,66576,479,4
70732,70736,344,2
73261,73264,432,6
60659,60688,458,4
70932,483400,474,4
69664,69681,452,4
73932,73933,423,8
71226,482840,226,2
59791,478569,370,8
60365,60423,493,2
69585,478499,463,8
64096,64103,415,8
69287,69291,467,2
66744,66773,379,8
69609,69631,433,2
60105,60121,468,6
63943,63975,428,8
65834,65934,422,4
69725,69754,459,2
66055,423365,453,16
71229,71243,489,2
62162,62171,479,4
73304,73312,473,2
70136,70140,389,8
71171,71187,395,8
69716,69726,426,6
73146,73153,469,6
71161,71180,436,6
71441,71460,469,4
72154,72163,469,4
60100,62276,475,2
70413,70464,468,2
70819,70829,455,2
70548,70598,449,2
62119,62129,382,8
65035,65057,350,4
72731,72747,445,4
74049,74050,389,2
69848,69849,479,6
72082,72098,394,12
72618,72627,477,4
71291,71303,390,8
72020,482791,378,2
65230,65262,372,8
72417,72419,401,2
69470,69472,406,10
483620,483629,298,8
67484,67503,470,8
64799,64822,458,8
68815,478110,497,6
71780,412439,475,6
63703,63706,475,6
71149,478845,480,4
60373,60387,447,8
62055,62060,287,4
73521,485552,471,2
68993,485553,411,4
71366,71392,481,4
72646,73698,486,6
62055,62069,473,4
71044,71067,413,4
60732,60761,400,2
68444,426365,394,4
69468,424238,398,4
73005,412564,465,2
71388,71426,464,10
71710,71719,444,20
71283,71301,489,2
71925,74044,478,2
68805,68821,404,6
72654,72657,426,8
60919,60943,437,2
66804,66825,475,2
60971,60993,425,8
72156,72166,487,4
71973,71987,457,8
66965,482561,454,8
63852,63867,358,8
66951,66954,280,4
65547,65566,454,2
70234,70278,372,2
65806,65900,469,6
66141,74189,449,4
69704,69733,466,8
69261,415823,395,8
69688,69690,408,6
60275,60300,454,8
72324,478942,431,2
68533,68544,364,4
63762,63777,481,6
69595,487822,496,2
69387,69394,411,4
60640,60676,492,4
63973,64010,478,8
73054,73055,377,8
64445,64451,339,4
60110,60128,419,4
71249,73844,760,6
70987,482822,285,2
71935,416674,427,12
62310,62313,415,8
65056,65093,473,4
60927,60955,336,2
71427,71441,386,6
64901,64931,434,4
70900,70913,393,6
419969,425683,449,6
64049,491616,392,16
66357,66400,480,4
60954,60971,461,4
72164,72180,469,4
62791,62796,394,4
71571,71573,431,10
69724,486727,501,2
73548,424023,468,4
71084,73891,490,2
70632,73088,393,4
71252,479997,312,2
71799,480597,497,4
61954,61963,474,4
72526,72541,443,4
62037,62051,439,6
72137,482909,411,14
63275,482566,400,6
63054,63082,379,2
63669,63677,418,8
73388,73390,484,6
71958,71971,402,24
71755,71762,332,6
69019,69020,295,2
63782,483640,473,8
69399,69405,420,4
72051,74026,455,4
69884,69905,484,12
71350,71351,451,18
70969,412581,319,8
65838,65902,481,4
60236,60253,402,8
66311,66312,480,4
69935,69954,336,4
65115,65149,381,8
70994,71000,378,2
66594,66624,435,4
62314,62318,476,4
65515,425797,426,4
71561,479958,416,8
65162,65187,476,6
72203,72218,457,4
65074,482071,455,8
491428,493456,324,8
71909,491564,456,8
60686,60725,489,2
70502,70528,258,6
66313,66357,468,4
74093,462241,491,2
65895,66005,474,2
71089,412992,476,8
68874,487098,396,4
65024,65041,392,8
66078,66098,416,8
70521,70568,549,2
64401,64405,450,6
71532,71548,389,16
61817,61822,437,4
66742,66760,477,8
67662,67666,478,4
74022,74023,470,4
67498,67504,437,2
70020,70041,462,12
64981,64983,411,2
71446,478620,374,6
72661,72675,478,4
73554,73561,397,8
64048,64065,441,8
60164,73686,469,4
72149,72152,381,24
72595,72613,453,4
62018,62033,453,4
73381,73388,453,10
72933,72943,426,6
66301,66321,429,8
66079,479940,472,10
60289,60304,483,2
70226,420298,363,12
66154,74190,477,4
71783,491774,445,8
61195,61196,458,4
70913,70917,481,6
62906,62928,352,8
60509,60536,434,4
65837,65890,456,2
65127,65170,480,4
70516,74115,302,4
67688,67699,494,4
60954,60962,327,4
64907,491120,392,4
64605,64619,471,4
72218,72231,318,8
66492,66519,430,6
70135,482751,384,4
60497,60507,470,8
64975,491421,457,4
61868,61883,472,4
64381,418913,430,8
63183,63190,479,4
68912,68936,461,4
69475,425791,457,6
61435,61442,352,2
73497,412734,451,8
71272,71289,545,2
60201,73686,539,8
69787,69813,484,2
70143,70211,475,4
63205,63209,444,8
69916,69938,429,2
71229,71241,483,4
64914,64943,478,12
61204,61209,451,8
69319,73725,489,2
70159,70166,348,6
64216,485847,471,2
70302,485504,499,2
59996,60008,464,2
491394,491440,463,2
62374,62383,461,8
73579,73582,332,6
69175,69176,485,4
63096,493302,440,4
64831,64866,457,4
72064,72066,468,8
67859,67862,452,8
66956,66981,478,2
72465,464035,309,10
71158,71174,412,2
64560,64589,476,8
61996,62009,384,8
66773,66781,415,8
71932,71933,454,8
66965,66969,354,12
63093,63112,431,8
72482,425794,483,2
73670,480002,310,8
62007,62022,327,8
70157,70197,488,2
62964,62965,318,8
65858,65914,428,6
62666,485816,244,4
491442,491444,473,2
62386,62388,340,2
70225,70246,440,4
62892,62938,457,8
71738,73802,404,8
66300,424027,452,8
477698,477701,476,4
64788,64810,429,2
71190,415625,492,6
59892,485438,318,2
62766,424093,353,4
71217,463543,461,2
68528,68533,369,4
65506,422378,373,2
62827,422406,470,4
71239,71253,515,2
65602,65651,459,8
66549,420434,462,8
68534,68547,370,2
66046,66105,442,8
70500,488507,400,4
60462,495862,493,4
65400,65433,458,2
62264,62268,499,2
70869,70878,412,8
72543,483667,497,2
66374,66385,357,2
70669,70991,469,10
64577,64590,435,8
63483,73807,393,4
69566,69574,482,8
71128,71143,424,4
64259,64267,493,4
64931,481026,420,2
66253,66288,333,8
72748,414420,445,4
66939,482561,405,8
68926,68932,482,6
67433,67436,362,6
69929,69955,484,4
71554,72051,409,6
68196,68207,487,4
65505,65535,461,10
60014,426070,303,2
63928,478374,444,10
69645,69654,495,4
68131,68143,404,8
70267,479475,488,2
64994,65030,358,4
69791,69819,465,8
70033,483634,472,4
71672,71694,489,8
70102,70103,439,2
66681,66703,348,8
64572,415518,393,2
62481,477931,355,8
63108,73703,361,4
70922,70929,404,4
63508,63522,437,4
63631,63667,495,4
63427,63429,416,2
70774,70788,406,12
62975,62981,481,6
60563,60599,464,10
68888,68910,476,2
70528,70544,429,2
61343,61346,463,4
65388,65445,403,4
70858,70871,501,2
62535,62536,345,2
62068,62079,389,2
70738,479942,488,4
67383,67384,422,4
64158,482602,489,8
69104,73928,310,8
62502,62517,448,4
70092,70152,369,4
64430,64454,274,8
70955,70958,426,4
70949,70952,494,4
73439,73451,490,8
72265,73975,415,8
71278,492980,551,2
71349,71360,480,4
65296,65301,335,12
66300,417725,345,8
70069,479935,420,2
67326,67335,433,8
69580,69589,455,8
490779,491564,488,4
73302,73310,451,6
67782,485838,418,2
70762,70765,385,4
69961,69990,412,12
73537,73544,484,2
63911,63929,416,6
69000,69008,443,6
63024,63026,473,8
62613,424612,336,4
59603,59615,390,4
60325,60331,362,8
71369,71375,432,4
66724,66730,320,8
73714,73715,386,14
71068,71071,441,2
415663,491799,384,4
64039,64059,480,10
60784,74145,454,6
72118,483391,482,4
70634,70655,291,4
63184,63202,381,8
63937,73861,478,4
65226,65257,424,2
71140,71143,482,2
64901,481026,439,2
71086,71110,470,4
479933,482853,491,4
65700,65735,483,2
72267,74025,466,12
71986,71997,275,8
61450,480953,345,2
70442,426137,438,2
71391,73643,421,2
71667,71681,375,6
71895,71914,414,2
60311,60312,392,4
71923,71945,484,2
62956,62997,340,8
67038,67040,494,2
70891,70905,487,2
66392,66412,480,2
66897,66908,430,4
70578,70601,448,16
64789,491444,447,4
62055,62071,449,8
71576,71582,470,8
59658,497006,268,4
65723,411650,434,8
64574,64591,482,4
72752,494526,445,8
70471,70517,495,2
423119,483315,444,8
64762,64898,496,2
71483,71497,330,12
65848,491909,345,4
69309,69313,376,2
70052,70113,500,2
63045,63075,482,4
65623,65656,487,2
70117,417846,280,12
71721,71723,430,4
70729,70736,473,2
60481,425930,432,8
61957,61962,306,2
60315,422641,337,2
485504,491386,434,8
67725,67732,467,4
66576,491327,477,2
68100,68108,445,2
73378,73385,475,8
65703,424020,394,8
71091,71103,348,10
67962,67979,450,8
70698,71035,421,10
61442,61461,431,4
73074,73082,495,2
66189,419861,461,4
66230,66271,455,6
70849,70855,473,2
65391,65408,271,2
73232,73235,474,4
65309,65359,440,4
71062,492982,432,2
67154,67159,424,4
71125,415816,453,4
64231,64250,494,2
61028,485921,408,8
62827,477481,350,4
63993,64005,473,8
62983,73736,361,4
71012,483451,370,4
70667,479956,399,4
73219,73226,485,4
64355,64361,443,8
72202,72216,460,4
64556,64564,369,4
72444,72460,415,7
60271,60273,467,8
71934,71967,384,4
61566,61568,466,2
412436,479956,456,2
64356,64359,470,4
73548,73553,296,4
72602,72614,386,8
72330,412711,486,4
67510,67513,437,2
66622,66639,353,6
72943,72956,472,4
479071,491120,432,2
65430,65449,458,2
70945,488087,420,2
69460,69461,420,6
62397,62409,410,8
72944,72950,315,8
64469,64482,499,2
70369,482753,364,2
72500,72512,449,4
66843,66844,498,2
67433,486070,434,10
69869,493231,277,4
73217,73223,410,4
70021,70023,495,8
62048,62057,497,4
59697,59699,347,2
70299,70322,440,6
70148,70154,480,2
69130,69138,409,8
71815,71822,491,6
71919,416535,437,4
62509,62513,407,4
70163,70191,403,4
62690,484378,409,8
62018,62025,452,8
63900,73935,384,10
72000,72012,288,2
70658,73766,435,4
70337,70354,455,4
72115,72130,417,2
72175,420410,485,4
72421,73799,603,4
61544,61547,310,8
66743,66836,500,2
71259,415744,477,2
61895,61902,493,2
70844,70846,424,4
71088,71104,486,8
74055,74056,401,4
66863,66880,350,8
66233,66293,456,4
70477,70562,456,2
72395,72398,413,8
66767,66769,485,2
63292,63317,453,12
71007,464034,486,4
72144,72147,437,10
69851,488232,352,4
62702,73768,446,4
71821,71840,460,8
67826,67836,405,8
60118,60135,468,4
68515,74206,411,2
63776,63790,375,8
65816,65829,403,8
68821,68838,417,2
72090,72104,453,4
73807,416061,396,4
72256,72257,475,8
70665,70986,265,2
61937,481657,318,2
70456,486729,407,2
60641,60741,444,4
71195,71204,463,2
69048,69056,392,4
72780,481037,463,4
65609,424932,355,4
73201,73215,480,2
68353,68368,397,8
64689,64695,494,2
62303,62310,392,8
72710,72716,406,8
62661,485885,385,8
64099,64136,453,2
62141,62151,422,2
70117,70135,496,2
64496,64513,472,8
412699,415674,485,4
71763,71768,384,8
70109,70151,408,8
62053,479995,339,2
65246,65254,330,2
68527,412437,319,16
71649,461836,396,2
72950,425787,379,8
69374,69379,468,4
65913,65921,468,2
72120,72141,453,4
64951,64974,475,8
67275,74100,394,4
64513,64528,449,8
73744,421776,475,6
72033,483403,382,4
65999,66045,384,8
71252,71270,439,14
63250,63251,359,8
69749,486727,434,2
61175,61177,443,8
64245,480590,392,4
65531,65560,480,8
60262,60275,476,4
68868,68888,500,2
63004,63010,466,6
66194,66228,326,8
70517,482860,394,8
60540,425895,487,2
73204,73213,477,6
71330,71335,451,2
63019,493249,444,6
64475,64488,476,8
61847,61853,460,8
71322,71333,463,4
72148,72165,392,4
62796,62817,380,4
71224,463900,328,18
71496,482833,329,4
64380,64392,430,8
60262,60280,406,8
64764,64782,323,2
71869,71907,495,2
63049,63050,342,8
68094,68106,413,4
64724,64747,474,4
70308,491992,394,4
66906,487075,495,2
70446,486691,319,4
64975,65019,498,2
69883,493232,221,4
71529,73878,370,12
62860,62886,422,6
71055,482824,370,6
413378,483402,460,4
67522,419816,405,8
68347,68348,494,2
62053,62064,442,6
69933,69961,468,4
68936,68953,471,2
68706,68714,411,4
60579,60604,431,8
71198,71209,442,4
66040,66048,329,4
72234,72245,434,4
64593,64616,492,8
74223,463720,465,4
66079,66096,458,6
68331,68378,427,4
69849,69858,420,8
59741,59745,305,8
71099,71110,480,4
71143,71158,476,6
64646,64668,488,2
69822,69831,458,4
72471,72481,481,4
70924,70935,451,4
73686,415614,489,4
61033,62604,444,4
70396,491990,335,6
60873,483603,453,4
70910,73712,463,4
62341,62348,486,6
72035,73798,422,24
72728,72742,396,8
67785,67787,465,4
70255,70258,492,4
66612,66625,424,4
69611,69615,384,12
70258,70280,412,12
61863,61890,483,2
71050,71077,389,8
61084,61089,436,2
66663,421719,285,4
69733,69736,428,4
65859,65911,403,6
63208,63218,498,2
66151,66178,474,2
65540,65568,404,8
74057,480604,438,8
64186,416072,424,8
65567,423617,359,4
65284,65314,434,6
70381,70419,498,2
71044,71046,369,4
72283,478707,393,18
67275,422258,491,2
73803,73804,428,8
66022,424589,440,8
412737,412738,352,4
71217,482840,418,8
65280,65286,322,8
71029,464022,501,2
70960,423172,465,6
72657,72658,461,8
70211,493243,464,2
65065,65066,405,8
70527,70569,1076,4
