ARRONDISSEMENT;TYPE;STATUT;ADRESSE;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
75013;WC;Hors service;5 rue choderlos de laclos;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-georges-duhamel-2559;"{""coordinates"": [2.3777156678661813, 48.83197962734259], ""type"": ""Point""}";48.83197962734259, 2.3777156678661813;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;54 rue vercingetorix;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-du-cardinal-wyszynski-2549;"{""coordinates"": [2.316402799684797, 48.83654537646535], ""type"": ""Point""}";48.83654537646535, 2.316402799684797;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;14 rue saint-martin;24/24h;Oui;Non;;"{""coordinates"": [2.3497979996411367, 48.85820799978709], ""type"": ""Point""}";48.85820799978709, 2.3497979996411367;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;12 all thomy-thierry;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2964729998993914, 48.85640899955829], ""type"": ""Point""}";48.85640899955829, 2.2964729998993914;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;29 rue manin;24/24h;Oui;Non;;"{""coordinates"": [2.3782569996445666, 48.878626999897804], ""type"": ""Point""}";48.878626999897804, 2.3782569996445666;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;9 rue coquilliere;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3424760006223413, 48.8635660000149], ""type"": ""Point""}";48.8635660000149, 2.3424760006223413;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;WC;En service;;Horaires du parc;Oui;Non;;"{""coordinates"": [2.312433694953087, 48.86958033266654], ""type"": ""Point""}";48.86958033266654, 2.312433694953087;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;WC;En service;79 rue la fayette;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-montholon-2469;"{""coordinates"": [2.3467356473599623, 48.877220135034726], ""type"": ""Point""}";48.877220135034726, 2.3467356473599623;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;21 rue d'amsterdam;24/24h;Oui;Non;;"{""coordinates"": [2.32703499949662, 48.87761600030234], ""type"": ""Point""}";48.87761600030234, 2.32703499949662;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;10 p pl jacques bonsergent;24/24h;Oui;Non;;"{""coordinates"": [2.36099799953849, 48.87111399971983], ""type"": ""Point""}";48.87111399971983, 2.36099799953849;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;5 bd kellermann;24/24h;Oui;Non;;"{""coordinates"": [2.3575760003024606, 48.818985999956716], ""type"": ""Point""}";48.818985999956716, 2.3575760003024606;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;1 v av roger cahen;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3020870000183318, 48.84785199976075], ""type"": ""Point""}";48.84785199976075, 2.3020870000183318;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;11 avenue marcel proust;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-de-passy-2625;"{""coordinates"": [2.2829801193776933, 48.855364641497715], ""type"": ""Point""}";48.855364641497715, 2.2829801193776933;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;1 avenue de la  porte d'auteuil;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-poetes-2778;"{""coordinates"": [2.256663501525257, 48.84762442984191], ""type"": ""Point""}";48.84762442984191, 2.256663501525257;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;74 bd de clichy;24/24h;Oui;Non;;"{""coordinates"": [2.3335029995805887, 48.88355600007844], ""type"": ""Point""}";48.88355600007844, 2.3335029995805887;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;WC;En service;31 rue notre dame de lorette;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-alex-biscarre-2464;"{""coordinates"": [2.336728380224635, 48.87858749586786], ""type"": ""Point""}";48.87858749586786, 2.336728380224635;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;WC;En service;6 place paul tortelier;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-claire-motte-2820;"{""coordinates"": [2.304142778577189, 48.89189723662848], ""type"": ""Point""}";48.89189723662848, 2.304142778577189;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;Hors service;7 nd cd/18;Horaires du parc;Oui;Non;;"{""coordinates"": [2.363820903429186, 48.8966156453422], ""type"": ""Point""}";48.8966156453422, 2.363820903429186;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;WC;En service;8 rue des recollets;Horaires du parc;Non;Non;;"{""coordinates"": [2.3613396833828313, 48.87557278769458], ""type"": ""Point""}";48.87557278769458, 2.3613396833828313;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;1 rue albinoni;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-de-reuilly-paul-pernin-2573;"{""coordinates"": [2.3882835200147157, 48.84285654035907], ""type"": ""Point""}";48.84285654035907, 2.3882835200147157;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;1 rue emile deslandres;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/square-rene-le-gall-1766;"{""coordinates"": [2.348139173841785, 48.83133948652227], ""type"": ""Point""}";48.83133948652227, 2.348139173841785;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;28 boulevard jourdan;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.336047444337296, 48.82123528699989], ""type"": ""Point""}";48.82123528699989, 2.336047444337296;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;4 pl martin nadaud;24/24h;Oui;Non;;"{""coordinates"": [2.3947409995292643, 48.86495100000291], ""type"": ""Point""}";48.86495100000291, 2.3947409995292643;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;125 av ledru-rollin;24/24h;Oui;Non;;"{""coordinates"": [2.3776669999727487, 48.85414100002846], ""type"": ""Point""}";48.85414100002846, 2.3776669999727487;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;18 av jean aicard;06h00 - 23h58;Oui;Non;;"{""coordinates"": [2.3809620003827687, 48.86568599967996], ""type"": ""Point""}";48.86568599967996, 2.3809620003827687;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;147 rue vercingetorix;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311423000611557, 48.832575000069404], ""type"": ""Point""}";48.832575000069404, 2.311423000611557;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;23 rue du depart;24/24h;Oui;Non;;"{""coordinates"": [2.3231750005795164, 48.842188000361666], ""type"": ""Point""}";48.842188000361666, 2.3231750005795164;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;38 avenue ferdinand buisson;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardins-de-la-porte-de-saint-cloud-et-square-roger-coquoin-2623;"{""coordinates"": [2.254693576359468, 48.83586949307395], ""type"": ""Point""}";48.83586949307395, 2.254693576359468;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;4 v av paul doumer;24/24h;Oui;Non;;"{""coordinates"": [2.2863900005791047, 48.86215399978413], ""type"": ""Point""}";48.86215399978413, 2.2863900005791047;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;1 v pl ernest denis;24/24h;Oui;Non;;"{""coordinates"": [2.337491000210142, 48.841765000286124], ""type"": ""Point""}";48.841765000286124, 2.337491000210142;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;21 av de la porte brunet;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.39785400062757, 48.883886999607576], ""type"": ""Point""}";48.883886999607576, 2.39785400062757;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;58 av du professeur andre lemierre;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4147219995199873, 48.858346999989685], ""type"": ""Point""}";48.858346999989685, 2.4147219995199873;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
