route_label,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
124,71749,71775,"La Fontaine","Cimetière de Vincennes",60,768
124,71662,71676,Montesquieu,"Hôtel de Ville",60,383
124,71674,491799,"Le Parc","Théâtre J.-Fr. Voguet",120,377
124,71674,482431,"Le Parc","Ancienne Mairie",120,383
124,71634,482432,"Château de Vincennes","Avenue du Château",90,760
124,71692,71705,"Hector Malot","Les Parapluies",60,752
124,71684,71698,"Diderot - Silvestri","Desgranges - Solidarité",60,746
124,71858,71867,Copernic,"Église / Gardebled",120,392
124,71718,412699,"Val de Fontenay","Pablo Picasso",60,770
124,71881,490782,"Étienne Dolet","La Dhuys",60,770
124,71775,71784,"Cimetière de Vincennes","Jules Guesde",60,770
124,71649,461836,Boschot,"Ilôt Barbe",60,377
124,71858,71935,Copernic,Rosny-sous-Bois,120,392
124,71652,71671,Hoche,"Le Bois Cadet",60,758
124,71718,415674,"Val de Fontenay","Place du Général de Gaulle",120,760
140,73706,420410,"Quai de Clichy / Marc Bloch","Parvis des bateliers",360,1009
140,72146,72166,"Hôpital Beaujon (Lycée Newton)","Place Voltaire / Voltaire Lumières",360,788
140,64984,72328,"Borderel - Héloïse","Petit Gennevilliers",180,682
140,72166,74028,"Place Voltaire / Voltaire Lumières","Quartier Nord / Quai de Clichy",240,777
140,72267,72283,"Asnières - Quatre Routes","Mairie de quartier - C.A.F / Les Champarons",120,1577
140,74028,482783,"Quartier Nord / Quai de Clichy","Berges de Seine",300,291
140,72315,72328,"Pont du Chemin de Fer","Petit Gennevilliers",120,1577
140,72194,72203,Alma,"Gabriel Péri",120,1577
140,72168,420410,"Mairie de Saint-Ouen","Parvis des bateliers",240,1009
140,72166,72203,"Place Voltaire / Voltaire Lumières","Gabriel Péri",60,1577
140,72239,72267,"Gramme (Avenue d'Argenteuil)","Asnières - Quatre Routes",120,1577
140,65063,65075,Argenteuil,"Léon Feix",180,597
140,64984,65025,"Borderel - Héloïse",Labrière,360,85
140,72146,74028,"Hôpital Beaujon (Lycée Newton)","Quartier Nord / Quai de Clichy",120,486
140,72315,478707,"Pont du Chemin de Fer","Solférino / Stalingrad - Jean Jacques Rousseau",60,1567
140,72226,72239,Jaurès,"Gramme (Avenue d'Argenteuil)",60,1536
140,65054,65075,"Hôtel de Ville","Léon Feix",120,597
140,72215,72226,Bourguignons,Jaurès,120,1577
140,72194,72205,Alma,Guillemin,60,1199
140,72205,72215,Guillemin,Bourguignons,60,1499
140,65005,65054,"Paul Vaillant Couturier","Hôtel de Ville",120,591
140,72283,478707,"Mairie de quartier - C.A.F / Les Champarons","Solférino / Stalingrad - Jean Jacques Rousseau",60,1577
140,64984,65005,"Borderel - Héloïse","Paul Vaillant Couturier",60,597
140,72146,72150,"Hôpital Beaujon (Lycée Newton)","Claude Debussy",60,1081
140,65025,65063,Labrière,Argenteuil,360,85
140,72150,73706,"Claude Debussy","Quai de Clichy / Marc Bloch",60,774
140,72150,482783,"Claude Debussy","Berges de Seine",120,232
107,70522,70529,"École Vétérinaire de Maisons-Alfort","Les 7 Arbres",120,282
107,70216,422972,Adamville,"Galilée / Vassal",120,106
107,70292,70335,"Hôpital Intercommunal","Chéret - Laferrière",120,561
107,70292,70309,"Hôpital Intercommunal","Chemin Vert / Docteur Tourasse / Pont de Créteil",120,561
107,70521,70530,"Passerelle de Charentonneau","Moulin Brûlé",120,561
107,70359,70388,"Le Parc de Saint-Maur","Cimetière - Rabelais",180,212
107,70309,70356,"Chemin Vert / Docteur Tourasse / Pont de Créteil","Rue des Remises",120,561
107,70470,70521,"Concorde / René Coty","Passerelle de Charentonneau",60,496
107,70216,70254,Adamville,Inkermann,120,106
107,70527,70529,"Paul Bert","Les 7 Arbres",60,279
107,70335,70378,"Chéret - Laferrière","Danielle Casanova",120,561
107,70287,70338,"Bibliothèque Municipale",Mairie,60,106
107,70190,70216,Bourbaki,Adamville,60,106
107,70168,70190,"Square Beaurepaire",Bourbaki,120,106
107,70440,70470,"Rue de Vincennes","Concorde / René Coty",60,530
107,70154,70168,"La Pie","Square Beaurepaire",60,106
107,70184,422972,"Rue des Côteaux","Galilée / Vassal",60,106
107,70388,415675,"Cimetière - Rabelais","Godefroy Cavaignac / Libération - Rabelais",60,212
107,70148,70184,Villette,"Rue des Côteaux",120,106
107,70378,70422,"Danielle Casanova",Planètes,60,561
107,70297,70338,"Quatre Septembre",Mairie,120,106
107,70529,70530,"Les 7 Arbres","Moulin Brûlé",60,543
107,70148,70154,Villette,"La Pie",60,106
107,70216,70241,Adamville,Garibaldi,60,106
107,70439,70440,Lyon,"Rue de Vincennes",60,436
107,70356,70393,"Rue des Remises","Saint-Maur - Créteil",60,561
107,70522,70527,"École Vétérinaire de Maisons-Alfort","Paul Bert",60,279
107,70241,70260,Garibaldi,"Boulevard de Créteil",60,106
107,70254,70287,Inkermann,"Bibliothèque Municipale",60,106
107,70260,70297,"Boulevard de Créteil","Quatre Septembre",60,106
107,70393,415675,"Saint-Maur - Créteil","Godefroy Cavaignac / Libération - Rabelais",60,212
107,70422,70435,Planètes,"Pont de Maisons-Alfort",60,536
107,70338,70359,Mairie,"Le Parc de Saint-Maur",60,212
107,70435,70439,"Pont de Maisons-Alfort",Lyon,60,404
141,70768,70778,"Henri Regnault / Place de Buzenval","Otis Mygatt",120,440
141,70778,70802,"Otis Mygatt","Collège Jules Verne / Lycée de Rueil",60,440
141,70891,71422,"Les Bergères / Palissy",Puteaux,120,436
141,70861,70866,"Garches / Plaideurs - Vaillant-Couturier","Romain Rolland",120,436
141,70843,70854,"Rue des Folies","Fabre d'Églantine",60,436
141,71412,71471,"Mairie / Marché","Boieldieu / Les Bouvets",120,918
141,71471,71517,"Boieldieu / Les Bouvets","La Défense",120,918
141,70891,74006,"Les Bergères / Palissy","Félix Faure (Rue des Fusillés de la Résistance)",60,436
141,70868,74006,"Liberté - Plaideurs","Félix Faure (Rue des Fusillés de la Résistance)",60,436
141,70850,70855,"Eugène Sue","Les Chailliers",60,436
141,71412,71422,"Mairie / Marché",Puteaux,60,436
141,70774,70788,Dumouriez,"19 janvier / Carrey de Bellemare",60,65
141,70855,70861,"Les Chailliers","Garches / Plaideurs - Vaillant-Couturier",60,430
141,70781,70788,Fouilleuse,"19 janvier / Carrey de Bellemare",60,440
141,70820,70831,"La Paix",Saint-Exupéry,60,438
141,70784,70796,"Les Mazurieres","Victorien Sardou",60,440
141,70796,70807,"Victorien Sardou","Av. du Mont Valérien / Lt-Colonel de Montbrison",120,440
141,70768,70774,"Henri Regnault / Place de Buzenval",Dumouriez,60,371
141,70831,70837,Saint-Exupéry,"Edmond Rostand",60,436
141,70853,70854,Voltaire,"Fabre d'Églantine",60,219
141,70807,70816,"Av. du Mont Valérien / Lt-Colonel de Montbrison",Racine,60,387
141,70816,70820,Racine,"La Paix",60,341
141,70850,70853,"Eugène Sue",Voltaire,60,425
141,70866,70868,"Romain Rolland","Liberté - Plaideurs",60,289
141,70837,70843,"Edmond Rostand","Rue des Folies",60,425
141,70781,70784,Fouilleuse,"Les Mazurieres",60,430
144,70772,70785,"Val d'Or",Garibaldi,120,690
144,70792,70807,"Place de la Paix / Stresemann","Av. du Mont Valérien / Lt-Colonel de Montbrison",180,690
144,70785,70811,Garibaldi,"Suresnes - Longchamp",120,690
144,70874,70886,"Brossolette / Rueil - Ville",Baudin,120,349
144,70810,70815,Dunant,"Place Besche",120,690
144,70839,70848,"Place Richelieu / Zurich","Hôpital Stell",120,341
144,70807,70810,"Av. du Mont Valérien / Lt-Colonel de Montbrison",Dunant,120,690
144,70815,70839,"Place Besche","Place Richelieu / Zurich",60,690
144,70825,70846,Pages,"Commandant Rivière / Pompidou / Volta",120,349
144,71412,71471,"Mairie / Marché","Boieldieu / Les Bouvets",120,690
144,71471,71517,"Boieldieu / Les Bouvets","La Défense",180,690
144,71360,71400,"De Pressensé","Wallace / Bas Roger",120,341
144,70839,70847,"Place Richelieu / Zurich",Église,120,349
144,70834,70846,"Jean Macé","Commandant Rivière / Pompidou / Volta",120,341
144,70886,483261,Baudin,"Albert 1er - Rueil-Ville",180,341
144,70848,70858,"Hôpital Stell",Mairie,60,321
144,70811,70823,"Suresnes - Longchamp","Suresnes - De Gaulle / Mairie",60,679
144,70780,70786,"Croix du Roy","Place Jean Jaurès / Masaryk",60,674
144,70858,70874,Mairie,"Brossolette / Rueil - Ville",120,349
144,70823,70827,"Suresnes - De Gaulle / Mairie","D'Estienne d'Orves",60,341
144,71400,71412,"Wallace / Bas Roger","Mairie / Marché",60,675
144,70858,483261,Mairie,"Albert 1er - Rueil-Ville",180,341
144,70886,412736,Baudin,Colmar,120,690
144,70772,70780,"Val d'Or","Croix du Roy",60,690
144,70902,412736,Rueil-Malmaison,Colmar,120,690
144,70846,71360,"Commandant Rivière / Pompidou / Volta","De Pressensé",60,690
144,70786,70792,"Place Jean Jaurès / Masaryk","Place de la Paix / Stresemann",120,655
144,71400,424717,"Wallace / Bas Roger","Résidence Verdun",60,310
144,70818,70825,"Henri IV",Pages,120,349
144,70847,70858,Église,Mairie,120,333
144,70818,70823,"Henri IV","Suresnes - De Gaulle / Mairie",120,349
144,71360,424717,"De Pressensé","Résidence Verdun",60,349
144,70827,70834,"D'Estienne d'Orves","Jean Macé",60,341
111,71570,71579,"Baron Le Roy","Porte de Charenton",120,689
111,426135,481111,"Bercy (Bus 111)","Terroirs de France",180,346
111,70277,70309,Beaujeu,"Chemin Vert / Docteur Tourasse / Pont de Créteil",120,741
111,72980,72998,"Église de La Varenne","La Varenne - Chennevières",120,352
111,70579,70634,"Pont de Charenton",Verdun,120,352
111,70569,70579,"Mairie / Val D'Osne","Pont de Charenton",120,352
111,70309,70356,"Chemin Vert / Docteur Tourasse / Pont de Créteil","Rue des Remises",60,741
111,73003,73015,"Capitaine Charton","Charles Péguy",60,341
111,71566,71579,"Félix Langlais","Porte de Charenton",60,689
111,70634,70648,Verdun,"Charenton - Écoles",120,708
111,73032,73042,"Gustave Goublier",Champigny,60,349
111,71558,71566,Liberté,"Félix Langlais",120,689
111,70576,70577,"Passerelle de Saint-Maurice","Maréchal Leclerc",60,708
111,70128,72978,Sorbiers,"Place de Molènes",60,345
111,426134,481111,"Pont National - Quai de Bercy","Terroirs de France",180,343
111,70160,70190,Guynemer,Bourbaki,60,367
111,70648,463703,"Charenton - Écoles","Théâtre de Charenton",120,689
111,70277,422972,Beaujeu,"Galilée / Vassal",60,741
111,70552,70561,"Les Canadiens",Roseraie,60,708
111,70190,422972,Bourbaki,"Galilée / Vassal",60,367
111,70154,478864,"La Pie",Arromanches,60,374
111,72980,72986,"Église de La Varenne",Voltaire,60,352
111,70393,70436,"Saint-Maur - Créteil","Croix Souris",60,741
111,71570,426134,"Baron Le Roy","Pont National - Quai de Bercy",120,343
111,70108,70146,"Jean Jaurès","Docteur Roux - Chambre des Métiers",60,312
111,70478,70499,"Maurice Berteaux","Voisin - République",60,695
111,71558,463703,Liberté,"Théâtre de Charenton",60,689
111,70561,70571,Roseraie,"CFA - Andrieu",60,662
111,70568,70577,"Passerelle de Charentonneau","Maréchal Leclerc",60,662
111,70108,70154,"Jean Jaurès","La Pie",60,374
111,70146,70160,"Docteur Roux - Chambre des Métiers",Guynemer,60,367
111,72995,72998,"Avenue des Piliers","La Varenne - Chennevières",120,345
111,72998,73003,"La Varenne - Chennevières","Capitaine Charton",60,349
111,70128,72970,Sorbiers,Falonnières,120,352
111,73024,73032,Thiers,"Gustave Goublier",60,341
111,71570,426135,"Baron Le Roy","Bercy (Bus 111)",60,346
111,422972,478864,"Galilée / Vassal",Arromanches,60,374
111,70499,70513,"Voisin - République","John Fitzgerald Kennedy",120,708
111,73015,73024,"Charles Péguy",Thiers,60,177
111,70569,70619,"Mairie / Val D'Osne",Épinettes,60,356
111,70569,70573,"Mairie / Val D'Osne","Hôpital Esquirol",60,70
111,70573,70576,"Hôpital Esquirol","Passerelle de Saint-Maurice",60,638
111,70436,70478,"Croix Souris","Maurice Berteaux",120,712
111,72986,73001,Voltaire,"Avenue de Bonneuil (Boulevard de la Marne)",60,689
111,70356,70393,"Rue des Remises","Saint-Maur - Créteil",60,741
111,70092,70128,"Alma / Raspail - Pont de Bonneuil",Sorbiers,60,502
111,70125,70146,Corneilles,"Docteur Roux - Chambre des Métiers",60,741
111,70513,70538,"John Fitzgerald Kennedy","Écoles de Gravelle",60,708
111,72970,72978,Falonnières,"Place de Molènes",60,157
111,70092,70125,"Alma / Raspail - Pont de Bonneuil",Corneilles,60,697
111,70568,70571,"Passerelle de Charentonneau","CFA - Andrieu",60,186
111,72985,72995,Arago,"Avenue des Piliers",60,345
111,70634,425793,Verdun,"Hôpital National de Saint-Maurice",60,356
111,72978,73001,"Place de Molènes","Avenue de Bonneuil (Boulevard de la Marne)",60,697
111,70538,70552,"Écoles de Gravelle","Les Canadiens",60,708
111,70619,425793,Épinettes,"Hôpital National de Saint-Maurice",60,234
111,72985,72986,Arago,Voltaire,120,345
159,70917,70943,"Route de Chatou","Paul Lescop (Carrefour Renan)",120,318
159,70940,70943,"Nanterre - Ville","Paul Lescop (Carrefour Renan)",60,636
159,70932,70948,"Victor Hugo - Mairie",Gounod,120,302
159,70932,70936,"Victor Hugo - Mairie","Balzac - Zola",120,306
159,71471,71517,"Boieldieu / Les Bouvets","La Défense",120,614
159,70905,494528,"Les Rosiers","Les Fontenelles (Avenue Pablo Picasso)",120,614
159,70936,70948,"Balzac - Zola",Gounod,60,312
159,70912,70918,"Fernand Léger",Liberté,120,613
159,70934,70939,"Joliot-Curie - Courbevoie / Théâtre des Amandiers","Marcel Paul - Préfecture / Préfecture des Hauts-de-Seine",120,614
159,70923,70932,Plainchamp,"Victor Hugo - Mairie",60,614
159,70949,70952,Soufflot,Pascal,120,608
159,70939,70949,"Marcel Paul - Préfecture / Préfecture des Hauts-de-Seine",Soufflot,60,614
159,70924,70930,"Pont de Biais","Parc de l'Île / Rue du Port",60,318
159,70898,71471,"Les Graviers","Boieldieu / Les Bouvets",60,610
159,70924,70943,"Pont de Biais","Paul Lescop (Carrefour Renan)",60,316
159,70898,70908,"Les Graviers","Berthelot - Carré Vert",60,614
159,70912,494528,"Fernand Léger","Les Fontenelles (Avenue Pablo Picasso)",60,614
159,70913,70917,"Cité du Vieux Pont","Route de Chatou",60,636
159,70918,70934,Liberté,"Joliot-Curie - Courbevoie / Théâtre des Amandiers",60,591
159,70948,70952,Gounod,Pascal,60,608
159,70929,70933,"Rue des Anciennes Mairies","Maurice Thorez / Stalingrad",60,520
159,70923,70929,Plainchamp,"Rue des Anciennes Mairies",60,603
159,70917,70930,"Route de Chatou","Parc de l'Île / Rue du Port",60,222
159,70933,70940,"Maurice Thorez / Stalingrad","Nanterre - Ville",60,614
159,70905,70908,"Les Rosiers","Berthelot - Carré Vert",60,578
112,70640,71559,Joinville-le-Pont,"Carrefour de Beauté",120,379
112,71568,71574,"Mortemart (av du Tremblay)",INSEP,60,763
112,71559,421277,"Carrefour de Beauté","Jean Jaurès - Chapsal",120,384
112,70241,70277,Garibaldi,Beaujeu,60,785
112,70277,70309,Beaujeu,"Chemin Vert / Docteur Tourasse / Pont de Créteil",120,785
112,70309,70356,"Chemin Vert / Docteur Tourasse / Pont de Créteil","Rue des Remises",60,695
112,72998,412564,"La Varenne - Chennevières","Avenue de Bonneuil (Avenue du Bac)",120,345
112,70559,70640,"Eugène Voisin - Marché",Joinville-le-Pont,120,763
112,71619,71634,"Parc Floral","Château de Vincennes",120,763
112,70212,70216,"Docteur Roux",Adamville,60,785
112,71598,482804,"Stade Léo Lagrange","Pyramide - Parc Floral",60,498
112,73005,412564,"Jean Moulin","Avenue de Bonneuil (Avenue du Bac)",60,689
112,70478,70518,"Maurice Berteaux",République,60,758
112,71580,71581,Cartoucherie,"Plaine de la Faluère",60,723
112,70393,70436,"Saint-Maur - Créteil","Croix Souris",60,785
112,70214,70250,"Place Rimini","Avenue Victoria",60,345
112,70609,421277,"Carrefour de la Résistance","Jean Jaurès - Chapsal",60,384
112,71581,71598,"Plaine de la Faluère","Stade Léo Lagrange",60,465
112,72997,412564,"École Michelet","Avenue de Bonneuil (Avenue du Bac)",120,338
112,70216,70241,Adamville,Garibaldi,60,763
112,71559,71568,"Carrefour de Beauté","Mortemart (av du Tremblay)",60,515
112,71580,71587,Cartoucherie,"Champ de Manoeuvre - Tremblay",60,410
112,70266,73005,"Edgar Quinet","Jean Moulin",60,686
112,70214,70227,"Place Rimini",Delerue,120,344
112,70609,70640,"Carrefour de la Résistance",Joinville-le-Pont,60,384
112,70227,70266,Delerue,"Edgar Quinet",120,344
112,70436,70478,"Croix Souris","Maurice Berteaux",60,762
112,70356,70393,"Rue des Remises","Saint-Maur - Créteil",60,713
112,70250,70266,"Avenue Victoria","Edgar Quinet",60,317
112,70518,70559,République,"Eugène Voisin - Marché",60,682
112,71574,71587,INSEP,"Champ de Manoeuvre - Tremblay",60,349
112,70212,70214,"Docteur Roux","Place Rimini",60,780
112,72997,72998,"École Michelet","La Varenne - Chennevières",300,344
112,71619,482804,"Parc Floral","Pyramide - Parc Floral",60,669
160,70841,70861,"Mont Valérien (Boulevard Washington)","Garches / Plaideurs - Vaillant-Couturier",120,454
160,70819,70841,"Cluseret - Hôpital Foch","Mont Valérien (Boulevard Washington)",120,454
160,70721,70726,"Boulogne Pont de Saint-Cloud","Parc de Saint-Cloud",180,454
160,70877,70899,"École Jules Ferry / Pierre Sergent / Saint-Cloud","Place de la Boule",120,454
160,70759,70766,"Marie Bonaparte","La Bérangère",120,451
160,70798,70819,"Les Bons Raisins","Cluseret - Hôpital Foch",120,454
160,70726,479942,"Parc de Saint-Cloud",Chevrillon,180,454
160,70940,70944,"Nanterre - Ville","Paul Bert",60,461
160,70725,70728,"Général Leclerc","Collège Gounod",120,454
160,70936,70948,"Balzac - Zola",Gounod,60,228
160,70929,70940,"Rue des Anciennes Mairies","Nanterre - Ville",120,227
160,70910,73712,"Les Venets / Sadi Carnot - Joliot Curie","Gabriel Péri / Rochegude",120,227
160,70944,70948,"Paul Bert",Gounod,120,450
160,70934,70939,"Joliot-Curie - Courbevoie / Théâtre des Amandiers","Marcel Paul - Préfecture / Préfecture des Hauts-de-Seine",120,379
160,70939,70945,"Marcel Paul - Préfecture / Préfecture des Hauts-de-Seine","Nanterre - Préfecture",120,461
160,70752,70759,"Lycée Alexandre Dumas","Marie Bonaparte",60,454
160,70743,73750,Montretout,Marché,120,454
160,70728,73749,"Collège Gounod",Saint-Cloud,120,454
160,70910,70923,"Les Venets / Sadi Carnot - Joliot Curie",Plainchamp,120,227
160,70877,70878,"École Jules Ferry / Pierre Sergent / Saint-Cloud","Daniel Becker / Les Damades",60,440
160,70725,73750,"Général Leclerc",Marché,60,454
160,70780,70791,"Croix du Roy","Edouard Vaillant",60,366
160,70766,70772,"La Bérangère","Val d'Or",60,454
160,70870,70878,"Calvaire - Mairie Annexe","Daniel Becker / Les Damades",60,344
160,70772,70780,"Val d'Or","Croix du Roy",60,452
160,70743,70752,Montretout,"Lycée Alexandre Dumas",60,269
160,70941,70948,Berthelot,Gounod,120,233
160,70934,70936,"Joliot-Curie - Courbevoie / Théâtre des Amandiers","Balzac - Zola",60,450
160,70929,70933,"Rue des Anciennes Mairies","Maurice Thorez / Stalingrad",60,215
160,70791,70798,"Edouard Vaillant","Les Bons Raisins",60,350
160,70923,73712,Plainchamp,"Gabriel Péri / Rochegude",60,197
160,70923,70929,Plainchamp,"Rue des Anciennes Mairies",120,301
160,70899,70910,"Place de la Boule","Les Venets / Sadi Carnot - Joliot Curie",120,454
160,70933,70940,"Maurice Thorez / Stalingrad","Nanterre - Ville",120,227
160,70861,70870,"Garches / Plaideurs - Vaillant-Couturier","Calvaire - Mairie Annexe",60,333
160,73749,479942,Saint-Cloud,Chevrillon,60,449
160,70936,70941,"Balzac - Zola",Berthelot,60,27
163,70939,70953,"Marcel Paul - Préfecture / Préfecture des Hauts-de-Seine",Lens,180,790
163,71444,71458,"L'Yser et la Somme","Villiers - Bineau",120,794
163,71453,73664,"Péreire Levallois","Wagram - Ampère",120,820
163,71449,71475,"Jouffroy d'Abbans - Tocqueville","Pont Cardinet",120,820
163,72133,72137,Mairie,Charlebourg,120,400
163,72131,72133,"Souvenir Français / Valpaços",Mairie,60,794
163,71540,72060,"Ile de la Jatte","Pont Bineau",120,794
163,70939,70945,"Marcel Paul - Préfecture / Préfecture des Hauts-de-Seine","Nanterre - Préfecture",60,790
163,72060,72082,"Pont Bineau","Paix - Verdun",60,794
163,72137,482909,Charlebourg,"Bonnin / Verdun / Cimetière",60,790
163,73661,479932,Brochant,Boulay,120,820
163,72098,72120,"Verdun - Rue Latérale","Courbevoie - Europe",60,794
163,71458,71465,"Villiers - Bineau","Victor Hugo",60,794
163,71450,71453,"Porte de Champerret","Péreire Levallois",60,820
163,70953,70955,Lens,Arras,60,783
163,70958,72117,"Veuve Lacroix","Collège Les Champs-Philippe",60,510
163,73661,482350,Brochant,"Parc Martin Luther King",60,820
163,71540,73878,"Ile de la Jatte","La Saussaye - Bineau",60,794
163,70955,70958,Arras,"Veuve Lacroix",60,748
163,72131,73876,"Souvenir Français / Valpaços",Plaisance,60,772
163,72133,73937,Mairie,"Dumont d'Urville - Belgique",60,381
163,72120,73876,"Courbevoie - Europe",Plaisance,60,794
163,71452,73664,"Jouffroy d'Abbans - Malesherbes","Wagram - Ampère",120,820
163,71491,71508,Chézy,"Bineau - Château",60,703
163,71480,71491,"Inkermann - Bineau",Chézy,60,794
163,71465,71480,"Victor Hugo","Inkermann - Bineau",60,756
163,72082,72098,"Paix - Verdun","Verdun - Rue Latérale",60,533
163,72117,482909,"Collège Les Champs-Philippe","Bonnin / Verdun / Cimetière",60,616
163,71449,71452,"Jouffroy d'Abbans - Tocqueville","Jouffroy d'Abbans - Malesherbes",60,820
163,71444,71450,"L'Yser et la Somme","Porte de Champerret",60,542
163,71508,73878,"Bineau - Château","La Saussaye - Bineau",60,635
163,71545,479932,"Porte de Clichy",Boulay,120,820
163,71475,482350,"Pont Cardinet","Parc Martin Luther King",90,820
163,72137,73937,Charlebourg,"Dumont d'Urville - Belgique",60,394
164,64897,72280,"Place du 11 novembre","Les Saules",300,745
164,65052,65110,"Bretagne / Place François Rabelais","Val d'Argenteuil",120,745
164,71444,71458,"L'Yser et la Somme","Villiers - Bineau",60,751
164,72209,72237,Prague,"Église de Colombes",120,372
164,65135,479899,Bérionne,"Jean Lurçat",120,745
164,72209,485810,Prague,"Mairie de Colombes",60,315
164,71540,72060,"Ile de la Jatte","Pont Bineau",60,751
164,64991,65052,"Les Messiers","Bretagne / Place François Rabelais",120,745
164,72060,72082,"Pont Bineau","Paix - Verdun",60,748
164,72269,491328,"Robert Schuman","Les Renouillers",60,373
164,72180,72209,"Félix Faure",Prague,60,732
164,72237,491328,"Église de Colombes","Les Renouillers",60,745
164,72098,72120,"Verdun - Rue Latérale","Courbevoie - Europe",60,751
164,71458,71465,"Villiers - Bineau","Victor Hugo",60,751
164,72120,72141,"Courbevoie - Europe","Jean Bonal",60,732
164,65110,479899,"Val d'Argenteuil","Jean Lurçat",60,745
164,64913,64934,"Ferdinand Berthoud","Maurice Utrillo",120,740
164,71540,73878,"Ile de la Jatte","La Saussaye - Bineau",60,751
164,72141,72158,"Jean Bonal","Rue de l'Aigle / Les Vallées / Lycée Albert Camus",60,638
164,72164,72180,"Pont de la Puce","Félix Faure",60,617
164,64934,64991,"Maurice Utrillo","Les Messiers",60,705
164,72158,72164,"Rue de l'Aigle / Les Vallées / Lycée Albert Camus","Pont de la Puce",60,570
164,71491,71508,Chézy,"Bineau - Château",60,661
164,71480,71491,"Inkermann - Bineau",Chézy,60,704
164,64897,64913,"Place du 11 novembre","Ferdinand Berthoud",60,745
164,71465,71480,"Victor Hugo","Inkermann - Bineau",60,733
164,491328,491329,"Les Renouillers",Audra,60,50
164,72269,72280,"Robert Schuman","Les Saules",60,519
164,65152,494524,Beethoven,"Collège Claude Monet (Parking)",60,745
164,72082,72098,"Paix - Verdun","Verdun - Rue Latérale",60,495
164,71444,71450,"L'Yser et la Somme","Porte de Champerret",60,751
164,65135,65152,Bérionne,Beethoven,60,389
164,71508,73878,"Bineau - Château","La Saussaye - Bineau",60,564
164,72237,485810,"Église de Colombes","Mairie de Colombes",60,346
164,72269,491329,"Robert Schuman",Audra,60,322
165,72100,72132,"Quai de Clichy",Asnières-sur-Seine,180,646
165,74025,74057,"Henri Robert","Asnières - 18 juin 1940",120,332
165,71498,71531,"Wilson - Courcelles","Aristide Briand / Mairie / Marjolin / Rouquier - Rivay",120,323
165,72181,72215,"Rue des Champs",Bourguignons,60,653
165,72132,72149,Asnières-sur-Seine,Gallieni,120,646
165,72239,72267,"Gramme (Avenue d'Argenteuil)","Asnières - Quatre Routes",120,653
165,71531,74026,"Aristide Briand / Mairie / Marjolin / Rouquier - Rivay","Jules Guesde",120,323
165,71531,74027,"Aristide Briand / Mairie / Marjolin / Rouquier - Rivay",Eiffel,60,323
165,71470,71498,"Square Sainte-Odile","Wilson - Courcelles",60,646
165,72149,72162,Gallieni,Comète,60,653
165,72162,72181,Comète,"Rue des Champs",60,622
165,71531,71554,"Aristide Briand / Mairie / Marjolin / Rouquier - Rivay",Vaillant-Couturier,60,323
165,72267,74025,"Asnières - Quatre Routes","Henri Robert",60,321
165,72297,74025,Mourinoux,"Henri Robert",60,321
165,72087,72100,"Rue des Chasses","Quai de Clichy",60,323
165,72226,72239,Jaurès,"Gramme (Avenue d'Argenteuil)",60,567
165,72293,72297,Fleming,Mourinoux,60,321
165,72215,72226,Bourguignons,Jaurès,60,653
165,71450,71470,"Porte de Champerret","Square Sainte-Odile",120,646
165,73863,74026,Collange,"Jules Guesde",60,646
165,72087,73863,"Rue des Chasses",Collange,60,646
165,71498,74027,"Wilson - Courcelles",Eiffel,120,323
165,72267,479852,"Asnières - Quatre Routes","Robert Lavergne",60,249
165,74025,479852,"Henri Robert","Robert Lavergne",120,332
165,71554,74026,Vaillant-Couturier,"Jules Guesde",60,323
165,72293,74057,Fleming,"Asnières - 18 juin 1940",,0
114,71590,71605,Nogent-sur-Marne,"Porte Jaune",120,823
114,71605,71623,"Porte Jaune","Tremblay - Pépinière",120,823
114,71623,71634,"Tremblay - Pépinière","Château de Vincennes",120,823
114,72028,73312,"Les Coquetiers","Allée de la Tour-Rendez-vous",120,49
114,73190,73198,Neuilly-Plaisance,"Faidherbe - Église",180,878
114,73269,73277,"Lucien Berneux","Marceau / Rue de Neuilly",120,358
114,73288,73297,"Avenue du Raincy / Général Leclerc","Le Raincy - Villemomble - Montfermeil",60,699
114,72028,73300,"Les Coquetiers","Marius Gonin",60,49
114,73297,73300,"Le Raincy - Villemomble - Montfermeil","Marius Gonin",60,98
114,73254,73269,"Caves d'Avron","Lucien Berneux",120,358
114,73250,73260,"Plateau D'Avron - Place De Stalingrad",Parmentier,120,358
114,73164,73172,"Ledru-Rollin - Général de Gaulle",Bellevue,120,823
114,71618,73164,"Le Parc","Ledru-Rollin - Général de Gaulle",120,823
114,73260,424908,Parmentier,"Marcel Douret",60,358
114,71609,71618,"Nogent - Le Perreux","Le Parc",120,823
114,71603,71604,Marché,Mairie,120,402
114,73214,73219,"Square Jean Mermoz",Cimetière,60,878
114,71594,479918,"Rue de Beauté","Place du Général Leclerc",120,823
114,73277,73279,"Marceau / Rue de Neuilly","Château de Villemomble",60,358
114,73172,73181,Bellevue,"Bords de Marne",60,818
114,73304,73312,"Charles Hildevert","Allée de la Tour-Rendez-vous",60,49
114,73203,73214,"Alexandre 1er","Square Jean Mermoz",120,442
114,73274,73279,Hoche,"Château de Villemomble",60,358
114,73181,73187,"Bords de Marne","La Maltournée",60,823
