route_label,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
92,71024,71044,Mairie du 14ème / Rue Benard,Château - Mairie du 14ème,60,982
92,71067,73675,Losserand - Maine,Gaîté,60,991
92,71159,73641,Duroc,Falguière,60,994
92,71238,73644,Bosquet - Grenelle,Bosquet - Saint-Dominique,60,964
92,71182,71204,Oudinot,Saint-François-Xavier,60,908
93,71356,71365,Place de Bagatelle,Hôpital - Pont de Puteaux / Pont de Puteaux,180,425
93,493489,71423,Place du Général Catroux,Wagram,60,409
93,71442,71479,Pont de Neuilly,Château,120,412
93,71423,71453,Wagram,Péreire Levallois,120,409
93,71444,71458,L'Yser et la Somme,Villiers - Bineau,120,413
93,71499,71529,Centre Hospitalier / Collège André Maurois,Pont de la Grande Jatte,120,412
93,424721,71358,Malesherbes - Courcelles,Lisbonne - Mairie du 8e,120,402
93,71289,71318,Palais de la Découverte,Franklin D. Roosevelt,60,199
93,71365,71400,Hôpital - Pont de Puteaux / Pont de Puteaux,Wallace / Bas Roger,60,425
93,70823,70835,Suresnes - De Gaulle / Mairie,Honoré d'Estienne d'Orves,60,164
93,70834,70846,Jean Macé,Commandant Rivière / Pompidou / Volta,60,209
93,71318,71334,Franklin D. Roosevelt,Saint-Philippe-du-Roule,120,210
93,70844,70846,Berty Albrecht,Commandant Rivière / Pompidou / Volta,60,216
93,71358,73690,Lisbonne - Mairie du 8e,Saint-Augustin,120,409
93,71530,71549,Hôpital Américain,Villiers,60,411
93,71346,73690,Miromesnil,Saint-Augustin,60,409
93,71274,71306,Invalides,Grand Palais,60,210
93,71356,71380,Place de Bagatelle,Rue du Centre,120,425
93,70805,70823,Pont de Suresnes / Rue des Bourets,Suresnes - De Gaulle / Mairie,60,209
93,70818,70834,Henri IV,Jean Macé,60,207
93,71450,71453,Porte de Champerret,Péreire Levallois,60,401
93,71396,71442,Maurice Barres,Pont de Neuilly,120,425
93,70805,70818,Pont de Suresnes / Rue des Bourets,Henri IV,120,209
93,71512,71530,Hôpital du Perpétuel Secours,Hôpital Américain,120,202
93,71305,71306,Champs-Élysées - Clemenceau,Grand Palais,60,210
93,71305,71318,Champs-Élysées - Clemenceau,Franklin D. Roosevelt,120,210
93,415681,71289,Pont des Invalides - Place de Finlande,Palais de la Découverte,60,199
93,70835,70844,Honoré d'Estienne d'Orves,Berty Albrecht,60,216
93,71396,71399,Maurice Barres,Rue du Bois de Boulogne,60,425
93,71529,71542,Pont de la Grande Jatte,Centre des Impôts,60,210
93,71334,71346,Saint-Philippe-du-Roule,Miromesnil,60,210
93,71479,71499,Château,Centre Hospitalier / Collège André Maurois,60,412
93,70846,71360,Commandant Rivière / Pompidou / Volta,De Pressensé,60,419
93,71542,71549,Centre des Impôts,Villiers,60,210
93,424717,71400,Résidence Verdun,Wallace / Bas Roger,60,216
93,71497,71512,Voltaire - Villiers,Hôpital du Perpétuel Secours,60,413
93,415681,71274,Pont des Invalides - Place de Finlande,Invalides,120,199
93,71458,71483,Villiers - Bineau,Louis Rouquier,60,413
93,71512,71524,Hôpital du Perpétuel Secours,Place de la Libération / Résidence Greffulhe,60,209
93,71444,71450,L'Yser et la Somme,Porte de Champerret,60,344
93,71524,71530,Place de la Libération / Résidence Greffulhe,Hôpital Américain,60,183
93,424721,493489,Malesherbes - Courcelles,Place du Général Catroux,60,408
93,424717,71360,Résidence Verdun,De Pressensé,60,182
93,71380,71399,Rue du Centre,Rue du Bois de Boulogne,60,286
93,71483,71497,Louis Rouquier,Voltaire - Villiers,60,176
94,480709,71139,Rennes - Littré,Gare Montparnasse,60,685
94,71298,71324,Concorde,Madeleine,240,685
94,482697,71408,Legendre (rue de Rome),Rome,120,685
94,71298,73642,Concorde,Assemblée Nationale,240,685
94,482368,71324,Havre - Caumartin,Madeleine,120,685
94,71505,71533,Marguerite Long,Alsace,120,685
94,71408,73617,Rome,Europe,60,685
94,71475,73662,Pont Cardinet,Pereire Saussure,120,685
94,71531,71551,Aristide Briand / Mairie / Marjolin / Rouquier - Rivay,Trezel,60,680
94,71533,72073,Alsace,Clichy - Levallois,60,663
94,71370,73617,Gare Saint-Lazare,Europe,60,654
94,71227,71270,Rue du Bac,Solférino,60,685
94,71531,71554,Aristide Briand / Mairie / Marjolin / Rouquier - Rivay,Vaillant-Couturier,60,684
94,71203,73640,Sèvres - Babylone,Rennes,120,685
94,482368,71370,Havre - Caumartin,Gare Saint-Lazare,60,685
94,72050,72057,Place Marie-Jeanne Bassot,Pont de Levallois - Bécon,60,295
94,71552,72057,Anatole France - Paul Vaillant-Couturier,Pont de Levallois - Bécon,120,342
94,480709,71184,Rennes - Littré,Saint-Placide,60,653
94,482697,71475,Legendre (rue de Rome),Pont Cardinet,120,685
94,71215,71227,Charlotte Perriand,Rue du Bac,120,685
94,71184,73640,Saint-Placide,Rennes,60,685
94,71203,71215,Sèvres - Babylone,Charlotte Perriand,60,685
94,71554,72051,Vaillant-Couturier,Baudin / Collège Jean Jaurès,60,310
94,71552,71553,Anatole France - Paul Vaillant-Couturier,Parc de la Planchette,60,342
94,71551,72073,Trezel,Clichy - Levallois,60,609
94,71478,71505,Juliette Lamber,Marguerite Long,60,653
94,71467,73662,Pereire - Tocqueville,Pereire Saussure,60,682
94,479997,71270,Lille - Université,Solférino,60,342
94,71467,71478,Pereire - Tocqueville,Juliette Lamber,120,685
94,72050,72051,Place Marie-Jeanne Bassot,Baudin / Collège Jean Jaurès,60,342
94,71553,71554,Parc de la Planchette,Vaillant-Couturier,60,337
94,479997,73642,Lille - Université,Assemblée Nationale,60,229
95,480709,71139,Rennes - Littré,Gare Montparnasse,60,1004
95,71247,71297,Pont du Carrousel - Quai Voltaire,Palais Royal - Musée du Louvre,120,1010
95,71435,71464,Place de Clichy,Damrémont - Caulaincourt / Tourlaque,120,1010
95,71394,71435,Bucarest,Place de Clichy,60,1000
95,71007,71032,Brancion,Brancion - Morillons,120,508
95,71297,73788,Palais Royal - Musée du Louvre,Pyramides,60,1003
95,71464,71509,Damrémont - Caulaincourt / Tourlaque,Hôpital Bretonneau / Place Jacques Froment,180,1010
95,71202,73640,Saint-Sulpice,Rennes,120,1008
95,71032,71053,Brancion - Morillons,Brancion - Vouillé,120,508
95,479937,74054,Chauvelot,Morillons / Collège Modigliani,120,502
95,71370,73617,Gare Saint-Lazare,Europe,60,1010
95,482792,71337,Petits Champs - Danielle Casanova,Opéra,60,459
95,71095,71125,Institut Pasteur,Pasteur,60,506
95,479953,70978,Bartholomé,Pont de la Vallée / Adolphe Pinard,120,508
95,71047,71068,Labrouste,Falguière,60,502
95,71068,71095,Falguière,Institut Pasteur,120,488
95,473194,71095,Pasteur - Falguiere,Institut Pasteur,60,502
95,415816,71125,Armorique (Pasteur/Musée Postal),Pasteur,120,508
95,71047,74054,Labrouste,Morillons / Collège Modigliani,120,502
95,482368,71370,Havre - Caumartin,Gare Saint-Lazare,120,1010
95,70978,71006,Pont de la Vallée / Adolphe Pinard,Porte de Vanves,60,479
95,71509,71513,Hôpital Bretonneau / Place Jacques Froment,Damrémont - Marcadet,60,470
95,415816,71139,Armorique (Pasteur/Musée Postal),Gare Montparnasse,120,1010
95,71216,71225,Saint-Germain-des-Prés,Jacob,120,1010
95,480709,71184,Rennes - Littré,Saint-Placide,60,990
95,71078,71095,Bargue / Procession,Institut Pasteur,120,508
95,71225,71247,Jacob,Pont du Carrousel - Quai Voltaire,60,1010
95,71053,71071,Brancion - Vouillé,Alleray / Paul Barruel,120,508
95,71184,73640,Saint-Placide,Rennes,120,1010
95,71394,73617,Bucarest,Europe,60,928
95,71202,71216,Saint-Sulpice,Saint-Germain-des-Prés,120,1010
95,478926,71337,Auber,Opéra,60,1010
95,71513,71532,Damrémont - Marcadet,Damrémont - Ordener,60,1010
95,462742,482853,Porte de Montmartre / Gérard de Nerval,René Binet,60,975
95,479937,71006,Chauvelot,Porte de Vanves,60,502
95,482792,73788,Petits Champs - Danielle Casanova,Pyramides,120,502
95,478926,482368,Auber,Havre - Caumartin,60,971
95,71496,71509,Damrémont - Lamarck,Hôpital Bretonneau / Place Jacques Froment,60,428
95,71532,71548,Damrémont - Ordener,Damrémont - Championnet,60,889
95,415816,473194,Armorique (Pasteur/Musée Postal),Pasteur - Falguiere,60,502
95,479934,72081,Poteau - Belliard,Angélique Compoint - Porte de Montmartre,60,972
95,482853,72081,René Binet,Angélique Compoint - Porte de Montmartre,60,850
95,71071,71078,Alleray / Paul Barruel,Bargue / Procession,60,262
95,71496,71513,Damrémont - Lamarck,Damrémont - Marcadet,60,471
95,479934,71548,Poteau - Belliard,Damrémont - Championnet,60,806
95,479953,71007,Bartholomé,Brancion,60,453
96,480709,71139,Rennes - Littré,Gare Montparnasse,120,1025
96,71202,73618,Saint-Sulpice,Odéon,180,515
96,415852,482840,Hôtel de Ville,Rue de Jouy,300,510
96,71827,71838,Henri Chevreau,Pyrénées - Ménilmontant,120,1025
96,71202,73640,Saint-Sulpice,Rennes,60,1003
96,71844,71860,Ménilmontant - Pelleport,Saint-Fargeau,180,1025
96,71801,71803,Parmentier,Oberkampf,120,510
96,71222,71226,Saint-Paul (Le Marais),Académie du Climat,60,515
96,71231,71256,Place des Vosges,Saint-Claude,60,734
96,412724,71801,Saint-Maur - Jean Aicard,Parmentier,60,457
96,71838,71844,Pyrénées - Ménilmontant,Ménilmontant - Pelleport,60,1025
96,415852,71226,Hôtel de Ville,Académie du Climat,120,515
96,73618,73620,Odéon,Saint-Michel Notre-Dame,180,1025
96,71865,71889,Piscine Des Tourelles,Porte des Lilas,120,970
96,71223,71264,Cité,Châtelet,120,1025
96,71801,73665,Parmentier,Jean-Pierre Timbaud - Richard Lenoir / Ferry - Lenoir,120,515
96,423140,71801,Maison des Métallos,Parmentier,120,515
96,71277,71803,Filles du Calvaire,Oberkampf,300,510
96,71815,71834,Ménilmontant,Couronnes,120,515
96,71223,73620,Cité,Saint-Michel Notre-Dame,120,1025
96,71860,71865,Saint-Fargeau,Piscine Des Tourelles,120,1025
96,71256,71277,Saint-Claude,Filles du Calvaire,60,789
96,71815,71822,Ménilmontant,Julien Lacroix,60,1025
96,412724,71815,Saint-Maur - Jean Aicard,Ménilmontant,60,510
96,415852,71264,Hôtel de Ville,Châtelet,120,1025
96,71222,71231,Saint-Paul (Le Marais),Place des Vosges,60,789
96,480709,71184,Rennes - Littré,Saint-Placide,60,1024
96,492967,71277,Jean-Pierre Timbaud,Filles du Calvaire,120,515
96,73618,73639,Odéon,Mabillon,60,499
96,423140,71834,Maison des Métallos,Couronnes,60,515
96,482840,71222,Rue de Jouy,Saint-Paul (Le Marais),120,510
96,71184,73640,Saint-Placide,Rennes,60,921
96,492967,73665,Jean-Pierre Timbaud,Jean-Pierre Timbaud - Richard Lenoir / Ferry - Lenoir,240,515
96,71202,71216,Saint-Sulpice,Saint-Germain-des-Prés,60,510
96,71216,73639,Saint-Germain-des-Prés,Mabillon,120,510
96,71822,71827,Julien Lacroix,Henri Chevreau,60,550
66,72126,72140,Saint-Ouen,"Capitaine Glarner",120,1673
66,71475,73661,"Pont Cardinet",Brochant,120,841
66,72147,420410,"Les Bateliers","Parvis des bateliers",60,1625
66,71337,482368,Opéra,"Havre - Caumartin",60,841
66,72069,72092,"Bois le Prêtre","Général Leclerc - Victor Hugo / Maison du Peuple",120,843
66,72092,420151,"Général Leclerc - Victor Hugo / Maison du Peuple","Victor Hugo - Sanzillon",120,1684
66,71408,73617,Rome,Europe,120,838
66,71541,74003,"La Jonquière","Navier / Lantiez",60,840
66,420402,420410,"Saint-Ouen - Les Docks","Parvis des bateliers",120,1673
66,71541,73661,"La Jonquière",Brochant,120,1678
66,71370,73617,"Gare Saint-Lazare",Europe,120,1684
66,71475,478620,"Pont Cardinet","Square des Batignolles / Lobligeois / Mairie du 17e",60,1680
66,71541,482830,"La Jonquière","Rue Pouchet",120,843
66,73661,482350,Brochant,"Parc Martin Luther King",60,839
66,72052,72069,"Epinettes - Pouchet","Bois le Prêtre",120,1684
66,71408,71430,Rome,"La Condamine",120,841
66,71370,482368,"Gare Saint-Lazare","Havre - Caumartin",60,1555
66,72140,72147,"Capitaine Glarner","Les Bateliers",60,1559
66,72074,72092,Floréal,"Général Leclerc - Victor Hugo / Maison du Peuple",120,841
66,71394,73617,Bucarest,Europe,120,843
66,72052,74003,"Epinettes - Pouchet","Navier / Lantiez",60,838
66,71337,478926,Opéra,Auber,60,821
66,71394,71415,Bucarest,"Boulevard des Batignolles / Turin - Batignolles",60,784
66,71428,71430,"Mairie du 17e","La Condamine",60,839
66,478926,482368,Auber,"Havre - Caumartin",120,843
66,71475,482350,"Pont Cardinet","Parc Martin Luther King",60,664
66,71430,478620,"La Condamine","Square des Batignolles / Lobligeois / Mairie du 17e",60,1610
66,72069,72074,"Bois le Prêtre",Floréal,60,837
66,71415,71428,"Boulevard des Batignolles / Turin - Batignolles","Mairie du 17e",60,843
66,72052,482830,"Epinettes - Pouchet","Rue Pouchet",60,368
66,72126,420151,Saint-Ouen,"Victor Hugo - Sanzillon",120,1684
85,72121,72144,"Eugène Lumeau - Les Écoles","Ernest Renan",180,1109
85,72144,72168,"Ernest Renan","Mairie de Saint-Ouen",180,1109
85,72168,420410,"Mairie de Saint-Ouen","Parvis des bateliers",180,1109
85,71511,71521,"Marcadet - Poissonniers","Jules Joffrin",120,513
85,71253,71264,"Pont Neuf",Châtelet,120,1026
85,479996,482782,"Rochechouart - Clignancourt",Muller,120,513
85,71426,482782,"Barbès - Rochechouart",Muller,180,493
85,71556,478883,Simplon,"Porte de Clignancourt",120,1132
85,420402,420410,"Saint-Ouen - Les Docks","Parvis des bateliers",120,1109
85,71326,482794,"Grands Boulevards","Réaumur - Montmartre",60,512
85,71287,482794,"Louvre - Étienne Marcel - Montmartre","Réaumur - Montmartre",120,1026
85,71353,71373,"Châteaudun - Lamartine","La Tour d'Auvergne",120,513
85,71369,71393,"Maubeuge - Rochechouart","Condorcet - Trudaine",120,511
85,71521,71556,"Jules Joffrin",Simplon,120,1132
85,71330,478885,"Richelieu - Drouot","Le Peletier",120,483
85,71326,71335,"Grands Boulevards","Provence - Faubourg Montmartre",120,513
85,71395,479996,Trudaine,"Rochechouart - Clignancourt",120,513
85,71351,71369,Cadet,"Maubeuge - Rochechouart",120,513
85,71276,73630,"Bourse de Commerce","Louvre - Rivoli",120,1026
85,71511,73672,"Marcadet - Poissonniers",Labat,120,513
85,71313,71330,"Quatre Septembre","Richelieu - Drouot",60,513
85,71253,73630,"Pont Neuf","Louvre - Rivoli",120,1026
85,71335,71351,"Provence - Faubourg Montmartre",Cadet,180,513
85,71276,71287,"Bourse de Commerce","Louvre - Étienne Marcel - Montmartre",60,957
85,72110,72121,"Paul Bert","Eugène Lumeau - Les Écoles",120,1109
85,71353,478885,"Châteaudun - Lamartine","Le Peletier",180,513
85,71393,479996,"Condorcet - Trudaine","Rochechouart - Clignancourt",120,513
85,72059,72097,"Porte de Clignancourt - Croisset / Michelet - Rosiers","Marché aux Puces",60,1065
85,71495,71521,Marcadet,"Jules Joffrin",60,513
85,73672,482782,Labat,Muller,60,512
85,71313,73635,"Quatre Septembre",Bourse,120,513
85,71426,479996,"Barbès - Rochechouart","Rochechouart - Clignancourt",120,513
85,71373,71395,"La Tour d'Auvergne",Trudaine,120,512
85,72097,72110,"Marché aux Puces","Paul Bert",60,1109
85,73635,482794,Bourse,"Réaumur - Montmartre",60,513
85,72059,478883,"Porte de Clignancourt - Croisset / Michelet - Rosiers","Porte de Clignancourt",180,1132
85,71484,482782,"Custine - Ramey",Muller,60,513
85,71484,71495,"Custine - Ramey",Marcadet,90,456
74,72123,72146,"Général Leclerc - Villeneuve - Hôpital Beaujon","Hôpital Beaujon (Lycée Newton)",120,1333
74,71545,482730,"Porte de Clichy","Victor Hugo - Jean Jaurès",180,1344
74,71366,71372,Saint-Georges,"La Bruyère / Moncey",120,671
74,71335,71350,"Provence - Faubourg Montmartre",Notre-Dame-de-Lorette,180,658
74,71253,71264,"Pont Neuf",Châtelet,120,1329
74,73661,479932,Brochant,Boulay,120,1336
74,71392,71420,"Pigalle - Chaptal",Blanche,120,658
74,71326,482794,"Grands Boulevards","Réaumur - Montmartre",60,635
74,72070,72092,Curton,"Général Leclerc - Victor Hugo / Maison du Peuple",120,1152
74,71287,482794,"Louvre - Étienne Marcel - Montmartre","Réaumur - Montmartre",120,1329
74,72112,72123,"République - François Mitterrand","Général Leclerc - Villeneuve - Hôpital Beaujon",60,1098
74,71350,71366,Notre-Dame-de-Lorette,Saint-Georges,60,1319
74,72092,72112,"Général Leclerc - Victor Hugo / Maison du Peuple","République - François Mitterrand",60,1223
74,71420,71435,Blanche,"Place de Clichy",180,1329
74,71330,478885,"Richelieu - Drouot","Le Peletier",60,671
74,73661,74186,Brochant,"Legendre (Avenue de Clichy)",60,1330
74,71366,71392,Saint-Georges,"Pigalle - Chaptal",120,600
74,71326,71335,"Grands Boulevards","Provence - Faubourg Montmartre",120,658
74,71474,74186,"La Fourche","Legendre (Avenue de Clichy)",60,1336
74,71276,73630,"Bourse de Commerce","Louvre - Rivoli",60,1329
74,72146,482783,"Hôpital Beaujon (Lycée Newton)","Berges de Seine",300,672
74,71313,71330,"Quatre Septembre","Richelieu - Drouot",60,638
74,71253,73630,"Pont Neuf","Louvre - Rivoli",120,1286
74,71276,71287,"Bourse de Commerce","Louvre - Étienne Marcel - Montmartre",60,1255
74,71313,73635,"Quatre Septembre",Bourse,60,671
74,71435,71445,"Place de Clichy",Ganneron,120,1344
74,72070,482730,Curton,"Victor Hugo - Jean Jaurès",60,1344
74,71372,71401,"La Bruyère / Moncey","Blanche - Calais",60,661
74,73635,482794,Bourse,"Réaumur - Montmartre",60,668
74,72146,72150,"Hôpital Beaujon (Lycée Newton)","Claude Debussy",120,671
74,71445,71474,Ganneron,"La Fourche",60,1323
74,71401,71420,"Blanche - Calais",Blanche,60,622
74,71350,478885,Notre-Dame-de-Lorette,"Le Peletier",180,671
74,71545,479932,"Porte de Clichy",Boulay,60,1330
74,72150,482783,"Claude Debussy","Berges de Seine",60,671
151,72564,72576,"Place du 19 Mars 1962","Charles Gide (Avenue Henri Barbusse)",480,86
151,71989,73800,"Porte de Pantin","Delphine Seyrig",360,583
151,72458,72471,"Chemin des Vignes","Henri Gautier",120,1162
151,72471,72489,"Henri Gautier","Lycée Alfred Costes",120,1162
151,72498,72517,"Gare - Grande Ceinture","Escadrille Normandie - Niémen",60,1074
151,71989,424920,"Porte de Pantin","Petits Ponts",180,579
151,72543,72571,"Argonne - Bois de Groslay","Surcouf - Jean Jaurès / Surcouf - Lejeune",120,568
151,72422,72436,Delizy,Diderot,120,1162
151,72517,72528,"Escadrille Normandie - Niémen","Paul Belwo",60,907
151,72546,483666,"Marcel Cachin",Coopération,60,481
151,72562,72572,"Edouard Lievin","Auguste Blanqui",120,1138
151,72558,72571,"Jardins de la Noue","Surcouf - Jean Jaurès / Surcouf - Lejeune",60,1138
151,72421,72422,Pantin,Delizy,60,1156
151,72458,74033,"Chemin des Vignes","Cimetière Parisien",60,1136
151,72546,72555,"Marcel Cachin","Jules Auffret",60,1138
151,73800,424920,"Delphine Seyrig","Petits Ponts",120,579
151,72489,72498,"Lycée Alfred Costes","Gare - Grande Ceinture",60,1162
151,72548,72564,"Jane Joye","Place du 19 Mars 1962",60,1052
151,72528,72576,"Paul Belwo","Charles Gide (Avenue Henri Barbusse)",60,1138
151,72436,74033,Diderot,"Cimetière Parisien",60,1122
151,72548,72576,"Jane Joye","Charles Gide (Avenue Henri Barbusse)",60,1025
151,72571,483667,"Surcouf - Jean Jaurès / Surcouf - Lejeune","Albert David",60,570
151,72034,73800,"Centre National de la Danse","Delphine Seyrig",120,1162
151,72545,72558,"Jouhaux - Blum","Jardins de la Noue",60,1124
151,72034,72421,"Centre National de la Danse",Pantin,120,1162
151,72555,72562,"Jules Auffret","Edouard Lievin",60,1138
151,72564,72572,"Place du 19 Mars 1962","Auguste Blanqui",60,1138
151,483666,483667,Coopération,"Albert David",60,570
151,72543,72546,"Argonne - Bois de Groslay","Marcel Cachin",60,568
152,65286,482786,"Ferme Saint-Simon","Colonel Fabien",240,1247
152,72599,73696,"Rue Rateau","La Courneuve - 8 Mai 1945",120,1247
152,72625,72653,"Paul Vaillant Couturier","Jean Jaurès - Division Leclerc",120,1247
152,72430,72445,"Porte de la Villette",Magenta,240,1262
152,72686,72706,"Église du Bourget / Église Saint-Nicolas","Michelet - Parc des Expositions",120,1247
152,72505,73695,Rechossière,"Fort d'Aubervilliers",180,1247
152,72713,72732,Diderot,"Musée de l'Air et de l'Espace",60,1230
152,72470,72488,Condorcet,"Cimetière Parisien",120,1260
152,72743,72762,"Garros / Lenine","Chemin Notre-Dame",120,1247
152,72675,72686,"Pierre Curie","Église du Bourget / Église Saint-Nicolas",60,1151
152,65318,65372,"21ème Siècle","ZAC Les Tulipes Nord",60,1247
152,72599,72625,"Rue Rateau","Paul Vaillant Couturier",60,1130
152,72488,72505,"Cimetière Parisien",Rechossière,120,1214
152,72661,72675,"Anizan Cavillon - Hôtel de ville","Pierre Curie",60,1240
152,72460,72470,"Aubervilliers-Pantin Quatre Chemins",Condorcet,120,1024
152,72732,72743,"Musée de l'Air et de l'Espace","Garros / Lenine",60,1241
152,72578,73696,"Edouard Vaillant - Jean Jaurès","La Courneuve - 8 Mai 1945",120,1247
152,65280,65318,"ZAC Les Tulipes Sud / Route des Parcs","21ème Siècle",60,1044
152,72445,72460,Magenta,"Aubervilliers-Pantin Quatre Chemins",60,1262
152,73694,73695,"Hélène Cochennec","Fort d'Aubervilliers",120,1247
152,72762,72767,"Chemin Notre-Dame","Pont Yblon - Santos Dumont",60,1212
152,72653,72661,"Jean Jaurès - Division Leclerc","Anizan Cavillon - Hôtel de ville",120,1247
152,72578,73694,"Edouard Vaillant - Jean Jaurès","Hélène Cochennec",60,992
152,72706,72713,"Michelet - Parc des Expositions",Diderot,60,845
152,72767,482786,"Pont Yblon - Santos Dumont","Colonel Fabien",60,476
152,65280,65286,"ZAC Les Tulipes Sud / Route des Parcs","Ferme Saint-Simon",60,521
123,70612,478866,Issy,"Roger Salengro",120,1189
123,71145,71146,"Stade Roland Garros","Porte Molitor",60,1148
123,71087,71094,"Avenue Victor Hugo - Reine / Victor Hugo","Route de la Reine - Jean Jaurès",120,579
123,70638,70671,"Gallieni / Bourgain - Général Gallieni","Mairie d'Issy",180,594
123,71094,74019,"Route de la Reine - Jean Jaurès",Gallieni,60,591
123,71154,71168,"Église / Parchamp","Gambetta - Porte de Boulogne",180,56
123,71054,74019,"Marcel Sembat",Gallieni,120,1173
123,71154,71186,"Église / Parchamp","Hôpital Ambroise Paré",60,1117
123,71094,71147,"Route de la Reine - Jean Jaurès","Boulogne Jean Jaurès",120,1173
123,71151,71168,"Rue des Pins","Gambetta - Porte de Boulogne",120,1173
123,70979,71036,"Pont de Billancourt","Rue du Point du Jour (Boulevard Jean Jaurès)",120,1188
123,71168,71186,"Gambetta - Porte de Boulogne","Hôpital Ambroise Paré",120,1117
123,71147,71154,"Boulogne Jean Jaurès","Église / Parchamp",60,1135
123,70585,70622,"Paul Besnard","Les Moulineaux",120,594
123,70583,70622,Verdun,"Les Moulineaux",120,594
123,70652,70979,"Ile Saint Germain / Bas Meudon / Pierre Poli","Pont de Billancourt",120,1189
123,71023,71054,"Dôme / Marché","Marcel Sembat",120,1188
123,70638,478866,"Gallieni / Bourgain - Général Gallieni","Roger Salengro",60,594
123,70671,70980,"Mairie d'Issy",Médiathèque,60,552
123,70665,478866,"Ferber - Galliéni","Roger Salengro",60,552
123,71023,71036,"Dôme / Marché","Rue du Point du Jour (Boulevard Jean Jaurès)",60,1177
123,70665,70980,"Ferber - Galliéni",Médiathèque,120,534
123,70583,70589,Verdun,"Chemin des Vignes",60,1189
123,71087,74019,"Avenue Victor Hugo - Reine / Victor Hugo",Gallieni,60,570
123,71146,71169,"Porte Molitor","Porte d'Auteuil",60,1035
123,71145,71151,"Stade Roland Garros","Rue des Pins",60,896
123,70589,473389,"Chemin des Vignes","Paul Bert",60,961
123,70622,70652,"Les Moulineaux","Ile Saint Germain / Bas Meudon / Pierre Poli",60,1189
123,70612,473389,Issy,"Paul Bert",60,1185
123,70583,70585,Verdun,"Paul Besnard",60,591
126,70721,70726,"Boulogne Pont de Saint-Cloud","Parc de Saint-Cloud",240,788
126,71016,71025,"Issy Val de Seine","Quai du Point du Jour",120,788
126,71077,71097,"Hôtel de Ville","Ancienne Mairie",120,788
126,70586,70603,"Mairie de Montrouge","Peri Arnoux / Radiguey",120,634
126,70721,71097,"Boulogne Pont de Saint-Cloud","Ancienne Mairie",120,788
126,70590,70657,"Gabrielle De Guerchy","Porte d'Orléans",180,408
126,70999,71004,"Victor Hugo","Président Robert Schuman",120,788
126,70584,70591,"Vanves - Malakoff","Gabriel Péri - André Coin",60,788
126,70597,478742,"Pierre Larousse - Carrefour du 8 mai 1945","Pierre Brossolette - Gabriel Péri",60,634
126,70990,70999,"Corentin Celton","Victor Hugo",120,788
126,71054,71077,"Marcel Sembat","Hôtel de Ville",60,788
126,71038,412434,Danjou,"Rue du Point du Jour (Boulevard de la République)",120,788
126,70591,70597,"Gabriel Péri - André Coin","Pierre Larousse - Carrefour du 8 mai 1945",120,788
126,70621,70657,"Cimetière de Montrouge","Porte d'Orléans",180,405
126,70617,70633,"Mairie - Centre Administratif","Place Du Maréchal de Lattre de Tassigny",60,788
126,70661,70990,"Général De Gaulle","Corentin Celton",120,788
126,71025,412434,"Quai du Point du Jour","Rue du Point du Jour (Boulevard de la République)",60,788
126,71004,71016,"Président Robert Schuman","Issy Val de Seine",60,788
126,71038,71054,Danjou,"Marcel Sembat",120,788
126,70633,70661,"Place Du Maréchal de Lattre de Tassigny","Général De Gaulle",60,709
126,70584,70611,"Vanves - Malakoff","Carrefour / Square de l'Insurrection / Bleuzen",60,788
126,70586,70621,"Mairie de Montrouge","Cimetière de Montrouge",120,405
126,70603,478742,"Peri Arnoux / Radiguey","Pierre Brossolette - Gabriel Péri",60,675
126,70611,70617,"Carrefour / Square de l'Insurrection / Bleuzen","Mairie - Centre Administratif",60,788
126,70586,70590,"Mairie de Montrouge","Gabrielle De Guerchy",60,408
146,73327,73354,"Rond-Point Thiers","République - Marx Dormoy",240,658
146,72463,72474,"Avenue De Rosny - Pont de Bondy","Auguste Polissard",210,340
146,73372,73374,"Les Marronniers / Mairie - Châteaux","Avenue du Coteau - École Normale",180,716
146,72484,482838,"La Fourche / Pavillons de Garde","Pasteur - Hôpital Jean Verdier",180,668
146,72490,424956,"Jean Rostand","Cité Administrative / Auguste Delaune",120,308
146,72479,72490,"Auguste Delaune","Jean Rostand",180,310
146,73362,485837,"Léon Blum","Les Genettes",120,716
146,72503,72517,"Lieutenant Lebrun","Escadrille Normandie - Niémen",60,613
146,72468,72484,"Jean-Baptiste Clément - Jaurès","La Fourche / Pavillons de Garde",60,668
146,72463,72466,"Avenue De Rosny - Pont de Bondy","Gâtine RN3",120,328
146,72610,479907,"République - Vinson","Rue de la Station",120,310
146,73357,73368,"Émile Zola","La Pelouse",60,716
146,72497,72503,"Pierre Sémard / Pierre Sémard - Indépendance / Bobigny Pablo Picasso","Lieutenant Lebrun",60,613
146,72474,482838,"Auguste Polissard","Pasteur - Hôpital Jean Verdier",120,668
146,73362,73367,"Léon Blum","Roger Salengro",120,658
146,73354,73367,"République - Marx Dormoy","Roger Salengro",120,658
146,72517,72526,"Escadrille Normandie - Niémen","Gaston Roulaud",60,311
146,72574,72604,"Georges Ducerf","Jean-Pierre Timbaud",60,612
146,73374,485837,"Avenue du Coteau - École Normale","Les Genettes",60,716
146,72469,72478,"Rue des Peupliers","Pont de Bondy",120,618
