Nom de l'arrêt;Coordonnées OSM;ArTGeopoint;ID ArR;id_arr;ArTId;Code de ligne (OSM);Distance (km);Distance (m);Geo Shape;wheelchair;source:wheelchair;ArTName;Zone de transport;bench;bin;lit;shelter;tactile_paving;FournisseurId;FournisseurName;ArTTown;ArTPostalRegion;ArTPublicCode
Le Stade;48.6955323,1.8859961;48.69561348086032, 1.886015718953346;4885;4885;50200794;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.8859961, 48.6955323]}";;;Le Stade;5;no;no;;no;;530;CENTRE ET SUD YVELINES;Auffargis;78030;-
Mairie;49.072255,2.389849;49.0722303674629, 2.3897576799242173;419485;419485;50208651;2;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.389849, 49.072255]}";;;Mairie de Villiers-le-Sec;5;yes;;;yes;;503;HAUT VAL D’OISE;Villiers-le-Sec;95682;-
Roger Salengro;49.1046644,2.3444586;49.10463150003707, 2.3445131514074524;422282;422282;50208600;2;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3444586, 49.1046644]}";;;Roger Salengro;5;;;;;;503;HAUT VAL D’OISE;Saint-Martin-du-Tertre;95566;-
La Tour;49.109395,2.343872;49.109321551837894, 2.343878624732354;40503;40503;50208601;2;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.343872, 49.109395]}";;;La Tour;5;;;;;;503;HAUT VAL D’OISE;Saint-Martin-du-Tertre;95566;-
Liberté;49.1392,2.332715;49.1391655262767, 2.332798107616687;38922;38922;50208529;"2;14;49;1304";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.332715, 49.1392]}";;;Liberté;5;;;;;;503;HAUT VAL D’OISE;Noisy-sur-Oise;95456;-
Jacques Cartier;48.8994,2.113635;48.899361560198614, 2.113596499233635;34698;34698;50174126;"21S;G";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.113635, 48.8994]}";;;Jacques Cartier;4;no;no;yes;no;no;532;SAINT GERMAIN BOUCLES DE SEINE;Le Pecq;78481;-
L'Odéon;48.9425406,2.5694118;48.94248832006345, 2.5694477120687345;18922;18922;50223072;"619;643";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.5694118, 48.9425406]}";;;L'Odéon;4;;;;;;599;GC MARNE ET BRIE;Tremblay-en-France;93073;-
Les Châtaigniers;48.9861717,2.4121347;48.98617222862081, 2.4123015182936127;14521;14521;50196690;"35;370";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4121347, 48.9861717]}";yes;STIF 2018-07;Châtaigniers;4;;;;;;506;ROISSY OUEST;Arnouville;95019;-
Charles Vaillant;48.9862379,2.41603;48.98623599924356, 2.4161538264914433;14544;14544;50196694;35;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.41603, 48.9862379]}";;;Charles Vaillant;4;;;;;;506;ROISSY OUEST;Arnouville;95019;-
Lycée Professionnel;48.9854668,2.4078766;48.98544828667528, 2.4077189294042123;14528;14528;50196713;35;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4078766, 48.9854668]}";;;Lycée Professionnel;4;;;;;;506;ROISSY OUEST;Arnouville;95019;-
Grange Bléneau;48.6619131,2.9530638;48.66196746725003, 2.953114686881856;6210;6210;50187111;24;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.9530638, 48.6619131]}";;;Grange Bléneau;5;;;;;;513;PAYS BRIARD;Bernay-Vilbert;77031;-
Commandant Doue;48.9542495,2.2819628;48.95425803587816, 2.281889084513346;413315;413315;50231836;361;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2819628, 48.9542495]}";yes;STIF 2019-01;Commandant Doué;4;;;;yes;;543;PLAINE SAINT-DENIS;Argenteuil;95018;-
Coteau de la Gare;49.0970852,2.517692;49.09703430311545, 2.5175578989564364;38504;38504;50197125;"95-01;R2;R104";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.517692, 49.0970852]}";;;Coteau de la Gare;5;;;;;;506;ROISSY OUEST;Marly-la-Ville;95371;-
Rue des Peupliers;48.905835,2.4654513;48.905845836516605, 2.4653212735564956;"22682;19360";19360;50220365;"134;146;234;303;615;N41;N45";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4654513, 48.905835]}";no;STIF 2019-01;Rue des Peupliers;3;yes;yes;;yes;;545;RATP CAP BOUCLES DE MARNE;Bobigny;93008;-
Croix Saint-Louis;48.9184388,2.7136307;48.918513467655025, 2.7136576224290105;15475;15475;50018829;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.7136307, 48.9184388]}";;;Croix St-Louis;5;;;;no;;510;TRANSDEV MARNE LA VALLEE;Annet-sur-Marne;77005;-
La Bouville;49.1606343,2.2958128;49.160631753038786, 2.2957255752030528;38857;38857;50208286;"DIM;A";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2958128, 49.1606343]}";no;STIF 2019-01;La Bouville;5;;;;;;503;HAUT VAL D’OISE;Bernes-sur-Oise;95058;-
Aurore;49.0397593,2.1521559;49.03982041384375, 2.1521631760920386;9087;9087;50203807;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1521559, 49.0397593]}";;;Aurore;5;;;;;;502;CERGY-PONTOISE CONFLUENCE;Saint-Ouen-l'Aumône;95572;-
Place Schneider;48.3976194,2.7990924;48.397674868809176, 2.7990807733361436;16149;16149;50191440;"8B;17A;203;209;210";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.7990924, 48.3976194]}";;;Place Schneider;5;;;;;;516;FONTAINEBLEAU - MORET;Champagne-sur-Seine;77079;-
Gérard de Nerval;48.8562055,2.7197834;48.85621495852093, 2.7196150765800504;15669;15669;50019089;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.7197834, 48.8562055]}";;;Gérard de Nerval;5;no;no;no;no;no;510;TRANSDEV MARNE LA VALLEE;Conches-sur-Gondoire;77124;-
La Violette;48.912458,2.7105373;48.912408865022485, 2.71053954644679;15732;15732;50019163;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.7105373, 48.912458]}";;;La Violette;5;;;;;;510;TRANSDEV MARNE LA VALLEE;Annet-sur-Marne;77005;-
Ferme de l'Étrille;49.0377241,2.8019954;49.037677021392824, 2.8018836557616056;415842;415842;50196138;SP;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.8019954, 49.0377241]}";;;Ferme de l'Étrille;5;;;;;;508;ROISSY EST;Saint-Soupplets;77437;-
Ferme de l'Étrille;49.0377241,2.8019954;49.03768608073347, 2.8019246504855047;415842;415842;50198164;SP;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.8019954, 49.0377241]}";;;Ferme de l'Étrille;5;;;;;;506;ROISSY OUEST;Saint-Soupplets;77437;-
Gargenville Mairie;48.9881794,1.8115813;48.98823547263248, 1.8114874865678874;13798;13798;50169675;"5;7";0.01;10;"{""type"": ""Point"", ""coordinates"": [1.8115813, 48.9881794]}";no;STIF 2019-01;Gargenville Mairie;5;yes;;;yes;;535;MANTOIS;Gargenville;78267;-
Jean Jaurès;48.9746552,1.801987;48.97464995774686, 1.801866325798386;18325;18325;50094841;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.801987, 48.9746552]}";no;STIF 2019-01;Jean Jaurès;5;;;;;;535;MANTOIS;Gargenville;78267;-
Division Leclerc;48.6996565,2.3157972;48.69961805594951, 2.3158669203864433;413259;413259;50226107;"297;299;N21;492";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3157972, 48.6996565]}";yes;STIF 2019-01;Division Leclerc;4;yes;yes;no;yes;no;536;MASSY – JUVISY;Chilly-Mazarin;91161;-
Saint Ange Le Vieil;48.2658895,2.8999547;48.26594175863346, 2.8999262617262263;33924;33924;50192209;9B;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.8999547, 48.2658895]}";;;Saint-Ange-le-Viel;5;;;;;;517;VALLEE DU LOING - NEMOURS;Villemaréchal;77504;-
Fontaine la Rivière;48.3568087,2.1541446;48.35684032821622, 2.153989791579101;11784;11784;50174527;10-19;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1541446, 48.3568087]}";;;Mairie de Fontaine-la-Rivière;5;;;;;;900;EX DSP 24;Fontaine-la-Rivière;91240;-
Fontaine la Rivière;48.3568087,2.1541446;48.35676893545073, 2.154071940278001;11784;11784;50239375;10-19;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1541446, 48.3568087]}";;;Mairie de Fontaine-la-Rivière;5;;;;;;524;ESSONNE SUD OUEST;Fontaine-la-Rivière;91240;-
ZI Bordes Nord;48.6064106,2.3629092;48.60642813059063, 2.3628229912995673;8523;8523;50206115;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3629092, 48.6064106]}";yes;STIF 2018-05;ZI Bordes Nord;5;;;;;;523;EVRY CENTRE ESSONNE;Bondoufle;91086;-
Crèvecœur;48.9182262,2.3821813;48.91830607408189, 2.382215710046128;36564;36564;50123897;"150;173;N43";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3821813, 48.9182262]}";yes;STIF 2019-01;Crèvecoeur;2;no;yes;;;;59;RATP;Aubervilliers;93001;-
Choisy le Roi - Prairie;48.7541231,2.4192036;48.754105474786236, 2.4191307553671972;30219;30219;50198721;Choisybus;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4192036, 48.7541231]}";no;STIF 2019-01;Choisy le Roi - Prairie;3;;;;;;110;RATP CAP EXPERTISES;Choisy-le-Roi;94022;-
Rue de Lille;48.8074375,2.4468687;48.80746420489659, 2.4469402323426053;28197;28197;50235247;372;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4468687, 48.8074375]}";no;STIF 2019-01;Rue de Lille;3;;;;no;;546;POMPADOUR;Maisons-Alfort;94046;-
Rue de Lille;48.8075705,2.446966;48.807535584971326, 2.446816928120682;8361;8361;50142386;372;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.446966, 48.8075705]}";no;STIF 2019-01;Rue de Lille;3;;;;yes;;59;RATP;Maisons-Alfort;94046;-
Rue Brunot;48.5889468,2.4716612;48.588996996739084, 2.4716609246359864;477413;477413;50205881;303;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4716612, 48.5889468]}";no;STIF 2019-01;Rue Brunot;5;;;;;;523;EVRY CENTRE ESSONNE;Corbeil-Essonnes;91174;-
Le Prieuré-Parc d’Entreprises;48.8394816,2.7924782;48.83940229922247, 2.7925825532878945;15640;15640;50019031;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.7924782, 48.8394816]}";;;Le Prieuré-Parc d'Entreprises;5;yes;yes;;yes;;510;TRANSDEV MARNE LA VALLEE;Serris;77449;-
Denis Papin;48.9784435,1.8888737;48.97848175132738, 1.888820325802064;32717;32717;50167694;6;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.8888737, 48.9784435]}";;;Denis Papin;5;;;;;;534;POISSY - LES MUREAUX;Les Mureaux;78440;-
Croix de Saulx;48.8171952,1.637069;48.81728029322297, 1.6369851429135125;35556;35556;50200063;38;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.637069, 48.8171952]}";;;Croix de Saulx;5;;;;;;530;CENTRE ET SUD YVELINES;Richebourg;78520;-
Chemin de la Cure;48.8610732,1.6404719;48.86094380592493, 1.640436739111276;35579;35579;50199939;38;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.6404719, 48.8610732]}";;;Chemin de la Cure;5;;;;;;530;CENTRE ET SUD YVELINES;Orvilliers;78474;-
Bouletterie;48.5305997,2.4930362;48.530546084379196, 2.4930269015812634;10267;10267;50182015;208;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4930362, 48.5305997]}";;;Bouletterie;5;yes;;;yes;;531;ESSONE SUD EST;Auvernaux;91037;-
Gaudines;48.8925034,2.0717983;48.89246146001578, 2.0717736155301565;34713;34713;50174109;R2-Sud;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.0717983, 48.8925034]}";no;STIF 2019-01;Gaudines;4;;;;;;532;SAINT GERMAIN BOUCLES DE SEINE;Saint-Germain-en-Laye;78551;-
Petit Goulet;48.6160155,1.7259603;48.61594580155374, 1.726105470552448;"31692;31691";31692;50201280;89;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.7259603, 48.6160155]}";no;STIF 2018-07;Petit Goulet;5;;;;yes;;530;CENTRE ET SUD YVELINES;Saint-Hilarion;78557;-
Menil;48.9212116,2.2837032;48.92122038133483, 2.2837778903295796;35817;35817;50218666;"238;178";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2837032, 48.9212116]}";yes;STIF 2019-01;Ménil;3;no;yes;;yes;yes;542;BOUCLE NORD DE SEINE;Asnières-sur-Seine;92004;-
Rechossière;48.9110707,2.3999573;48.911048552858986, 2.399874705330832;26661;26661;50233537;"152;330;N42";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3999573, 48.9110707]}";yes;STIF 2019-01;Rechossière;2;yes;no;yes;yes;yes;544;TRANSDEV OURCQ;Aubervilliers;93001;-
Villededon;48.5915084,2.5006779;48.59146986374191, 2.5006275839944667;7027;7027;50011729;302;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.5006779, 48.5915084]}";;;Villededon;5;;;;;;519;TRANSDEV SENART;Saintry-sur-Seine;91577;-
Jossigny Château;48.8373068,2.7528609;48.83725838193116, 2.752877552952487;15546;15546;50018913;46;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.7528609, 48.8373068]}";no;STIF 2019-01;Château;5;;;;;;510;TRANSDEV MARNE LA VALLEE;Jossigny;77237;-
Aristide Briand;48.8937703,2.2920643;48.89370602888286, 2.292135281546168;36333;36333;50230494;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2920643, 48.8937703]}";;;Aristide Briand;2;no;no;;no;no;541;DEFENSE SEINE OUEST;Levallois-Perret;92044;-
Montceleux;48.945583,2.5330868;48.945490399252535, 2.5330256534705136;19487;19487;50185175;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.5330868, 48.945583]}";;;Montceleux;;;;;;;507;TERRES D'ENVOL;Sevran;93071;-
Palmer;49.0388541,2.1436264;49.038896814250116, 2.1436571754771347;9089;9089;50203884;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1436264, 49.0388541]}";;;Palmer;5;;;;;;502;CERGY-PONTOISE CONFLUENCE;Saint-Ouen-l'Aumône;95572;-
Flandre;48.8928717,2.3781811;48.89282598206587, 2.3782218394499886;23490;23490;50115054;"60;54";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3781811, 48.8928717]}";no;STIF 2019-01;Flandre;1;yes;no;yes;yes;no;59;RATP;Paris 19e;75119;-
Ruelle du Puits;49.0680228,2.4739344;49.068051057815154, 2.4738175059664282;419619;419619;50197206;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4739344, 49.0680228]}";;;Ruelle du Puits;5;;;;;;506;ROISSY OUEST;Puiseux-en-France;95509;-
Parc de la Légion d'Honneur;48.9312691,2.3644666;48.931244384774544, 2.364536966293246;41727;41727;50232480;253;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3644666, 48.9312691]}";yes;STIF 2019-01;Parc de la Légion d'Honneur;3;yes;yes;no;yes;no;543;PLAINE SAINT-DENIS;Saint-Denis;93066;-
Justice;48.6946916,2.4507303;48.69466624442892, 2.4506473035585152;422407;422407;50180338;V;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4507303, 48.6946916]}";;;Justice;4;;;;yes;;520;VAL D’YERRES VAL DE SEINE;Montgeron;91421;-
Centre des Impôts;48.8946012,2.2699348;48.89460753184272, 2.2700272484395696;7751;7751;50230243;93;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2699348, 48.8946012]}";no;STIF 2019-01;Centre des Impôts;2;yes;;;yes;yes;541;DEFENSE SEINE OUEST;Neuilly-sur-Seine;92051;-
Saint-Charles;48.7100845,2.3910881;48.71013619403537, 2.3911734680828585;2678;2678;50091443;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3910881, 48.7100845]}";yes;STIF 2018-07;Saint-Charles;4;no;no;yes;no;no;522;SEINE GRAND ORLY;Athis-Mons;91027;-
Église de Saint-Cloud;48.8476999,2.2086947;48.84769363542096, 2.2085854631288986;413293;413293;50230094;459;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2086947, 48.8476999]}";yes;STIF 2018-07;Église de Saint-Cloud;3;;;;no;;541;DEFENSE SEINE OUEST;Saint-Cloud;92064;-
Hauts Graviers;48.6747142,2.3296148;48.67469974862825, 2.32967978888967;35981;35981;50176176;116;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3296148, 48.6747142]}";no;;Hauts Graviers;4;;;;no;;526;PARIS SACLAY;Épinay-sur-Orge;91216;-
Mathieu Chazotte;48.9751866,2.3220166;48.97519167905764, 2.3218299938910154;25666;25666;50231960;337;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3220166, 48.9751866]}";no;STIF 2019-01;Mathieu Chazotte;4;;;;;;543;PLAINE SAINT-DENIS;Deuil-la-Barre;95197;-
Piscine;48.9835023,2.379716;48.98346313347574, 2.3796787316648227;26592;26592;50166560;"N43;133;37";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.379716, 48.9835023]}";no;STIF 2019-01;Piscine;4;;yes;;;;505;VALLEE DE MONTMORENCY;Sarcelles;95585;-
Les Marcets;49.0075209,1.5308126;49.007537601644145, 1.5307343805408342;12580;12580;50095312;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.5308126, 49.0075209]}";;;Marcets;;;;;;;535;MANTOIS;La Villeneuve-en-Chevrie;78668;-
Ambroise Paré;48.9105342,2.4765042;48.91061677276657, 2.47655527443302;40084;40084;50243351;546;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4765042, 48.9105342]}";no;STIF 2019-01;Ambroise Paré;3;;;;;;111;PARIS SEINE MOBILITES;Bondy;93010;-
Constituante;48.9508433,2.0637257;48.95086526582608, 2.0638493027574825;34992;34992;50203126;A2;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.0637257, 48.9508433]}";;;Constituante;5;;;;;;502;CERGY-PONTOISE CONFLUENCE;Achères;78005;-
Direction du Port;48.9361522,2.2666527;48.93607279250281, 2.2667562938856665;36602;36602;50230239;538;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2666527, 48.9361522]}";no;STIF 2018-07;Direction du Port;3;;;;yes;;541;DEFENSE SEINE OUEST;Gennevilliers;92036;-
Direction du Port;48.9361522,2.2666527;48.93607279250281, 2.2667562938856665;36602;36602;50218685;538;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2666527, 48.9361522]}";no;STIF 2018-07;Direction du Port;3;;;;yes;;542;BOUCLE NORD DE SEINE;Gennevilliers;92036;-
Maurice Hartmann;48.8277825,2.2839255;48.827760977583516, 2.283835946155699;24712;24712;50211430;TUVIM;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.2839255, 48.8277825]}";yes;STIF 2018-07;Maurice Hartmann;2;yes;;;no;no;101;GPSO;Issy-les-Moulineaux;92040;-
Drouette;48.6298567,1.8273996;48.62997685056807, 1.8274278259713503;31213;31213;50200123;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.8273996, 48.6298567]}";no;STIF 2018-07;Drouette;5;no;yes;yes;no;no;530;CENTRE ET SUD YVELINES;Rambouillet;78517;-
CTM;48.7550432,2.4193959;48.75498798951662, 2.41935218266321;41589;41589;50198715;Choisybus;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4193959, 48.7550432]}";;;Choisy le Roi - CTM;3;no;;;no;;110;RATP CAP EXPERTISES;Choisy-le-Roi;94022;-
Centre Administratif;48.8997441,2.0836585;48.89965705686512, 2.0835539538848575;34718;34718;50174035;"R3-Nord;R6";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.0836585, 48.8997441]}";yes;STIF 2018-05;Centre Administratif;4;yes;yes;yes;no;no;532;SAINT GERMAIN BOUCLES DE SEINE;Saint-Germain-en-Laye;78551;-
Dame Noire;49.1517126,1.8057434;49.151785988567454, 1.8056509577762254;416868;416868;50165586;"95-04;95-41;95-46;95-48;95-50";0.01;10;"{""type"": ""Point"", ""coordinates"": [1.8057434, 49.1517126]}";no;STIF 2019-01;Dame noire;5;;;;;;501;VEXIN;Magny-en-Vexin;95355;-
Muguets;48.9270005,1.8629339;48.926948556909316, 1.8627737863835439;"32467;32468";32467;50201209;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.8629339, 48.9270005]}";;;Muguets;5;;;;;;530;CENTRE ET SUD YVELINES;Bazemont;78049;-
La Morelle;48.425013,2.9824791;48.42504032802482, 2.9825496567092302;15850;15850;50193076;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.9824791, 48.425013]}";;;La Morelle;;;;;;;515;PAYS DE MONTEREAU;Laval-en-Brie;77245;-
Centre-Ville;49.1566096,2.3284358;49.15658450813047, 2.328543463998306;38892;38892;50208297;"DIM;A";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3284358, 49.1566096]}";no;STIF 2019-01;Centre Ville;5;;;;;;503;HAUT VAL D’OISE;Bruyères-sur-Oise;95116;-
Bertrand Faure;48.4493275,2.1878315;48.4493786272297, 2.1879185918364117;3239;3239;50238792;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1878315, 48.4493275]}";;;Bertrand Faure;5;;;;;;524;ESSONNE SUD OUEST;Morigny-Champigny;91433;-
Beau de Rochas;48.6053909,2.3196017;48.60540571118725, 2.3194850663322097;477013;477013;50206734;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.3196017, 48.6053909]}";no;STIF 2018-07;Beau de Rochas;5;yes;no;yes;yes;yes;523;EVRY CENTRE ESSONNE;Brétigny-sur-Orge;91103;-
École des Sapeurs-Pompiers;48.7407771,2.4740492;48.74073338545427, 2.4739880616883774;17165;17165;50190344;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4740492, 48.7407771]}";no;STIF 2018-07;Ecole des Sapeurs-Pompiers;4;;;;yes;no;521;MARNE ET SEINE;Valenton;94074;-
Ancienne Poste;48.7480276,2.4666805;48.748022018624965, 2.466610999708111;17151;17151;50190366;;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4666805, 48.7480276]}";no;STIF 2018-07;Ancienne Poste;4;;;;yes;;521;MARNE ET SEINE;Valenton;94074;-
Fontaine Agnès;48.9981613,1.7418088;48.998101212424416, 1.7418303311465035;18406;18406;50089591;"10;A";0.01;10;"{""type"": ""Point"", ""coordinates"": [1.7418088, 48.9981613]}";;;Fontaines Agnès;5;no;no;;no;;535;MANTOIS;Limay;78335;-
Cimetière;48.7950966,2.1805036;48.79512406346423, 2.1805632201351313;12745;12745;50177409;"31;32;33;34;N66";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1805036, 48.7950966]}";no;STIF 2019-01;Cimetière;3;no;no;;no;no;527;VELIZY VALLEES;Viroflay;78686;-
Croix Rouge;48.8200874,1.7508982;48.820082107905165, 1.7510300828750223;35656;35656;50200072;67;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.7508982, 48.8200874]}";;;Croix Rouge;5;yes;;;yes;;530;CENTRE ET SUD YVELINES;Garancières;78265;-
Collège François Mauriac;48.7898092,1.6081338;48.78971112658188, 1.6081506412478916;35601;35601;50200007;"67;60";0.01;10;"{""type"": ""Point"", ""coordinates"": [1.6081338, 48.7898092]}";;;Collège François Mauriac;5;;;;no;;530;CENTRE ET SUD YVELINES;Houdan;78310;-
Collège François Mauriac;48.7900597,1.6080108;48.79000771547849, 1.608129114777147;35600;35600;50200006;"67;7806";0.01;10;"{""type"": ""Point"", ""coordinates"": [1.6080108, 48.7900597]}";;;Collège François Mauriac;5;no;no;;no;;530;CENTRE ET SUD YVELINES;Houdan;78310;-
Général Leclerc;48.8207693,1.7550168;48.820815282222696, 1.7549218035648784;424757;424757;50200389;67;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.7550168, 48.8207693]}";;;Général Leclerc;5;no;;;no;;530;CENTRE ET SUD YVELINES;Garancières;78265;-
Louis Siou;48.8204398,1.7582907;48.820373946684754, 1.7583239901062913;35650;35650;50200930;67;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.7582907, 48.8204398]}";;;Louis Siou;5;no;no;yes;no;yes;530;CENTRE ET SUD YVELINES;Garancières;78265;-
Place Foch;48.8024314,1.9008074;48.80251944237574, 1.9006845270510806;35634;35634;50201360;67;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.9008074, 48.8024314]}";;;Place Foch;5;no;no;;no;;530;CENTRE ET SUD YVELINES;Jouars-Pontchartrain;78321;-
Place Rouget;48.9949972,1.910029;48.99504335849437, 1.910004519441184;32447;32447;50167665;5;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.910029, 48.9949972]}";;;Place Rouget;5;;;;no;;534;POISSY - LES MUREAUX;Les Mureaux;78440;-
Gare des Mureaux;48.9931147,1.9129024;48.993189606719824, 1.9128449331203696;32736;32736;50200360;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.9129024, 48.9931147]}";;;Gare des Mureaux;5;;;;no;no;530;CENTRE ET SUD YVELINES;Les Mureaux;78440;-
Allée de l'Essonne;48.6028558,2.461886;48.60289590234418, 2.4618366266254577;477394;477394;50205154;304;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.461886, 48.6028558]}";no;STIF 2019-01;Allée de l'Essonne;5;;;;;;523;EVRY CENTRE ESSONNE;Corbeil-Essonnes;91174;-
Allée de l'Essonne;48.602856,2.4614566;48.60283984728432, 2.4613760565010354;477395;477395;50182675;304;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.4614566, 48.602856]}";no;STIF 2019-01;Allée de l'Essonne;5;;;;;;531;ESSONE SUD EST;Corbeil-Essonnes;91174;-
Bourg;48.8533299,2.1424701;48.85326355321355, 2.142428808957962;32350;32350;50194674;"29;27";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1424701, 48.8533299]}";;;Bourg;4;no;yes;no;no;no;528;GRAND VERSAILLES;La Celle-Saint-Cloud;78126;-
Arenas de San Pedro;48.5655792,2.6215806;48.56557672990664, 2.621445130406952;33270;33270;50011909;43P;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.6215806, 48.5655792]}";;;Arenas de San Pedro;5;yes;yes;no;yes;no;519;TRANSDEV SENART;Vert-Saint-Denis;77495;-
Gare des Mureaux;48.9931815,1.9129198;48.99330723539198, 1.912924467911866;32732;32732;50167708;;0.01;10;"{""type"": ""Point"", ""coordinates"": [1.9129198, 48.9931815]}";;;Gare des Mureaux - Quai B3;5;;;;no;no;534;POISSY - LES MUREAUX;Les Mureaux;78440;B3
Dream Castle;48.8748696,2.8063037;48.874759563242684, 2.8062117398338384;18276;18276;50072811;Selected;0.01;10;"{""type"": ""Point"", ""coordinates"": [2.8063037, 48.8748696]}";;;Dream Castle;5;;;;;;82;MAGICAL SHUTTLE;Magny-le-Hongre;77268;-
Garderie;48.4884947,2.1889138;48.488403623616804, 2.1888982786078093;3668;3668;50174969;"68.09;68.16";0.01;10;"{""type"": ""Point"", ""coordinates"": [2.1889138, 48.4884947]}";;;Garderie;5;no;;;no;yes;900;EX DSP 24;Étréchy;91226;-
