code_externe,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
C00001,69556,69561,"Raoul Delattre",Weddingen,60,290
C00001,69556,69565,"Raoul Delattre",EDF,60,290
C00001,69561,69564,Weddingen,"Lycée Marianne",60,290
C00001,69564,495704,"Lycée Marianne","ZA de la Carelle",120,290
C00001,69565,69572,EDF,Écoles,60,290
C00001,69572,73679,Écoles,"Place Paul Bert",60,290
C00001,69585,478499,"Henri Dunant","Place Molière",60,290
C00001,69585,69603,"Henri Dunant","Paul Painlevé / Place Gounot",60,290
C00001,69587,478499,"Place Amédée Soupault","Place Molière",120,290
C00001,69587,69599,"Place Amédée Soupault",Marché,60,290
C00001,69599,69625,Marché,Villeneuve-le-Roi,120,290
C00001,69603,463511,"Paul Painlevé / Place Gounot",Cimetières,120,290
C00001,69608,495702,"La Fresnaie","Espace Naturel Pierre-Fitte",120,290
C00001,69608,73679,"La Fresnaie","Place Paul Bert",120,290
C00001,69625,463515,Villeneuve-le-Roi,"Rue de la Paix",120,290
C00001,69625,495704,Villeneuve-le-Roi,"ZA de la Carelle",180,290
C00001,69648,69653,"J.-J. Rousseau","Mairie / Paul Lafargue",60,290
C00001,69648,69656,"J.-J. Rousseau","Orly - Gaston Viens",120,290
C00001,69653,69657,"Mairie / Paul Lafargue","Parc Méliès",120,290
C00001,69656,463511,"Orly - Gaston Viens",Cimetières,180,290
C00001,69657,73897,"Parc Méliès","Cimetière Paysager",60,290
C00001,69665,69677,"Cité Jardins","Thiais - Orly (Pont de Rungis)",60,199
C00001,69665,73897,"Cité Jardins","Cimetière Paysager",180,290
C00001,69677,74372,"Thiais - Orly (Pont de Rungis)","Hauts Flouviers",60,290
C00001,69731,69762,"Pont d'Espagne","La Belle Épine",120,145
C00001,69731,74372,"Pont d'Espagne","Hauts Flouviers",120,290
C00001,69762,480875,"La Belle Épine","Le Cor de Chasse / Belle Épine Nord",60,145
C00001,74101,463515,"Parc en Seine","Rue de la Paix",60,290
C00001,74101,495702,"Parc en Seine","Espace Naturel Pierre-Fitte",120,290
C00003,69553,478500,"Les Pierrières","Rue Foch",180,41
C00003,69553,69567,"Les Pierrières","Ernest Renan",180,41
C00003,69556,69561,"Raoul Delattre",Weddingen,60,41
C00003,69556,69565,"Raoul Delattre",EDF,120,41
C00003,69561,69564,Weddingen,"Lycée Marianne",60,41
C00003,69564,69579,"Lycée Marianne","Jeanne d'Arc",60,41
C00003,69565,69572,EDF,Écoles,120,41
C00003,69567,69587,"Ernest Renan","Place Amédée Soupault",180,41
C00003,69572,73679,Écoles,"Place Paul Bert",60,50
C00003,69578,478500,"Pierre Curie","Rue Foch",360,41
C00003,69578,69596,"Pierre Curie","Foyer Jean Rostand",240,41
C00003,69579,69582,"Jeanne d'Arc","Poincaré / Victor Hugo",60,91
C00003,69579,69592,"Jeanne d'Arc","Général de Gaulle",60,50
C00003,69582,69587,"Poincaré / Victor Hugo","Place Amédée Soupault",60,91
C00003,69587,69599,"Place Amédée Soupault",Marché,120,50
C00003,69592,69625,"Général de Gaulle",Villeneuve-le-Roi,120,50
C00003,69596,69604,"Foyer Jean Rostand","Guillaume du Vair",120,40
C00003,69599,69625,Marché,Villeneuve-le-Roi,120,50
C00003,69604,69620,"Guillaume du Vair","Place Colonel A. Beltrame",120,40
C00003,69608,73679,"La Fresnaie","Place Paul Bert",120,50
C00003,69608,74101,"La Fresnaie","Parc en Seine",180,50
C00003,69612,69620,"École Paul Painlevé","Place Colonel A. Beltrame",180,40
C00003,69612,69640,"École Paul Painlevé",Gallieni,60,40
C00003,69621,69625,"Abbé Grégoire / Louis Jarrige",Villeneuve-le-Roi,60,40
C00003,69621,69642,"Abbé Grégoire / Louis Jarrige","Nikos Belloyanis",60,40
C00003,69625,463515,Villeneuve-le-Roi,"Rue de la Paix",120,50
C00003,69640,69642,Gallieni,"Nikos Belloyanis",,0
C00003,74101,463515,"Parc en Seine","Rue de la Paix",60,50
C00004,69554,69557,Ablon,"Reine Astrid",60,1052
C00004,69554,69563,Ablon,Brossolette,120,1073
C00004,69556,69561,"Raoul Delattre",Weddingen,60,1073
C00004,69556,74105,"Raoul Delattre","Pont de Villeneuve-le-Roi",60,534
C00004,69557,69576,"Reine Astrid","Place de la République",60,1073
C00004,69561,69564,Weddingen,"Lycée Marianne",60,1051
C00004,69563,69564,Brossolette,"Lycée Marianne",60,1073
C00004,69568,74105,Villeneuve-Saint-Georges,"Pont de Villeneuve-le-Roi",120,535
C00004,69576,69587,"Place de la République","Place Amédée Soupault",60,1073
C00004,69587,69603,"Place Amédée Soupault","Paul Painlevé / Place Gounot",120,1073
C00004,69603,69620,"Paul Painlevé / Place Gounot","Place Colonel A. Beltrame",120,1073
C00004,69620,69639,"Place Colonel A. Beltrame","Orly Ville",60,1073
C00004,69639,69648,"Orly Ville","J.-J. Rousseau",120,1073
C00004,69648,69656,"J.-J. Rousseau","Orly - Gaston Viens",120,1073
C00004,69653,69669,"Mairie / Paul Lafargue","La Victoire",120,1073
C00004,69653,69673,"Mairie / Paul Lafargue","La Source",60,1070
C00004,69656,69669,"Orly - Gaston Viens","La Victoire",60,915
C00004,69673,69686,"La Source","Noyer Grenot",120,1073
C00004,69686,69701,"Noyer Grenot","Jean Jaurès",60,1073
C00004,69701,69722,"Jean Jaurès","Les Tilleuls",60,978
C00004,69722,69755,"Les Tilleuls",Spinoza,60,1064
C00004,69755,69774,Spinoza,"Lycée / De Lattre de Tassigny",60,1073
C00004,69774,69791,"Lycée / De Lattre de Tassigny","Guy Môquet",60,1073
C00004,69791,69819,"Guy Môquet","Général Leclerc",120,1073
C00004,69819,69846,"Général Leclerc","Rouget de Lisle",60,346
C00004,69819,69852,"Général Leclerc",Choisy-le-Roi,180,535
C00004,69846,69852,"Rouget de Lisle",Choisy-le-Roi,60,538
C00006,419893,419897,"Maison de l'Environnement","Parc Central",60,511
C00006,419897,419901,"Parc Central",DGAC,60,511
C00006,419901,419905,DGAC,"Rue du Musée",60,511
C00006,63210,478358,"Tamaris le Parc","Château d'Ablon",60,511
C00006,63210,69548,"Tamaris le Parc","Sacré Coeur",60,352
C00006,63213,419905,"ZA Les Guyards","Rue du Musée",120,511
C00006,63213,478358,"ZA Les Guyards","Château d'Ablon",120,511
C00006,63278,63284,"Aéroport d’Orly (Terminal 4)","Aéroport d’Orly (Terminaux 1-2-3)",240,511
C00006,63278,74009,"Aéroport d’Orly (Terminal 4)","Porte de l'Essonne",540,511
C00006,69548,69554,"Sacré Coeur",Ablon,60,511
C00006,69554,69563,Ablon,Brossolette,120,511
C00006,69556,69561,"Raoul Delattre",Weddingen,60,511
C00006,69556,74105,"Raoul Delattre","Pont de Villeneuve-le-Roi",60,252
C00006,69558,69560,Beauregard,Garibaldi,60,511
C00006,69558,69568,Beauregard,Villeneuve-Saint-Georges,120,511
C00006,69560,69570,Garibaldi,Justice,120,511
C00006,69561,69564,Weddingen,"Lycée Marianne",60,465
C00006,69563,69564,Brossolette,"Lycée Marianne",60,511
C00006,69568,74105,Villeneuve-Saint-Georges,"Pont de Villeneuve-le-Roi",180,252
C00006,69570,69591,Justice,"Villa Nova",180,511
C00006,69591,69605,"Villa Nova","Rû de Gironde",60,511
C00006,69605,69632,"Rû de Gironde","École des Sapeurs-Pompiers",120,511
C00006,69632,69636,"École des Sapeurs-Pompiers","La Végétale",120,511
C00006,74009,419893,"Porte de l'Essonne","Maison de l'Environnement",120,511
C00009,67511,67529,"Les Fontaines","Maurice André",240,1
C00009,67511,67531,"Les Fontaines","La Brosse",60,1
C00009,67531,67547,"La Brosse",Place,120,1
C00009,67539,67540,"Marsange 1","Marsange 2",60,6
C00009,67539,67547,"Marsange 1",Place,120,10
C00009,67547,67561,Place,Autheuil,120,11
C00009,67561,478720,Autheuil,"ZAC Pillet",180,11
C00009,67587,478725,"ZI Ampère",Saint-Éloi,90,2
C00009,67587,67625,"ZI Ampère",Tournan,390,2
C00009,67602,478720,"Vieux Moulin","ZAC Pillet",60,2
C00009,67602,67624,"Vieux Moulin",Église,120,11
C00009,67619,67624,Champagne,Église,60,11
C00009,67619,67628,Champagne,"Val des Dames",60,11
C00009,67625,67628,Tournan,"Val des Dames",60,9
C00009,67625,67658,Tournan,Gretz-Armainvilliers,300,2
C00012,426345,478744,Poincaré,"Zac de la Terre Rouge",420,8
C00012,478480,478744,Closeau,"Zac de la Terre Rouge",60,16
C00012,67605,478480,"Petite Motte",Closeau,120,16
C00012,67605,67612,"Petite Motte","ZI Eiffel",120,16
C00012,67612,426361,"ZI Eiffel","Sécurité Sociale",60,15
C00012,67617,478744,"Maréchal Foch","Zac de la Terre Rouge",240,8
C00012,67617,67618,"Maréchal Foch",Poste,60,8
C00012,67617,67626,"Maréchal Foch",Cottages,60,19
C00012,67618,426361,Poste,"Sécurité Sociale",120,16
C00012,67618,67625,Poste,Tournan,180,8
C00012,67625,426345,Tournan,Poincaré,60,18
C00012,67626,67638,Cottages,Pompiers,60,19
C00012,67638,67648,Pompiers,Pont,60,19
C00012,67641,426345,PSR,Poincaré,240,10
C00012,67641,67648,PSR,Pont,60,19
C00014,62480,62588,"Église / Le Lavoir","Lycée Tour des Dames",390,4
C00014,62588,67402,"Lycée Tour des Dames",Maladrerie,240,9
C00014,62603,67395,"Saint Nicolas",Lavoir,60,9
C00014,62603,67402,"Saint Nicolas",Maladrerie,60,9
C00014,67395,67399,Lavoir,"Station de Covoiturage (RN4)",120,9
C00014,67399,490754,"Station de Covoiturage (RN4)","Sophie Germain",420,9
C00014,67502,478352,Z.I.,"Michelet / Les Bordes",60,7
C00014,67502,490754,Z.I.,"Sophie Germain",60,9
C00014,67505,478352,Lafayette,"Michelet / Les Bordes",120,6
C00014,67505,67528,Lafayette,Coubertin,60,9
C00014,67528,67548,Coubertin,"Croix Saint-Pierre",60,9
C00014,67548,67604,"Croix Saint-Pierre",Marles-en-Brie,180,9
C00015,67575,67620,"Alfred de Vigny","Cité des Troènes",60,18
C00015,67575,67632,"Alfred de Vigny","Singe Vert",60,18
C00015,67603,67610,"Stade Laumondé","Ombrages Parc",60,18
C00015,67603,67615,"Stade Laumondé","Avenue des Fresnes",60,18
C00015,67610,67616,"Ombrages Parc","Place Clément Ader",60,18
C00015,67611,67615,"Pierre et Marie Curie","Avenue des Fresnes",120,18
C00015,67611,67620,"Pierre et Marie Curie","Cité des Troènes",60,18
C00015,67616,67623,"Place Clément Ader","Victor Hugo",60,18
C00015,67623,67658,"Victor Hugo",Gretz-Armainvilliers,120,18
C00015,67632,67658,"Singe Vert",Gretz-Armainvilliers,60,18
C00016,462934,491773,Ozoir-la-Ferrière,"Ferme Pereire",240,1
C00016,463333,491773,"Belle Croix","Ferme Pereire",60,1
C00016,67545,67553,Mairie,"Chemin du Patis",60,1
C00016,67553,67598,"Chemin du Patis","Réveillon PLR",360,1
C00016,67589,67593,Hyverneaux,"Réveillon Écoles",120,3
C00016,67589,67609,Hyverneaux,"Parc Centre Commercial",60,3
C00016,67593,67598,"Réveillon Écoles","Réveillon PLR",60,1
C00016,67609,67640,"Parc Centre Commercial",Stade,60,3
C00016,67634,67640,"Place Charlotte",Stade,60,2
C00016,67634,67647,"Place Charlotte","Pavé de Paris",90,2
C00016,67634,67653,"Place Charlotte","Avenue du Châtelet",300,1
C00016,67647,67650,"Pavé de Paris","Rond-point du Château",60,1
C00016,67647,67654,"Pavé de Paris",Armainvilliers,60,3
C00016,67650,67660,"Rond-point du Château","Rue de Pontault",60,2
C00016,67653,67654,"Avenue du Châtelet",Armainvilliers,120,3
C00016,67657,67674,"Clos Prieur","Clos la Vigne",120,3
C00016,67657,67683,"Clos Prieur","Romaine Vimont",120,3
C00016,67660,67673,"Rue de Pontault","Clos Saint Yon",120,3
C00016,67673,67683,"Clos Saint Yon","Romaine Vimont",60,3
C00016,67674,67711,"Clos la Vigne",Église,300,3
C00016,67709,462934,Mairie,Ozoir-la-Ferrière,300,2
C00016,67709,463333,Mairie,"Belle Croix",180,1
C00016,67709,67711,Mairie,Église,60,3
C00017,478478,479066,Lully,"De Gaulle",60,4
C00017,479066,485896,"De Gaulle",Kipling,60,4
C00017,67619,67624,Champagne,Église,60,6
C00017,67619,67628,Champagne,"Val des Dames",120,6
C00017,67624,67642,Église,Monument,90,6
C00017,67625,67628,Tournan,"Val des Dames",60,6
C00017,67625,74226,Tournan,Origny,180,4
C00017,67642,67658,Monument,Gretz-Armainvilliers,120,6
C00017,67658,68129,Gretz-Armainvilliers,Torcy,1290,6
C00017,74226,478478,Origny,Lully,90,4
C00018,424483,426360,"Val Bréon - Cempac / Castorama","Val Bréon - Ikéa",60,12
C00018,424483,479102,"Val Bréon - Cempac / Castorama","Val Bréon - Conforama",60,12
C00018,478480,479102,Closeau,"Val Bréon - Conforama",360,6
C00018,62588,62603,"Lycée Tour des Dames","Saint Nicolas",60,17
C00018,62603,67395,"Saint Nicolas",Lavoir,,0
C00018,67395,67399,Lavoir,"Station de Covoiturage (RN4)",120,17
C00018,67399,490754,"Station de Covoiturage (RN4)","Sophie Germain",300,17
C00018,67502,478352,Z.I.,"Michelet / Les Bordes",60,18
C00018,67502,490754,Z.I.,"Sophie Germain",60,5
C00018,67505,478352,Lafayette,"Michelet / Les Bordes",60,6
C00018,67505,67528,Lafayette,Coubertin,60,6
C00018,67520,478352,Mairie,"Michelet / Les Bordes",120,12
C00018,67520,67527,Mairie,"Boulevard Hardy",60,12
C00018,67527,67532,"Boulevard Hardy","Rue Bertaux",60,5
C00018,67528,67604,Coubertin,Marles-en-Brie,330,6
C00018,67532,67625,"Rue Bertaux",Tournan,600,12
C00018,67547,67561,Place,Autheuil,60,6
C00018,67561,478720,Autheuil,"ZAC Pillet",180,6
C00018,67604,479102,Marles-en-Brie,"Val Bréon - Conforama",600,6
C00018,67605,478480,"Petite Motte",Closeau,,0
C00018,67605,67625,"Petite Motte",Tournan,240,6
C00018,67625,478720,Tournan,"ZAC Pillet",210,6
C00021,462934,463334,Ozoir-la-Ferrière,"Robert Schuman",120,39
C00021,463334,480607,"Robert Schuman",Einstein,60,19
C00021,478854,480607,"Danton Stade / La Ferrière",Einstein,120,39
C00021,67685,67691,Tulipes,"Camélias / Rue de Chevry",60,21
C00021,67685,67693,Tulipes,"Plume Vert",60,39
C00021,67691,67694,"Camélias / Rue de Chevry",Campanules,60,20
C00021,67693,478854,"Plume Vert","Danton Stade / La Ferrière",60,39
C00021,67694,67695,Campanules,Antenne,60,39
C00021,67695,67708,Antenne,"La Ferme",60,39
C00021,67708,67725,"La Ferme","Campus Sainte-Thérèse Ouest",60,39
C00021,67725,67732,"Campus Sainte-Thérèse Ouest","Collège Laurencin",60,39
C00021,67732,67743,"Collège Laurencin",Poirier,60,39
C00024,67625,67636,Tournan,"Hameau de Ville",240,5
C00024,67635,67748,"Maison des Associations","La Salle des Fêtes",390,4
C00024,67636,67716,"Hameau de Ville","Centre Médical",300,5
C00024,67716,67744,"Centre Médical",Stade,120,5
C00024,67744,67748,Stade,"La Salle des Fêtes",60,2
C00025,67604,67662,Marles-en-Brie,"Vieux Moulin",240,7
C00025,67662,67666,"Vieux Moulin","La Houssiette",60,3
C00025,67666,67678,"La Houssiette","Place Augereau",60,7
C00025,67675,67676,Beauregard,"Gros Bois",60,4
C00025,67675,67680,Beauregard,Monument,240,7
C00025,67676,478530,"Gros Bois","Place Saint-Jean",60,7
C00025,67677,67678,"Le Calvaire","Place Augereau",180,4
C00025,67677,67680,"Le Calvaire",Monument,120,3
C00025,67677,67690,"Le Calvaire","La Gonière",60,3
C00025,67678,67686,"Place Augereau",Bussière,60,3
C00025,67680,67686,Monument,Bussière,60,4
C00025,67686,67701,Bussière,Chantepie,60,4
C00025,67690,67701,"La Gonière",Chantepie,120,7
C00026,67480,67484,École,Église,60,8
C00026,67480,67525,École,Balancerie,60,8
C00026,67484,67503,Église,Étangs,60,8
C00026,67503,67530,Étangs,"Villas Patrice",120,8
C00026,67525,67583,Balancerie,Combreux,150,8
C00026,67530,67535,"Villas Patrice",Mairie,60,8
C00026,67535,67568,Mairie,Coffry,120,8
C00026,67583,67599,Combreux,Bourgognerie,60,8
C00026,67599,67625,Bourgognerie,Tournan,240,8
C00027,462934,491773,Ozoir-la-Ferrière,"Ferme Pereire",180,46
C00027,62412,418870,"Lieusaint - Moissy","Écopôle Rio",120,46
C00027,62592,418870,"Victor Hugo","Écopôle Rio",480,46
C00027,62592,486124,"Victor Hugo","Salle des Fêtes / Place des Minimes",270,24
C00027,62592,67438,"Victor Hugo","Place des Fêtes",240,22
C00027,67438,67449,"Place des Fêtes","Rendez-Vous Château - Jean-Claude Barigot",120,22
C00027,67449,486124,"Rendez-Vous Château - Jean-Claude Barigot","Salle des Fêtes / Place des Minimes",180,24
C00027,67449,67491,"Rendez-Vous Château - Jean-Claude Barigot","ZI Charles de Gaulle",240,46
C00027,67491,67567,"ZI Charles de Gaulle","Charles Pathé ZA",330,46
C00027,67567,67570,"Charles Pathé ZA",Bleuets,120,46
C00027,67570,491773,Bleuets,"Ferme Pereire",540,46
C00027,67828,462934,Fleuriste,Ozoir-la-Ferrière,450,8
C00027,67828,68266,Fleuriste,"Val d'Europe",1170,8
C00030,426353,485838,"Route d'Ozoir","3ème Avenue",60,83
C00030,67782,485838,"2ème Avenue","3ème Avenue",,0
C00030,67782,67795,"2ème Avenue",Sapins,120,83
C00030,67784,426353,République,"Route d'Ozoir",60,83
C00030,67784,483275,République,Prieuré,60,83
C00030,67790,483275,"Ancel de Garlande",Prieuré,,0
C00030,67790,67800,"Ancel de Garlande",Commerce,120,83
C00030,67793,67795,Wattripont,Sapins,60,83
C00030,67793,67809,Wattripont,"Parc des Sources",60,83
C00030,67795,67800,Sapins,Commerce,60,83
C00030,67795,67809,Sapins,"Parc des Sources",60,83
C00030,67809,67818,"Parc des Sources","Petit Pont",60,83
C00030,67818,67839,"Petit Pont",Roissy-en-Brie,120,166
C00031,463333,474216,"Belle Croix",Armainvilliers,60,282
C00031,463404,474216,"Les Pins",Armainvilliers,60,282
C00031,463404,478854,"Les Pins","Danton Stade / La Ferrière",60,282
C00031,67688,463333,"Campus Sainte-Thérèse","Belle Croix",60,282
C00031,67688,491773,"Campus Sainte-Thérèse","Ferme Pereire",60,282
C00031,67699,491773,Pyramide,"Ferme Pereire",60,282
C00031,67699,67705,Pyramide,Kessel,,0
C00031,67705,67714,Kessel,Anouilh,60,282
C00031,67709,478854,Mairie,"Danton Stade / La Ferrière",60,282
C00031,67709,67722,Mairie,Leclerc,60,282
C00031,67714,67729,Anouilh,Beaudelet,60,282
C00031,67722,67734,Leclerc,"Aristide Briand / Ozoir-la-Ferrière",60,282
C00031,67729,462934,Beaudelet,Ozoir-la-Ferrière,120,282
C00031,67734,67750,"Aristide Briand / Ozoir-la-Ferrière",Gruet,120,283
C00031,67750,67755,Gruet,"Bois Prieur / Margotins",60,141
C00031,67755,67759,"Bois Prieur / Margotins","Anne Frank / Marceau",60,283
C00031,67757,67758,"Centre Commercial",Pavé,60,283
C00031,67758,67771,Pavé,Église,120,141
C00031,67758,67773,Pavé,"Rue du Four",60,142
C00031,67759,67798,"Anne Frank / Marceau",Manoir,120,283
C00031,67771,67775,Église,"Château Candalle",120,141
C00031,67773,67775,"Rue du Four","Château Candalle",120,142
C00031,67775,67779,"Château Candalle",Berchères,60,283
C00031,67779,67781,Berchères,"Grande Haie",60,49
C00031,67781,67791,"Grande Haie","La Pépinière",120,283
C00031,67791,67796,"La Pépinière","Lycée Claudel",60,141
C00031,67796,463400,"Lycée Claudel",Danton,60,283
C00031,67798,67799,Manoir,Jondelles,60,283
C00031,67799,67803,Jondelles,Foch,,0
C00031,67803,67807,Foch,"Village de Flore",120,283
C00031,67807,67823,"Village de Flore",Renardière,60,283
C00031,67818,67823,"Petit Pont",Renardière,60,283
C00031,67818,67839,"Petit Pont",Roissy-en-Brie,60,283
C00031,67819,463400,"Pré Saint Martin",Danton,60,283
C00031,67819,67833,"Pré Saint Martin","Salle des Fêtes Jacques Brel",60,283
C00031,67833,67840,"Salle des Fêtes Jacques Brel","L'Orme au Charron",60,283
C00031,67839,67877,Roissy-en-Brie,"Lycée Charles le Chauve / Jean Monnet",120,283
C00031,67840,67852,"L'Orme au Charron","Résidence des Tilleuls",60,283
C00031,67852,67860,"Résidence des Tilleuls",Masséna,60,283
C00031,67856,67869,Forestières,"Grands Champs",60,141
C00031,67856,67877,Forestières,"Lycée Charles le Chauve / Jean Monnet",60,283
C00031,67859,67862,"Denis Papin","Louis Blanc",60,283
C00031,67859,67884,"Denis Papin","Parc Hi-Han",120,283
C00031,67860,67873,Masséna,"Collège Condorcet",60,156
C00031,67862,67867,"Louis Blanc","Pré des Aulnes",60,38
C00031,67867,415522,"Pré des Aulnes","Gare de Pontault (Place Beilstein / Parking relais)",120,283
C00031,67869,67884,"Grands Champs","Parc Hi-Han",60,283
C00031,67873,415522,"Collège Condorcet","Gare de Pontault (Place Beilstein / Parking relais)",60,283
C00032,478849,487151,"Centre Commercial 2000","Stade Lucien Morane",60,60
C00032,487151,496644,"Stade Lucien Morane","Hôtel de Ville",60,54
C00032,67757,496942,"Centre Commercial","Lucie Aubrac",60,55
C00032,67757,67758,"Centre Commercial",Pavé,120,110
C00032,67757,67763,"Centre Commercial",Libération,60,16
C00032,67758,67771,Pavé,Église,120,50
C00032,67758,67773,Pavé,"Rue du Four",120,60
C00032,67771,67785,Église,Cimetière,60,50
C00032,67773,67785,"Rue du Four",Cimetière,60,60
C00032,67774,496942,"Le Nautil","Lucie Aubrac",120,55
C00032,67774,67810,"Le Nautil","Robert Schuman",120,110
C00032,67785,67787,Cimetière,"Collège Jean Moulin",60,114
C00032,67787,463415,"Collège Jean Moulin",Lupins,60,114
C00032,67792,463411,"Pierre Rollet",Cassart,60,114
C00032,67792,463415,"Pierre Rollet",Lupins,60,114
C00032,67796,463400,"Lycée Claudel",Danton,60,114
C00032,67796,463411,"Lycée Claudel",Cassart,60,114
C00032,67806,67810,Morbras,"Robert Schuman",60,143
C00032,67806,67811,Morbras,"Grand Etang",60,72
C00032,67811,67826,"Grand Etang",Bartholomé,60,143
C00032,67819,463400,"Pré Saint Martin",Danton,60,114
C00032,67819,67844,"Pré Saint Martin","Les Bleuets",120,114
C00032,67823,67831,Renardière,"Collège Delacroix",60,135
C00032,67825,67839,Pierrerie,Roissy-en-Brie,120,143
C00032,67825,67841,Pierrerie,"Bois Briard",60,143
C00032,67826,67836,Bartholomé,Varin,60,72
C00032,67831,67837,"Collège Delacroix",Fragonnard,60,2
C00032,67836,67841,Varin,"Bois Briard",60,143
C00032,67837,67851,Fragonnard,Pinsonnière,60,133
C00032,67838,67842,Cézanne,"Stade Bessuard",60,135
C00032,67838,67851,Cézanne,Pinsonnière,60,135
C00032,67839,67877,Roissy-en-Brie,"Lycée Charles le Chauve / Jean Monnet",120,135
C00032,67842,67877,"Stade Bessuard","Lycée Charles le Chauve / Jean Monnet",60,135
C00032,67844,478849,"Les Bleuets","Centre Commercial 2000",60,60
C00032,67844,496644,"Les Bleuets","Hôtel de Ville",60,54
C00032,67889,487151,"Bois la Croix / Ferme Caminha","Stade Lucien Morane",60,139
C00032,67889,67900,"Bois la Croix / Ferme Caminha","Bois Saint-Martin / Place du Muguet",60,139
C00032,67897,67904,"Émerainville - Pontault-Combault","Émery - Dantzig",60,139
C00032,67900,67914,"Bois Saint-Martin / Place du Muguet","Creutzer - Dantzig",120,139
C00032,67904,67910,"Émery - Dantzig","Plessis - Dantzig",60,139
C00032,67910,67914,"Plessis - Dantzig","Creutzer - Dantzig",60,139
C00033,67765,67767,"Les Merles","Les Hantes",60,224
C00033,67765,72960,"Les Merles","Les Alouettes",60,224
C00033,67767,67771,"Les Hantes",Église,120,113
C00033,67767,67773,"Les Hantes","Rue du Four",120,111
C00033,67771,67785,Église,Cimetière,120,113
C00033,67773,67785,"Rue du Four",Cimetière,120,111
C00033,67785,67804,Cimetière,"Espace Roger Boisramé",60,224
C00033,67804,67814,"Espace Roger Boisramé",Étoile,60,224
C00033,67814,67822,Étoile,Capucines,60,111
C00033,67822,67853,Capucines,Bouquet,120,224
C00033,67853,67861,Bouquet,"Médiathèque François Mitterrand",60,113
C00033,67853,67872,Bouquet,"République / Hôtel de Ville",120,111
C00033,67861,67874,"Médiathèque François Mitterrand",Bellevue,120,113
C00033,67872,478847,"République / Hôtel de Ville","Cinéma Apollo",120,111
C00033,67874,425238,Bellevue,Marché,60,113
C00033,67897,425238,"Émerainville - Pontault-Combault",Marché,60,113
C00033,67897,478847,"Émerainville - Pontault-Combault","Cinéma Apollo",60,111
C00033,72960,74114,"Les Alouettes","Les 4 Chênes",180,224
C00038,63420,483697,"Val d'Albian HEC","Campus HEC",,0
C00038,63420,73705,"Val d'Albian HEC",CRC,120,320
C00038,63522,473405,"Beuvron / Montcel","Place de la Marne",60,8
C00038,63522,63560,"Beuvron / Montcel",Bauvinon,120,320
C00038,63523,473405,Jouy-en-Josas,"Place de la Marne",60,320
C00038,63523,73705,Jouy-en-Josas,CRC,60,310
C00038,63560,63599,Bauvinon,"Abel Nicolle le Vallon",120,320
C00038,63597,63599,"Les Metz - La Mare","Abel Nicolle le Vallon",60,320
C00038,63597,63634,"Les Metz - La Mare","Les Metz - Hoche",60,320
C00038,63634,63676,"Les Metz - Hoche","Les Metz - Clair Bois",60,284
C00038,63676,63709,"Les Metz - Clair Bois","Centre d'Affaires Petit Robinson",60,320
C00038,63709,485346,"Centre d'Affaires Petit Robinson","Petit Robinson",60,116
C00038,63709,63760,"Centre d'Affaires Petit Robinson","Collège Saint-Exupéry",180,160
C00038,63760,422455,"Collège Saint-Exupéry","Robert Wagner",60,316
C00038,63760,485346,"Collège Saint-Exupéry","Petit Robinson",120,160
C00038,63800,422455,"Marcel Sembat","Robert Wagner",60,310
C00038,63800,63858,"Marcel Sembat","Allée Noire / Cimetière",120,320
C00038,63858,69480,"Allée Noire / Cimetière","Albert Perdreaux",60,275
C00038,69480,69487,"Albert Perdreaux","Chaville - Vélizy",60,320
C00038,69487,69490,"Chaville - Vélizy","Mare Adam",120,320
C00038,69490,73718,"Mare Adam","Chaville Rive Gauche",60,320
C00038,69503,419995,"Chaville Rive Droite","Paul Vaillant Couturier / Résistance",60,160
C00038,73718,73719,"Chaville Rive Gauche","Puits Sans Vin / Mairie",60,320
C00038,73719,419995,"Puits Sans Vin / Mairie","Paul Vaillant Couturier / Résistance",60,159
C00042,63404,63415,Bièvres,"Mairie de Bièvres",60,137
C00042,63415,63424,"Mairie de Bièvres",Vauboyen,60,135
C00042,63424,63473,Vauboyen,Ministère,180,137
C00042,63473,63551,Ministère,Burospace,120,137
C00042,63551,63608,Burospace,"Base Aérienne 107",60,137
C00042,63608,63647,"Base Aérienne 107","Rond-Point Val de Grâce",60,135
C00042,63647,63664,"Rond-Point Val de Grâce","Les Ailes",120,137
C00042,63664,412739,"Les Ailes","Les Hélices",120,137
C00042,63672,412739,"Route Militaire","Les Hélices",60,51
C00042,63672,74082,"Route Militaire","Général Valérie André",60,86
C00042,63680,63681,"Pointe Ouest","Zone Aéronautique",60,81
C00042,63680,63695,"Pointe Ouest",Échangeur,60,56
C00042,63681,74082,"Zone Aéronautique","Général Valérie André",60,56
C00042,63695,63760,Échangeur,"Collège Saint-Exupéry",120,113
C00042,63750,63764,"Centre Commercial Mozart","Picardie - Champagne",60,52
C00042,63760,422455,"Collège Saint-Exupéry","Robert Wagner",60,118
C00042,63760,63764,"Collège Saint-Exupéry","Picardie - Champagne",120,28
C00042,63800,422455,"Marcel Sembat","Robert Wagner",60,137
C00042,63800,63858,"Marcel Sembat","Allée Noire / Cimetière",120,137
C00042,63858,69480,"Allée Noire / Cimetière","Albert Perdreaux",60,121
