code_externe,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
C00323,59954,59999,Berthault,"Marquants / Croix boissée",120,56
C00323,59970,413489,Coquelicots,Botteaux,60,56
C00323,59999,60027,"Marquants / Croix boissée",Guichet,120,56
C00323,60022,413489,Noues,Botteaux,120,56
C00323,60022,60027,Noues,Guichet,120,56
C00323,60027,60140,Guichet,"Parc de Tréville",240,112
C00323,60140,60203,"Parc de Tréville","Imprimerie Nationale",180,112
C00323,60203,60224,"Imprimerie Nationale","Arnaud Massy",60,62
C00323,60203,60236,"Imprimerie Nationale","Bois de Vetille",480,56
C00323,60224,60251,"Arnaud Massy","Les Petits Bois",120,62
C00323,60236,487096,"Bois de Vetille","Caroline Rier",420,62
C00323,60236,60253,"Bois de Vetille","La Marinière",60,118
C00323,60247,60255,Brétigny,Lycée,120,118
C00323,60251,60256,"Les Petits Bois","Les Trois Parts",60,24
C00323,60253,60255,"La Marinière",Lycée,60,70
C00323,60256,60286,"Les Trois Parts","Gabriel Jaillard",60,58
C00323,60286,60307,"Gabriel Jaillard","Les Coccinelles",60,62
C00323,60296,60307,"Rue des Clos","Les Coccinelles",120,62
C00323,60296,60314,"Rue des Clos","Hôtel de Ville",120,26
C00323,60296,60333,"Rue des Clos","Cimetière / Libération",,0
C00323,60314,60333,"Hôtel de Ville","Cimetière / Libération",60,26
C00323,60333,419299,"Cimetière / Libération","Grand Noyer",120,62
C00324,64500,64507,"Mairie / Église Notre-Dame","Paul Bert",60,42
C00324,64500,70902,"Mairie / Église Notre-Dame",Rueil-Malmaison,210,42
C00324,64507,64527,"Paul Bert",Commissariat,150,42
C00324,64527,64553,Commissariat,"Hôtel de Ville / Poste",150,42
C00324,64553,64563,"Hôtel de Ville / Poste","Les Ibis",120,42
C00324,64563,64582,"Les Ibis","Le Vésinet - Le Pecq",120,42
C00324,64565,64576,"Pavillon Sully","Mairie / Pont du Pecq",120,42
C00324,64565,73715,"Pavillon Sully","Place Royale",240,42
C00324,64576,64577,"Mairie / Pont du Pecq","Jean Jaurès",60,41
C00324,64577,64579,"Jean Jaurès","Route de Croissy / République",60,42
C00324,64579,64582,"Route de Croissy / République","Le Vésinet - Le Pecq",60,42
C00324,64589,73715,Saint-Germain-en-Laye,"Place Royale",120,42
C00324,70900,70902,"D'Estienne d'Orves",Rueil-Malmaison,180,42
C00330,64578,64583,"Cormiers Ricard",Sabinettes,60,301
C00330,64578,64595,"Cormiers Ricard","Place du Docteur Roux",120,301
C00330,64582,64604,"Le Vésinet - Le Pecq",Belloy,180,301
C00330,64583,64594,Sabinettes,"Stade Finaltéri",60,289
C00330,64594,64613,"Stade Finaltéri",Landes,60,263
C00330,64595,64606,"Place du Docteur Roux","Ribot Barbier",60,301
C00330,64599,64611,"Parc de l'Europe / Jean Jaurès","Collège Auguste Renoir",60,285
C00330,64599,64625,"Parc de l'Europe / Jean Jaurès",Monceau,120,302
C00330,64604,64618,Belloy,Charmettes,60,293
C00330,64606,64609,"Ribot Barbier","Maurice de Vlaminck",60,150
C00330,64609,64616,"Maurice de Vlaminck","Renoir / Maupassant",60,301
C00330,64611,64616,"Collège Auguste Renoir","Renoir / Maupassant",60,302
C00330,64613,64618,Landes,Charmettes,60,301
C00330,64625,64636,Monceau,Bercail,60,302
C00330,64636,64645,Bercail,Égalité,60,302
C00330,64645,64662,Égalité,"Général Leclerc",60,302
C00330,64662,64685,"Général Leclerc","Grande Rue",60,287
C00330,64676,64678,"Salle des Fêtes","Maréchal Juin",60,221
C00330,64676,64696,"Salle des Fêtes","Maurice Berteaux",60,272
C00330,64678,64685,"Maréchal Juin","Grande Rue",60,302
C00330,64696,64741,"Maurice Berteaux","Houilles - Carrières-sur-Seine",180,302
C00332,474317,478935,"Lucien Guitry","Rue Eugène Labiche",60,79
C00332,478935,483237,"Rue Eugène Labiche",IRSN,60,41
C00332,64404,474317,Augier,"Lucien Guitry",120,79
C00332,64404,64419,Augier,"Les Moulins",60,79
C00332,64419,64436,"Les Moulins","Patte d'Oie",60,79
C00332,64424,477622,Gabillons,Crèche,60,41
C00332,64424,483237,Gabillons,IRSN,60,28
C00332,64433,64444,Chanorier,"La Roseraie",60,40
C00332,64433,64483,Chanorier,"Chatou - Croissy",300,40
C00332,64436,64453,"Patte d'Oie",Verdun,120,79
C00332,64438,478935,"Stade Omnisports","Rue Eugène Labiche",120,43
C00332,64438,64458,"Stade Omnisports","Cultures Lorraine",60,43
C00332,64444,64453,"La Roseraie",Verdun,60,79
C00332,64444,64483,"La Roseraie","Chatou - Croissy",300,39
C00332,64452,477620,"Princesse Croissy","Président Roosevelt",60,84
C00332,64452,477622,"Princesse Croissy",Crèche,60,41
C00332,64452,64473,"Princesse Croissy","École Princesse",60,43
C00332,64458,64477,"Cultures Lorraine","Henri Régnault",120,43
C00332,64473,64477,"École Princesse","Henri Régnault",60,43
C00332,64514,477620,"Le Vésinet - Centre","Président Roosevelt",120,84
C00334,64660,64666,"3 Buttes","Jardins Sportifs",60,15
C00334,64660,64691,"3 Buttes","Z.I. des Amandiers",240,15
C00334,64666,64676,"Jardins Sportifs","Salle des Fêtes",120,15
C00334,64676,64696,"Salle des Fêtes","Maurice Berteaux",60,15
C00334,64691,417678,"Z.I. des Amandiers",Pâture,120,8
C00334,64691,64692,"Z.I. des Amandiers",Daubigny,180,7
C00334,64692,64700,Daubigny,"La Rivière",60,7
C00334,64696,64741,"Maurice Berteaux","Houilles - Carrières-sur-Seine",180,15
C00334,64700,494786,"La Rivière",Colombier,120,7
C00334,64734,494786,"La Fontaine",Colombier,120,7
C00334,64734,64741,"La Fontaine","Houilles - Carrières-sur-Seine",240,7
C00334,64741,417678,"Houilles - Carrières-sur-Seine",Pâture,240,8
C00335,64582,64604,"Le Vésinet - Le Pecq",Belloy,180,257
C00335,64604,64618,Belloy,Charmettes,60,257
C00335,64618,64624,Charmettes,"Jules Ferry",120,257
C00335,64624,64638,"Jules Ferry","Aristide Briand",60,257
C00335,64638,483235,"Aristide Briand",Marais,120,132
C00335,64638,64640,"Aristide Briand",Poste,60,31
C00335,64638,64657,"Aristide Briand",Église,60,98
C00335,64640,64646,Poste,"Champs Roger",60,31
C00335,64646,64668,"Champs Roger","Le Montoir / Château d'Eau",60,31
C00335,64656,64657,"Général Leclerc",Église,60,106
C00335,64656,64671,"Général Leclerc","Victor Hugo",60,99
C00335,64668,64672,"Le Montoir / Château d'Eau","Konica JVC",120,272
C00335,64668,64675,"Le Montoir / Château d'Eau",Sainte-Honorine,60,245
C00335,64671,64680,"Victor Hugo","Jean Macé",60,69
C00335,64672,64697,"Konica JVC","Lycée Les Pierres Vives",60,273
C00335,64675,64680,Sainte-Honorine,"Jean Macé",60,245
C00335,64680,64687,"Jean Macé","La Tour",60,139
C00335,64686,483235,"Cimetière / Jardins Familiaux",Marais,60,139
C00335,64686,64687,"Cimetière / Jardins Familiaux","La Tour",60,139
C00335,64697,64709,"Lycée Les Pierres Vives",Cerisier,60,236
C00335,64709,64713,Cerisier,Buzenval,60,164
C00335,64713,64714,Buzenval,Gandillet,60,225
C00335,64714,64741,Gandillet,"Houilles - Carrières-sur-Seine",120,273
C00336,64433,64444,Chanorier,"La Roseraie",120,12
C00336,64433,64483,Chanorier,"Chatou - Croissy",420,12
C00336,64444,64453,"La Roseraie",Verdun,90,24
C00336,64444,64483,"La Roseraie","Chatou - Croissy",480,12
C00336,64452,477620,"Princesse Croissy","Président Roosevelt",60,24
C00336,64452,64460,"Princesse Croissy","Carrefour de la Croix",60,24
C00336,64453,64460,Verdun,"Carrefour de la Croix",120,24
C00336,64498,64517,"Allée de la Gare","Émile Thiébaut",120,24
C00336,64498,64518,"Allée de la Gare","Lycée Alain",60,24
C00336,64514,477620,"Le Vésinet - Centre","Président Roosevelt",150,24
C00336,64514,64517,"Le Vésinet - Centre","Émile Thiébaut",90,24
C00336,64518,64582,"Lycée Alain","Le Vésinet - Le Pecq",240,24
C00337,64579,64582,"Route de Croissy / République","Le Vésinet - Le Pecq",120,119
C00337,64579,64590,"Route de Croissy / République","Jacques Cartier",60,119
C00337,64590,64615,"Jacques Cartier","Rue de Seine",60,119
C00337,64615,64633,"Rue de Seine",COMSIP,60,119
C00337,64633,64649,COMSIP,"Hameau de Palfour",60,119
C00337,64649,64664,"Hameau de Palfour","Gabriel Péri",60,32
C00337,64664,64683,"Gabriel Péri","Berges de Montesson",60,27
C00337,64683,64750,"Berges de Montesson","Théophile Roussel",300,119
C00337,64750,64806,"Théophile Roussel","Ferdinand Buisson",120,119
C00337,64806,64833,"Ferdinand Buisson","Centre Commercial",60,119
C00337,64833,64860,"Centre Commercial",Montgolfier,60,119
C00337,64860,64890,Montgolfier,Strasbourg,60,119
C00337,64890,64918,Strasbourg,Sartrouville,120,119
C00339,63215,63224,Concorde,"Les Frères Voisin",60,65
C00339,63224,63264,"Les Frères Voisin","Place de France",60,65
C00339,63264,73896,"Place de France","Jeanne Garnerin",60,65
C00339,63300,425937,"Mairie / Docteur Ténine",Mouchez,60,79
C00339,63300,63303,"Mairie / Docteur Ténine",Villemilan,60,97
C00339,63303,69574,Villemilan,"Georges Besse 1",120,65
C00339,63303,69584,Villemilan,Antonypôle,60,30
C00339,63321,425937,"La Poste",Mouchez,60,48
C00339,63321,63329,"La Poste","Bon Puits / Jumelages",60,97
C00339,63321,63340,"La Poste",Fribouli,60,49
C00339,63329,425937,"Bon Puits / Jumelages",Mouchez,120,49
C00339,63329,63337,"Bon Puits / Jumelages",Saint-Eloi,60,97
C00339,63329,63338,"Bon Puits / Jumelages",Montjean,60,97
C00339,63329,63340,"Bon Puits / Jumelages",Fribouli,120,48
C00339,63337,63338,Saint-Eloi,Montjean,60,97
C00339,63340,63361,Fribouli,Pascal,120,97
C00339,63361,69660,Pascal,"Les Rabats - Armand Guillebaud",60,97
C00339,69566,69574,"Georges Besse 2","Georges Besse 1",60,130
C00339,69566,73896,"Georges Besse 2","Jeanne Garnerin",60,65
C00339,69574,69584,"Georges Besse 1",Antonypôle,120,65
C00339,69584,69589,Antonypôle,"Lycée Monod / ZI Enna",60,95
C00339,69589,69597,"Lycée Monod / ZI Enna","André Malraux / Arago",60,88
C00339,69597,69613,"André Malraux / Arago","Maurice Ravel",60,20
C00339,69597,69614,"André Malraux / Arago","Frères Lumière",60,48
C00339,69613,69629,"Maurice Ravel","Les Morins",60,47
C00339,69614,69629,"Frères Lumière","Les Morins",60,38
C00339,69629,69684,"Les Morins","Lycée Descartes",180,95
C00339,69660,69684,"Les Rabats - Armand Guillebaud","Lycée Descartes",60,97
C00339,69684,69710,"Lycée Descartes","Pont d'Antony",120,192
C00339,69710,69743,"Pont d'Antony","Auguste Mounié - Division Leclerc",120,95
C00339,69743,69759,"Auguste Mounié - Division Leclerc",Antony,240,95
C00340,63280,69569,"Bel Air / ZAC du Moulin","François Sommer",60,124
C00340,69569,69580,"François Sommer","Nations Unies",60,209
C00340,69580,69589,"Nations Unies","Lycée Monod / ZI Enna",60,199
C00340,69589,69602,"Lycée Monod / ZI Enna","Léon Jouhaux",60,358
C00340,69602,69619,"Léon Jouhaux","Collège Henri Georges Adam / Collège des Rabats",120,358
C00340,69619,69638,"Collège Henri Georges Adam / Collège des Rabats","Émile Seitz",60,358
C00340,69638,69646,"Émile Seitz",Aubépine,60,323
C00340,69646,69660,Aubépine,"Les Rabats - Armand Guillebaud",60,357
C00340,69660,69684,"Les Rabats - Armand Guillebaud","Lycée Descartes",60,358
C00340,69679,69693,"Joseph Delon","Armand Guillebaud",180,179
C00340,69679,69702,"Joseph Delon","Espace Vasarely",60,179
C00340,69684,69693,"Lycée Descartes","Armand Guillebaud",60,179
C00340,69684,69697,"Lycée Descartes","Lycée Les Fleurs",60,179
C00340,69697,69710,"Lycée Les Fleurs","Pont d'Antony",60,178
C00340,69702,69759,"Espace Vasarely",Antony,180,179
C00340,69710,69720,"Pont d'Antony","Marché d'Antony",60,179
C00340,69720,69759,"Marché d'Antony",Antony,60,179
C00341,69586,69595,"Centre Sportif Lionel Terray","Centre Commercial - Noyer Doré",60,25
C00341,69586,69598,"Centre Sportif Lionel Terray",Kennedy,60,25
C00341,69595,69607,"Centre Commercial - Noyer Doré","Mont Blanc",60,25
C00341,69598,69615,Kennedy,"Chemin Potier",60,12
C00341,69598,69622,Kennedy,"Les Baconnets",120,13
C00341,69607,69611,"Mont Blanc","Centre Commercial des Baconnets / Méditerranée",60,23
C00341,69611,69615,"Centre Commercial des Baconnets / Méditerranée","Chemin Potier",60,12
C00341,69611,69622,"Centre Commercial des Baconnets / Méditerranée","Les Baconnets",60,12
C00341,69615,69627,"Chemin Potier","Baconnets - Mirabeau / Léonie",120,25
C00341,69627,69647,"Baconnets - Mirabeau / Léonie","Fontaine Michalon",60,25
C00341,69647,69664,"Fontaine Michalon","Paul Bert",120,13
C00341,69647,69679,"Fontaine Michalon","Joseph Delon",180,12
C00341,69664,69681,"Paul Bert","Parc Heller",60,13
C00341,69679,69702,"Joseph Delon","Espace Vasarely",60,12
C00341,69681,69699,"Parc Heller","Hautes Bièvres",120,13
C00341,69682,69684,"Chemin d'Antony","Lycée Descartes",60,24
C00341,69684,69697,"Lycée Descartes","Lycée Les Fleurs",60,25
C00341,69697,486727,"Lycée Les Fleurs",Rabelais,120,13
C00341,69697,69710,"Lycée Les Fleurs","Pont d'Antony",60,12
C00341,69699,420255,"Hautes Bièvres","Théâtre - Mairie",300,13
C00341,69702,69759,"Espace Vasarely",Antony,120,12
C00341,69710,69720,"Pont d'Antony","Marché d'Antony",60,12
C00341,69720,69759,"Marché d'Antony",Antony,120,12
C00341,69743,486727,"Auguste Mounié - Division Leclerc",Rabelais,120,13
C00341,69743,69759,"Auguste Mounié - Division Leclerc",Antony,180,13
C00341,69759,420255,Antony,"Théâtre - Mairie",120,13
C00342,425723,425730,"Vallée aux Loups",Cité-Jardin,180,195
C00342,425723,488232,"Vallée aux Loups","Lycée Polyvalent Jean Jaurès",60,390
C00342,69741,420255,"François Molé","Théâtre - Mairie",60,195
C00342,69741,69747,"François Molé","Rue des Champs",60,155
C00342,69741,69757,"François Molé","Julien Périn",60,390
C00342,69747,482339,"Rue des Champs","Augusta Antony RER",60,195
C00342,69757,69767,"Julien Périn","Marcel Maillard",60,390
C00342,69759,420255,Antony,"Théâtre - Mairie",120,195
C00342,69759,69787,Antony,"Léon Blum",120,195
C00342,69767,69773,"Marcel Maillard","Les Godets",60,337
C00342,69773,69814,"Les Godets",Petit-Châtenay,120,390
C00342,69787,482339,"Léon Blum","Augusta Antony RER",60,195
C00342,69787,69813,"Léon Blum","La Croix de Berny",180,390
C00342,69803,69806,Lamartine,"Paul de Rutté",60,195
C00342,69803,69817,Lamartine,"Thomas Masaryk",60,144
C00342,69806,69809,"Paul de Rutté","Robert Hertz",60,195
C00342,69809,69824,"Robert Hertz","Henri Sellier",60,165
C00342,69811,69839,"Cimetière Nouveau","Les Peintres",120,347
C00342,69814,69864,Petit-Châtenay,"Mairie / Rue des Vignes",60,390
C00342,69817,69839,"Thomas Masaryk","Les Peintres",60,195
C00342,69824,69851,"Henri Sellier","Saint Exupéry",60,195
C00342,69839,69861,"Les Peintres","Édith Piaf",120,195
C00342,69851,69901,"Saint Exupéry","Cyrano de Bergerac / Montgolfier",60,195
C00342,69855,69861,"Docteur le Savoureux / Jules Verne","Édith Piaf",60,390
C00342,69855,69864,"Docteur le Savoureux / Jules Verne","Mairie / Rue des Vignes",240,390
C00342,69861,425730,"Édith Piaf",Cité-Jardin,60,195
C00342,69901,425723,"Cyrano de Bergerac / Montgolfier","Vallée aux Loups",120,195
C00344,69906,480985,"Parc de Sceaux","Pierre Kohlmann",60,37
C00344,69942,480985,"Fontaine Grelot / Petit Chambord","Pierre Kohlmann",60,37
C00344,69942,69961,"Fontaine Grelot / Petit Chambord","Villa Flamande",120,18
C00344,69942,69966,"Fontaine Grelot / Petit Chambord","Pierre Langlade",60,19
C00344,69961,69966,"Villa Flamande","Pierre Langlade",60,19
C00344,69961,69990,"Villa Flamande","Galois / Villa Saint-Cyr",60,37
C00344,69982,420186,"Petit Chambord - Lycée Lakanal","Condorcet - Mairie RER / Conservatoire",120,19
C00344,69982,70033,"Petit Chambord - Lycée Lakanal",Bourg-la-Reine,120,19
C00344,69990,420186,"Galois / Villa Saint-Cyr","Condorcet - Mairie RER / Conservatoire",60,37
C00344,70033,70071,Bourg-la-Reine,"Rue du 8 Mai 1945",60,19
C00344,70071,420186,"Rue du 8 Mai 1945","Condorcet - Mairie RER / Conservatoire",120,18
C00344,70071,70079,"Rue du 8 Mai 1945","Pierre Loti",60,29
C00344,70079,70105,"Pierre Loti","Les Bas Coquarts",120,37
C00344,70105,70157,"Les Bas Coquarts","Port Galand",60,37
C00345,63379,415616,"Abreuvoir / Paron","Verrières Mairie",120,188
C00345,63379,483631,"Abreuvoir / Paron",Bourrelier,60,112
C00345,63384,63399,"Petits Ruisseaux","Godets - La Noisette",180,188
C00345,63384,69674,"Petits Ruisseaux","Georges Suant",60,188
C00345,63388,483631,"Bourrelier - Crèche / Le Clos",Bourrelier,60,105
C00345,63388,63392,"Bourrelier - Crèche / Le Clos",Bua,60,182
C00345,63392,63399,Bua,"Godets - La Noisette",60,188
C00345,69674,69692,"Georges Suant","Le Paradis",60,135
C00345,69692,69716,"Le Paradis","Diderot / Sources",60,135
C00345,69699,69712,"Hautes Bièvres","Square Collegno",60,94
C00345,69699,69716,"Hautes Bièvres","Diderot / Sources",120,94
C00345,69712,69759,"Square Collegno",Antony,120,94
C00345,69716,69726,"Diderot / Sources","Colonel Fabien",60,94
C00345,69726,69741,"Colonel Fabien","François Molé",60,94
C00345,69741,69747,"François Molé","Rue des Champs",60,18
C00345,69747,420255,"Rue des Champs","Théâtre - Mairie",60,94
C00345,69759,420255,Antony,"Théâtre - Mairie",60,94
C00346,63292,69586,"Opéra - Théâtre / Hôpital Jacques Cartier","Centre Sportif Lionel Terray",120,104
C00346,63320,416600,"Massy - Verrières","Bièvre - La Poterne",120,208
C00346,63320,487822,"Massy - Verrières","École du Noyer - Doré",60,208
C00346,69586,69595,"Centre Sportif Lionel Terray","Centre Commercial - Noyer Doré",60,104
C00346,69595,487822,"Centre Commercial - Noyer Doré","École du Noyer - Doré",60,208
C00346,69617,416600,"Clos de Massy","Bièvre - La Poterne",60,208
C00346,69617,69626,"Clos de Massy","Adolphe Pajeaud",60,177
C00346,69626,69634,"Adolphe Pajeaud","Le Breuil - Les Baconnets",60,208
C00346,69634,69649,"Le Breuil - Les Baconnets","Anne Frank",60,187
C00346,69649,427580,"Anne Frank","Jean Mermoz",60,208
C00346,69664,427580,"Paul Bert","Jean Mermoz",60,202
C00346,69664,69679,"Paul Bert","Joseph Delon",60,208
C00346,69679,69702,"Joseph Delon","Espace Vasarely",60,208
C00346,69702,69759,"Espace Vasarely",Antony,120,208
C00350,415098,427230,Mésanges,Robinson,60,27
C00350,486693,486697,"Coulée Verte","Gustave Eiffel",60,27
C00350,69804,69807,"Parc de Sceaux - Sous-Préfecture",LaVallée,120,54
C00350,69804,69813,"Parc de Sceaux - Sous-Préfecture","La Croix de Berny",60,46
C00350,69807,486697,LaVallée,"Gustave Eiffel",60,27
C00350,69807,69857,LaVallée,"Grande Voie des Vignes - École Centrale",60,27
C00350,69857,486693,"Grande Voie des Vignes - École Centrale","Coulée Verte",60,27
C00350,69864,486693,"Mairie / Rue des Vignes","Coulée Verte",90,54
C00350,69864,69912,"Mairie / Rue des Vignes","Prés Hauts",60,54
C00350,69891,69894,"Les Coccinelles","Jean Jaurès / Roger Salengro",60,27
C00350,69891,69935,"Les Coccinelles",Arboretum,120,27
C00350,69894,69912,"Jean Jaurès / Roger Salengro","Prés Hauts",180,27
C00350,69912,69930,"Prés Hauts","Hélène Roederer",60,27
C00350,69930,69931,"Hélène Roederer","Eugène Sinet / Marc Sangnier",60,23
C00350,69931,69954,"Eugène Sinet / Marc Sangnier",Chateaubriand,120,27
C00350,69935,69954,Arboretum,Chateaubriand,60,27
C00350,69954,69956,Chateaubriand,"George Sand",60,54
C00350,69956,69977,"George Sand","Anatole France",60,34
C00350,69977,69995,"Anatole France","Les Terrasses",60,38
C00350,69995,427230,"Les Terrasses",Robinson,120,54
C00350,70080,415098,"Edmond About",Mésanges,60,25
C00350,70080,70094,"Edmond About",Pasteur,60,27
C00350,70084,420314,"Hôpital Marie Lannelongue / Paul Jaudé","Arthur Ranc",60,27
C00350,70084,73856,"Hôpital Marie Lannelongue / Paul Jaudé","Gustave Robin",120,27
C00350,70094,415113,Pasteur,"Boris Vildé",60,3
C00350,70095,415113,"Etang Colbert","Boris Vildé",60,27
C00350,70095,420314,"Etang Colbert","Arthur Ranc",60,27
C00350,70095,70110,"Etang Colbert","La Côte",60,54
C00350,70107,70110,"Les Suisses","La Côte",60,36
C00350,70107,70117,"Les Suisses","Bois de la Garenne",60,54
C00350,70117,417846,"Bois de la Garenne","Rue Gabrielle / Les Fées",60,39
C00350,70131,482751,"Louis Pergaud / Progrès","Les Roses",60,27
C00350,70131,70137,"Louis Pergaud / Progrès","Les Tilleuls",60,27
C00350,70131,70187,"Louis Pergaud / Progrès","Stade du Panorama",60,12
C00350,70135,417845,"Moulin de la Tour (Rue du Plateau) / Rue du Midi","Les Cerisiers",60,1
C00350,70135,417846,"Moulin de la Tour (Rue du Plateau) / Rue du Midi","Rue Gabrielle / Les Fées",60,54
C00350,70135,482751,"Moulin de la Tour (Rue du Plateau) / Rue du Midi","Les Roses",60,15
C00350,70137,417845,"Les Tilleuls","Les Cerisiers",60,27
C00350,70187,70222,"Stade du Panorama","Division Leclerc",60,27
C00350,73856,427230,"Gustave Robin",Robinson,60,27
C00355,62762,62818,"Collège Pompidou","Le Petit et Vergeat",60,85
C00355,62762,62857,"Collège Pompidou","André Malraux",60,85
C00355,62818,62853,"Le Petit et Vergeat",Hortensias,60,85
C00355,62853,62968,Hortensias,"Prairie de l'Oly",240,85
C00355,62857,62903,"André Malraux","Les Narcisses",60,85
C00355,62903,62968,"Les Narcisses","Prairie de l'Oly",120,85
C00355,62964,62965,Lafayette,"Jules Verne",60,111
C00355,62964,62968,Lafayette,"Prairie de l'Oly",60,170
C00355,62965,62971,"Jules Verne","Patte d'Oie",60,170
C00355,62971,62997,"Patte d'Oie",Pasteur,120,85
C00355,62997,63024,Pasteur,Dispensaire,60,170
C00355,63024,63071,Dispensaire,Vigneux-sur-Seine,90,170
C00356,62658,62679,"Église / Marché","Paris Jardins",180,367
C00356,62658,62720,"Église / Marché","Port aux Cerises",60,367
C00356,62679,62688,"Paris Jardins",Gibraltar,60,367
C00356,62688,478505,Gibraltar,Juvisy,120,367
C00356,62720,62776,"Port aux Cerises","Pavillon Bleu",60,363
C00356,62744,62758,"Jean Jaurès","Marcel Linard",60,229
C00356,62744,62761,"Jean Jaurès","Parc du Château",60,367
C00356,62758,62776,"Marcel Linard","Pavillon Bleu",60,367
C00356,62761,62821,"Parc du Château",Plateau,60,367
C00356,62821,62907,Plateau,"Mairie / Arbre de la Liberté",120,367
C00356,62907,62959,"Mairie / Arbre de la Liberté","Port de Vigneux",120,367
C00356,62959,63071,"Port de Vigneux",Vigneux-sur-Seine,120,367
C00356,62968,422926,"Prairie de l'Oly",Glacière,120,367
C00356,62968,62987,"Prairie de l'Oly","Athénée Les Vignes",60,367
C00356,62987,63005,"Athénée Les Vignes",Lycée,120,367
C00356,62990,63035,"Mairie / Hôtel de Ville",Église,120,367
C00356,62990,63072,"Mairie / Hôtel de Ville","Montgeron - Crosne",120,367
C00356,63005,63035,Lycée,Église,60,367
C00356,63024,63026,Dispensaire,Église,60,344
C00356,63024,63071,Dispensaire,Vigneux-sur-Seine,120,367
C00356,63026,63045,Église,"Victor Hugo",60,312
C00356,63045,63075,"Victor Hugo","Marx Dormoy",60,367
C00356,63073,422901,Scierie,"Rue du Repos",60,145
C00356,63073,422926,Scierie,Glacière,60,365
C00356,63075,63101,"Marx Dormoy","Rue des Arts",60,264
C00356,63101,63133,"Rue des Arts","Bac d'Ablon",60,367
C00356,63133,477476,"Bac d'Ablon",Longueraies,60,367
C00356,63145,477476,Valdoly,Longueraies,120,367
C00356,63145,63199,Valdoly,"Maurice Garin",180,367
C00356,63159,422901,Gallieni,"Rue du Repos",60,365
C00356,63159,63199,Gallieni,"Maurice Garin",120,367
C00358,60978,61010,Gendarmerie,"Villiers Garçons",60,199
C00358,60978,61024,Gendarmerie,"Cité Brossolette",180,199
C00358,61004,61010,Payen,"Villiers Garçons",60,201
C00358,61004,61024,Payen,"Cité Brossolette",60,199
C00358,61010,61034,"Villiers Garçons",Oberkirch,60,400
C00358,61022,422931,Mazières,"Beaumont / Châtillon",60,201
C00358,61022,61031,Mazières,"Hôtel de Ville - Château de Villiers",120,400
C00358,61024,62615,"Cité Brossolette","Place du 19 Mars 1962",60,400
C00358,61031,61034,"Hôtel de Ville - Château de Villiers",Oberkirch,60,334
C00358,62615,62653,"Place du 19 Mars 1962","Orée de Sénart",60,400
C00358,62616,422931,Lilas,"Beaumont / Châtillon",60,140
C00358,62616,62630,Lilas,Beauséjour,60,400
C00358,62630,62675,Beauséjour,Fruchart,60,333
C00358,62653,62695,"Orée de Sénart","Brossolette Jeunon",60,400
C00358,62675,62688,Fruchart,Gibraltar,60,260
C00358,62688,478505,Gibraltar,Juvisy,120,400
C00358,62695,62732,"Brossolette Jeunon","Château des Sables",60,400
C00358,62731,424093,"Sables de Rouvres","Chemin Vert",60,199
C00358,62731,62732,"Sables de Rouvres","Château des Sables",60,199
C00358,62732,62766,"Château des Sables","Salvador Allende",60,201
C00358,62766,424093,"Salvador Allende","Chemin Vert",60,199
C00358,62766,62839,"Salvador Allende","Gros Buisson",120,201
C00358,62766,62854,"Salvador Allende","Place Anatole France",120,199
C00358,62839,62854,"Gros Buisson","Place Anatole France",180,201
C00358,62854,62864,"Place Anatole France","Les Iris",60,284
C00358,62864,62874,"Les Iris","Guy Môquet",60,309
C00358,62874,62907,"Guy Môquet","Mairie / Arbre de la Liberté",120,400
C00358,62907,62959,"Mairie / Arbre de la Liberté","Port de Vigneux",60,400
C00358,62959,63071,"Port de Vigneux",Vigneux-sur-Seine,120,400
C00363,61027,62728,"LP Nadar","Camille Guillaume / Clos de la Régale / Gymnase Maurice Baquet",180,39
C00363,62728,62762,"Camille Guillaume / Clos de la Régale / Gymnase Maurice Baquet","Collège Pompidou",120,39
C00363,62762,62818,"Collège Pompidou","Le Petit et Vergeat",120,39
C00363,62818,62968,"Le Petit et Vergeat","Prairie de l'Oly",240,39
C00363,62956,493249,Poste,"Place du 14 Juillet",120,39
C00363,62956,62971,Poste,"Patte d'Oie",60,39
C00363,62964,62965,Lafayette,"Jules Verne",60,39
C00363,62964,62968,Lafayette,"Prairie de l'Oly",60,39
C00363,62965,62971,"Jules Verne","Patte d'Oie",60,39
C00363,63019,493249,"Paul Langevin","Place du 14 Juillet",60,39
C00363,63019,63071,"Paul Langevin",Vigneux-sur-Seine,60,39
C00366,60967,426056,Jonquilles,"Hôpital Dupuytren",60,4
C00366,60967,60997,Jonquilles,"Croix de Sénart",60,4
C00366,60997,61010,"Croix de Sénart","Villiers Garçons",240,1
C00366,60997,61023,"Croix de Sénart",Marais,120,5
C00366,61004,426056,Payen,"Hôpital Dupuytren",180,3
C00366,61010,426056,"Villiers Garçons","Hôpital Dupuytren",240,1
C00366,61010,61022,"Villiers Garçons",Mazières,210,2
C00366,61010,61034,"Villiers Garçons",Oberkirch,90,2
C00366,61010,62695,"Villiers Garçons","Brossolette Jeunon",300,1
C00366,61022,422931,Mazières,"Beaumont / Châtillon",120,4
C00366,61022,61034,Mazières,Oberkirch,150,2
C00366,61023,62607,Marais,"Charles Mory - Aqua Sénart",120,3
