code_externe,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
C02437,67833,67844,"Salle des Fêtes Jacques Brel","Les Bleuets",60,410
C02437,67840,67852,"L'Orme au Charron","Résidence des Tilleuls",60,206
C02437,67844,478849,"Les Bleuets","Centre Commercial 2000",120,206
C02437,67844,496644,"Les Bleuets","Hôtel de Ville",60,204
C02437,67852,67860,"Résidence des Tilleuls",Masséna,60,266
C02437,67860,67873,Masséna,"Collège Condorcet",60,362
C02437,67873,415522,"Collège Condorcet","Gare de Pontault (Place Beilstein / Parking relais)",60,410
C02437,67889,487151,"Bois la Croix / Ferme Caminha","Stade Lucien Morane",120,410
C02437,67889,67892,"Bois la Croix / Ferme Caminha","Village Anglais",60,80
C02437,67892,481097,"Village Anglais",Buffon,120,410
C02437,73026,481096,Cimetière,"François Mansard",120,410
C02437,73026,481097,Cimetière,Buffon,60,410
C02437,73092,481092,"Georges Demésy","Gros Chêne",120,410
C02437,73092,73097,"Georges Demésy","Villiers-sur-Marne - Le Plessis-Trévise",120,410
